iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000640869,0.103928,0.000854492,10.3928
2,0.0504889,0.0255102,0.0254889,0.00276184,0.106049,0.00312805,10.4954
3,0.0765094,0.0260308,0.0260204,0.00637817,0.108215,0.00706482,10.6048
4,0.103061,0.0265621,0.0265515,0.0116425,0.110428,0.0125885,10.7165
5,0.130141,0.0271041,0.0270806,0.0185852,0.112686,0.019516,10.8294
6,0.157799,0.0276573,0.0276573,0.0271759,0.114975,0.0274048,10.9465
7,0.186005,0.0282217,0.0282062,0.037262,0.119171,0.0357361,11.0927
8,0.214783,0.0287977,0.028778,0.0485535,0.124603,0.0440063,11.5705
9,0.244157,0.0293854,0.029374,0.0607147,0.128021,0.0518188,12.2557
10,0.274122,0.0299851,0.0299656,0.0733337,0.129547,0.05896,13.063
11,0.304705,0.030597,0.0305822,0.0860138,0.129425,0.0653839,13.9383
12,0.335897,0.0312215,0.0311925,0.0983124,0.129807,0.0707245,14.8311
13,0.367726,0.0318586,0.0318284,0.108948,0.132446,0.0744019,15.692
14,0.400217,0.0325088,0.0324915,0.117798,0.135147,0.076767,16.4944
15,0.433364,0.0331722,0.0331465,0.125092,0.137909,0.078186,17.2246
16,0.467193,0.0338492,0.0338291,0.131119,0.140732,0.079071,17.8848
17,0.501694,0.03454,0.0345009,0.136169,0.1436,0.0796509,18.4786
18,0.536937,0.0352449,0.0352429,0.144028,0.14653,0.0800934,19.018
19,0.572867,0.0359642,0.0359306,0.151138,0.149521,0.0805359,19.5074
20,0.609559,0.0366982,0.0366922,0.157623,0.152573,0.0810089,19.9583
21,0.646999,0.0374471,0.0374401,0.163513,0.155685,0.0816193,20.3774
22,0.68517,0.0382114,0.0381704,0.16861,0.158859,0.0824127,20.771
23,0.724152,0.0389912,0.0389825,0.172913,0.162109,0.083374,21.1485
24,0.763929,0.0397869,0.039777,0.177856,0.165405,0.0844727,21.5131
25,0.804478,0.0405989,0.0405493,0.183914,0.168793,0.0856323,21.8658
26,0.845891,0.0414274,0.0414121,0.189545,0.172226,0.0868378,22.2119
27,0.888143,0.0422729,0.0422523,0.194534,0.175751,0.088028,22.5504
28,0.931272,0.0431356,0.0431287,0.198761,0.179337,0.0891724,22.8824
29,0.975248,0.0440159,0.0439769,0.202026,0.182999,0.09021,23.2053
30,1.02011,0.0449142,0.0448605,0.205978,0.186737,0.0910034,23.5172
31,1.06589,0.0458308,0.0457818,0.210617,0.190536,0.0917358,23.8191
32,1.11263,0.0467662,0.0467433,0.214691,0.194427,0.0924835,24.113
33,1.1603,0.0477206,0.0476689,0.218063,0.198395,0.0931702,24.3968
34,1.20894,0.0486945,0.0486336,0.220657,0.202454,0.0937958,24.6716
35,1.25858,0.0496882,0.0496398,0.222717,0.206573,0.0943756,24.9381
36,1.30927,0.0507023,0.0506903,0.226089,0.2108,0.0948944,25.1969
