iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000793457,0.10582,0.0010376,10.582
2,0.0504889,0.0255102,0.0254889,0.00343323,0.107986,0.00387573,10.6868
3,0.0765094,0.0260308,0.0260204,0.00793457,0.110184,0.00874329,10.7981
4,0.103061,0.0265621,0.0265515,0.0144501,0.112442,0.0155182,10.9119
5,0.130141,0.0271041,0.0270806,0.0230103,0.114731,0.0238495,11.0266
6,0.157799,0.0276573,0.0276573,0.033493,0.123093,0.0331116,11.2514
7,0.186005,0.0282217,0.0282062,0.0456238,0.130386,0.0425873,11.6967
8,0.214783,0.0287977,0.028778,0.0589752,0.135178,0.0516815,12.4361
9,0.244157,0.0293854,0.029374,0.0730591,0.137589,0.0600433,13.3469
10,0.274122,0.0299851,0.0299656,0.0873566,0.137894,0.0675201,14.3466
11,0.304705,0.030597,0.0305822,0.101349,0.136459,0.0739288,15.3788
12,0.335897,0.0312215,0.0311925,0.113663,0.133804,0.0783844,16.3748
13,0.367726,0.0318586,0.0318284,0.12381,0.134857,0.0811615,17.2969
14,0.400217,0.0325088,0.0324915,0.132019,0.137619,0.0827637,18.1312
15,0.433364,0.0331722,0.0331465,0.138687,0.140427,0.0836945,18.8766
16,0.467193,0.0338492,0.0338291,0.144424,0.143295,0.0842743,19.5426
17,0.501694,0.03454,0.0345009,0.153,0.14621,0.0846863,20.1377
18,0.536937,0.0352449,0.0352429,0.160706,0.1492,0.0851135,20.678
19,0.572867,0.0359642,0.0359306,0.167679,0.152237,0.0856018,21.1691
20,0.609559,0.0366982,0.0366922,0.173904,0.15535,0.0862427,21.625
21,0.646999,0.0374471,0.0374401,0.179199,0.158524,0.0871124,22.0536
22,0.68517,0.0382114,0.0381704,0.183563,0.161758,0.0881958,22.461
23,0.724152,0.0389912,0.0389825,0.190292,0.165054,0.0894012,22.8558
24,0.763929,0.0397869,0.039777,0.196747,0.168427,0.0906677,23.239
25,0.804478,0.0405989,0.0405493,0.20256,0.17186,0.09198,23.6111
26,0.845891,0.0414274,0.0414121,0.207581,0.175369,0.0932465,23.9763
27,0.888143,0.0422729,0.0422523,0.211594,0.178955,0.0944366,24.3325
28,0.931272,0.0431356,0.0431287,0.215698,0.182602,0.0953979,24.6781
29,0.975248,0.0440159,0.0439769,0.220978,0.186325,0.0962219,25.0103
30,1.02011,0.0449142,0.0448605,0.225693,0.190125,0.0971069,25.3322
31,1.06589,0.0458308,0.0457818,0.229614,0.194016,0.0979004,25.6443
32,1.11263,0.0467662,0.0467433,0.232666,0.197968,0.0986481,25.9477
33,1.1603,0.0477206,0.0476689,0.235428,0.202011,0.0993347,26.2406
34,1.20894,0.0486945,0.0486336,0.239319,0.206131,0.0999603,26.5237
35,1.25858,0.0496882,0.0496398,0.242706,0.210342,0.10051,26.7977
36,1.30927,0.0507023,0.0506903,0.245331,0.21463,0.100998,27.0633
37,1.36096,0.051737,0.051695,0.247101,0.219009,0.10144,27.3187
38,1.4137,0.0527929,0.0527422,0.249146,0.22348,0.101959,27.5662
39,1.46754,0.0538703,0.0538348,0.251801,0.228043,0.102448,27.8069
40,1.52241,0.0549697,0.0548701,0.253769,0.232697,0.102936,28.0391
41,1.57847,0.0560915,0.0560583,0.254822,0.237442,0.103394,28.2665
42,1.63565,0.0572362,0.0571862,0.255493,0.242294,0.103836,28.4873
43,1.69402,0.0584043,0.0583629,0.257462,0.247238,0.104385,28.7038
44,1.75361,0.0595962,0.0595915,0.258255,0.252289,0.104904,28.9166
45,1.81435,0.0608125,0.0607449,0.257904,0.257431,0.105408,29.1235
46,1.8763,0.0620536,0.0619465,0.257797,0.26268,0.105881,29.3252
47,1.9395,0.06332,0.0631993,0.258331,0.268051,0.106323,29.5223
48,2.00401,0.0646122,0.0645069,0.257721,0.273514,0.106705,29.715
49,2.06988,0.0659308,0.0658729,0.256393,0.279099,0.107162,29.9052
50,2.13702,0.0672763,0.0671397,0.255966,0.28479,0.107635,30.0905
51,2.20565,0.0686493,0.068628,0.255386,0.290604,0.108063,30.2747
52,2.27566,0.0700503,0.070011,0.253906,0.296539,0.108429,30.4546
53,2.34711,0.0714799,0.0714545,0.252106,0.302597,0.10878,30.631
54,2.41988,0.0729387,0.0727708,0.251663,0.308762,0.109268,30.8026
55,2.49422,0.0744272,0.0743399,0.250214,0.315063,0.109741,30.9736
56,2.57,0.0759462,0.0757735,0.248123,0.321503,0.110168,31.1406
57,2.64748,0.0774961,0.0774859,0.246567,0.328064,0.11058,31.3079
58,2.72654,0.0790776,0.0790535,0.24559,0.334763,0.111176,31.4743
59,2.80723,0.0806915,0.0806907,0.243607,0.341583,0.111725,31.64
60,2.88938,0.0823382,0.0821534,0.241119,0.348557,0.112244,31.8018
61,2.97331,0.0840186,0.0839338,0.240067,0.355667,0.112747,31.9639
62,3.05884,0.0857333,0.0855275,0.238785,0.36293,0.113373,32.1243
63,3.14631,0.0874829,0.0874713,0.238785,0.370346,0.113953,32.2871
64,3.23553,0.0892683,0.0892149,0.238861,0.377899,0.114487,32.4485
65,3.32656,0.0910901,0.0910356,0.239166,0.385605,0.115097,32.6151
66,3.4195,0.0929491,0.0929388,0.240372,0.393478,0.115723,32.798
67,3.51409,0.094846,0.0945925,0.241409,0.401505,0.116302,32.993
68,3.61076,0.0967816,0.0966639,0.242798,0.409698,0.116943,33.2052
69,3.70922,0.0987568,0.0984673,0.244247,0.41806,0.117645,33.4303
70,3.80996,0.100772,0.100731,0.245499,0.42659,0.118271,33.6738
71,3.91266,0.102829,0.102706,0.24649,0.435303,0.118835,33.9312
72,4.01743,0.104927,0.104768,0.247696,0.444183,0.119492,34.2029
73,4.12435,0.107069,0.106924,0.249069,0.453247,0.120102,34.4897
74,4.23353,0.109254,0.10918,0.250275,0.462509,0.120682,34.7922
75,4.3446,0.111483,0.111062,0.251297,0.471939,0.121368,35.1046
76,4.45812,0.113759,0.113519,0.252472,0.481567,0.122055,35.4344
77,4.57369,0.11608,0.115574,0.25386,0.491409,0.122681,35.7754
78,4.69195,0.118449,0.118262,0.255127,0.501434,0.12326,36.1355
79,4.81247,0.120867,0.120515,0.256302,0.511658,0.124008,36.5082
80,4.93533,0.123333,0.122866,0.257675,0.52211,0.124664,36.8942
81,5.06066,0.12585,0.125323,0.259109,0.532761,0.125275,37.2943
82,5.18855,0.128419,0.127894,0.260498,0.54364,0.125854,37.7096
83,5.31914,0.131039,0.130587,0.261749,0.554733,0.126511,38.141
84,5.45255,0.133714,0.13341,0.262817,0.566055,0.127182,38.5897
85,5.58892,0.136442,0.136375,0.264175,0.577606,0.127914,39.0567
86,5.72762,0.139227,0.138699,0.265701,0.589386,0.128799,39.5328
87,5.86956,0.142068,0.141944,0.267136,0.601425,0.129547,40.0299
88,6.01406,0.144968,0.144494,0.268524,0.613693,0.13028,40.5378
89,6.16121,0.147926,0.147153,0.269867,0.626221,0.131027,41.0574
90,6.31209,0.150945,0.150878,0.271454,0.638992,0.131744,41.6027
91,6.46591,0.154026,0.153818,0.273148,0.652039,0.132553,42.1621
92,6.6228,0.157169,0.156894,0.274612,0.665344,0.133347,42.7367
93,6.78292,0.160377,0.160118,0.275833,0.678925,0.134109,43.328
94,6.94642,0.16365,0.163501,0.277023,0.69278,0.134857,43.9373
95,7.11227,0.166989,0.165853,0.278641,0.706924,0.13562,44.55
96,7.28181,0.170397,0.169539,0.279968,0.721344,0.137268,45.1837
97,7.45523,0.173875,0.173421,0.281235,0.736069,0.138992,45.8404
98,7.63136,0.177423,0.176131,0.285187,0.751083,0.140762,46.5033
