iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.00485229,0.12822,0.00549316,12.822
2,0.0504889,0.0255102,0.0254889,0.019928,0.167725,0.0217285,14.8093
3,0.0765094,0.0260308,0.0260204,0.0452118,0.203003,0.0463562,16.674
4,0.103061,0.0265621,0.0265515,0.0789185,0.224579,0.0736084,18.697
5,0.130141,0.0271041,0.0270806,0.117371,0.233215,0.0980835,21.6037
6,0.157799,0.0276573,0.0276573,0.156326,0.231339,0.117706,24.694
7,0.186005,0.0282217,0.0282062,0.190125,0.222504,0.13063,27.5488
8,0.214783,0.0287977,0.028778,0.213638,0.210815,0.135849,29.9208
9,0.244157,0.0293854,0.029374,0.229141,0.199112,0.137131,31.8182
10,0.274122,0.0299851,0.0299656,0.246094,0.188629,0.137024,33.3297
11,0.304705,0.030597,0.0305822,0.262894,0.179703,0.136765,34.5578
12,0.335897,0.0312215,0.0311925,0.276169,0.172241,0.136887,35.582
13,0.367726,0.0318586,0.0318284,0.286026,0.166336,0.137482,36.465
14,0.400217,0.0325088,0.0324915,0.300095,0.166733,0.139008,37.2644
15,0.433364,0.0331722,0.0331465,0.312683,0.170135,0.141113,38.0091
16,0.467193,0.0338492,0.0338291,0.322433,0.173615,0.143372,38.7153
17,0.501694,0.03454,0.0345009,0.332794,0.177155,0.14563,39.3874
18,0.536937,0.0352449,0.0352429,0.343719,0.180771,0.147491,40.0289
19,0.572867,0.0359642,0.0359306,0.352325,0.184464,0.149185,40.6343
20,0.609559,0.0366982,0.0366922,0.361099,0.188232,0.150803,41.2137
21,0.646999,0.0374471,0.0374401,0.370468,0.192062,0.152267,41.7653
22,0.68517,0.0382114,0.0381704,0.37767,0.195984,0.153625,42.2883
23,0.724152,0.0389912,0.0389825,0.385864,0.199982,0.154938,42.7915
24,0.763929,0.0397869,0.039777,0.393845,0.204071,0.156235,43.2743
25,0.804478,0.0405989,0.0405493,0.399673,0.208237,0.1577,43.7395
26,0.845891,0.0414274,0.0414121,0.407379,0.212479,0.159256,44.1961
27,0.888143,0.0422729,0.0422523,0.413864,0.216827,0.160843,44.6429
28,0.931272,0.0431356,0.0431287,0.419312,0.221252,0.16243,45.0824
29,0.975248,0.0440159,0.0439769,0.425735,0.225769,0.164017,45.5127
30,1.02011,0.0449142,0.0448605,0.430405,0.230362,0.165634,45.9363
31,1.06589,0.0458308,0.0457818,0.435257,0.235077,0.167267,46.3555
32,1.11263,0.0467662,0.0467433,0.440231,0.239868,0.168808,46.7708
33,1.1603,0.0477206,0.0476689,0.443817,0.244766,0.170273,47.1786
34,1.20894,0.0486945,0.0486336,0.448532,0.249756,0.171677,47.5799
35,1.25858,0.0496882,0.0496398,0.450623,0.254852,0.173264,47.979
36,1.30927,0.0507023,0.0506903,0.453674,0.260056,0.17485,48.3774
37,1.36096,0.051737,0.051695,0.455551,0.265366,0.176376,48.7712
38,1.4137,0.0527929,0.0527422,0.457642,0.270782,0.177826,49.1609
