iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.00431824,0.126205,0.00491333,12.6205
2,0.0504889,0.0255102,0.0254889,0.017746,0.158371,0.0194092,14.2377
3,0.0765094,0.0260308,0.0260204,0.0403748,0.192398,0.041748,15.9363
4,0.103061,0.0265621,0.0265515,0.0708618,0.214188,0.0671387,17.594
5,0.130141,0.0271041,0.0270806,0.106232,0.224213,0.0906067,20.2121
6,0.157799,0.0276573,0.0276573,0.142776,0.224289,0.109863,23.0881
7,0.186005,0.0282217,0.0282062,0.176437,0.2173,0.123932,25.848
8,0.214783,0.0287977,0.028778,0.200912,0.206833,0.130386,28.204
9,0.244157,0.0293854,0.029374,0.217392,0.195831,0.132339,30.116
10,0.274122,0.0299851,0.0299656,0.231445,0.185684,0.132568,31.6513
11,0.304705,0.030597,0.0305822,0.248627,0.176895,0.132339,32.8999
12,0.335897,0.0312215,0.0311925,0.262512,0.169495,0.132339,33.9374
13,0.367726,0.0318586,0.0318284,0.2733,0.1633,0.132736,34.826
14,0.400217,0.0325088,0.0324915,0.284225,0.164108,0.133926,35.621
15,0.433364,0.0331722,0.0331465,0.297302,0.167465,0.135742,36.3546
16,0.467193,0.0338492,0.0338291,0.308105,0.170883,0.137894,37.0484
17,0.501694,0.03454,0.0345009,0.316666,0.174362,0.140076,37.708
18,0.536937,0.0352449,0.0352429,0.327698,0.177933,0.14212,38.3422
19,0.572867,0.0359642,0.0359306,0.337326,0.181564,0.143921,38.9435
20,0.609559,0.0366982,0.0366922,0.344528,0.185272,0.145447,39.5172
21,0.646999,0.0374471,0.0374401,0.35405,0.189041,0.14682,40.0619
22,0.68517,0.0382114,0.0381704,0.362381,0.192902,0.148148,40.5782
23,0.724152,0.0389912,0.0389825,0.368591,0.196838,0.149414,41.0743
24,0.763929,0.0397869,0.039777,0.376892,0.200851,0.150665,41.5499
25,0.804478,0.0405989,0.0405493,0.384079,0.204956,0.151962,42.0057
26,0.845891,0.0414274,0.0414121,0.389618,0.209137,0.153412,42.4518
27,0.888143,0.0422729,0.0422523,0.396774,0.213409,0.154907,42.8876
28,0.931272,0.0431356,0.0431287,0.402634,0.217758,0.156418,43.3156
29,0.975248,0.0440159,0.0439769,0.407593,0.222214,0.157913,43.7339
30,1.02011,0.0449142,0.0448605,0.413544,0.226746,0.159393,44.1443
31,1.06589,0.0458308,0.0457818,0.417831,0.231369,0.160934,44.5499
32,1.11263,0.0467662,0.0467433,0.42218,0.236099,0.162476,44.9525
33,1.1603,0.0477206,0.0476689,0.426773,0.240906,0.16391,45.3479
34,1.20894,0.0486945,0.0486336,0.429489,0.245834,0.165268,45.737
35,1.25858,0.0496882,0.0496398,0.433899,0.250839,0.16658,46.121
36,1.30927,0.0507023,0.0506903,0.435852,0.255966,0.167984,46.5028
37,1.36096,0.051737,0.051695,0.438293,0.261185,0.169479,46.8805
38,1.4137,0.0527929,0.0527422,0.439896,0.266525,0.170914,47.2549
39,1.46754,0.0538703,0.0538348,0.441345,0.271957,0.172302,47.627
40,1.52241,0.0549697,0.0548701,0.4422,0.277512,0.173584,47.9921
