iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000534058,0.102509,0.000732422,10.2509
2,0.0504889,0.0255102,0.0254889,0.00231934,0.104599,0.00263977,10.352
3,0.0765094,0.0260308,0.0260204,0.00534058,0.106735,0.00593567,10.4599
4,0.103061,0.0265621,0.0265515,0.00975037,0.108917,0.0106049,10.57
5,0.130141,0.0271041,0.0270806,0.0155945,0.111145,0.0165253,10.6813
6,0.157799,0.0276573,0.0276573,0.0228882,0.113403,0.0233917,10.7968
7,0.186005,0.0282217,0.0282062,0.0315094,0.115723,0.0308228,10.9134
8,0.214783,0.0287977,0.028778,0.0412903,0.118088,0.0383606,11.1633
9,0.244157,0.0293854,0.029374,0.0519714,0.120499,0.0456696,11.651
10,0.274122,0.0299851,0.0299656,0.0632477,0.122955,0.0524902,12.2888
11,0.304705,0.030597,0.0305822,0.0747986,0.125458,0.0587311,13.0193
12,0.335897,0.0312215,0.0311925,0.0863037,0.128021,0.0643158,13.7993
13,0.367726,0.0318586,0.0318284,0.0970612,0.13063,0.0686493,14.5837
14,0.400217,0.0325088,0.0324915,0.106323,0.133301,0.0716553,15.3378
15,0.433364,0.0331722,0.0331465,0.114075,0.136017,0.0735931,16.0395
16,0.467193,0.0338492,0.0338291,0.120544,0.138794,0.0748138,16.6828
17,0.501694,0.03454,0.0345009,0.125977,0.141632,0.0756073,17.2667
18,0.536937,0.0352449,0.0352429,0.130875,0.144516,0.0761719,17.7998
19,0.572867,0.0359642,0.0359306,0.138077,0.147476,0.0766296,18.284
20,0.609559,0.0366982,0.0366922,0.144653,0.150482,0.0770721,18.7296
21,0.646999,0.0374471,0.0374401,0.150665,0.153549,0.0775604,19.1415
22,0.68517,0.0382114,0.0381704,0.156174,0.156693,0.0781555,19.5249
23,0.724152,0.0389912,0.0389825,0.161011,0.159882,0.0789032,19.8894
24,0.763929,0.0397869,0.039777,0.165131,0.163147,0.0798035,20.2385
25,0.804478,0.0405989,0.0405493,0.16922,0.166473,0.0808258,20.5748
26,0.845891,0.0414274,0.0414121,0.174881,0.169876,0.0819092,20.9037
27,0.888143,0.0422729,0.0422523,0.180206,0.17334,0.0830231,21.2251
28,0.931272,0.0431356,0.0431287,0.185013,0.17688,0.084137,21.5408
29,0.975248,0.0440159,0.0439769,0.189178,0.180496,0.0852203,21.8493
30,1.02011,0.0449142,0.0448605,0.19252,0.184174,0.0862122,22.1507
31,1.06589,0.0458308,0.0457818,0.19516,0.187927,0.0869751,22.4432
32,1.11263,0.0467662,0.0467433,0.199478,0.191772,0.0876465,22.7271
33,1.1603,0.0477206,0.0476689,0.203476,0.195679,0.0883789,23.0024
34,1.20894,0.0486945,0.0486336,0.206894,0.199677,0.0890198,23.2692
35,1.25858,0.0496882,0.0496398,0.209625,0.203751,0.0895996,23.5283
36,1.30927,0.0507023,0.0506903,0.211639,0.207916,0.0901337,23.7803
37,1.36096,0.051737,0.051695,0.213501,0.212158,0.0906219,24.0235
38,1.4137,0.0527929,0.0527422,0.216385,0.216476,0.0910339,24.2582
39,1.46754,0.0538703,0.0538348,0.218811,0.220901,0.0913849,24.4851
40,1.52241,0.0549697,0.0548701,0.220612,0.225403,0.0916901,24.7021
41,1.57847,0.0560915,0.0560583,0.221664,0.230011,0.092041,24.9138
42,1.63565,0.0572362,0.0571862,0.222336,0.234695,0.0923767,25.1184
43,1.69402,0.0584043,0.0583629,0.224319,0.239487,0.0926819,25.3166
44,1.75361,0.0595962,0.0595915,0.225677,0.244385,0.0929718,25.5093
45,1.81435,0.0608125,0.0607449,0.226044,0.249374,0.0932465,25.6948
46,1.8763,0.0620536,0.0619465,0.22551,0.254456,0.0935669,25.8744
47,1.9395,0.06332,0.0631993,0.226181,0.259644,0.0939789,26.0501
48,2.00401,0.0646122,0.0645069,0.226685,0.264954,0.0943756,26.2225
49,2.06988,0.0659308,0.0658729,0.226196,0.270355,0.0947418,26.3922
50,2.13702,0.0672763,0.0671397,0.224991,0.275879,0.0950775,26.5567
51,2.20565,0.0686493,0.068628,0.224472,0.281509,0.0953674,26.7192
52,2.27566,0.0700503,0.070011,0.224289,0.287247,0.0956116,26.8771
53,2.34711,0.0714799,0.0714545,0.223206,0.293106,0.0959015,27.0317
54,2.41988,0.0729387,0.0727708,0.221558,0.299088,0.0962524,27.1814
55,2.49422,0.0744272,0.0743399,0.220428,0.305206,0.0965729,27.3296
56,2.57,0.0759462,0.0757735,0.219955,0.311432,0.0968475,27.4735
57,2.64748,0.0774961,0.0774859,0.218567,0.31778,0.0971222,27.6168
58,2.72654,0.0790776,0.0790535,0.216583,0.324265,0.0974579,27.7577
59,2.80723,0.0806915,0.0806907,0.215179,0.330887,0.0978546,27.9109
60,2.88938,0.0823382,0.0821534,0.214691,0.337646,0.0982513,28.0752
61,2.97331,0.0840186,0.0839338,0.213272,0.344528,0.0986176,28.2542
62,3.05884,0.0857333,0.0855275,0.211151,0.351563,0.0991058,28.4449
63,3.14631,0.0874829,0.0874713,0.209442,0.358734,0.0996094,28.6513
64,3.23553,0.0892683,0.0892149,0.20929,0.366058,0.100082,28.87
65,3.32656,0.0910901,0.0910356,0.209015,0.373535,0.100525,29.1015
66,3.4195,0.0929491,0.0929388,0.209335,0.381149,0.101089,29.3464
67,3.51409,0.094846,0.0945925,0.209839,0.388931,0.101624,29.6006
68,3.61076,0.0967816,0.0966639,0.210754,0.396866,0.102127,29.8693
69,3.70922,0.0987568,0.0984673,0.211609,0.404968,0.102585,30.1483
70,3.80996,0.100772,0.100731,0.212692,0.413239,0.103195,30.4433
71,3.91266,0.102829,0.102706,0.21373,0.421661,0.10376,30.7497
72,4.01743,0.104927,0.104768,0.214935,0.430267,0.104309,31.0682
73,4.12435,0.107069,0.106924,0.216354,0.439056,0.104858,31.3994
74,4.23353,0.109254,0.10918,0.217575,0.448013,0.10556,31.7443
75,4.3446,0.111483,0.111062,0.21875,0.457153,0.106171,32.097
76,4.45812,0.113759,0.113519,0.219788,0.466492,0.106735,32.4651
77,4.57369,0.11608,0.115574,0.221146,0.476013,0.107285,32.8423
78,4.69195,0.118449,0.118262,0.222443,0.485718,0.107895,33.2368
79,4.81247,0.120867,0.120515,0.223618,0.495636,0.108536,33.6421
80,4.93533,0.123333,0.122866,0.224762,0.505753,0.109161,34.0589
81,5.06066,0.12585,0.125323,0.226059,0.516068,0.109772,34.4881
82,5.18855,0.128419,0.127894,0.227585,0.526596,0.110443,34.9307
83,5.31914,0.131039,0.130587,0.229019,0.537354,0.11116,35.3878
84,5.45255,0.133714,0.13341,0.230331,0.548309,0.111816,35.8605
85,5.58892,0.136442,0.136375,0.231506,0.559509,0.112457,36.35
86,5.72762,0.139227,0.138699,0.23291,0.570923,0.113098,36.8471
87,5.86956,0.142068,0.141944,0.234406,0.582581,0.113846,37.3636
88,6.01406,0.144968,0.144494,0.235794,0.594467,0.114517,37.8895
89,6.16121,0.147926,0.147153,0.237061,0.606598,0.115173,38.4258
90,6.31209,0.150945,0.150878,0.238205,0.618973,0.115829,38.9862
91,6.46591,0.154026,0.153818,0.239563,0.631607,0.11647,39.5592
92,6.6228,0.157169,0.156894,0.241165,0.644501,0.117188,40.1462
93,6.78292,0.160377,0.160118,0.242599,0.657654,0.117935,40.7485
94,6.94642,0.16365,0.163501,0.24382,0.671082,0.118668,41.3675
95,7.11227,0.166989,0.165853,0.244904,0.684769,0.119797,41.9888
96,7.28181,0.170397,0.169539,0.246063,0.698746,0.121307,42.6298
97,7.45523,0.173875,0.173421,0.247726,0.713013,0.122925,43.2925
98,7.63136,0.177423,0.176131,0.251205,0.727554,0.124573,43.9602
99,7.81176,0.181044,0.180392,0.254929,0.742401,0.126266,44.6533
100,7.99513,0.184739,0.183374,0.258896,0.757553,0.127991,45.3538
101,8.18321,0.188509,0.188076,0.263214,0.773026,0.12973,46.084
