"VanillaC4_019 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_019.tcf]","Time (h)","Q 2 [VanillaC4_019]","Q 3 [VanillaC4_019]","Q 4 [VanillaC4_019]","Q 5 [VanillaC4_019]","Q 6 [VanillaC4_019]","Q 7 [VanillaC4_019]","Q 1 [VanillaC4_019]","Q  8 [VanillaC4_019]"
          22,        0.175000,        -79.9478,        -79.8654,        -79.7485,        -79.6167,        -79.2933,        -79.0786,        -79.9845,        -79.0651
          23,        0.183333,        -79.9583,        -79.8977,        -79.8076,        -79.7019,        -79.4386,        -79.2333,        -79.9880,        -79.1029
          24,        0.191667,        -79.9683,        -79.9226,        -79.8508,        -79.7677,        -79.5563,        -79.3899,        -79.9910,        -79.2836
          25,        0.200000,        -79.9757,        -79.9414,        -79.8851,        -79.8179,        -79.6540,        -79.5131,        -79.9931,        -79.4281
          26,        0.208333,        -79.9815,        -79.9554,        -79.9099,        -79.8574,        -79.7213,        -79.6127,        -79.9937,        -79.5498
          27,        0.216667,        -79.9866,        -79.9651,        -79.9302,        -79.8884,        -79.7801,        -79.6947,        -79.9956,        -79.6450
          28,        0.225000,        -79.9891,        -79.9737,        -79.9455,        -79.9128,        -79.8279,        -79.7595,        -79.9965,        -79.7191
          29,        0.233333,        -79.9920,        -79.9796,        -79.9576,        -79.9315,        -79.8636,        -79.8127,        -79.9969,        -79.7804
          30,        0.241667,        -79.9938,        -79.9837,        -79.9669,        -79.9457,        -79.8927,        -79.8505,        -79.9979,        -79.8256
          31,        0.250000,        -79.9949,        -79.9875,        -79.9737,        -79.9575,        -79.9156,        -79.8811,        -79.9989,        -79.8627
          32,        0.258333,        -79.9966,        -79.9901,        -79.9796,        -79.9666,        -79.9334,        -79.9088,        -79.9995,        -79.8917
          33,        0.266667,        -79.9971,        -79.9923,        -79.9839,        -79.9741,        -79.9480,        -79.9287,        -79.9998,        -79.9152
          34,        0.275000,        -79.9974,        -79.9941,        -79.9878,        -79.9796,        -79.9589,        -79.9425,        -79.9985,        -79.9338
          35,        0.283333,        -79.9984,        -79.9954,        -79.9906,        -79.9837,        -79.9676,        -79.9553,        -79.9990,        -79.9470
          36,        0.291667,        -79.9982,        -79.9961,        -79.9921,        -79.9871,        -79.9743,        -79.9631,        -79.9995,        -79.9587
          37,        0.300000,        -79.9993,        -79.9969,        -79.9944,        -79.9901,        -79.9803,        -79.9718,        -79.9992,        -79.9670
          38,        0.308333,        -79.9993,        -79.9978,        -79.9954,        -79.9919,        -79.9846,        -79.9777,        -79.9999,        -79.9738
          39,        0.316667,        -79.9993,        -79.9982,        -79.9962,        -79.9939,        -79.9871,        -79.9826,        -80.0002,        -79.9804
          40,        0.325000,        -79.9992,        -79.9986,        -79.9970,        -79.9949,        -79.9900,        -79.9862,        -79.9997,        -79.9845
          41,        0.333333,        -79.9997,        -79.9987,        -79.9973,        -79.9960,        -79.9924,        -79.9886,        -79.9996,        -79.9867
          42,        0.341667,        -79.9999,        -79.9991,        -79.9986,        -79.9968,        -79.9940,        -79.9917,        -79.9991,        -79.9908
          43,        0.350000,        -79.9996,        -79.9991,        -79.9985,        -79.9977,        -79.9956,        -79.9938,        -79.9998,        -79.9919
          44,        0.358333,        -79.9998,        -79.9995,        -79.9987,        -79.9979,        -79.9965,        -79.9947,        -79.9999,        -79.9929
          45,        0.366667,        -80.0000,        -79.9996,        -79.9990,        -79.9986,        -79.9971,        -79.9971,        -79.9998,        -79.9948
          46,        0.375000,        -79.9998,        -80.0001,        -79.9992,        -79.9985,        -79.9981,        -79.9960,        -80.0001,        -79.9977
          47,        0.383333,        -80.0002,        -79.9994,        -79.9991,        -79.9989,        -79.9982,        -79.9983,        -79.9997,        -79.9964
          48,        0.391667,        -80.0001,        -79.9995,        -80.0000,        -79.9994,        -79.9986,        -79.9970,        -79.9995,        -79.9978
          49,        0.400000,        -79.9999,        -79.9995,        -79.9998,        -79.9995,        -79.9991,        -79.9975,        -80.0000,        -79.9977
          50,        0.408333,        -79.9996,        -79.9998,        -79.9997,        -79.9995,        -79.9996,        -79.9988,        -79.9998,        -79.9990
          51,        0.416667,        -80.0003,        -80.0004,        -79.9997,        -79.9996,        -79.9994,        -79.9988,        -80.0004,        -79.9982
          52,        0.425000,        -79.9997,        -79.9997,        -79.9998,        -79.9995,        -79.9994,        -79.9991,        -80.0003,        -79.9989
          53,        0.433333,        -80.0001,        -79.9998,        -79.9996,        -79.9996,        -79.9997,        -79.9976,        -80.0003,        -79.9987
          54,        0.441667,        -80.0004,        -79.9999,        -80.0000,        -80.0001,        -79.9998,        -79.9991,        -79.9997,        -79.9991
          55,        0.450000,        -80.0002,        -80.0004,        -80.0001,        -79.9997,        -79.9999,        -79.9996,        -79.9991,        -79.9995
          56,        0.458333,        -80.0002,        -80.0001,        -79.9995,        -79.9998,        -79.9998,        -80.0004,        -79.9995,        -79.9993
          57,        0.466667,        -80.0000,        -79.9999,        -80.0001,        -80.0000,        -79.9995,        -80.0001,        -79.9997,        -79.9996
          58,        0.475000,        -79.9994,        -80.0000,        -80.0002,        -79.9996,        -80.0000,        -79.9987,        -80.0003,        -79.9992
          59,        0.483333,        -79.9999,        -79.9998,        -80.0003,        -80.0000,        -79.9997,        -80.0001,        -79.9988,        -79.9996
          60,        0.491667,        -80.0000,        -80.0001,        -79.9997,        -79.9997,        -80.0003,        -79.9997,        -80.0000,        -79.9985
          61,        0.500000,        -80.0003,        -79.9999,        -80.0001,        -79.9996,        -80.0002,        -79.9985,        -79.9995,        -80.0002
          62,        0.508333,        -79.9999,        -80.0005,        -79.9998,        -79.9998,        -80.0003,        -79.9997,        -80.0000,        -80.0003
          63,        0.516667,        -80.0000,        -79.9997,        -80.0000,        -80.0001,        -79.9999,        -79.9997,        -79.9996,        -80.0000
          64,        0.525000,        -80.0003,        -79.9997,        -80.0000,        -79.9995,        -79.9999,        -80.0007,        -80.0001,        -79.9997
          65,        0.533333,        -79.9999,        -80.0000,        -79.9998,        -79.9995,        -80.0005,        -79.9995,        -80.0004,        -79.9999
          66,        0.541667,        -80.0002,        -79.9998,        -80.0002,        -80.0001,        -80.0000,        -79.9976,        -80.0002,        -80.0005
          67,        0.550000,        -80.0007,        -80.0000,        -80.0002,        -79.9997,        -80.0003,        -80.0009,        -80.0003,        -80.0006
          68,        0.558333,        -80.0003,        -79.9998,        -80.0001,        -79.9999,        -80.0000,        -80.0005,        -79.9999,        -80.0003
          69,        0.566667,        -79.9999,        -80.0001,        -80.0004,        -79.9996,        -79.9998,        -79.9988,        -79.9994,        -80.0003
          70,        0.575000,        -79.9994,        -80.0002,        -80.0003,        -80.0003,        -80.0003,        -80.0011,        -79.9999,        -80.0000
          71,        0.583333,        -80.0001,        -80.0002,        -79.9995,        -80.0002,        -79.9998,        -79.9990,        -80.0000,        -79.9995
          72,        0.591667,        -79.9994,        -80.0000,        -79.9997,        -80.0001,        -80.0005,        -79.9999,        -79.9998,        -79.9994
          73,        0.600000,        -80.0002,        -79.9999,        -79.9999,        -80.0004,        -80.0002,        -80.0012,        -79.9993,        -80.0002
          74,        0.608333,        -79.9998,        -80.0002,        -80.0001,        -80.0002,        -79.9996,        -80.0010,        -79.9995,        -79.9996
          75,        0.616667,        -80.0000,        -80.0000,        -80.0001,        -80.0000,        -80.0000,        -79.9992,        -79.9998,        -80.0002
          76,        0.625000,        -80.0001,        -79.9999,        -79.9996,        -80.0005,        -79.9999,        -80.0006,        -79.9996,        -79.9996
          77,        0.633333,        -79.9998,        -79.9999,        -79.9997,        -79.9999,        -79.9999,        -79.9999,        -79.9994,        -80.0003
          78,        0.641667,        -80.0004,        -79.9999,        -80.0001,        -80.0001,        -79.9998,        -80.0002,        -79.9997,        -80.0001
          79,        0.650000,        -79.9999,        -79.9999,        -80.0000,        -79.9999,        -79.9995,        -80.0001,        -80.0005,        -79.9998
          80,        0.658333,        -80.0000,        -80.0002,        -79.9998,        -80.0000,        -80.0001,        -80.0010,        -79.9990,        -79.9997
          81,        0.666667,        -79.9999,        -80.0000,        -80.0002,        -80.0005,        -80.0003,        -79.9999,        -80.0002,        -80.0001
          82,        0.675000,        -80.0000,        -80.0001,        -79.9998,        -80.0000,        -79.9998,        -79.9965,        -79.9996,        -80.0003
          83,        0.683333,        -80.0002,        -79.9994,        -79.9999,        -79.9995,        -79.9997,        -79.9999,        -80.0004,        -79.9995
          84,        0.691667,        -80.0002,        -80.0000,        -80.0000,        -80.0002,        -80.0004,        -80.0011,        -80.0000,        -80.0004
          85,        0.700000,        -80.0001,        -80.0001,        -80.0002,        -80.0002,        -80.0001,        -80.0019,        -79.9995,        -80.0004
          86,        0.708333,        -80.0001,        -79.9998,        -79.9997,        -80.0004,        -80.0007,        -80.0005,        -80.0000,        -79.9997
          87,        0.716667,        -80.0004,        -80.0001,        -79.9998,        -80.0002,        -80.0000,        -80.0003,        -79.9990,        -80.0005
          88,        0.725000,        -80.0005,        -80.0004,        -80.0005,        -79.9997,        -79.9999,        -79.9991,        -79.9999,        -79.9998
          89,        0.733333,        -80.0001,        -79.9998,        -80.0003,        -80.0004,        -80.0001,        -80.0006,        -79.9995,        -80.0009
          90,        0.741667,        -80.0001,        -79.9998,        -79.9998,        -80.0002,        -80.0004,        -80.0040,        -79.9997,        -80.0003
          91,        0.750000,        -79.9998,        -79.9998,        -79.9997,        -79.9999,        -79.9994,        -80.1159,        -80.0000,        -79.9431
          92,        0.758333,        -79.9997,        -80.0002,        -80.0001,        -79.9995,        -79.9999,        -79.9875,        -79.9997,        -79.9988
          93,        0.766667,        -80.0001,        -80.0001,        -80.0001,        -79.9997,        -80.0067,        -79.9757,        -79.9995,        -79.9586
          94,        0.775000,        -80.0002,        -79.9999,        -80.0002,        -79.9999,        -80.0061,        -79.9969,        -79.9997,        -79.9784
          95,        0.783333,        -80.0001,        -80.0000,        -80.0003,        -79.9997,        -79.9974,        -79.9859,        -80.0000,        -79.9863
          96,        0.791667,        -79.9998,        -80.0000,        -79.9997,        -80.0002,        -79.9981,        -79.9909,        -80.0001,        -79.9913
          97,        0.800000,        -80.0000,        -80.0004,        -80.0003,        -80.0002,        -79.9985,        -79.9958,        -79.9999,        -79.9944
          98,        0.808333,        -80.0001,        -79.9999,        -79.9997,        -80.0002,        -79.9977,        -79.9963,        -80.0000,        -79.9954
          99,        0.816667,        -79.9999,        -80.0000,        -80.0000,        -80.0000,        -79.9985,        -79.9980,        -80.0004,        -79.9957
         100,        0.825000,        -79.9997,        -80.0002,        -80.0005,        -79.9995,        -79.9988,        -79.9979,        -79.9999,        -79.9977
         101,        0.833333,        -79.9997,        -79.9999,        -80.0003,        -80.0001,        -79.9990,        -79.9971,        -80.0001,        -79.9990
         102,        0.841667,        -80.0001,        -80.0001,        -80.0000,        -80.0000,        -79.9990,        -80.0022,        -80.0004,        -79.9985
         103,        0.850000,        -79.9998,        -79.9998,        -80.0001,        -79.9998,        -79.9999,        -79.9980,        -79.9997,        -79.9983
         104,        0.858333,        -80.0001,        -80.0003,        -79.9999,        -79.9997,        -79.9994,        -79.9984,        -79.9999,        -79.9995
         105,        0.866667,        -79.9996,        -80.0001,        -79.9999,        -80.0000,        -79.9998,        -79.9990,        -79.9999,        -79.9991
         106,        0.875000,        -80.0000,        -80.0000,        -80.0005,        -80.0000,        -80.0001,        -79.9999,        -79.9997,        -79.9998
         107,        0.883333,        -80.0002,        -80.0003,        -79.9995,        -79.9996,        -80.0000,        -79.9991,        -80.0000,        -79.9989
         108,        0.891667,        -80.0003,        -80.0004,        -80.0002,        -79.9996,        -80.0001,        -79.9997,        -79.9998,        -79.9992
         109,        0.900000,        -80.0001,        -79.9999,        -80.0002,        -79.9997,        -80.0005,        -80.0002,        -79.9998,        -79.9989
         110,        0.908333,        -79.9998,        -79.9999,        -80.0002,        -80.0004,        -80.0000,        -80.0016,        -79.9996,        -80.0003
         111,        0.916667,        -79.9999,        -80.0001,        -79.9997,        -80.0002,        -79.9997,        -80.0003,        -80.0000,        -79.9994
         112,        0.925000,        -79.9998,        -80.0002,        -79.9999,        -80.0001,        -79.9996,        -80.0001,        -80.0002,        -79.9993
         113,        0.933333,        -79.9998,        -80.0004,        -80.0001,        -80.0002,        -79.9999,        -80.0002,        -79.9997,        -79.9997
         114,        0.941667,        -80.0000,        -80.0002,        -80.0001,        -79.9999,        -79.9998,        -80.0009,        -79.9999,        -80.0001
         115,        0.950000,        -79.9998,        -80.0000,        -79.9997,        -79.9998,        -80.0002,        -80.0007,        -79.9999,        -79.9997
         116,        0.958333,        -80.0001,        -79.9999,        -79.9997,        -80.0001,        -80.0002,        -79.9998,        -79.9998,        -80.0000
         117,        0.966667,        -79.9999,        -80.0001,        -79.9998,        -79.9994,        -79.9998,        -79.9998,        -79.9999,        -79.9997
         118,        0.975000,        -80.0003,        -79.9997,        -79.9999,        -80.0000,        -79.9999,        -79.9992,        -79.9997,        -80.0003
         119,        0.983333,        -80.0002,        -80.0001,        -80.0000,        -79.9996,        -79.9998,        -79.9996,        -79.9995,        -79.9999
         120,        0.991667,        -80.0002,        -80.0000,        -80.0001,        -79.9997,        -79.9999,        -80.0003,        -79.9998,        -80.0005
         121,        1.000000,        -79.9998,        -79.9999,        -79.9995,        -80.0000,        -80.0001,        -80.0009,        -79.9999,        -79.9997
         122,        1.008333,        -80.0001,        -79.9997,        -79.9999,        -79.9997,        -80.0001,        -80.0014,        -80.0000,        -80.0003
         123,        1.016667,        -79.9998,        -79.9996,        -79.9999,        -80.0002,        -79.9999,        -80.0005,        -79.9998,        -80.0005
         124,        1.025000,        -79.9998,        -80.0004,        -79.9999,        -80.0004,        -79.9999,        -79.9997,        -79.9997,        -80.0008
         125,        1.033333,        -80.0001,        -79.9998,        -79.9999,        -80.0002,        -79.9998,        -79.9994,        -80.0006,        -80.0004
         126,        1.041667,        -80.0002,        -80.0000,        -80.0000,        -80.0002,        -80.0002,        -79.9990,        -79.9999,        -80.0002
         127,        1.050000,        -79.9997,        -80.0000,        -79.9994,        -80.0001,        -79.9996,        -80.0004,        -79.9992,        -80.0005
         128,        1.058333,        -79.9996,        -79.9998,        -80.0003,        -80.0002,        -80.0006,        -79.9986,        -79.9999,        -79.9991
         129,        1.066667,        -80.0000,        -80.0002,        -80.0002,        -79.9996,        -80.0000,        -79.9984,        -79.9994,        -79.9990
         130,        1.075000,        -80.0002,        -80.0000,        -79.9999,        -80.0000,        -80.0005,        -80.0007,        -80.0002,        -79.9992
         131,        1.083333,        -80.0001,        -80.0000,        -79.9996,        -80.0002,        -80.0001,        -80.0003,        -79.9999,        -79.9997
         132,        1.091667,        -80.0001,        -80.0001,        -80.0002,        -80.0000,        -79.9997,        -79.9994,        -79.9993,        -79.9999
         133,        1.100000,        -79.9996,        -80.0002,        -80.0001,        -79.9996,        -79.9997,        -80.0005,        -80.0000,        -80.0005
         134,        1.108333,        -80.0002,        -80.0000,        -79.9998,        -79.9998,        -79.9998,        -79.9995,        -80.0000,        -80.0002
         135,        1.116667,        -79.9998,        -80.0001,        -80.0001,        -80.0002,        -80.0000,        -79.9992,        -80.0004,        -80.0006
         136,        1.125000,        -79.9997,        -80.0002,        -80.0000,        -80.0007,        -80.0000,        -79.9997,        -79.9996,        -80.0001
         137,        1.133333,        -79.9995,        -80.0003,        -79.9999,        -79.9997,        -80.0002,        -79.9995,        -80.0001,        -79.9996
         138,        1.141667,        -80.0003,        -80.0004,        -80.0002,        -80.0000,        -80.0001,        -80.0023,        -79.9994,        -80.0010
         139,        1.150000,        -80.0002,        -79.9997,        -79.9999,        -80.0000,        -79.9996,        -79.9987,        -79.9991,        -79.9998
         140,        1.158333,        -80.0001,        -80.0003,        -80.0002,        -79.9996,        -79.9998,        -80.0006,        -79.9993,        -79.9995
         141,        1.166667,        -79.9999,        -80.0000,        -80.0000,        -80.0004,        -80.0001,        -79.9993,        -79.9987,        -80.0005
         142,        1.175000,        -80.0000,        -80.0002,        -79.9999,        -79.9998,        -79.9996,        -79.9998,        -79.9999,        -79.9997
         143,        1.183333,        -79.9995,        -79.9999,        -79.9997,        -79.9999,        -80.0001,        -79.9990,        -79.9997,        -79.9997
         144,        1.191667,        -80.0000,        -80.0004,        -79.9998,        -80.0001,        -79.9998,        -80.0003,        -79.9998,        -80.0001
         145,        1.200000,        -80.0000,        -79.9999,        -79.9995,        -79.9998,        -80.0001,        -79.9996,        -80.0008,        -80.0009
         146,        1.208333,        -79.9999,        -80.0000,        -80.0001,        -79.9999,        -80.0002,        -80.0002,        -80.0004,        -79.9997
         147,        1.216667,        -80.0005,        -80.0003,        -80.0001,        -79.9999,        -80.0002,        -79.9990,        -79.9990,        -80.0000
         148,        1.225000,        -79.9999,        -79.9997,        -79.9998,        -80.0000,        -79.9997,        -79.9990,        -80.0002,        -79.9993
         149,        1.233333,        -79.9996,        -80.0001,        -79.9997,        -80.0000,        -80.0003,        -80.0001,        -79.9999,        -80.0001
         150,        1.241667,        -79.9996,        -80.0002,        -80.0000,        -80.0001,        -80.0001,        -79.9995,        -79.9999,        -80.0010
         151,        1.250000,        -80.0002,        -80.0000,        -80.0001,        -80.0000,        -80.0001,        -79.9985,        -79.9998,        -80.0000
         152,        1.258333,        -80.0000,        -80.0000,        -79.9999,        -79.9998,        -79.9998,        -79.9991,        -79.9998,        -80.0011
         153,        1.266667,        -80.0002,        -80.0001,        -80.0001,        -80.0001,        -80.0001,        -79.9985,        -79.9992,        -79.9995
         154,        1.275000,        -79.9998,        -80.0001,        -79.9996,        -79.9997,        -80.0000,        -79.9990,        -80.0001,        -79.9996
         155,        1.283333,        -80.0000,        -79.9999,        -80.0000,        -79.9999,        -80.0002,        -80.0013,        -79.9999,        -80.0007
         156,        1.291667,        -79.9999,        -79.9999,        -79.9999,        -79.9995,        -80.0003,        -80.0008,        -79.9998,        -80.0003
         157,        1.300000,        -79.9998,        -80.0004,        -80.0003,        -80.0003,        -80.0007,        -80.0010,        -79.9998,        -80.0010
         158,        1.308333,        -80.0002,        -80.0001,        -80.0001,        -80.0000,        -79.9997,        -79.9978,        -79.9986,        -79.9994
         159,        1.316667,        -80.0001,        -80.0002,        -80.0001,        -79.9998,        -79.9998,        -80.0003,        -80.0001,        -79.9988
         160,        1.325000,        -79.9993,        -80.0000,        -79.9996,        -79.9999,        -80.0002,        -80.0002,        -79.9997,        -79.9996
         161,        1.333333,        -79.9999,        -80.0002,        -80.0003,        -79.9999,        -80.0007,        -79.9987,        -79.9988,        -80.0002
         162,        1.341667,        -79.9999,        -79.9998,        -79.9996,        -79.9996,        -79.9999,        -80.0013,        -80.0003,        -80.0002
         163,        1.350000,        -80.0002,        -80.0002,        -80.0006,        -79.9999,        -80.0001,        -79.9995,        -79.9995,        -80.0172
         164,        1.358333,        -79.9998,        -80.0001,        -79.9998,        -80.0003,        -79.9996,        -80.0496,        -80.0006,        -79.9670
         165,        1.366667,        -80.0004,        -80.0001,        -80.0001,        -79.9996,        -80.0002,        -80.0050,        -80.0004,        -79.9999
         166,        1.375000,        -80.0002,        -80.0002,        -80.0002,        -80.0002,        -80.0028,        -79.9800,        -80.0006,        -79.9735
         167,        1.383333,        -79.9998,        -79.9999,        -79.9994,        -80.0000,        -80.0046,        -79.9937,        -80.0001,        -79.9824
         168,        1.391667,        -80.0001,        -80.0000,        -79.9998,        -79.9996,        -80.0001,        -79.9890,        -80.0006,        -79.9892
         169,        1.400000,        -79.9999,        -79.9994,        -80.0004,        -80.0001,        -79.9991,        -79.9930,        -80.0000,        -79.9941
         170,        1.408333,        -80.0000,        -80.0001,        -79.9997,        -80.0006,        -79.9991,        -79.9964,        -80.0005,        -79.9964
         171,        1.416667,        -80.0000,        -80.0000,        -79.9998,        -80.0003,        -79.9985,        -79.9968,        -79.9998,        -79.9970
         172,        1.425000,        -80.0000,        -80.0001,        -80.0001,        -79.9996,        -79.9990,        -79.9981,        -80.0006,        -79.9979
         173,        1.433333,        -79.9996,        -80.0000,        -80.0004,        -79.9999,        -79.9992,        -79.9980,        -79.9998,        -79.9980
         174,        1.441667,        -80.0000,        -79.9997,        -80.0001,        -79.9997,        -79.9992,        -79.9986,        -79.9997,        -79.9988
         175,        1.450000,        -80.0002,        -80.0001,        -79.9995,        -79.9992,        -79.9995,        -80.0000,        -79.9992,        -79.9987
         176,        1.458333,        -80.0001,        -80.0003,        -80.0000,        -79.9998,        -79.9995,        -79.9987,        -79.9997,        -79.9998
         177,        1.466667,        -80.0001,        -79.9999,        -80.0002,        -80.0000,        -79.9995,        -79.9991,        -79.9995,        -80.0000
         178,        1.475000,        -80.0000,        -80.0001,        -80.0003,        -80.0000,        -79.9998,        -79.9997,        -79.9995,        -79.9997
         179,        1.483333,        -80.0003,        -79.9996,        -79.9997,        -80.0000,        -79.9999,        -80.0001,        -79.9996,        -79.9996
         180,        1.491667,        -80.0001,        -80.0003,        -80.0002,        -80.0000,        -80.0001,        -79.9998,        -80.0001,        -79.9994
         181,        1.500000,        -80.0004,        -79.9999,        -80.0004,        -79.9999,        -80.0002,        -79.9987,        -79.9996,        -79.9995
         182,        1.508333,        -79.9997,        -80.0002,        -79.9998,        -80.0000,        -80.0002,        -79.9988,        -80.0002,        -79.9993
         183,        1.516667,        -80.0000,        -79.9995,        -80.0002,        -79.9999,        -80.0001,        -80.0003,        -79.9999,        -80.0004
         184,        1.525000,        -79.9999,        -80.0002,        -80.0001,        -80.0001,        -79.9999,        -80.0005,        -79.9996,        -80.0007
         185,        1.533333,        -79.9994,        -80.0000,        -79.9997,        -80.0001,        -79.9998,        -79.9994,        -79.9990,        -80.0003
         186,        1.541667,        -79.9999,        -80.0001,        -80.0000,        -80.0002,        -79.9997,        -80.0006,        -80.0000,        -80.0000
         187,        1.550000,        -79.9997,        -80.0000,        -80.0002,        -80.0000,        -80.0002,        -80.0005,        -80.0004,        -80.0000
         188,        1.558333,        -79.9996,        -79.9998,        -80.0000,        -80.0001,        -80.0005,        -79.9981,        -80.0001,        -80.0006
         189,        1.566667,        -80.0001,        -80.0003,        -79.9999,        -80.0000,        -80.0002,        -79.9995,        -79.9997,        -80.0004
         190,        1.575000,        -79.9996,        -79.9995,        -80.0002,        -79.9998,        -79.9999,        -80.0015,        -80.0004,        -79.9996
         191,        1.583333,        -79.9999,        -79.9999,        -79.9994,        -79.9998,        -80.0003,        -80.0012,        -79.9998,        -79.9994
         192,        1.591667,        -79.9998,        -80.0000,        -79.9999,        -80.0001,        -79.9997,        -79.9999,        -80.0003,        -79.9996
         193,        1.600000,        -80.0004,        -80.0000,        -80.0003,        -79.9999,        -80.0002,        -80.0002,        -80.0001,        -79.9992
         194,        1.608333,        -79.9998,        -80.0000,        -79.9997,        -80.0000,        -79.9999,        -80.0019,        -79.9995,        -79.9996
         195,        1.616667,        -80.0002,        -79.9998,        -79.9998,        -79.9996,        -80.0002,        -80.0000,        -79.9993,        -80.0003
         196,        1.625000,        -79.9999,        -80.0002,        -80.0002,        -80.0001,        -80.0000,        -80.0001,        -79.9991,        -79.9998
         197,        1.633333,        -80.0002,        -79.9998,        -80.0000,        -80.0002,        -79.9999,        -80.0005,        -80.0001,        -80.0000
         198,        1.641667,        -79.9999,        -80.0000,        -80.0000,        -80.0001,        -80.0000,        -79.9999,        -79.9999,        -79.9993
         199,        1.650000,        -80.0003,        -80.0001,        -79.9998,        -79.9996,        -80.0001,        -80.0002,        -79.9995,        -80.0002
         200,        1.658333,        -80.0002,        -79.9997,        -80.0000,        -79.9998,        -80.0001,        -80.0011,        -79.9993,        -79.9998
         201,        1.666667,        -80.0002,        -80.0002,        -80.0004,        -79.9995,        -80.0003,        -79.9996,        -80.0002,        -80.0006
         202,        1.675000,        -80.0000,        -80.0003,        -79.9997,        -79.9995,        -80.0000,        -79.9995,        -79.9995,        -79.9985
         203,        1.683333,        -80.0001,        -80.0002,        -80.0002,        -80.0000,        -80.0000,        -80.0007,        -80.0002,        -79.9998
         204,        1.691667,        -80.0000,        -79.9999,        -80.0005,        -79.9999,        -80.0004,        -80.0009,        -79.9998,        -80.0002
         205,        1.700000,        -79.9996,        -80.0000,        -79.9999,        -80.0000,        -79.9999,        -80.0016,        -79.9999,        -80.0003
         206,        1.708333,        -80.0003,        -80.0006,        -80.0001,        -79.9999,        -80.0000,        -80.0021,        -80.0000,        -80.0000
         207,        1.716667,        -80.0001,        -80.0000,        -79.9997,        -80.0002,        -80.0000,        -79.9994,        -79.9996,        -80.0007
         208,        1.725000,        -80.0000,        -80.0002,        -80.0003,        -80.0005,        -80.0001,        -80.0014,        -80.0003,        -80.0001
         209,        1.733333,        -80.0001,        -79.9999,        -80.0004,        -80.0007,        -80.0003,        -79.9999,        -80.0000,        -80.0006
