"InphaseC4_016","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_016.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\016\InphaseC4_016_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.8050,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          3.1320,         -0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -47.2638,          0.0003
,        0.016667,          3.1612,          0.6676,          1.8414,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0000,          3.1525,        -42.8032,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,        -49.9841,         -0.0002
,        0.025000,          2.8185,          0.4383,          1.5100,          2.1779,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.1418,        -39.7660,        -20.9020,          0.0000,          0.0000,          0.0000,          0.0004,        -50.0047,          0.0000
,        0.033333,          2.1184,          0.5063,          1.4790,          2.3057,          2.4119,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          3.1434,        -39.2583,        -30.6203,        -21.2363,          0.0000,         -0.0005,          0.0013,        -49.9931,          0.0001
,        0.041667,          1.9996,          0.6729,          1.5146,          2.3831,          2.5477,          0.0000,          1.0205,          0.0001,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          2.4610,        -42.8979,        -36.2539,        -28.6632,         -8.5178,          0.0001,          0.0001,        -47.3839,          0.0012
,        0.050000,          1.9495,          0.7665,          1.5663,          2.4613,          2.4200,          0.3227,          0.9466,          1.3165,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          2.2729,        -46.2407,        -41.6443,        -30.4981,        -17.5932,         -0.0002,         -0.0005,        -48.5016,         -0.0004
,        0.058333,          1.9068,          0.8156,          1.5855,          2.5001,          2.1359,          0.4770,          1.0585,          1.9884,          0.6537,          0.5797,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          2.1827,        -47.8081,        -45.1897,        -35.5299,        -25.8621,        -13.4638,         -0.0004,        -49.1366,          0.0001
,        0.066667,          1.8793,          0.8483,          1.5917,          2.5171,          2.0214,          0.6187,          1.1793,          2.2431,          0.6609,          0.7788,          0.8460,          0.5598,          0.0842,          0.0000,          0.0000,          2.1312,        -48.5731,        -47.1103,        -40.8697,        -33.8958,        -21.5793,         -3.1024,        -49.4031,          0.0004
