"InphaseC4_006 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_006.tcf]","Time (h)","Q 2 [InphaseC4_006]","Q 3 [InphaseC4_006]","Q 4 [InphaseC4_006]","Q 5 [InphaseC4_006]","Q 6 [InphaseC4_006]","Q 7 [InphaseC4_006]","Q 1 [InphaseC4_006]","Q  8 [InphaseC4_006]"
          18,        0.141667,         -5.4164,         -4.6056,         -2.4935,          0.0000,          0.0000,          0.0005,         -5.8757,         -0.0008
          19,        0.150000,         -5.5326,         -4.9018,         -2.7493,          0.0000,          0.0000,         -0.0004,         -5.8992,          0.0001
          20,        0.158333,         -5.6306,         -5.1368,         -2.9790,          0.0000,          0.0000,          0.0004,         -5.9167,          0.0013
          21,        0.166667,         -5.7114,         -5.3231,         -3.1608,          0.0000,          0.0000,         -0.0006,         -5.9352,         -0.0004
          22,        0.175000,         -5.7751,         -5.4711,         -3.3113,         -0.0391,          0.0000,          0.0003,         -5.9490,          0.0004
          23,        0.183333,         -5.8247,         -5.5885,         -3.5057,         -0.3387,          0.0000,          0.0004,         -5.9601,         -0.0005
          24,        0.191667,         -5.8631,         -5.6799,         -3.6900,         -0.7753,          0.0000,         -0.0003,         -5.9689,         -0.0008
          25,        0.200000,         -5.8933,         -5.7511,         -3.9243,         -1.3097,          0.0000,         -0.0008,         -5.9753,         -0.0003
          26,        0.208333,         -5.9177,         -5.8072,         -4.1909,         -1.9014,          0.0000,         -0.0001,         -5.9805,         -0.0014
          27,        0.216667,         -5.9362,         -5.8501,         -4.4684,         -2.5052,         -0.2189,         -0.0004,         -5.9850,          0.0004
          28,        0.225000,         -5.9506,         -5.8838,         -4.7091,         -3.0815,         -0.9161,         -0.0005,         -5.9880,          0.0007
          29,        0.233333,         -5.9618,         -5.9101,         -4.9321,         -3.5884,         -0.6566,         -0.0002,         -5.9911,          0.0011
          30,        0.241667,         -5.9699,         -5.9303,         -5.1270,         -4.0382,         -1.1092,          0.0002,         -5.9931,          0.0012
          31,        0.250000,         -5.9770,         -5.9461,         -5.2981,         -4.4155,         -1.6468,          0.0005,         -5.9945,          0.0002
          32,        0.258333,         -5.9817,         -5.9582,         -5.4361,         -4.7322,         -1.6958,         -0.0003,         -5.9957,          0.0007
          33,        0.266667,         -5.9858,         -5.9678,         -5.5511,         -4.9916,         -1.8953,         -0.0006,         -5.9968,         -0.0004
          34,        0.275000,         -5.9894,         -5.9750,         -5.6407,         -5.2019,         -2.3620,         -0.0010,         -5.9975,         -0.0011
          35,        0.283333,         -5.9915,         -5.9807,         -5.7173,         -5.3685,         -2.7328,         -0.0497,         -5.9980,         -0.0003
          36,        0.291667,         -5.9935,         -5.9850,         -5.7796,         -5.5039,         -3.0519,         -0.8116,         -5.9985,         -0.0525
          37,        0.300000,         -5.9950,         -5.9885,         -5.8241,         -5.6104,         -3.4492,         -1.4406,         -5.9988,         -0.8647
          38,        0.308333,         -5.9959,         -5.9912,         -5.8628,         -5.6945,         -3.8715,         -1.9985,         -5.9990,         -1.6829
          39,        0.316667,         -5.9973,         -5.9930,         -5.8941,         -5.7604,         -4.1921,         -2.7260,         -5.9994,         -2.5912
          40,        0.325000,         -5.9982,         -5.9946,         -5.9165,         -5.8126,         -4.4920,         -3.2598,         -5.9997,         -3.3389
          41,        0.333333,         -5.9983,         -5.9959,         -5.9351,         -5.8539,         -4.7620,         -3.7044,         -5.9995,         -3.5551
          42,        0.341667,         -5.9987,         -5.9968,         -5.9484,         -5.8857,         -5.0057,         -4.0892,         -5.9997,         -3.9268
          43,        0.350000,         -5.9995,         -5.9975,         -5.9608,         -5.9108,         -5.1940,         -4.4656,         -5.9997,         -4.2302
          44,        0.358333,         -5.9994,         -5.9982,         -5.9688,         -5.9304,         -5.3481,         -4.7218,         -5.9996,         -4.4962
          45,        0.366667,         -5.9997,         -5.9985,         -5.9763,         -5.9457,         -5.4812,         -4.9779,         -6.0000,         -4.7778
          46,        0.375000,         -5.9996,         -5.9989,         -5.9814,         -5.9578,         -5.5843,         -5.1912,         -5.9998,         -5.0187
          47,        0.383333,         -6.0001,         -5.9991,         -5.9854,         -5.9672,         -5.6695,         -5.3468,         -6.0000,         -5.2071
          48,        0.391667,         -6.0006,         -5.9994,         -5.9879,         -5.9745,         -5.7385,         -5.4821,         -5.9997,         -5.3609
          49,        0.400000,         -5.9996,         -5.9994,         -5.9913,         -5.9800,         -5.7922,         -5.5892,         -5.9999,         -5.4918
          50,        0.408333,         -6.0000,         -5.9996,         -5.9927,         -5.9844,         -5.8366,         -5.6736,         -5.9999,         -5.5909
          51,        0.416667,         -5.9999,         -5.9997,         -5.9944,         -5.9881,         -5.8700,         -5.7407,         -6.0002,         -5.6726
          52,        0.425000,         -6.0002,         -5.9997,         -5.9961,         -5.9906,         -5.8978,         -5.7956,         -6.0000,         -5.7399
          53,        0.433333,         -5.9999,         -5.9998,         -5.9959,         -5.9926,         -5.9196,         -5.8386,         -6.0001,         -5.7933
          54,        0.441667,         -6.0001,         -5.9998,         -5.9977,         -5.9943,         -5.9368,         -5.8723,         -6.0001,         -5.8357
          55,        0.450000,         -6.0001,         -5.9999,         -5.9978,         -5.9956,         -5.9501,         -5.8992,         -5.9997,         -5.8708
          56,        0.458333,         -6.0001,         -5.9999,         -5.9987,         -5.9966,         -5.9608,         -5.9206,         -6.0001,         -5.8976
          57,        0.466667,         -5.9991,         -5.9999,         -5.9984,         -5.9973,         -5.9692,         -5.9379,         -5.9998,         -5.9192
          58,        0.475000,         -5.9998,         -6.0000,         -5.9990,         -5.9979,         -5.9755,         -5.9508,         -5.9999,         -5.9361
          59,        0.483333,         -6.0003,         -5.9999,         -5.9993,         -5.9985,         -5.9806,         -5.9610,         -5.9999,         -5.9492
          60,        0.491667,         -6.0001,         -6.0000,         -5.9991,         -5.9988,         -5.9853,         -5.9694,         -6.0002,         -5.9595
          61,        0.500000,         -5.9997,         -6.0000,         -5.9994,         -5.9991,         -5.9877,         -5.9759,         -5.9999,         -5.9685
          62,        0.508333,         -6.0004,         -6.0001,         -6.0002,         -5.9993,         -5.9903,         -5.9810,         -5.9999,         -5.9750
          63,        0.516667,         -6.0001,         -6.0000,         -5.9995,         -5.9994,         -5.9930,         -5.9852,         -6.0003,         -5.9806
          64,        0.525000,         -5.9998,         -6.0001,         -6.0000,         -5.9996,         -5.9940,         -5.9886,         -5.9999,         -5.9845
          65,        0.533333,         -5.9999,         -5.9999,         -5.9999,         -5.9997,         -5.9962,         -5.9906,         -5.9998,         -5.9877
          66,        0.541667,         -6.0001,         -6.0000,         -5.9996,         -5.9994,         -5.9964,         -5.9928,         -6.0001,         -5.9910
          67,        0.550000,         -5.9998,         -6.0000,         -5.9998,         -5.9998,         -5.9977,         -5.9944,         -5.9999,         -5.9927
          68,        0.558333,         -5.9999,         -5.9998,         -5.9996,         -5.9996,         -5.9978,         -5.9956,         -6.0000,         -5.9949
          69,        0.566667,         -6.0001,         -5.9999,         -6.0002,         -5.9998,         -5.9985,         -5.9965,         -6.0002,         -5.9961
          70,        0.575000,         -5.9995,         -6.0000,         -6.0002,         -5.9997,         -5.9987,         -5.9975,         -5.9999,         -5.9965
          71,        0.583333,         -6.0004,         -6.0000,         -5.9999,         -6.0000,         -5.9989,         -5.9978,         -6.0002,         -5.9970
          72,        0.591667,         -6.0000,         -5.9999,         -6.0001,         -6.0001,         -5.9993,         -5.9984,         -6.0002,         -5.9979
          73,        0.600000,         -6.0006,         -6.0001,         -6.0003,         -5.9999,         -5.9990,         -5.9987,         -6.0001,         -5.9981
          74,        0.608333,         -6.0001,         -6.0000,         -5.9997,         -6.0001,         -5.9994,         -5.9989,         -5.9997,         -5.9990
          75,        0.616667,         -6.0004,         -6.0001,         -6.0000,         -6.0000,         -5.9996,         -5.9990,         -6.0002,         -5.9990
          76,        0.625000,         -6.0007,         -6.0000,         -6.0007,         -6.0000,         -6.0004,         -5.9995,         -6.0002,         -5.9991
          77,        0.633333,         -6.0004,         -5.9999,         -5.9997,         -6.0000,         -6.0000,         -5.9995,         -6.0001,         -5.9998
          78,        0.641667,         -5.9995,         -6.0000,         -6.0003,         -6.0000,         -5.9994,         -5.9995,         -5.9999,         -5.9995
          79,        0.650000,         -5.9996,         -6.0000,         -6.0000,         -6.0000,         -6.0002,         -5.9998,         -6.0000,         -5.9999
          80,        0.658333,         -5.9999,         -5.9999,         -6.0004,         -6.0001,         -6.0001,         -5.9997,         -6.0000,         -5.9999
          81,        0.666667,         -6.0000,         -6.0000,         -6.0000,         -6.0001,         -5.9999,         -5.9998,         -6.0001,         -5.9997
          82,        0.675000,         -5.9997,         -5.9999,         -6.0004,         -5.9999,         -5.9997,         -5.9998,         -6.0004,         -6.0003
          83,        0.683333,         -5.9999,         -6.0000,         -6.0000,         -6.0001,         -5.9996,         -5.9998,         -6.0000,         -6.0003
          84,        0.691667,         -6.0002,         -6.0000,         -6.0006,         -6.0000,         -5.9996,         -5.9996,         -6.0002,         -6.0003
          85,        0.700000,         -5.9999,         -6.0001,         -6.0003,         -6.0001,         -6.0004,         -6.0000,         -6.0001,         -6.0003
          86,        0.708333,         -5.9999,         -6.0000,         -5.9998,         -5.9998,         -5.9995,         -6.0000,         -6.0004,         -5.9998
          87,        0.716667,         -5.9993,         -6.0000,         -5.9991,         -5.9998,         -5.9993,         -6.0000,         -6.0000,         -5.9996
          88,        0.725000,         -6.0003,         -5.9999,         -5.9998,         -5.9999,         -5.9998,         -5.9998,         -6.0000,         -6.0002
          89,        0.733333,         -6.0008,         -6.0000,         -5.9996,         -5.9999,         -5.9997,         -6.0000,         -5.9999,         -5.9996
          90,        0.741667,         -5.9998,         -5.9998,         -5.9999,         -5.9999,         -5.9998,         -6.0000,         -6.0000,         -6.0001
          91,        0.750000,         -5.9999,         -6.0001,         -6.0003,         -6.0000,         -6.0007,         -6.0000,         -6.0000,         -6.0005
          92,        0.758333,         -5.9998,         -6.0001,         -6.0000,         -6.0002,         -5.9999,         -6.0000,         -6.0001,         -6.0002
          93,        0.766667,         -6.0000,         -6.0001,         -6.0001,         -5.9998,         -5.9999,         -5.9999,         -5.9999,         -5.9996
          94,        0.775000,         -5.9998,         -6.0000,         -5.9996,         -5.9998,         -6.0008,         -6.0000,         -5.9999,         -6.0002
          95,        0.783333,         -6.0001,         -6.0000,         -6.0000,         -6.0001,         -6.0001,         -6.0000,         -5.9999,         -6.0006
          96,        0.791667,         -6.0002,         -6.0000,         -5.9997,         -6.0000,         -6.0003,         -5.9999,         -6.0000,         -5.9997
          97,        0.800000,         -6.0002,         -5.9999,         -6.0000,         -6.0000,         -6.0000,         -6.0000,         -5.9998,         -6.0001
          98,        0.808333,         -5.9995,         -5.9999,         -6.0003,         -6.0001,         -6.0000,         -6.0002,         -6.0000,         -6.0001
          99,        0.816667,         -5.9998,         -5.9999,         -5.9996,         -5.9999,         -5.9999,         -6.0000,         -6.0000,         -5.9998
         100,        0.825000,         -6.0001,         -5.9999,         -5.9996,         -6.0001,         -5.9997,         -6.0000,         -6.0003,         -6.0000
         101,        0.833333,         -5.9999,         -6.0000,         -5.9994,         -5.9997,         -6.0006,         -6.0000,         -6.0000,         -6.0000
         102,        0.841667,         -5.9999,         -6.0000,         -6.0002,         -6.0001,         -6.0002,         -6.0000,         -6.0001,         -6.0000
         103,        0.850000,         -5.9998,         -6.0000,         -5.9999,         -5.9997,         -6.0000,         -6.0002,         -6.0001,         -6.0003
         104,        0.858333,         -6.0001,         -6.0001,         -6.0004,         -6.0002,         -5.9993,         -5.9998,         -6.0001,         -5.9999
         105,        0.866667,         -6.0002,         -6.0000,         -6.0000,         -6.0001,         -5.9995,         -6.0000,         -6.0002,         -5.9996
         106,        0.875000,         -6.0005,         -6.0001,         -5.9995,         -6.0001,         -6.0002,         -6.0000,         -6.0000,         -6.0003
         107,        0.883333,         -5.9997,         -5.9999,         -6.0002,         -5.9998,         -5.9995,         -6.0000,         -6.0000,         -5.9994
         108,        0.891667,         -6.0003,         -6.0000,         -5.9999,         -5.9997,         -6.0005,         -6.0001,         -6.0000,         -6.0002
         109,        0.900000,         -5.9999,         -6.0000,         -5.9999,         -6.0000,         -6.0001,         -6.0001,         -5.9998,         -6.0001
         110,        0.908333,         -6.0002,         -5.9999,         -6.0005,         -5.9998,         -5.9999,         -6.0003,         -5.9999,         -6.0003
         111,        0.916667,         -5.9999,         -6.0001,         -5.9995,         -6.0001,         -6.0002,         -6.0000,         -6.0001,         -6.0000
         112,        0.925000,         -6.0000,         -6.0000,         -5.9999,         -6.0001,         -5.9996,         -6.0002,         -6.0002,         -6.0000
         113,        0.933333,         -5.9997,         -6.0000,         -5.9996,         -5.9999,         -5.9996,         -6.0001,         -6.0000,         -6.0004
         114,        0.941667,         -5.9995,         -6.0001,         -5.9996,         -6.0000,         -5.9999,         -5.9999,         -5.9996,         -5.9995
         115,        0.950000,         -6.0001,         -6.0000,         -6.0005,         -6.0000,         -6.0001,         -6.0001,         -6.0001,         -6.0002
         116,        0.958333,         -6.0007,         -6.0001,         -5.9998,         -5.9998,         -6.0000,         -6.0001,         -6.0001,         -6.0002
         117,        0.966667,         -6.0004,         -6.0000,         -6.0001,         -5.9999,         -6.0003,         -6.0000,         -5.9999,         -5.9999
         118,        0.975000,         -5.9996,         -5.9999,         -5.9998,         -6.0001,         -6.0000,         -5.9999,         -6.0003,         -5.9999
         119,        0.983333,         -6.0002,         -6.0000,         -5.9996,         -6.0000,         -6.0000,         -5.9999,         -6.0000,         -6.0001
         120,        0.991667,         -6.0002,         -6.0000,         -5.9994,         -6.0000,         -6.0000,         -5.9998,         -5.9999,         -5.9997
         121,        1.000000,         -5.9998,         -6.0002,         -6.0001,         -6.0000,         -6.0001,         -6.0000,         -5.9999,         -5.9991
         122,        1.008333,         -5.9995,         -6.0000,         -5.9996,         -5.9999,         -6.0002,         -6.0001,         -5.9999,         -5.9996
         123,        1.016667,         -6.0001,         -6.0000,         -5.9996,         -5.9999,         -6.0000,         -5.9999,         -6.0000,         -5.9996
         124,        1.025000,         -6.0001,         -5.9999,         -5.9996,         -5.9999,         -6.0000,         -6.0000,         -6.0000,         -5.9998
         125,        1.033333,         -6.0002,         -5.9999,         -5.9997,         -6.0000,         -5.9999,         -6.0001,         -6.0002,         -5.9996
         126,        1.041667,         -5.9997,         -6.0000,         -5.9999,         -6.0000,         -6.0002,         -6.0000,         -6.0002,         -6.0004
         127,        1.050000,         -6.0005,         -5.9999,         -5.9992,         -5.9998,         -5.9995,         -6.0000,         -6.0000,         -6.0002
         128,        1.058333,         -5.9997,         -5.9999,         -6.0002,         -6.0001,         -6.0001,         -5.9999,         -6.0001,         -5.9999
         129,        1.066667,         -5.9999,         -6.0001,         -6.0005,         -6.0001,         -6.0002,         -6.0002,         -6.0001,         -6.0003
         130,        1.075000,         -6.0002,         -6.0001,         -6.0001,         -6.0002,         -6.0005,         -6.0001,         -6.0000,         -6.0000
         131,        1.083333,         -6.0002,         -6.0000,         -6.0000,         -6.0001,         -5.9999,         -6.0001,         -6.0001,         -5.9996
         132,        1.091667,         -5.9998,         -6.0000,         -6.0005,         -6.0000,         -6.0001,         -6.0001,         -5.9999,         -6.0001
         133,        1.100000,         -6.0005,         -6.0000,         -6.0000,         -5.9999,         -5.9996,         -6.0000,         -5.9998,         -5.9995
         134,        1.108333,         -6.0002,         -6.0001,         -6.0002,         -6.0002,         -5.9998,         -6.0001,         -6.0001,         -6.0004
         135,        1.116667,         -6.0005,         -6.0000,         -6.0004,         -5.9999,         -6.0007,         -6.0000,         -5.9999,         -5.9998
         136,        1.125000,         -5.9997,         -6.0000,         -5.9999,         -6.0000,         -5.9988,         -5.9999,         -5.9999,         -5.9999
         137,        1.133333,         -6.0008,         -5.9999,         -5.9999,         -6.0001,         -5.9997,         -6.0001,         -6.0002,         -5.9998
         138,        1.141667,         -6.0002,         -6.0001,         -5.9999,         -6.0000,         -6.0004,         -6.0000,         -5.9997,         -6.0000
         139,        1.150000,         -5.9998,         -6.0001,         -6.0002,         -6.0000,         -5.9996,         -6.0001,         -5.9999,         -6.0001
         140,        1.158333,         -6.0006,         -5.9999,         -6.0002,         -6.0001,         -5.9996,         -6.0001,         -6.0001,         -5.9997
         141,        1.166667,         -6.0001,         -6.0000,         -6.0002,         -5.9999,         -6.0006,         -5.9998,         -6.0000,         -6.0004
         142,        1.175000,         -5.9993,         -6.0000,         -6.0002,         -6.0002,         -5.9996,         -6.0000,         -6.0002,         -5.9998
         143,        1.183333,         -6.0000,         -6.0000,         -6.0003,         -6.0002,         -5.9996,         -6.0001,         -6.0003,         -5.9999
         144,        1.191667,         -6.0001,         -6.0000,         -5.9998,         -6.0000,         -6.0004,         -6.0001,         -5.9999,         -5.9994
         145,        1.200000,         -5.9999,         -6.0000,         -6.0006,         -5.9999,         -5.9994,         -5.9999,         -6.0001,         -6.0000
         146,        1.208333,         -5.9999,         -6.0000,         -5.9999,         -6.0001,         -6.0002,         -5.9997,         -6.0001,         -5.9995
         147,        1.216667,         -5.9996,         -6.0000,         -6.0000,         -5.9998,         -6.0002,         -6.0000,         -6.0001,         -5.9997
         148,        1.225000,         -6.0004,         -6.0001,         -6.0001,         -5.9998,         -6.0000,         -6.0002,         -5.9999,         -6.0003
         149,        1.233333,         -5.9995,         -6.0001,         -6.0002,         -6.0002,         -6.0000,         -6.0000,         -5.9999,         -6.0002
         150,        1.241667,         -6.0001,         -6.0001,         -5.9998,         -5.9999,         -6.0003,         -5.9998,         -5.9999,         -6.0001
         151,        1.250000,         -5.9998,         -6.0001,         -6.0000,         -5.9999,         -6.0000,         -5.9999,         -6.0001,         -5.9999
         152,        1.258333,         -5.9999,         -6.0000,         -6.0000,         -6.0000,         -6.0000,         -6.0001,         -5.9999,         -6.0001
         153,        1.266667,         -5.9993,         -6.0000,         -6.0000,         -5.9998,         -6.0003,         -6.0000,         -6.0000,         -5.9997
         154,        1.275000,         -5.9999,         -6.0000,         -6.0003,         -5.9999,         -6.0006,         -6.0001,         -5.9998,         -6.0000
         155,        1.283333,         -5.9998,         -5.9999,         -5.9997,         -6.0001,         -5.9999,         -6.0001,         -6.0000,         -6.0001
         156,        1.291667,         -6.0001,         -6.0000,         -6.0008,         -6.0000,         -6.0001,         -5.9999,         -5.9999,         -6.0000
         157,        1.300000,         -6.0002,         -5.9999,         -5.9995,         -6.0001,         -6.0003,         -6.0002,         -5.9998,         -6.0002
         158,        1.308333,         -6.0000,         -5.9999,         -6.0006,         -5.9999,         -5.9992,         -6.0001,         -6.0000,         -5.9998
         159,        1.316667,         -6.0000,         -6.0000,         -6.0000,         -6.0000,         -6.0005,         -6.0000,         -6.0000,         -6.0004
         160,        1.325000,         -6.0002,         -6.0000,         -6.0002,         -6.0001,         -5.9999,         -5.9999,         -6.0000,         -6.0002
         161,        1.333333,         -5.9999,         -6.0000,         -6.0001,         -6.0001,         -6.0001,         -5.9999,         -6.0002,         -5.9999
         162,        1.341667,         -6.0003,         -5.9999,         -5.9996,         -6.0001,         -6.0005,         -5.9998,         -6.0000,         -5.9997
         163,        1.350000,         -6.0002,         -6.0000,         -6.0003,         -6.0001,         -5.9993,         -6.0001,         -6.0001,         -5.9992
         164,        1.358333,         -6.0005,         -6.0000,         -5.9994,         -6.0002,         -5.9996,         -5.9999,         -6.0001,         -6.0003
         165,        1.366667,         -5.9998,         -5.9999,         -6.0001,         -6.0001,         -6.0003,         -5.9999,         -5.9998,         -6.0001
         166,        1.375000,         -6.0001,         -6.0001,         -6.0004,         -5.9999,         -6.0003,         -6.0001,         -6.0000,         -5.9996
         167,        1.383333,         -5.9996,         -6.0001,         -6.0003,         -6.0000,         -6.0002,         -6.0000,         -5.9998,         -5.9996
         168,        1.391667,         -5.9995,         -5.9999,         -6.0003,         -5.9998,         -6.0000,         -6.0001,         -6.0001,         -5.9996
         169,        1.400000,         -6.0002,         -6.0000,         -5.9999,         -5.9998,         -5.9999,         -6.0001,         -6.0000,         -6.0002
         170,        1.408333,         -6.0002,         -6.0000,         -6.0003,         -6.0000,         -6.0001,         -6.0001,         -5.9998,         -5.9998
         171,        1.416667,         -6.0000,         -5.9999,         -5.9995,         -6.0001,         -6.0004,         -6.0001,         -5.9999,         -6.0005
         172,        1.425000,         -5.9999,         -5.9999,         -5.9996,         -6.0000,         -6.0003,         -6.0000,         -6.0000,         -5.9997
         173,        1.433333,         -6.0002,         -6.0000,         -5.9997,         -6.0001,         -5.9998,         -6.0001,         -5.9999,         -5.9996
         174,        1.441667,         -6.0000,         -5.9999,         -6.0002,         -6.0003,         -6.0000,         -6.0000,         -6.0001,         -6.0001
         175,        1.450000,         -5.9993,         -6.0001,         -6.0002,         -6.0000,         -6.0000,         -6.0001,         -5.9998,         -5.9992
         176,        1.458333,         -6.0003,         -6.0001,         -6.0004,         -6.0003,         -6.0000,         -5.9999,         -5.9999,         -5.9996
         177,        1.466667,         -6.0005,         -6.0001,         -5.9998,         -5.9999,         -6.0004,         -6.0001,         -6.0000,         -5.9996
         178,        1.475000,         -5.9995,         -5.9999,         -5.9998,         -5.9999,         -6.0000,         -6.0000,         -5.9999,         -5.9996
         179,        1.483333,         -6.0003,         -6.0001,         -6.0000,         -5.9999,         -6.0002,         -5.9999,         -5.9998,         -6.0004
         180,        1.491667,         -6.0000,         -5.9999,         -6.0003,         -5.9999,         -6.0000,         -6.0002,         -5.9999,         -6.0000
         181,        1.500000,         -6.0005,         -5.9999,         -6.0002,         -6.0002,         -6.0006,         -5.9999,         -6.0001,         -6.0003
         182,        1.508333,         -5.9999,         -5.9999,         -6.0004,         -5.9998,         -5.9999,         -6.0000,         -5.9998,         -6.0002
         183,        1.516667,         -6.0001,         -6.0000,         -6.0000,         -6.0000,         -5.9996,         -6.0001,         -6.0000,         -6.0001
         184,        1.525000,         -6.0000,         -6.0000,         -6.0003,         -5.9999,         -6.0001,         -6.0000,         -5.9998,         -5.9995
         185,        1.533333,         -6.0000,         -6.0000,         -6.0006,         -5.9999,         -5.9999,         -5.9998,         -6.0000,         -6.0001
         186,        1.541667,         -6.0001,         -5.9999,         -5.9996,         -6.0003,         -5.9998,         -6.0000,         -6.0001,         -6.0004
         187,        1.550000,         -6.0002,         -6.0000,         -5.9996,         -5.9999,         -6.0003,         -6.0001,         -6.0001,         -6.0002
         188,        1.558333,         -5.9997,         -5.9999,         -6.0003,         -6.0002,         -6.0002,         -6.0001,         -6.0000,         -5.9999
         189,        1.566667,         -6.0002,         -5.9998,         -5.9996,         -5.9999,         -5.9999,         -5.9999,         -5.9998,         -6.0006
         190,        1.575000,         -6.0003,         -5.9999,         -5.9999,         -6.0002,         -6.0002,         -5.9999,         -5.9998,         -6.0000
         191,        1.583333,         -5.9998,         -6.0002,         -5.9999,         -5.9999,         -6.0001,         -6.0002,         -6.0001,         -6.0001
         192,        1.591667,         -6.0002,         -6.0000,         -5.9997,         -6.0002,         -6.0000,         -6.0000,         -6.0001,         -5.9997
         193,        1.600000,         -5.9998,         -6.0002,         -6.0003,         -6.0000,         -6.0002,         -6.0001,         -6.0001,         -5.9995
         194,        1.608333,         -6.0007,         -6.0000,         -6.0004,         -6.0000,         -6.0008,         -5.9998,         -5.9999,         -5.9999
         195,        1.616667,         -6.0002,         -5.9999,         -6.0002,         -5.9999,         -5.9994,         -6.0002,         -5.9997,         -6.0005
         196,        1.625000,         -5.9997,         -5.9999,         -5.9999,         -5.9998,         -6.0004,         -6.0002,         -6.0000,         -5.9997
         197,        1.633333,         -5.9999,         -6.0001,         -6.0008,         -6.0000,         -6.0000,         -6.0000,         -5.9998,         -5.9995
         198,        1.641667,         -6.0000,         -6.0000,         -6.0000,         -6.0001,         -6.0004,         -5.9999,         -6.0003,         -5.9998
         199,        1.650000,         -5.9997,         -6.0000,         -5.9999,         -6.0000,         -6.0009,         -6.0000,         -5.9999,         -6.0005
         200,        1.658333,         -6.0006,         -6.0000,         -5.9999,         -6.0000,         -6.0002,         -6.0000,         -6.0000,         -5.9997
         201,        1.666667,         -5.9998,         -6.0000,         -6.0006,         -6.0001,         -5.9995,         -5.9999,         -6.0000,         -6.0001
         202,        1.675000,         -5.9999,         -6.0000,         -6.0003,         -6.0001,         -5.9998,         -6.0001,         -6.0000,         -5.9997
         203,        1.683333,         -5.9996,         -6.0001,         -5.9994,         -5.9999,         -6.0002,         -5.9999,         -5.9999,         -5.9999
         204,        1.691667,         -5.9999,         -6.0000,         -6.0006,         -5.9998,         -6.0001,         -5.9999,         -6.0002,         -5.9998
         205,        1.700000,         -5.9998,         -6.0000,         -6.0003,         -6.0000,         -6.0009,         -6.0001,         -6.0000,         -6.0002
         206,        1.708333,         -5.9992,         -5.9999,         -5.9999,         -6.0000,         -6.0003,         -6.0000,         -6.0000,         -5.9998
         207,        1.716667,         -6.0008,         -6.0001,         -6.0005,         -5.9999,         -6.0003,         -6.0001,         -6.0001,         -5.9994
         208,        1.725000,         -5.9996,         -6.0001,         -6.0002,         -5.9999,         -5.9998,         -6.0001,         -5.9998,         -5.9997
         209,        1.733333,         -6.0009,         -5.9999,         -6.0003,         -5.9999,         -5.9995,         -6.0002,         -6.0001,         -5.9999
         210,        1.741667,         -6.0000,         -6.0001,         -5.9998,         -6.0001,         -6.0004,         -5.9999,         -5.9999,         -5.9996
