"InphaseC4_006 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_006.tcf]","Time (h)","V 2 [InphaseC4_006]","V 3 [InphaseC4_006]","V 4 [InphaseC4_006]","V 5 [InphaseC4_006]","V 6 [InphaseC4_006]","V 7 [InphaseC4_006]","V 8 [InphaseC4_006]","V 9 [InphaseC4_006]","V 10 [InphaseC4_006]","V 11 [InphaseC4_006]","V 12 [InphaseC4_006]","V 13 [InphaseC4_006]","V 14 [InphaseC4_006]","V 15 [InphaseC4_006]","V 16 [InphaseC4_006]","V  1 [InphaseC4_006]"
          16,        0.125000,          0.6028,          0.0824,          0.4284,          1.2356,          1.5997,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.1287
          17,        0.133333,          0.5963,          0.0891,          0.4433,          1.2806,          1.6760,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.0938
          18,        0.141667,          0.5918,          0.0956,          0.4555,          1.3155,          1.7409,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          1.0690
          19,        0.150000,          0.5872,          0.0999,          0.4655,          1.3422,          1.3784,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.0500
          20,        0.158333,          0.5834,          0.1035,          0.4725,          1.3627,          1.0881,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          1.0351
          21,        0.166667,          0.5808,          0.1065,          0.4784,          1.3781,          0.9429,          0.0000,          0.0221,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.0236
          22,        0.175000,          0.5785,          0.1089,          0.4832,          1.3902,          0.8381,          0.0000,          0.1223,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          1.0154
          23,        0.183333,          0.5767,          0.1114,          0.4866,          1.3995,          0.7693,          0.0000,          0.1512,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.0087
          24,        0.191667,          0.5753,          0.1134,          0.4893,          1.4065,          0.7196,          0.0000,          0.1836,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.0039
          25,        0.200000,          0.5740,          0.1149,          0.4916,          1.4121,          0.6779,          0.0000,          0.2199,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.0002
          26,        0.208333,          0.5731,          0.1161,          0.4933,          1.4164,          0.6533,          0.0000,          0.2502,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.9970
          27,        0.216667,          0.5725,          0.1170,          0.4946,          1.4197,          0.6346,          0.0000,          0.2798,          0.0824,          0.0000,          0.1097,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.9946
          28,        0.225000,          0.5719,          0.1176,          0.4956,          1.4222,          0.6201,          0.0000,          0.3049,          0.3852,          0.0000,          0.1114,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.9928
          29,        0.233333,          0.5715,          0.1182,          0.4963,          1.4242,          0.6075,          0.0000,          0.3264,          0.5548,          0.0000,          0.0674,          0.0000,          0.0000,          0.0002,          0.0000,          0.0000,          0.9914
          30,        0.241667,          0.5712,          0.1187,          0.4969,          1.4257,          0.5996,          0.0000,          0.3439,          0.6694,          0.0300,          0.1062,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.9903
          31,        0.250000,          0.5709,          0.1189,          0.4973,          1.4269,          0.5939,          0.0000,          0.3580,          0.7527,          0.0349,          0.1401,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.9894
          32,        0.258333,          0.5707,          0.1192,          0.4977,          1.4278,          0.5893,          0.0000,          0.3692,          0.8149,          0.0140,          0.1238,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.9888
          33,        0.266667,          0.5705,          0.1194,          0.4980,          1.4285,          0.5854,          0.0000,          0.3785,          0.8639,          0.0291,          0.1255,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.9882
          34,        0.275000,          0.5705,          0.1195,          0.4982,          1.4290,          0.5824,          0.0000,          0.3857,          0.9016,          0.0269,          0.1455,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9878
          35,        0.283333,          0.5704,          0.1196,          0.4983,          1.4294,          0.5799,          0.0000,          0.3913,          0.9300,          0.0283,          0.1528,          0.0434,          0.0422,          0.0035,          0.0000,          0.0001,          0.9875
          36,        0.291667,          0.5703,          0.1197,          0.4985,          1.4298,          0.5781,          0.0000,          0.3961,          0.9521,          0.0290,          0.1534,          0.2296,          0.0863,          0.0790,          0.0283,          0.0003,          0.9872
          37,        0.300000,          0.5703,          0.1196,          0.4985,          1.4301,          0.5765,          0.0000,          0.3994,          0.9679,          0.0195,          0.1582,          0.3265,          0.3936,          0.1453,          0.0603,          0.0439,          0.9870
          38,        0.308333,          0.5702,          0.1198,          0.4986,          1.4303,          0.5751,          0.0000,          0.4021,          0.9807,          0.0117,          0.1671,          0.4051,          0.6070,          0.2400,          0.0905,          0.1092,          0.9869
          39,        0.316667,          0.5702,          0.1198,          0.4988,          1.4303,          0.5742,          0.0000,          0.4043,          0.9903,          0.0086,          0.1729,          0.4640,          0.7551,          0.4185,          0.1473,          0.1602,          0.9868
          40,        0.325000,          0.5702,          0.1199,          0.4987,          1.4305,          0.5735,          0.0000,          0.4060,          0.9982,          0.0151,          0.1798,          0.5105,          0.8627,          0.5378,          0.1865,          0.2075,          0.9868
          41,        0.333333,          0.5702,          0.1199,          0.4988,          1.4306,          0.5729,          0.0000,          0.4074,          1.0041,          0.0237,          0.1876,          0.5470,          0.9398,          0.6214,          0.2015,          0.2301,          0.9867
          42,        0.341667,          0.5701,          0.1200,          0.4988,          1.4307,          0.5725,          0.0000,          0.4085,          1.0083,          0.0308,          0.1945,          0.5757,          1.0006,          0.6911,          0.2253,          0.2505,          0.9866
          43,        0.350000,          0.5702,          0.1199,          0.4989,          1.4307,          0.5723,          0.0000,          0.4093,          1.0121,          0.0369,          0.1994,          0.5985,          1.0491,          0.7493,          0.2463,          0.2687,          0.9866
          44,        0.358333,          0.5702,          0.1200,          0.4989,          1.4308,          0.5721,          0.0000,          0.4099,          1.0149,          0.0428,          0.2035,          0.6170,          1.0856,          0.7865,          0.2625,          0.2865,          0.9865
          45,        0.366667,          0.5701,          0.1199,          0.4988,          1.4308,          0.5720,          0.0000,          0.4106,          1.0170,          0.0480,          0.2074,          0.6313,          1.1137,          0.8207,          0.2859,          0.3036,          0.9865
          46,        0.375000,          0.5702,          0.1199,          0.4989,          1.4308,          0.5719,          0.0000,          0.4108,          1.0186,          0.0528,          0.2102,          0.6423,          1.1360,          0.8458,          0.3137,          0.3192,          0.9865
          47,        0.383333,          0.5702,          0.1200,          0.4988,          1.4308,          0.5717,          0.0000,          0.4111,          1.0200,          0.0568,          0.2124,          0.6509,          1.1535,          0.8638,          0.3308,          0.3319,          0.9865
          48,        0.391667,          0.5701,          0.1200,          0.4989,          1.4308,          0.5717,          0.0000,          0.4113,          1.0211,          0.0600,          0.2145,          0.6577,          1.1673,          0.8789,          0.3438,          0.3421,          0.9865
          49,        0.400000,          0.5701,          0.1200,          0.4988,          1.4308,          0.5716,          0.0000,          0.4116,          1.0219,          0.0628,          0.2163,          0.6632,          1.1782,          0.8903,          0.3539,          0.3510,          0.9865
          50,        0.408333,          0.5702,          0.1199,          0.4989,          1.4308,          0.5716,          0.0000,          0.4117,          1.0226,          0.0649,          0.2180,          0.6675,          1.1870,          0.8992,          0.3612,          0.3583,          0.9865
          51,        0.416667,          0.5701,          0.1200,          0.4988,          1.4309,          0.5715,          0.0000,          0.4118,          1.0231,          0.0667,          0.2192,          0.6708,          1.1937,          0.9062,          0.3670,          0.3649,          0.9865
          52,        0.425000,          0.5702,          0.1201,          0.4988,          1.4309,          0.5715,          0.0000,          0.4119,          1.0236,          0.0680,          0.2202,          0.6735,          1.1990,          0.9117,          0.3717,          0.3728,          0.9865
          53,        0.433333,          0.5701,          0.1199,          0.4988,          1.4309,          0.5714,          0.0000,          0.4120,          1.0239,          0.0693,          0.2210,          0.6755,          1.2032,          0.9159,          0.3754,          0.3786,          0.9864
          54,        0.441667,          0.5702,          0.1199,          0.4989,          1.4309,          0.5714,          0.0000,          0.4121,          1.0241,          0.0702,          0.2217,          0.6771,          1.2065,          0.9193,          0.3782,          0.3826,          0.9864
          55,        0.450000,          0.5701,          0.1199,          0.4989,          1.4309,          0.5714,          0.0000,          0.4122,          1.0243,          0.0709,          0.2222,          0.6784,          1.2091,          0.9219,          0.3804,          0.3856,          0.9865
          56,        0.458333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5714,          0.0000,          0.4121,          1.0245,          0.0714,          0.2225,          0.6795,          1.2114,          0.9240,          0.3821,          0.3878,          0.9864
          57,        0.466667,          0.5701,          0.1199,          0.4989,          1.4308,          0.5714,          0.0000,          0.4121,          1.0247,          0.0719,          0.2228,          0.6803,          1.2129,          0.9256,          0.3835,          0.3895,          0.9864
          58,        0.475000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5714,          0.0000,          0.4122,          1.0247,          0.0722,          0.2230,          0.6809,          1.2142,          0.9268,          0.3845,          0.3909,          0.9864
          59,        0.483333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4121,          1.0248,          0.0726,          0.2232,          0.6813,          1.2153,          0.9278,          0.3853,          0.3919,          0.9865
          60,        0.491667,          0.5701,          0.1199,          0.4990,          1.4308,          0.5713,          0.0000,          0.4122,          1.0248,          0.0728,          0.2234,          0.6817,          1.2161,          0.9286,          0.3859,          0.3928,          0.9864
          61,        0.500000,          0.5701,          0.1199,          0.4988,          1.4308,          0.5713,          0.0000,          0.4122,          1.0249,          0.0730,          0.2235,          0.6820,          1.2167,          0.9292,          0.3864,          0.3935,          0.9864
          62,        0.508333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0251,          0.0731,          0.2236,          0.6822,          1.2171,          0.9297,          0.3868,          0.3939,          0.9864
          63,        0.516667,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0251,          0.0731,          0.2237,          0.6825,          1.2175,          0.9301,          0.3871,          0.3944,          0.9864
          64,        0.525000,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0733,          0.2237,          0.6827,          1.2178,          0.9303,          0.3873,          0.3947,          0.9865
          65,        0.533333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0251,          0.0732,          0.2237,          0.6828,          1.2180,          0.9306,          0.3876,          0.3950,          0.9865
          66,        0.541667,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0734,          0.2238,          0.6829,          1.2182,          0.9307,          0.3877,          0.3951,          0.9865
          67,        0.550000,          0.5701,          0.1199,          0.4989,          1.4308,          0.5713,          0.0000,          0.4123,          1.0252,          0.0734,          0.2238,          0.6830,          1.2184,          0.9309,          0.3878,          0.3953,          0.9864
          68,        0.558333,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0735,          0.2238,          0.6830,          1.2185,          0.9310,          0.3879,          0.3955,          0.9865
          69,        0.566667,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0734,          0.2238,          0.6830,          1.2185,          0.9311,          0.3879,          0.3955,          0.9864
          70,        0.575000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0735,          0.2238,          0.6830,          1.2187,          0.9311,          0.3880,          0.3955,          0.9864
          71,        0.583333,          0.5701,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2238,          0.6832,          1.2187,          0.9312,          0.3880,          0.3956,          0.9864
          72,        0.591667,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0735,          0.2238,          0.6832,          1.2187,          0.9312,          0.3880,          0.3957,          0.9864
          73,        0.600000,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6831,          1.2187,          0.9313,          0.3880,          0.3956,          0.9864
          74,        0.608333,          0.5702,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6831,          1.2188,          0.9313,          0.3881,          0.3958,          0.9865
          75,        0.616667,          0.5702,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2238,          0.6832,          1.2188,          0.9313,          0.3881,          0.3957,          0.9864
          76,        0.625000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4122,          1.0252,          0.0736,          0.2238,          0.6832,          1.2188,          0.9313,          0.3881,          0.3958,          0.9864
          77,        0.633333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0735,          0.2239,          0.6832,          1.2188,          0.9313,          0.3881,          0.3957,          0.9864
          78,        0.641667,          0.5702,          0.1200,          0.4988,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          79,        0.650000,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          80,        0.658333,          0.5701,          0.1199,          0.4989,          1.4309,          0.5712,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          81,        0.666667,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          82,        0.675000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0737,          0.2239,          0.6832,          1.2188,          0.9314,          0.3882,          0.3958,          0.9864
          83,        0.683333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          84,        0.691667,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2238,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          85,        0.700000,          0.5702,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0735,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3957,          0.9864
          86,        0.708333,          0.5701,          0.1199,          0.4988,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
          87,        0.716667,          0.5701,          0.1200,          0.4988,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
          88,        0.725000,          0.5702,          0.1201,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
          89,        0.733333,          0.5701,          0.1200,          0.4988,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0737,          0.2238,          0.6833,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
          90,        0.741667,          0.5702,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3959,          0.9865
          91,        0.750000,          0.5702,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4122,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
          92,        0.758333,          0.5701,          0.1199,          0.4988,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3959,          0.9864
          93,        0.766667,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0737,          0.2238,          0.6832,          1.2188,          0.9314,          0.3882,          0.3958,          0.9865
          94,        0.775000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6833,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
          95,        0.783333,          0.5701,          0.1199,          0.4990,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2190,          0.9314,          0.3881,          0.3958,          0.9864
          96,        0.791667,          0.5702,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0737,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
          97,        0.800000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3959,          0.9865
          98,        0.808333,          0.5702,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
          99,        0.816667,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0737,          0.2239,          0.6833,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         100,        0.825000,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         101,        0.833333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         102,        0.841667,          0.5701,          0.1201,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         103,        0.850000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
         104,        0.858333,          0.5701,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0737,          0.2238,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         105,        0.866667,          0.5701,          0.1201,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
         106,        0.875000,          0.5702,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0737,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3959,          0.9864
         107,        0.883333,          0.5701,          0.1199,          0.4989,          1.4309,          0.5712,          0.0000,          0.4122,          1.0252,          0.0737,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         108,        0.891667,          0.5702,          0.1199,          0.4989,          1.4308,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
         109,        0.900000,          0.5702,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9865
         110,        0.908333,          0.5701,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0735,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         111,        0.916667,          0.5702,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         112,        0.925000,          0.5702,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         113,        0.933333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2188,          0.9314,          0.3881,          0.3958,          0.9864
         114,        0.941667,          0.5701,          0.1200,          0.4988,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         115,        0.950000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0735,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         116,        0.958333,          0.5701,          0.1200,          0.4989,          1.4308,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6833,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
         117,        0.966667,          0.5701,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3959,          0.9864
         118,        0.975000,          0.5701,          0.1200,          0.4990,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         119,        0.983333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         120,        0.991667,          0.5702,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         121,        1.000000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2238,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         122,        1.008333,          0.5701,          0.1201,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0737,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         123,        1.016667,          0.5702,          0.1199,          0.4989,          1.4309,          0.5713,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9865
         124,        1.025000,          0.5702,          0.1200,          0.4990,          1.4308,          0.5713,          0.0000,          0.4122,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9864
         125,        1.033333,          0.5701,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3881,          0.3958,          0.9864
         126,        1.041667,          0.5702,          0.1199,          0.4988,          1.4308,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2190,          0.9314,          0.3881,          0.3958,          0.9864
         127,        1.050000,          0.5701,          0.1200,          0.4989,          1.4309,          0.5712,          0.0000,          0.4123,          1.0252,          0.0736,          0.2239,          0.6832,          1.2189,          0.9314,          0.3882,          0.3958,          0.9865
