"OutphaseC4_011 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_011.tcf]","Time (h)","Q 2 [OutphaseC4_011]","Q 3 [OutphaseC4_011]","Q 4 [OutphaseC4_011]","Q 5 [OutphaseC4_011]","Q 6 [OutphaseC4_011]","Q 7 [OutphaseC4_011]","Q 1 [OutphaseC4_011]","Q  8 [OutphaseC4_011]"
          32,        0.258333,        -11.9945,        -10.9956,        -10.1442,         -6.8162,          0.0000,          0.0000,        -12.0262,          0.0000
          33,        0.266667,        -12.0005,        -11.1179,        -10.4093,         -7.1378,         -0.0439,          0.0000,        -11.9658,          0.0000
          34,        0.275000,        -11.9976,        -11.2639,        -10.6306,         -7.4528,         -0.9592,          0.0000,        -12.0244,          0.0000
          35,        0.283333,        -11.9971,        -11.3490,        -10.8313,         -7.7907,         -1.6894,          0.0000,        -11.9862,          0.0000
          36,        0.291667,        -12.0008,        -11.4503,        -10.9923,         -8.1272,         -2.4789,          0.0000,        -11.9969,          0.0000
          37,        0.300000,        -12.0001,        -11.5337,        -11.1419,         -8.4954,         -3.2897,          0.0000,        -12.0139,          0.0000
          38,        0.308333,        -11.9989,        -11.5852,        -11.2656,         -8.8217,         -4.1112,          0.0000,        -11.9761,          0.0000
          39,        0.316667,        -12.0012,        -11.6702,        -11.3688,         -9.1536,         -4.8999,          0.0000,        -12.0233,          0.0000
          40,        0.325000,        -11.9934,        -11.6939,        -11.4668,         -9.4603,         -5.6573,         -0.0203,        -11.9682,          0.0000
          41,        0.333333,        -12.0022,        -11.7554,        -11.5364,         -9.7375,         -6.3574,         -0.1550,        -12.0135,          0.0000
          42,        0.341667,        -12.0023,        -11.7910,        -11.6122,        -10.0054,         -7.0098,         -0.3295,        -12.0188,          0.0000
          43,        0.350000,        -12.0000,        -11.8063,        -11.6637,        -10.2458,         -7.6049,         -0.5609,        -11.9913,          0.0000
          44,        0.358333,        -12.0048,        -11.8540,        -11.7140,        -10.4581,         -8.1361,         -0.7971,        -12.0117,          0.0000
          45,        0.366667,        -11.9881,        -11.8540,        -11.7594,        -10.6569,         -8.6186,         -1.0172,        -11.9660,          0.0000
          46,        0.375000,        -12.0023,        -11.8935,        -11.7877,        -10.8150,         -9.0413,         -1.2894,        -12.0197,          0.0000
          47,        0.383333,        -12.0005,        -11.9086,        -11.8272,        -10.9747,         -9.4242,         -1.6045,        -12.0103,          0.0000
          48,        0.391667,        -12.0034,        -11.9060,        -11.8461,        -11.1054,         -9.7575,         -1.9581,        -11.9995,          0.0000
          49,        0.400000,        -12.0085,        -11.9407,        -11.8704,        -11.2215,        -10.0530,         -2.4587,        -12.0124,         -0.0004
          50,        0.408333,        -11.9849,        -11.9244,        -11.8922,        -11.3326,        -10.3108,         -3.0052,        -11.9618,         -0.8033
          51,        0.416667,        -12.0023,        -11.9567,        -11.9018,        -11.4071,        -10.5242,         -3.6188,        -12.0020,         -1.5045
          52,        0.425000,        -11.9968,        -11.9644,        -11.9251,        -11.5051,        -10.6551,         -4.2647,        -11.9953,         -2.2599
          53,        0.433333,        -12.0079,        -11.9512,        -11.9288,        -11.5612,        -10.7590,         -4.9353,        -12.0221,         -3.0491
          54,        0.441667,        -12.0095,        -11.9811,        -11.9413,        -11.6234,        -10.8740,         -5.5922,        -12.0210,         -3.8594
          55,        0.450000,        -11.9855,        -11.9554,        -11.9515,        -11.6807,        -10.9889,         -6.2193,        -11.9482,         -4.6368
          56,        0.458333,        -12.0030,        -11.9849,        -11.9532,        -11.7105,        -11.0928,         -6.8256,        -11.9675,         -5.3940
          57,        0.466667,        -11.9937,        -11.9869,        -11.9689,        -11.7663,        -11.1986,         -7.3824,        -11.9861,         -6.1022
          58,        0.475000,        -12.0064,        -11.9712,        -11.9663,        -11.7862,        -11.2843,         -7.9064,        -12.0432,         -6.7579
          59,        0.483333,        -12.0062,        -11.9986,        -11.9735,        -11.8190,        -11.3705,         -8.3787,        -12.0469,         -7.3660
          60,        0.491667,        -11.9906,        -11.9721,        -11.9790,        -11.8502,        -11.4440,         -8.8140,        -11.9522,         -7.9127
          61,        0.500000,        -12.0067,        -11.9969,        -11.9764,        -11.8580,        -11.5082,         -9.1989,        -11.9628,         -8.4088
          62,        0.508333,        -11.9957,        -11.9943,        -11.9875,        -11.8936,        -11.5713,         -9.5454,        -11.9823,         -8.8480
          63,        0.516667,        -12.0010,        -11.9801,        -11.9836,        -11.8968,        -11.6231,         -9.8549,        -12.0693,         -9.2431
          64,        0.525000,        -12.0004,        -12.0059,        -11.9880,        -11.9150,        -11.6736,        -10.1252,        -12.0627,         -9.5937
          65,        0.533333,        -11.9951,        -11.9864,        -11.9911,        -11.9315,        -11.7113,        -10.3712,        -11.9463,         -9.9018
          66,        0.541667,        -12.0077,        -11.9996,        -11.9874,        -11.9298,        -11.7497,        -10.5762,        -11.9698,        -10.1742
          67,        0.550000,        -11.9999,        -11.9931,        -11.9948,        -11.9500,        -11.7852,        -10.7614,        -12.0161,        -10.4114
          68,        0.558333,        -11.9945,        -11.9873,        -11.9918,        -11.9510,        -11.8109,        -10.9289,        -12.0659,        -10.6208
          69,        0.566667,        -11.9945,        -12.0063,        -11.9943,        -11.9595,        -11.8382,        -11.0663,        -12.0349,        -10.8026
          70,        0.575000,        -11.9976,        -11.9988,        -11.9961,        -11.9690,        -11.8584,        -11.1941,        -11.9358,        -10.9621
          71,        0.583333,        -12.0076,        -11.9978,        -11.9940,        -11.9669,        -11.8778,        -11.3003,        -11.9804,        -11.1008
          72,        0.591667,        -12.0037,        -11.9942,        -11.9969,        -11.9753,        -11.8945,        -11.3936,        -12.0605,        -11.2211
          73,        0.600000,        -11.9911,        -11.9902,        -11.9968,        -11.9779,        -11.9072,        -11.4780,        -12.0228,        -11.3255
          74,        0.608333,        -11.9950,        -12.0033,        -11.9960,        -11.9791,        -11.9213,        -11.5465,        -11.9611,        -11.4163
          75,        0.616667,        -12.0004,        -12.0063,        -11.9985,        -11.9854,        -11.9322,        -11.6073,        -11.8946,        -11.4948
          76,        0.625000,        -12.0043,        -11.9915,        -11.9973,        -11.9853,        -11.9400,        -11.6615,        -11.9472,        -11.5634
          77,        0.633333,        -12.0029,        -11.9997,        -11.9971,        -11.9864,        -11.9500,        -11.7058,        -12.0390,        -11.6230
          78,        0.641667,        -11.9911,        -11.9934,        -11.9991,        -11.9920,        -11.9561,        -11.7478,        -11.9319,        -11.6741
          79,        0.650000,        -12.0034,        -12.0026,        -11.9957,        -11.9871,        -11.9612,        -11.7807,        -11.8994,        -11.7181
          80,        0.658333,        -12.0031,        -12.0062,        -12.0003,        -11.9949,        -11.9678,        -11.8096,        -11.8627,        -11.7564
          81,        0.666667,        -12.0010,        -11.9857,        -11.9977,        -11.9913,        -11.9703,        -11.8382,        -11.8679,        -11.7900
          82,        0.675000,        -12.0035,        -12.0057,        -11.9972,        -11.9918,        -11.9753,        -11.8583,        -11.9378,        -11.8185
          83,        0.683333,        -11.9978,        -11.9942,        -12.0005,        -11.9973,        -11.9787,        -11.8784,        -11.8595,        -11.8429
          84,        0.691667,        -12.0104,        -12.0019,        -11.9952,        -11.9905,        -11.9801,        -11.8950,        -11.9553,        -11.8646
          85,        0.700000,        -12.0025,        -12.0004,        -12.0006,        -11.9986,        -11.9855,        -11.9069,        -11.8952,        -11.8823
          86,        0.708333,        -12.0044,        -11.9894,        -11.9968,        -11.9945,        -11.9845,        -11.9220,        -11.7760,        -11.8989
          87,        0.716667,        -12.0056,        -12.0042,        -11.9979,        -11.9955,        -11.9881,        -11.9307,        -11.8202,        -11.9122
          88,        0.725000,        -12.0033,        -11.9915,        -11.9987,        -11.9976,        -11.9889,        -11.9416,        -11.9063,        -11.9239
          89,        0.733333,        -12.0057,        -12.0029,        -11.9967,        -11.9930,        -11.9899,        -11.9484,        -12.0666,        -11.9349
          90,        0.741667,        -11.9999,        -11.9946,        -11.9994,        -12.0000,        -11.9921,        -11.9553,        -12.0169,        -11.9429
          91,        0.750000,        -12.0113,        -12.0021,        -11.9959,        -11.9940,        -11.9912,        -11.9616,        -11.8126,        -11.9511
          92,        0.758333,        -12.0016,        -11.9952,        -11.9991,        -11.9994,        -11.9935,        -11.9665,        -11.7586,        -11.9571
          93,        0.766667,        -12.0015,        -11.9899,        -11.9955,        -11.9951,        -11.9929,        -11.9717,        -11.9435,        -11.9632
          94,        0.775000,        -11.9962,        -12.0082,        -11.9989,        -11.9979,        -11.9948,        -11.9739,        -12.1162,        -11.9680
          95,        0.783333,        -12.0007,        -11.9926,        -11.9978,        -11.9990,        -11.9939,        -11.9782,        -12.1876,        -11.9724
          96,        0.791667,        -12.0192,        -12.0105,        -11.9952,        -11.9939,        -11.9945,        -11.9805,        -12.0384,        -11.9755
          97,        0.800000,        -11.9971,        -11.9825,        -11.9993,        -12.0029,        -11.9957,        -11.9832,        -11.7779,        -11.9787
          98,        0.808333,        -11.9931,        -11.9868,        -11.9924,        -11.9910,        -11.9937,        -11.9854,        -11.8999,        -11.9814
          99,        0.816667,        -11.9853,        -12.0067,        -11.9997,        -12.0012,        -11.9970,        -11.9849,        -12.1010,        -11.9830
         100,        0.825000,        -12.0013,        -11.9942,        -11.9965,        -11.9961,        -11.9940,        -11.9908,        -12.1894,        -11.9858
         101,        0.833333,        -12.0217,        -12.0148,        -11.9955,        -11.9938,        -11.9955,        -11.9875,        -12.2280,        -11.9869
         102,        0.841667,        -12.0002,        -11.9796,        -11.9989,        -12.0030,        -11.9964,        -11.9920,        -11.8543,        -11.9880
         103,        0.850000,        -11.9929,        -11.9844,        -11.9911,        -11.9895,        -11.9940,        -11.9905,        -11.8326,        -11.9898
         104,        0.858333,        -11.9790,        -11.9995,        -11.9990,        -12.0005,        -11.9975,        -11.9910,        -11.9723,        -11.9898
         105,        0.866667,        -11.9975,        -11.9938,        -11.9949,        -11.9939,        -11.9936,        -11.9942,        -12.0667,        -11.9916
         106,        0.875000,        -12.0193,        -12.0163,        -11.9955,        -11.9931,        -11.9964,        -11.9903,        -12.2082,        -11.9916
         107,        0.883333,        -12.0090,        -11.9850,        -11.9983,        -12.0005,        -11.9957,        -11.9940,        -11.9937,        -11.9923
         108,        0.891667,        -12.0025,        -11.9865,        -11.9917,        -11.9891,        -11.9935,        -11.9941,        -11.7619,        -11.9930
         109,        0.900000,        -11.9767,        -11.9921,        -11.9978,        -12.0019,        -11.9970,        -11.9931,        -11.8347,        -11.9925
         110,        0.908333,        -11.9929,        -11.9894,        -11.9938,        -11.9933,        -11.9936,        -11.9948,        -11.9983,        -11.9938
         111,        0.916667,        -12.0165,        -12.0142,        -11.9948,        -11.9949,        -11.9957,        -11.9918,        -12.1087,        -11.9932
         112,        0.925000,        -12.0149,        -11.9934,        -11.9973,        -11.9997,        -11.9949,        -11.9947,        -12.0817,        -11.9937
         113,        0.933333,        -12.0116,        -11.9908,        -11.9926,        -11.9891,        -11.9941,        -11.9940,        -11.7684,        -11.9940
         114,        0.941667,        -11.9784,        -11.9870,        -11.9975,        -11.9979,        -11.9957,        -11.9944,        -11.7945,        -11.9936
         115,        0.950000,        -11.9867,        -11.9858,        -11.9938,        -11.9931,        -11.9932,        -11.9957,        -12.0259,        -11.9945
         116,        0.958333,        -12.0128,        -12.0111,        -11.9947,        -11.9942,        -11.9949,        -11.9928,        -12.0691,        -11.9940
         117,        0.966667,        -12.0173,        -11.9977,        -11.9964,        -11.9983,        -11.9941,        -11.9943,        -12.0206,        -11.9939
         118,        0.975000,        -12.0152,        -11.9944,        -11.9939,        -11.9916,        -11.9934,        -11.9934,        -11.9000,        -11.9940
         119,        0.983333,        -11.9845,        -11.9870,        -11.9979,        -11.9965,        -11.9950,        -11.9940,        -11.8171,        -11.9937
         120,        0.991667,        -11.9800,        -11.9872,        -11.9954,        -11.9951,        -11.9928,        -11.9953,        -12.0890,        -11.9942
         121,        1.000000,        -12.0084,        -12.0060,        -11.9949,        -11.9941,        -11.9944,        -11.9925,        -12.1669,        -11.9937
         122,        1.008333,        -12.0170,        -12.0028,        -11.9964,        -11.9979,        -11.9941,        -11.9947,        -11.9522,        -11.9939
         123,        1.016667,        -12.0135,        -11.9954,        -11.9945,        -11.9934,        -11.9930,        -11.9937,        -12.0099,        -11.9938
         124,        1.025000,        -11.9902,        -11.9898,        -11.9982,        -11.9964,        -11.9942,        -11.9931,        -11.8532,        -11.9935
         125,        1.033333,        -11.9749,        -11.9841,        -11.9973,        -11.9944,        -11.9928,        -11.9938,        -12.0883,        -11.9938
         126,        1.041667,        -12.0041,        -12.0039,        -11.9953,        -11.9940,        -11.9936,        -11.9922,        -12.2948,        -11.9935
         127,        1.050000,        -12.0171,        -12.0005,        -11.9964,        -11.9985,        -11.9935,        -11.9940,        -12.0192,        -11.9934
         128,        1.058333,        -12.0107,        -11.9976,        -11.9948,        -11.9932,        -11.9927,        -11.9933,        -11.9585,        -11.9936
         129,        1.066667,        -11.9901,        -11.9957,        -11.9985,        -11.9954,        -11.9940,        -11.9925,        -11.9324,        -11.9934
         130,        1.075000,        -11.9747,        -11.9859,        -11.9987,        -11.9959,        -11.9928,        -11.9939,        -12.0174,        -11.9935
         131,        1.083333,        -12.0005,        -12.0019,        -11.9959,        -11.9935,        -11.9931,        -11.9928,        -12.2759,        -11.9931
         132,        1.091667,        -12.0160,        -12.0000,        -11.9971,        -11.9987,        -11.9936,        -11.9929,        -12.2416,        -11.9928
         133,        1.100000,        -12.0114,        -11.9992,        -11.9942,        -11.9937,        -11.9926,        -11.9934,        -11.8849,        -11.9930
         134,        1.108333,        -11.9867,        -12.0012,        -11.9983,        -11.9960,        -11.9937,        -11.9919,        -12.0087,        -11.9926
         135,        1.116667,        -11.9770,        -11.9875,        -11.9997,        -11.9951,        -11.9926,        -11.9930,        -11.9572,        -11.9926
         136,        1.125000,        -11.9962,        -12.0013,        -11.9970,        -11.9923,        -11.9925,        -11.9913,        -12.1590,        -11.9926
         137,        1.133333,        -12.0144,        -11.9974,        -11.9978,        -12.0001,        -11.9931,        -11.9919,        -12.3521,        -11.9922
         138,        1.141667,        -12.0147,        -11.9951,        -11.9938,        -11.9944,        -11.9919,        -11.9927,        -11.9158,        -11.9925
         139,        1.150000,        -11.9876,        -12.0035,        -11.9979,        -11.9955,        -11.9931,        -11.9914,        -11.9726,        -11.9922
         140,        1.158333,        -11.9781,        -11.9909,        -12.0001,        -11.9941,        -11.9926,        -11.9930,        -11.9329,        -11.9922
         141,        1.166667,        -11.9939,        -12.0014,        -11.9984,        -11.9922,        -11.9926,        -11.9910,        -12.0580,        -11.9921
         142,        1.175000,        -12.0108,        -11.9950,        -11.9989,        -11.9991,        -11.9930,        -11.9918,        -12.2722,        -11.9919
         143,        1.183333,        -12.0176,        -11.9949,        -11.9936,        -11.9932,        -11.9921,        -11.9917,        -12.0873,        -11.9922
         144,        1.191667,        -11.9937,        -12.0057,        -11.9976,        -11.9967,        -11.9935,        -11.9906,        -11.8336,        -11.9916
         145,        1.200000,        -11.9778,        -11.9938,        -12.0002,        -11.9938,        -11.9926,        -11.9924,        -11.8961,        -11.9917
         146,        1.208333,        -11.9924,        -12.0041,        -11.9995,        -11.9919,        -11.9933,        -11.9910,        -12.0082,        -11.9916
         147,        1.216667,        -12.0055,        -11.9919,        -12.0001,        -11.9989,        -11.9940,        -11.9919,        -12.1550,        -11.9912
         148,        1.225000,        -12.0188,        -11.9932,        -11.9939,        -11.9938,        -11.9924,        -11.9915,        -12.2189,        -11.9917
         149,        1.233333,        -12.0032,        -12.0075,        -11.9974,        -11.9971,        -11.9946,        -11.9913,        -11.7275,        -11.9912
         150,        1.241667,        -11.9795,        -11.9958,        -11.9999,        -11.9951,        -11.9938,        -11.9920,        -11.7838,        -11.9913
         151,        1.250000,        -11.9898,        -12.0046,        -12.0002,        -11.9924,        -11.9944,        -11.9903,        -11.9825,        -11.9914
         152,        1.258333,        -12.0020,        -11.9911,        -12.0014,        -11.9989,        -11.9951,        -11.9923,        -12.1020,        -11.9911
         153,        1.266667,        -12.0182,        -11.9935,        -11.9946,        -11.9944,        -11.9936,        -11.9917,        -12.1873,        -11.9915
         154,        1.275000,        -12.0111,        -12.0066,        -11.9977,        -11.9987,        -11.9954,        -11.9897,        -11.7787,        -11.9911
         155,        1.283333,        -11.9860,        -11.9977,        -11.9993,        -11.9958,        -11.9945,        -11.9923,        -11.6475,        -11.9917
         156,        1.291667,        -11.9864,        -12.0067,        -12.0007,        -11.9921,        -11.9950,        -11.9900,        -11.9477,        -11.9914
         157,        1.300000,        -11.9984,        -11.9896,        -12.0029,        -11.9999,        -11.9956,        -11.9915,        -12.1098,        -11.9913
         158,        1.308333,        -12.0178,        -11.9938,        -11.9954,        -11.9934,        -11.9945,        -11.9922,        -12.1012,        -11.9915
         159,        1.316667,        -12.0153,        -12.0075,        -11.9976,        -12.0008,        -11.9967,        -11.9908,        -11.9350,        -11.9914
         160,        1.325000,        -11.9969,        -11.9988,        -11.9985,        -11.9948,        -11.9950,        -11.9928,        -11.5804,        -11.9914
         161,        1.333333,        -11.9836,        -12.0067,        -12.0009,        -11.9940,        -11.9960,        -11.9899,        -11.9132,        -11.9913
         162,        1.341667,        -11.9930,        -11.9903,        -12.0035,        -11.9996,        -11.9964,        -11.9916,        -12.1412,        -11.9913
         163,        1.350000,        -12.0180,        -11.9952,        -11.9965,        -11.9943,        -11.9955,        -11.9911,        -12.0821,        -11.9917
         164,        1.358333,        -12.0178,        -12.0055,        -11.9982,        -12.0006,        -11.9972,        -11.9909,        -11.9845,        -11.9911
         165,        1.366667,        -12.0041,        -11.9990,        -11.9973,        -11.9973,        -11.9954,        -11.9928,        -11.6799,        -11.9915
         166,        1.375000,        -11.9841,        -12.0065,        -12.0007,        -11.9945,        -11.9968,        -11.9903,        -11.8476,        -11.9913
         167,        1.383333,        -11.9841,        -11.9916,        -12.0038,        -12.0004,        -11.9970,        -11.9922,        -12.1587,        -11.9916
         168,        1.391667,        -12.0170,        -11.9970,        -11.9973,        -11.9941,        -11.9962,        -11.9914,        -12.1866,        -11.9918
         169,        1.400000,        -12.0200,        -12.0034,        -11.9987,        -12.0015,        -11.9977,        -11.9907,        -11.9391,        -11.9916
         170,        1.408333,        -12.0063,        -11.9974,        -11.9968,        -11.9978,        -11.9966,        -11.9934,        -11.8853,        -11.9920
         171,        1.416667,        -11.9871,        -12.0070,        -12.0005,        -11.9951,        -11.9980,        -11.9903,        -11.7812,        -11.9919
         172,        1.425000,        -11.9761,        -11.9927,        -12.0042,        -11.9991,        -11.9979,        -11.9934,        -12.1238,        -11.9922
         173,        1.433333,        -12.0137,        -11.9993,        -11.9981,        -11.9943,        -11.9972,        -11.9926,        -12.3141,        -11.9925
         174,        1.441667,        -12.0209,        -12.0024,        -11.9995,        -12.0034,        -11.9988,        -11.9923,        -11.9794,        -11.9925
         175,        1.450000,        -12.0077,        -11.9960,        -11.9962,        -11.9973,        -11.9969,        -11.9949,        -11.9629,        -11.9931
         176,        1.458333,        -11.9883,        -12.0079,        -12.0001,        -11.9971,        -11.9988,        -11.9925,        -11.8038,        -11.9927
         177,        1.466667,        -11.9725,        -11.9966,        -12.0039,        -11.9993,        -11.9984,        -11.9935,        -12.0385,        -11.9934
         178,        1.475000,        -12.0075,        -12.0012,        -11.9994,        -11.9956,        -11.9980,        -11.9930,        -12.3111,        -11.9941
         179,        1.483333,        -12.0209,        -11.9993,        -12.0003,        -12.0044,        -11.9992,        -11.9943,        -12.1817,        -11.9936
         180,        1.491667,        -12.0104,        -11.9948,        -11.9958,        -11.9989,        -11.9981,        -11.9948,        -11.8961,        -11.9944
         181,        1.500000,        -11.9867,        -12.0085,        -11.9997,        -11.9988,        -11.9994,        -11.9926,        -11.9282,        -11.9940
         182,        1.508333,        -11.9737,        -11.9956,        -12.0036,        -11.9985,        -11.9985,        -11.9941,        -11.9439,        -11.9945
         183,        1.516667,        -12.0006,        -12.0044,        -12.0000,        -11.9956,        -11.9985,        -11.9944,        -12.1960,        -11.9949
         184,        1.525000,        -12.0178,        -11.9964,        -12.0009,        -12.0028,        -11.9997,        -11.9951,        -12.3505,        -11.9948
         185,        1.533333,        -12.0146,        -11.9923,        -11.9953,        -11.9985,        -11.9980,        -11.9959,        -11.8765,        -11.9952
         186,        1.541667,        -11.9863,        -12.0078,        -11.9994,        -12.0006,        -12.0002,        -11.9948,        -11.9909,        -11.9951
         187,        1.550000,        -11.9762,        -11.9961,        -12.0028,        -11.9986,        -11.9990,        -11.9962,        -11.9008,        -11.9953
         188,        1.558333,        -11.9941,        -12.0068,        -12.0007,        -11.9958,        -11.9992,        -11.9957,        -12.0794,        -11.9957
         189,        1.566667,        -12.0132,        -11.9942,        -12.0015,        -12.0045,        -12.0002,        -11.9955,        -12.3181,        -11.9954
         190,        1.575000,        -12.0185,        -11.9923,        -11.9955,        -11.9992,        -11.9985,        -11.9968,        -12.0156,        -11.9962
         191,        1.583333,        -11.9916,        -12.0089,        -11.9991,        -12.0012,        -12.0003,        -11.9951,        -11.8946,        -11.9956
         192,        1.591667,        -11.9763,        -11.9984,        -12.0021,        -11.9997,        -11.9994,        -11.9971,        -11.8987,        -11.9962
         193,        1.600000,        -11.9910,        -12.0077,        -12.0015,        -11.9950,        -11.9994,        -11.9955,        -12.0177,        -11.9962
         194,        1.608333,        -12.0073,        -11.9934,        -12.0018,        -12.0042,        -12.0003,        -11.9970,        -12.1975,        -11.9964
         195,        1.616667,        -12.0202,        -11.9917,        -11.9957,        -11.9978,        -11.9984,        -11.9975,        -12.1992,        -11.9970
         196,        1.625000,        -12.0007,        -12.0082,        -11.9986,        -12.0036,        -12.0005,        -11.9961,        -11.7641,        -11.9965
         197,        1.633333,        -11.9771,        -11.9988,        -12.0015,        -12.0004,        -11.9993,        -11.9974,        -11.8503,        -11.9970
         198,        1.641667,        -11.9904,        -12.0089,        -12.0017,        -11.9956,        -11.9994,        -11.9961,        -11.9921,        -11.9969
         199,        1.650000,        -12.0029,        -11.9920,        -12.0030,        -12.0032,        -12.0003,        -11.9977,        -12.1210,        -11.9970
         200,        1.658333,        -12.0197,        -11.9924,        -11.9961,        -11.9975,        -11.9989,        -11.9973,        -12.2237,        -11.9976
         201,        1.666667,        -12.0089,        -12.0080,        -11.9984,        -12.0041,        -12.0002,        -11.9985,        -11.7433,        -11.9970
         202,        1.675000,        -11.9816,        -11.9986,        -12.0001,        -11.9993,        -11.9993,        -11.9993,        -11.7151,        -11.9977
         203,        1.683333,        -11.9875,        -12.0089,        -12.0018,        -11.9947,        -11.9995,        -11.9973,        -11.9638,        -11.9976
         204,        1.691667,        -11.9991,        -11.9912,        -12.0039,        -12.0016,        -12.0003,        -11.9986,        -12.1151,        -11.9977
         205,        1.700000,        -12.0187,        -11.9921,        -11.9965,        -11.9975,        -11.9990,        -11.9984,        -12.1406,        -11.9984
         206,        1.708333,        -12.0139,        -12.0071,        -11.9982,        -12.0034,        -12.0008,        -11.9976,        -11.8720,        -11.9978
         207,        1.716667,        -11.9917,        -11.9991,        -11.9995,        -12.0005,        -11.9993,        -11.9988,        -11.5957,        -11.9982
         208,        1.725000,        -11.9840,        -12.0088,        -12.0018,        -11.9982,        -11.9998,        -11.9986,        -11.9324,        -11.9982
         209,        1.733333,        -11.9948,        -11.9929,        -12.0042,        -12.0019,        -12.0003,        -11.9987,        -12.1427,        -11.9983
         210,        1.741667,        -12.0185,        -11.9941,        -11.9975,        -11.9972,        -11.9991,        -11.9983,        -12.0786,        -11.9988
         211,        1.750000,        -12.0162,        -12.0060,        -11.9985,        -12.0051,        -12.0009,        -11.9984,        -11.9780,        -11.9979
