"VanillaC4_021","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_021.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\021\VanillaC4_021_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.5155,          2.3473,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          0.0001,          3.3238,        -26.2311,          0.0000,         -0.0000,          0.0000,          0.0000,          0.0000,        -88.3854,          0.0002
,        0.016667,          2.8922,          2.5436,          3.0386,          2.4839,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.7302,        -79.8074,        -21.0791,         -0.0000,          0.0000,          0.0001,          0.0002,        -94.9108,         -0.0011
,        0.025000,          2.8500,          2.3936,          2.7691,          2.8059,          2.8034,          0.2872,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          0.0001,          2.5491,        -88.6704,        -67.9412,         -0.1276,          0.0000,         -0.0001,         -0.0001,        -96.5172,         -0.0006
,        0.033333,          2.5382,          2.3080,          2.6064,          2.6488,          2.7129,          2.1460,          1.7034,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          2.4449,        -92.6433,        -80.8940,        -57.4407,        -27.6298,          0.0001,         -0.0010,        -97.6437,         -0.0002
,        0.041667,          2.4718,          2.2535,          2.5405,          2.5573,          2.6125,          2.1983,          2.0387,          1.6877,          1.0730,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.3808,        -94.9331,        -87.3641,        -73.3423,        -56.2650,         -0.0001,         -0.0001,        -98.3333,          0.0022
,        0.050000,          2.4238,          2.2175,          2.4866,          2.4949,          2.5436,          2.1844,          2.1213,          1.9286,          1.6561,          1.3738,          0.6288,          0.0001,          0.0001,          0.0001,          0.0000,          2.3374,        -96.4228,        -91.1152,        -81.8948,        -70.6980,        -47.0057,          0.0011,        -98.8288,          0.0011
,        0.058333,          2.3919,          2.1922,          2.4476,          2.4529,          2.4968,          2.1645,          2.1350,          2.0297,          1.8454,          1.6542,          1.2891,          1.1710,          1.0541,          0.4650,          0.0001,          2.3074,        -97.4071,        -93.5667,        -87.0030,        -79.1998,        -62.9867,        -49.5347,        -99.1494,          0.0025
,        0.066667,          2.3682,          2.1730,          2.4198,          2.4224,          2.4628,          2.1481,          2.1345,          2.0666,          1.9417,          1.8097,          1.4479,          1.4283,          1.3926,          1.1326,          0.9292,          2.2866,        -98.0844,        -95.2380,        -90.4244,        -84.7517,        -72.9186,        -65.2427,        -99.3783,        -55.3289
