"VanillaC4_014","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_014.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\014\VanillaC4_014_POMM.csv","Maximum (Extracted from Time Series)",          2.3503,          1.3737,          1.8862,          1.7873,          1.8162,          1.3014,          1.3401,          1.3797,          1.4064,          1.4366,          1.2430,          1.4329,          1.6415,          1.6152,          1.5892,          2.3428,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0007,          0.0000,          0.0014
"","Time of Maximum",          0.0083,          0.0250,          0.0250,          0.0333,          0.0417,          0.0833,          0.1083,          0.1083,          0.1250,          2.4167,          5.8583,          5.8500,          5.8417,          5.8333,          5.8167,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0583,          0.0250,          0.0000,          0.0750
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -30.0005,        -30.0005,        -30.0006,        -30.0005,        -30.0006,        -30.0078,        -30.0007,        -30.0654
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.5333,          4.8833,          2.6750,          3.2917,          5.8667,          5.8417,          4.9417,          5.8250
