"VanillaC4_014","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_014.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\014\VanillaC4_014_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          2.3503,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          2.3428,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -22.7936,         -0.0008
,        0.016667,          2.0053,          1.2593,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.9006,        -15.7786,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -27.6149,         -0.0005
,        0.025000,          1.8565,          1.3737,          1.8862,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.0001,          1.7644,        -23.8454,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,        -28.5584,          0.0009
,        0.033333,          1.7830,          1.3645,          1.8013,          1.7873,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0003,          0.0000,          0.0001,          0.0000,          1.7045,        -26.4198,        -16.4790,          0.0000,          0.0000,          0.0000,         -0.0001,        -29.1577,         -0.0003
,        0.041667,          1.7303,          1.3385,          1.7461,          1.7408,          1.8162,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0001,          0.0001,          0.0001,          0.0001,          1.6645,        -27.5915,        -22.2159,         -0.2567,          0.0000,         -0.0004,         -0.0002,        -29.5022,          0.0010
,        0.050000,          1.7008,          1.3321,          1.6976,          1.7015,          1.7763,          1.1734,          0.0000,          0.0000,          0.0000,          0.0003,          0.0003,          0.0001,          0.0001,          0.0001,          0.0001,          1.6372,        -28.4848,        -25.0987,        -15.6625,          0.0000,         -0.0003,         -0.0006,        -29.6247,          0.0011
,        0.058333,          1.6809,          1.3242,          1.6735,          1.6719,          1.7359,          1.2626,          1.1673,          0.0000,          0.0000,          0.0004,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          1.6207,        -28.9837,        -26.6643,        -20.9741,         -8.3191,          0.0004,          0.0000,        -29.7259,          0.0008
,        0.066667,          1.6667,          1.3163,          1.6543,          1.6503,          1.7089,          1.2909,          1.2896,          1.1314,          0.0000,          0.0002,          0.0003,          0.0001,          0.0001,          0.0000,          0.0001,          1.6094,        -29.2649,        -27.6686,        -23.9074,        -16.9732,         -0.0000,          0.0004,        -29.8124,         -0.0004
,        0.075000,          1.6557,          1.3091,          1.6409,          1.6338,          1.6894,          1.2990,          1.3233,          1.3209,          1.1028,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          1.6006,        -29.4804,        -28.3468,        -25.7276,        -21.2567,          0.0001,         -0.0007,        -29.8733,          0.0014
,        0.083333,          1.6488,          1.3059,          1.6305,          1.6227,          1.6741,          1.3014,          1.3370,          1.3616,          1.3416,          1.0560,          0.0001,          0.0001,          0.0001,          0.0001,          0.0001,          1.5948,        -29.6262,        -28.8062,        -26.9366,        -23.8541,         -7.9377,          0.0003,        -29.9042,         -0.0003
,        0.091667,          1.6436,          1.3030,          1.6226,          1.6135,          1.6630,          1.3003,          1.3389,          1.3737,          1.3862,          1.3230,          0.6784,          0.1574,          0.0001,          0.0000,          0.0001,          1.5907,        -29.7201,        -29.1214,        -27.7597,        -25.5595,        -15.4048,          0.0005,        -29.9270,         -0.0013
,        0.100000,          1.6395,          1.2994,          1.6167,          1.6066,          1.6545,          1.2990,          1.3396,          1.3790,          1.4008,          1.3868,          0.8852,          0.9240,          0.8506,          0.0810,          0.0001,          1.5873,        -29.7906,        -29.3518,        -28.3464,        -26.7390,        -19.7455,        -11.1860,        -29.9493,         -0.0001
,        0.108333,          1.6365,          1.2984,          1.6124,          1.6014,          1.6476,          1.2979,          1.3401,          1.3797,          1.4056,          1.4096,          1.0162,          1.0906,          1.1701,          0.7687,          0.4553,          1.5850,        -29.8482,        -29.5146,        -28.7696,        -27.5666,        -22.5695,        -16.2635,        -29.9592,        -11.0176
