"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\007\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\007\sfe_25_POMM.csv","Maximum (Extracted from Time Series)",          1.5081,          1.3668,          0.5629,          1.5538,          1.1616,          1.4204,          1.6903,          2.2925,          2.2923,          2.2920
"","Time of Maximum",          0.1000,          0.1667,          0.1500,          0.9000,          1.5833,          2.6833,          2.3833,          2.5833,          1.5667,          1.4167
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
