"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\007\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\007\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.100000,          1.5081,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.5529,          0.0000,          0.0000,          0.0000
,        0.116667,          0.4701,          0.2410,          0.0000,          0.0000,          0.0000,          0.0000,          1.1081,          0.0000,          0.0000,          0.0000
,        0.133333,          0.4977,          1.1944,          0.0000,          0.0000,          0.0000,          0.0000,          1.3948,          0.5821,          0.0000,          0.0000
,        0.150000,          0.5251,          1.3248,          0.5629,          0.4854,          0.0000,          0.0000,          1.5456,          1.2851,          0.0000,          0.0000
,        0.166667,          0.5479,          1.3668,          0.1392,          0.8418,          0.5332,          0.0000,          1.6209,          1.1836,          0.2077,          0.0000
,        0.183333,          0.5576,          1.3058,          0.0843,          1.1353,          0.7164,          0.0000,          1.6567,          1.3473,          0.7243,          0.0000
,        0.200000,          0.5609,          1.2052,          0.0682,          1.2642,          0.8333,          0.9406,          1.6738,          1.4680,          1.1650,          0.5899
,        0.216667,          0.5626,          1.1048,          0.0588,          1.3342,          0.9143,          1.1994,          1.6823,          1.5642,          1.3893,          1.1958
,        0.233333,          0.5630,          1.0524,          0.0499,          1.3851,          0.9503,          1.2528,          1.6861,          1.6299,          1.5203,          1.4170
,        0.250000,          0.5633,          1.0299,          0.0428,          1.3988,          0.9704,          1.2803,          1.6882,          1.6483,          1.5942,          1.5405
,        0.266667,          0.5636,          1.0185,          0.0360,          1.4073,          0.9810,          1.2949,          1.6891,          1.6699,          1.6318,          1.6064
,        0.283333,          0.5636,          1.0092,          0.0318,          1.4150,          0.9871,          1.3013,          1.6897,          1.6756,          1.6561,          1.6385
,        0.300000,          0.5636,          1.0045,          0.0285,          1.4176,          0.9903,          1.3058,          1.6900,          1.6842,          1.6716,          1.6608
,        0.316667,          0.5636,          1.0022,          0.0265,          1.4197,          0.9921,          1.3090,          1.6900,          1.6874,          1.6805,          1.6740
,        0.333333,          0.5637,          1.0478,          0.0250,          1.4210,          0.9933,          1.3109,          1.6902,          1.6888,          1.6854,          1.6820
,        0.350000,          0.5637,          1.1193,          0.0239,          1.4292,          0.9973,          1.3123,          1.6902,          1.7413,          1.7031,          1.6874
,        0.366667,          0.5637,          1.0727,          0.0231,          1.4512,          1.0118,          1.3198,          1.6899,          1.8854,          1.7558,          1.7142
,        0.383333,          0.5637,          1.0476,          0.0265,          1.4706,          1.0365,          1.3389,          1.6900,          1.9576,          1.8595,          1.7948
,        0.400000,          0.5636,          1.0296,          0.0275,          1.4893,          1.0556,          1.3550,          1.6902,          2.0105,          1.9355,          1.8853
,        0.416667,          0.5636,          1.0165,          0.0264,          1.5018,          1.0709,          1.3682,          1.6901,          2.0533,          1.9951,          1.9583
,        0.433333,          0.5637,          1.0072,          0.0246,          1.5127,          1.1051,          1.3773,          1.6901,          2.0872,          2.0420,          2.0126
,        0.450000,          0.5637,          1.0006,          0.0224,          1.5228,          1.1145,          1.3841,          1.6902,          2.1176,          2.0793,          2.0555
,        0.466667,          0.5637,          0.9950,          0.0211,          1.5265,          1.1218,          1.3898,          1.6901,          2.1427,          2.1106,          2.0901
,        0.483333,          0.5636,          0.9884,          0.0195,          1.5299,          1.1280,          1.3929,          1.6902,          2.1670,          2.1378,          2.1213
,        0.500000,          0.5637,          0.9813,          0.0186,          1.5333,          1.1339,          1.3970,          1.6901,          2.1848,          2.1606,          2.1472
,        0.516667,          0.5637,          0.9761,          0.0176,          1.5367,          1.1383,          1.4003,          1.6902,          2.2013,          2.1805,          2.1677
,        0.533333,          0.5637,          0.9721,          0.0168,          1.5403,          1.1428,          1.4032,          1.6902,          2.2149,          2.1975,          2.1866
,        0.550000,          0.5637,          0.9692,          0.0161,          1.5416,          1.1461,          1.4057,          1.6902,          2.2287,          2.2131,          2.2028
,        0.566667,          0.5636,          0.9669,          0.0154,          1.5436,          1.1482,          1.4078,          1.6901,          2.2372,          2.2250,          2.2172
,        0.583333,          0.5637,          0.9648,          0.0149,          1.5452,          1.1501,          1.4098,          1.6902,          2.2468,          2.2356,          2.2295
,        0.600000,          0.5637,          0.9638,          0.0144,          1.5466,          1.1520,          1.4112,          1.6902,          2.2538,          2.2447,          2.2389
,        0.616667,          0.5637,          0.9623,          0.0141,          1.5478,          1.1535,          1.4126,          1.6902,          2.2602,          2.2522,          2.2474
,        0.633333,          0.5637,          0.9615,          0.0137,          1.5488,          1.1549,          1.4138,          1.6901,          2.2654,          2.2591,          2.2548
,        0.650000,          0.5636,          0.9605,          0.0134,          1.5500,          1.1560,          1.4155,          1.6901,          2.2692,          2.2643,          2.2610
