"VanillaC4_008","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_008.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\008\VanillaC4_008_POMM.csv","Maximum (Extracted from Time Series)",          1.3495,          0.6386,          1.1081,          1.0555,          1.1166,          0.6393,          0.6934,          0.7469,          0.7912,          0.8344,          0.5781,          0.8338,          1.0973,          1.0767,          1.0598,          1.5207,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0006
"","Time of Maximum",          0.0167,          2.2667,          0.0417,          0.0583,          0.0667,          3.4833,          1.9083,          5.9000,          4.7167,          5.4917,          2.2833,          5.4167,          0.7333,          0.7167,          0.7000,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0583,          0.0000,          0.1333
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -8.0003,         -8.0003,         -8.0003,         -8.0003,         -8.0003,         -8.0004,         -8.0003,         -8.0090
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.7583,          5.2833,          5.0667,          2.0750,          5.8750,          3.8250,          1.0750,          4.0667
