"OutphaseC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_014.tcf]","Time (h)","Q 2 [OutphaseC4_014]","Q 3 [OutphaseC4_014]","Q 4 [OutphaseC4_014]","Q 5 [OutphaseC4_014]","Q 6 [OutphaseC4_014]","Q 7 [OutphaseC4_014]","Q 1 [OutphaseC4_014]","Q  8 [OutphaseC4_014]"
          21,        0.166667,        -29.9405,        -27.8428,        -26.1562,        -19.7658,         -7.2605,          0.0000,        -29.8814,          0.0000
          22,        0.175000,        -30.0325,        -28.2271,        -26.8391,        -21.0196,        -10.0757,         -0.1482,        -30.0599,          0.0000
          23,        0.183333,        -29.9826,        -28.5735,        -27.4401,        -22.3040,        -12.7561,         -0.8422,        -29.8855,          0.0000
          24,        0.191667,        -30.0390,        -28.8318,        -27.9106,        -23.4176,        -15.2179,         -1.6139,        -30.0716,          0.0000
          25,        0.200000,        -29.9631,        -29.0488,        -28.2974,        -24.4195,        -17.4304,         -2.6216,        -30.0718,          0.0000
          26,        0.208333,        -29.9904,        -29.2192,        -28.6192,        -25.2948,        -19.3602,         -3.8740,        -29.9638,          0.0000
          27,        0.216667,        -30.0065,        -29.3696,        -28.8775,        -26.0342,        -21.0421,         -5.2944,        -30.0359,          0.0000
          28,        0.225000,        -29.9986,        -29.4665,        -29.0851,        -26.6815,        -22.4842,         -7.1860,        -29.9560,         -2.0035
          29,        0.233333,        -30.0348,        -29.6262,        -29.2615,        -27.2398,        -23.7103,         -9.3765,        -30.0123,         -4.3625
          30,        0.241667,        -29.9560,        -29.6465,        -29.3958,        -27.6838,        -24.6033,        -11.5406,        -29.9954,         -6.9555
          31,        0.250000,        -29.9942,        -29.7259,        -29.5095,        -28.0981,        -25.1957,        -13.7211,        -29.9611,         -9.5911
          32,        0.258333,        -30.0070,        -29.7652,        -29.6037,        -28.3977,        -25.8441,        -15.8097,        -30.0031,        -12.1473
          33,        0.266667,        -30.0200,        -29.8104,        -29.6717,        -28.6834,        -26.4422,        -17.7078,        -29.9187,        -14.5424
          34,        0.275000,        -29.9886,        -29.8814,        -29.7428,        -28.9099,        -26.9785,        -19.4378,        -29.9888,        -16.7029
          35,        0.283333,        -29.9468,        -29.8799,        -29.7840,        -29.0907,        -27.4336,        -20.9831,        -29.9156,        -18.6393
          36,        0.291667,        -29.9830,        -29.8920,        -29.8290,        -29.2560,        -27.8316,        -22.3298,        -29.8536,        -20.3368
          37,        0.300000,        -30.0256,        -29.9016,        -29.8578,        -29.3771,        -28.1742,        -23.5076,        -29.8740,        -21.8067
          38,        0.308333,        -30.0356,        -29.9579,        -29.8885,        -29.4948,        -28.4559,        -24.5168,        -29.8596,        -23.0808
          39,        0.316667,        -29.9788,        -29.9606,        -29.9067,        -29.5771,        -28.7133,        -25.3865,        -29.9627,        -24.1659
          40,        0.325000,        -29.9777,        -29.9608,        -29.9269,        -29.6573,        -28.9157,        -26.1146,        -29.9744,        -25.0986
          41,        0.333333,        -30.0071,        -29.9454,        -29.9361,        -29.7113,        -29.1028,        -26.7381,        -29.7914,        -25.8844
          42,        0.341667,        -30.0020,        -29.9715,        -29.9490,        -29.7736,        -29.2431,        -27.2659,        -29.7140,        -26.5505
          43,        0.350000,        -30.0067,        -29.9937,        -29.9624,        -29.7999,        -29.3775,        -27.7068,        -29.7570,        -27.1097
          44,        0.358333,        -29.9952,        -29.9750,        -29.9677,        -29.8408,        -29.4778,        -28.0896,        -30.1095,        -27.5853
          45,        0.366667,        -30.0055,        -29.9772,        -29.9734,        -29.8701,        -29.5658,        -28.3986,        -30.1086,        -27.9802
          46,        0.375000,        -29.9986,        -30.0134,        -29.9805,        -29.8914,        -29.6433,        -28.6683,        -30.0215,        -28.3182
          47,        0.383333,        -29.9527,        -29.9785,        -29.9752,        -29.9052,        -29.7027,        -28.8899,        -29.8153,        -28.5960
          48,        0.391667,        -30.0051,        -29.9915,        -29.9887,        -29.9381,        -29.7495,        -29.0734,        -29.6440,        -28.8271
          49,        0.400000,        -30.0190,        -29.9846,        -29.9904,        -29.9301,        -29.7955,        -29.2267,        -30.0688,        -29.0241
          50,        0.408333,        -30.0270,        -30.0000,        -29.9846,        -29.9534,        -29.8326,        -29.3632,        -30.1565,        -29.1878
          51,        0.416667,        -29.9844,        -30.0129,        -29.9985,        -29.9612,        -29.8551,        -29.4595,        -30.1589,        -29.3213
          52,        0.425000,        -29.9408,        -29.9807,        -29.9900,        -29.9593,        -29.8873,        -29.5589,        -29.9888,        -29.4378
          53,        0.433333,        -30.0057,        -29.9950,        -29.9965,        -29.9752,        -29.8999,        -29.6279,        -29.6283,        -29.5291
          54,        0.441667,        -29.9985,        -29.9882,        -29.9892,        -29.9717,        -29.9227,        -29.6901,        -30.0836,        -29.6104
          55,        0.450000,        -29.9687,        -30.0114,        -29.9957,        -29.9862,        -29.9326,        -29.7453,        -30.1549,        -29.6762
          56,        0.458333,        -29.9665,        -29.9959,        -29.9971,        -29.9804,        -29.9462,        -29.7847,        -30.1553,        -29.7304
          57,        0.466667,        -29.9811,        -29.9809,        -29.9961,        -29.9872,        -29.9535,        -29.8230,        -30.0808,        -29.7766
          58,        0.475000,        -30.0402,        -29.9994,        -29.9956,        -29.9860,        -29.9610,        -29.8512,        -29.5867,        -29.8137
          59,        0.483333,        -30.0257,        -29.9906,        -29.9880,        -29.9844,        -29.9698,        -29.8784,        -30.0555,        -29.8459
          60,        0.491667,        -29.9636,        -30.0131,        -29.9991,        -30.0017,        -29.9701,        -29.8970,        -30.2403,        -29.8703
          61,        0.500000,        -29.9557,        -29.9868,        -30.0009,        -29.9847,        -29.9788,        -29.9145,        -30.2248,        -29.8933
          62,        0.508333,        -29.9739,        -29.9691,        -29.9947,        -29.9886,        -29.9802,        -29.9315,        -29.9432,        -29.9111
          63,        0.516667,        -30.0522,        -30.0123,        -29.9923,        -29.9915,        -29.9816,        -29.9374,        -29.5448,        -29.9244
          64,        0.525000,        -30.0102,        -30.0037,        -29.9875,        -29.9869,        -29.9870,        -29.9536,        -29.8200,        -29.9390
          65,        0.533333,        -29.9614,        -30.0073,        -29.9985,        -30.0075,        -29.9861,        -29.9586,        -30.2728,        -29.9470
          66,        0.541667,        -29.9642,        -29.9833,        -30.0027,        -29.9900,        -29.9887,        -29.9623,        -30.2221,        -29.9559
          67,        0.550000,        -29.9761,        -29.9692,        -29.9909,        -29.9888,        -29.9897,        -29.9726,        -29.9457,        -29.9638
          68,        0.558333,        -30.0306,        -30.0100,        -29.9925,        -29.9937,        -29.9886,        -29.9725,        -29.6180,        -29.9673
          69,        0.566667,        -29.9958,        -29.9990,        -29.9884,        -29.9926,        -29.9947,        -29.9792,        -29.8616,        -29.9738
          70,        0.575000,        -29.9531,        -30.0235,        -30.0052,        -30.0062,        -29.9889,        -29.9802,        -30.1844,        -29.9761
          71,        0.583333,        -29.9494,        -29.9696,        -29.9970,        -29.9817,        -29.9947,        -29.9832,        -30.1860,        -29.9803
          72,        0.591667,        -30.0043,        -29.9825,        -29.9927,        -30.0008,        -29.9894,        -29.9868,        -29.8990,        -29.9823
          73,        0.600000,        -30.0601,        -30.0142,        -29.9944,        -29.9895,        -29.9945,        -29.9842,        -29.6891,        -29.9843
          74,        0.608333,        -29.9954,        -29.9958,        -29.9886,        -29.9959,        -29.9971,        -29.9922,        -30.1697,        -29.9878
          75,        0.616667,        -29.9413,        -30.0185,        -30.0059,        -30.0078,        -29.9899,        -29.9851,        -30.1416,        -29.9861
          76,        0.625000,        -29.9509,        -29.9800,        -30.0016,        -29.9830,        -29.9973,        -29.9926,        -30.1101,        -29.9909
          77,        0.633333,        -29.9952,        -29.9772,        -29.9900,        -29.9950,        -29.9930,        -29.9928,        -29.7791,        -29.9897
          78,        0.641667,        -30.0789,        -30.0204,        -29.9948,        -29.9973,        -29.9942,        -29.9882,        -29.7067,        -29.9905
          79,        0.650000,        -29.9924,        -29.9996,        -29.9916,        -29.9942,        -29.9998,        -29.9960,        -30.3945,        -29.9938
          80,        0.658333,        -29.9484,        -30.0017,        -30.0049,        -30.0100,        -29.9922,        -29.9920,        -30.1969,        -29.9912
          81,        0.666667,        -29.9690,        -29.9835,        -30.0040,        -29.9877,        -29.9976,        -29.9927,        -30.0471,        -29.9939
          82,        0.675000,        -30.0202,        -29.9784,        -29.9879,        -29.9911,        -29.9966,        -29.9970,        -29.7484,        -29.9942
          83,        0.683333,        -30.0692,        -30.0249,        -29.9950,        -30.0040,        -29.9945,        -29.9915,        -29.7402,        -29.9928
          84,        0.691667,        -29.9824,        -29.9968,        -29.9940,        -29.9937,        -30.0011,        -29.9980,        -30.2930,        -29.9957
          85,        0.700000,        -29.9478,        -29.9929,        -30.0030,        -30.0058,        -29.9935,        -29.9960,        -30.2786,        -29.9943
          86,        0.708333,        -30.0093,        -29.9869,        -30.0026,        -29.9899,        -29.9956,        -29.9929,        -30.0293,        -29.9943
          87,        0.716667,        -30.0497,        -29.9814,        -29.9858,        -29.9897,        -29.9981,        -29.9995,        -29.8833,        -29.9962
          88,        0.725000,        -30.0508,        -30.0280,        -29.9953,        -30.0051,        -29.9935,        -29.9910,        -29.8917,        -29.9940
          89,        0.733333,        -29.9711,        -29.9919,        -29.9957,        -29.9913,        -30.0006,        -29.9966,        -30.1491,        -29.9966
          90,        0.741667,        -29.9513,        -29.9866,        -30.0015,        -30.0039,        -29.9934,        -29.9958,        -30.2374,        -29.9945
          91,        0.750000,        -30.0076,        -29.9897,        -30.0016,        -29.9891,        -29.9949,        -29.9922,        -29.9416,        -29.9947
          92,        0.758333,        -30.0652,        -29.9829,        -29.9834,        -29.9868,        -29.9979,        -29.9989,        -29.9972,        -29.9967
          93,        0.766667,        -30.0290,        -30.0273,        -29.9944,        -30.0085,        -29.9923,        -29.9912,        -29.9669,        -29.9936
          94,        0.775000,        -29.9717,        -29.9882,        -29.9944,        -29.9880,        -29.9999,        -29.9958,        -30.2603,        -29.9960
          95,        0.783333,        -29.9416,        -29.9751,        -29.9983,        -30.0030,        -29.9924,        -29.9960,        -30.1772,        -29.9941
          96,        0.791667,        -30.0146,        -29.9935,        -30.0011,        -29.9901,        -29.9936,        -29.9903,        -29.7820,        -29.9934
          97,        0.800000,        -30.0000,        -29.9828,        -29.9822,        -29.9823,        -29.9979,        -29.9992,        -29.9069,        -29.9955
          98,        0.808333,        -30.0088,        -30.0289,        -29.9930,        -30.0043,        -29.9906,        -29.9892,        -29.7830,        -29.9919
          99,        0.816667,        -29.9818,        -29.9850,        -29.9935,        -29.9871,        -29.9977,        -29.9925,        -30.4089,        -29.9945
         100,        0.825000,        -29.9851,        -29.9693,        -29.9941,        -29.9999,        -29.9908,        -29.9952,        -30.1992,        -29.9931
         101,        0.833333,        -30.0415,        -29.9922,        -29.9994,        -29.9883,        -29.9909,        -29.9872,        -29.7303,        -29.9917
         102,        0.841667,        -29.9986,        -29.9847,        -29.9811,        -29.9817,        -29.9966,        -29.9963,        -29.8325,        -29.9937
         103,        0.850000,        -29.9991,        -30.0272,        -29.9911,        -30.0057,        -29.9876,        -29.9880,        -29.7106,        -29.9894
         104,        0.858333,        -29.9576,        -29.9848,        -29.9917,        -29.9834,        -29.9958,        -29.9901,        -30.3479,        -29.9925
         105,        0.866667,        -29.9744,        -29.9593,        -29.9892,        -29.9957,        -29.9897,        -29.9939,        -30.1709,        -29.9910
         106,        0.875000,        -30.0615,        -29.9949,        -29.9982,        -29.9906,        -29.9882,        -29.9852,        -29.7073,        -29.9888
         107,        0.883333,        -30.0253,        -29.9822,        -29.9812,        -29.9791,        -29.9946,        -29.9929,        -29.8260,        -29.9912
         108,        0.891667,        -29.9834,        -30.0242,        -29.9895,        -30.0045,        -29.9857,        -29.9856,        -29.9365,        -29.9871
         109,        0.900000,        -29.9383,        -29.9837,        -29.9905,        -29.9807,        -29.9930,        -29.9868,        -30.2254,        -29.9889
         110,        0.908333,        -29.9607,        -29.9513,        -29.9856,        -29.9934,        -29.9887,        -29.9908,        -30.0252,        -29.9882
         111,        0.916667,        -30.0439,        -29.9981,        -29.9975,        -29.9928,        -29.9854,        -29.9815,        -29.6109,        -29.9855
         112,        0.925000,        -30.0220,        -29.9826,        -29.9818,        -29.9780,        -29.9937,        -29.9905,        -29.7477,        -29.9887
         113,        0.933333,        -29.9654,        -30.0240,        -29.9905,        -30.0029,        -29.9837,        -29.9841,        -30.2026,        -29.9842
         114,        0.941667,        -29.9477,        -29.9811,        -29.9896,        -29.9776,        -29.9913,        -29.9838,        -30.2070,        -29.9861
         115,        0.950000,        -29.9908,        -29.9486,        -29.9829,        -29.9914,        -29.9883,        -29.9895,        -29.9713,        -29.9857
         116,        0.958333,        -30.0337,        -30.0037,        -29.9980,        -29.9939,        -29.9836,        -29.9778,        -29.5829,        -29.9827
         117,        0.966667,        -30.0318,        -29.9848,        -29.9855,        -29.9771,        -29.9929,        -29.9882,        -29.8042,        -29.9861
         118,        0.975000,        -29.9520,        -30.0204,        -29.9924,        -30.0024,        -29.9828,        -29.9818,        -30.2332,        -29.9816
         119,        0.983333,        -29.9430,        -29.9854,        -29.9909,        -29.9783,        -29.9903,        -29.9797,        -30.2325,        -29.9832
         120,        0.991667,        -30.0100,        -29.9455,        -29.9816,        -29.9917,        -29.9878,        -29.9868,        -29.9578,        -29.9833
         121,        1.000000,        -30.0665,        -30.0114,        -29.9992,        -29.9991,        -29.9821,        -29.9754,        -29.6749,        -29.9800
         122,        1.008333,        -30.0250,        -29.9893,        -29.9883,        -29.9771,        -29.9922,        -29.9849,        -30.0773,        -29.9837
         123,        1.016667,        -29.9342,        -30.0178,        -29.9929,        -30.0018,        -29.9821,        -29.9792,        -30.1347,        -29.9798
         124,        1.025000,        -29.9598,        -29.9858,        -29.9928,        -29.9788,        -29.9887,        -29.9773,        -30.1538,        -29.9810
         125,        1.033333,        -29.9874,        -29.9474,        -29.9819,        -29.9898,        -29.9889,        -29.9855,        -29.8512,        -29.9817
         126,        1.041667,        -30.0842,        -30.0200,        -30.0013,        -30.0017,        -29.9820,        -29.9742,        -29.7205,        -29.9779
         127,        1.050000,        -30.0068,        -29.9896,        -29.9915,        -29.9781,        -29.9916,        -29.9841,        -30.3584,        -29.9814
         128,        1.058333,        -29.9472,        -30.0134,        -29.9951,        -30.0039,        -29.9820,        -29.9791,        -30.1622,        -29.9783
         129,        1.066667,        -29.9671,        -29.9871,        -29.9945,        -29.9809,        -29.9885,        -29.9753,        -30.0725,        -29.9794
         130,        1.075000,        -30.0063,        -29.9512,        -29.9837,        -29.9905,        -29.9900,        -29.9833,        -29.7527,        -29.9808
         131,        1.083333,        -30.0651,        -30.0284,        -30.0039,        -30.0056,        -29.9813,        -29.9719,        -29.7351,        -29.9769
         132,        1.091667,        -29.9757,        -29.9956,        -29.9945,        -29.9791,        -29.9923,        -29.9819,        -30.3508,        -29.9810
         133,        1.100000,        -29.9620,        -30.0046,        -29.9944,        -30.0032,        -29.9822,        -29.9784,        -30.2623,        -29.9773
         134,        1.108333,        -29.9832,        -29.9882,        -29.9970,        -29.9851,        -29.9876,        -29.9734,        -30.0443,        -29.9784
         135,        1.116667,        -30.0437,        -29.9574,        -29.9850,        -29.9897,        -29.9893,        -29.9841,        -29.8304,        -29.9798
         136,        1.125000,        -30.0458,        -30.0357,        -30.0064,        -30.0069,        -29.9812,        -29.9729,        -29.8363,        -29.9765
         137,        1.133333,        -29.9694,        -29.9988,        -29.9971,        -29.9814,        -29.9917,        -29.9793,        -30.1758,        -29.9806
         138,        1.141667,        -29.9499,        -29.9980,        -29.9940,        -30.0030,        -29.9827,        -29.9790,        -30.2582,        -29.9775
         139,        1.150000,        -29.9985,        -29.9903,        -29.9990,        -29.9890,        -29.9865,        -29.9721,        -29.9842,        -29.9777
         140,        1.158333,        -30.0269,        -29.9657,        -29.9876,        -29.9885,        -29.9900,        -29.9840,        -29.9821,        -29.9803
         141,        1.166667,        -30.0307,        -30.0413,        -30.0075,        -30.0098,        -29.9804,        -29.9733,        -29.9683,        -29.9760
         142,        1.175000,        -29.9701,        -29.9970,        -29.9988,        -29.9805,        -29.9905,        -29.9793,        -30.1978,        -29.9805
         143,        1.183333,        -29.9373,        -29.9917,        -29.9940,        -30.0014,        -29.9833,        -29.9803,        -30.1870,        -29.9782
         144,        1.191667,        -30.0280,        -29.9914,        -30.0000,        -29.9916,        -29.9854,        -29.9738,        -29.8319,        -29.9779
         145,        1.200000,        -30.0237,        -29.9738,        -29.9892,        -29.9902,        -29.9905,        -29.9842,        -29.9418,        -29.9809
         146,        1.208333,        -30.0228,        -30.0409,        -30.0081,        -30.0096,        -29.9807,        -29.9739,        -29.8641,        -29.9770
         147,        1.216667,        -29.9473,        -30.0014,        -30.0010,        -29.9810,        -29.9910,        -29.9811,        -30.3680,        -29.9811
         148,        1.225000,        -29.9713,        -29.9829,        -29.9923,        -30.0003,        -29.9847,        -29.9831,        -30.1910,        -29.9797
         149,        1.233333,        -30.0263,        -29.9957,        -30.0012,        -29.9945,        -29.9853,        -29.9751,        -29.7369,        -29.9787
         150,        1.241667,        -30.0108,        -29.9801,        -29.9913,        -29.9897,        -29.9914,        -29.9859,        -29.8441,        -29.9825
         151,        1.250000,        -29.9914,        -30.0429,        -30.0087,        -30.0114,        -29.9812,        -29.9778,        -29.6910,        -29.9787
         152,        1.258333,        -29.9614,        -30.0008,        -30.0013,        -29.9816,        -29.9917,        -29.9826,        -30.3820,        -29.9826
         153,        1.266667,        -29.9702,        -29.9744,        -29.9913,        -29.9996,        -29.9866,        -29.9850,        -30.1841,        -29.9817
         154,        1.275000,        -30.0469,        -29.9976,        -30.0024,        -29.9955,        -29.9859,        -29.9772,        -29.7286,        -29.9806
         155,        1.283333,        -30.0201,        -29.9851,        -29.9926,        -29.9894,        -29.9932,        -29.9892,        -29.8368,        -29.9849
         156,        1.291667,        -29.9862,        -30.0436,        -30.0095,        -30.0119,        -29.9824,        -29.9801,        -29.8401,        -29.9812
         157,        1.300000,        -29.9468,        -30.0000,        -30.0006,        -29.9800,        -29.9928,        -29.9843,        -30.2565,        -29.9848
         158,        1.308333,        -29.9754,        -29.9651,        -29.9898,        -29.9997,        -29.9891,        -29.9877,        -30.0667,        -29.9845
         159,        1.316667,        -30.0446,        -30.0028,        -30.0035,        -30.0001,        -29.9875,        -29.9783,        -29.6394,        -29.9834
         160,        1.325000,        -30.0409,        -29.9891,        -29.9953,        -29.9895,        -29.9948,        -29.9913,        -29.7742,        -29.9874
         161,        1.333333,        -29.9681,        -30.0405,        -30.0079,        -30.0122,        -29.9847,        -29.9839,        -30.1355,        -29.9837
         162,        1.341667,        -29.9378,        -29.9991,        -30.0008,        -29.9816,        -29.9940,        -29.9866,        -30.2089,        -29.9877
         163,        1.350000,        -29.9857,        -29.9595,        -29.9886,        -29.9973,        -29.9919,        -29.9926,        -29.9658,        -29.9878
         164,        1.358333,        -30.0254,        -30.0074,        -30.0054,        -30.0046,        -29.9890,        -29.9824,        -29.5733,        -29.9860
         165,        1.366667,        -30.0233,        -29.9940,        -29.9963,        -29.9896,        -29.9975,        -29.9945,        -29.7527,        -29.9906
         166,        1.375000,        -29.9706,        -30.0342,        -30.0073,        -30.0111,        -29.9872,        -29.9873,        -30.2518,        -29.9873
         167,        1.383333,        -29.9567,        -29.9952,        -30.0008,        -29.9820,        -29.9954,        -29.9875,        -30.2340,        -29.9902
         168,        1.391667,        -29.9936,        -29.9560,        -29.9876,        -29.9985,        -29.9945,        -29.9951,        -29.9655,        -29.9908
         169,        1.400000,        -30.0539,        -30.0172,        -30.0064,        -30.0069,        -29.9907,        -29.9859,        -29.6479,        -29.9887
         170,        1.408333,        -30.0277,        -29.9972,        -29.9981,        -29.9876,        -29.9998,        -29.9963,        -29.9804,        -29.9933
         171,        1.416667,        -29.9430,        -30.0296,        -30.0055,        -30.0126,        -29.9891,        -29.9910,        -30.1659,        -29.9899
         172,        1.425000,        -29.9515,        -29.9947,        -30.0008,        -29.9854,        -29.9972,        -29.9898,        -30.1911,        -29.9924
         173,        1.433333,        -29.9905,        -29.9535,        -29.9876,        -29.9974,        -29.9973,        -29.9982,        -29.8953,        -29.9937
         174,        1.441667,        -30.0620,        -30.0235,        -30.0077,        -30.0106,        -29.9920,        -29.9881,        -29.7211,        -29.9909
         175,        1.450000,        -30.0172,        -29.9972,        -29.9993,        -29.9868,        -30.0012,        -29.9994,        -30.2951,        -29.9956
         176,        1.458333,        -29.9430,        -30.0186,        -30.0036,        -30.0115,        -29.9912,        -29.9940,        -30.1379,        -29.9929
         177,        1.466667,        -29.9652,        -29.9953,        -30.0007,        -29.9870,        -29.9983,        -29.9923,        -30.0950,        -29.9946
         178,        1.475000,        -30.0107,        -29.9571,        -29.9868,        -29.9968,        -29.9999,        -30.0004,        -29.7699,        -29.9961
         179,        1.483333,        -30.0670,        -30.0290,        -30.0088,        -30.0122,        -29.9928,        -29.9898,        -29.7236,        -29.9932
         180,        1.491667,        -29.9912,        -29.9979,        -30.0003,        -29.9873,        -30.0026,        -29.9991,        -30.3817,        -29.9974
         181,        1.500000,        -29.9528,        -30.0146,        -30.0021,        -30.0111,        -29.9930,        -29.9954,        -30.2295,        -29.9949
         182,        1.508333,        -29.9712,        -29.9937,        -30.0002,        -29.9884,        -29.9988,        -29.9928,        -30.0511,        -29.9961
         183,        1.516667,        -30.0131,        -29.9606,        -29.9878,        -29.9965,        -30.0012,        -30.0022,        -29.7849,        -29.9978
         184,        1.525000,        -30.0584,        -30.0343,        -30.0094,        -30.0155,        -29.9926,        -29.9915,        -29.7930,        -29.9947
         185,        1.533333,        -29.9754,        -29.9986,        -30.0014,        -29.9864,        -30.0026,        -30.0006,        -30.2104,        -29.9987
         186,        1.541667,        -29.9428,        -30.0070,        -29.9994,        -30.0085,        -29.9947,        -29.9988,        -30.2720,        -29.9962
         187,        1.550000,        -30.0046,        -29.9944,        -30.0005,        -29.9921,        -29.9994,        -29.9928,        -30.0078,        -29.9973
         188,        1.558333,        -30.0499,        -29.9645,        -29.9891,        -29.9969,        -30.0020,        -30.0032,        -29.9357,        -29.9993
         189,        1.566667,        -30.0410,        -30.0385,        -30.0100,        -30.0152,        -29.9931,        -29.9929,        -29.9453,        -29.9955
         190,        1.575000,        -29.9701,        -30.0012,        -30.0023,        -29.9871,        -30.0031,        -29.9998,        -30.1581,        -30.0001
         191,        1.583333,        -29.9476,        -29.9980,        -29.9966,        -30.0050,        -29.9965,        -30.0004,        -30.2026,        -29.9978
         192,        1.591667,        -30.0179,        -29.9925,        -30.0007,        -29.9949,        -29.9990,        -29.9935,        -29.8835,        -29.9974
         193,        1.600000,        -30.0211,        -29.9717,        -29.9897,        -29.9982,        -30.0040,        -30.0042,        -29.9829,        -30.0003
         194,        1.608333,        -30.0264,        -30.0445,        -30.0106,        -30.0159,        -29.9934,        -29.9952,        -29.9249,        -29.9964
         195,        1.616667,        -29.9631,        -30.0003,        -30.0023,        -29.9844,        -30.0039,        -30.0001,        -30.3184,        -30.0001
         196,        1.625000,        -29.9634,        -29.9892,        -29.9949,        -30.0047,        -29.9969,        -30.0013,        -30.1709,        -29.9982
         197,        1.633333,        -30.0393,        -29.9945,        -30.0015,        -29.9972,        -29.9986,        -29.9935,        -29.7528,        -29.9979
         198,        1.641667,        -30.0283,        -29.9789,        -29.9916,        -29.9961,        -30.0042,        -30.0046,        -29.8606,        -30.0008
         199,        1.650000,        -30.0068,        -30.0446,        -30.0108,        -30.0186,        -29.9937,        -29.9948,        -29.7263,        -29.9970
         200,        1.658333,        -29.9517,        -30.0032,        -30.0022,        -29.9837,        -30.0036,        -29.9996,        -30.4063,        -30.0006
         201,        1.666667,        -29.9565,        -29.9759,        -29.9924,        -30.0047,        -29.9978,        -30.0019,        -30.2063,        -29.9989
         202,        1.675000,        -30.0474,        -29.9971,        -30.0021,        -29.9994,        -29.9983,        -29.9953,        -29.7292,        -29.9979
         203,        1.683333,        -30.0273,        -29.9844,        -29.9935,        -29.9937,        -30.0049,        -30.0048,        -29.8376,        -30.0014
         204,        1.691667,        -29.9944,        -30.0439,        -30.0108,        -30.0170,        -29.9935,        -29.9968,        -29.7569,        -29.9974
         205,        1.700000,        -29.9466,        -30.0016,        -30.0018,        -29.9830,        -30.0030,        -29.9992,        -30.3038,        -30.0004
         206,        1.708333,        -29.9458,        -29.9686,        -29.9906,        -30.0029,        -29.9987,        -30.0031,        -30.1194,        -29.9995
         207,        1.716667,        -30.0418,        -30.0023,        -30.0035,        -30.0016,        -29.9980,        -29.9936,        -29.6778,        -29.9979
         208,        1.725000,        -30.0264,        -29.9907,        -29.9948,        -29.9938,        -30.0045,        -30.0045,        -29.8026,        -30.0015
         209,        1.733333,        -29.9740,        -30.0411,        -30.0089,        -30.0149,        -29.9939,        -29.9974,        -30.0420,        -29.9976
         210,        1.741667,        -29.9422,        -29.9992,        -30.0014,        -29.9851,        -30.0031,        -29.9990,        -30.2066,        -30.0003
