"OutphaseC4_007 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_007.tcf]","Time (h)","Q 2 [OutphaseC4_007]","Q 3 [OutphaseC4_007]","Q 4 [OutphaseC4_007]","Q 5 [OutphaseC4_007]","Q 6 [OutphaseC4_007]","Q 7 [OutphaseC4_007]","Q 1 [OutphaseC4_007]","Q  8 [OutphaseC4_007]"
          28,        0.225000,         -6.9524,         -3.9696,         -1.3968,         -0.5943,          0.0000,          0.0000,         -6.9774,          0.0000
          29,        0.233333,         -6.9677,         -4.2056,         -1.7960,         -1.0936,          0.0000,          0.0000,         -6.9826,          0.0000
          30,        0.241667,         -6.9684,         -4.4143,         -2.2030,         -1.5052,          0.0000,          0.0000,         -6.9793,          0.0000
          31,        0.250000,         -6.9833,         -4.6305,         -2.6058,         -1.7643,          0.0000,          0.0000,         -6.9894,          0.0000
          32,        0.258333,         -6.9854,         -4.8473,         -2.9944,         -2.0333,          0.0000,          0.0000,         -6.9897,          0.0000
          33,        0.266667,         -6.9882,         -5.0368,         -3.3695,         -2.2745,          0.0000,          0.0000,         -6.9971,          0.0000
          34,        0.275000,         -6.9931,         -5.2334,         -3.7218,         -2.4947,          0.0000,          0.0000,         -7.0078,          0.0000
          35,        0.283333,         -6.9866,         -5.4102,         -4.0497,         -2.7207,          0.0000,          0.0000,         -6.9822,          0.0000
          36,        0.291667,         -6.9986,         -5.5711,         -4.3575,         -2.9007,          0.0000,          0.0000,         -6.9987,          0.0000
          37,        0.300000,         -6.9963,         -5.7274,         -4.6357,         -3.0941,          0.0000,          0.0000,         -7.0017,          0.0000
          38,        0.308333,         -6.9981,         -5.8548,         -4.8932,         -3.2509,          0.0000,          0.0000,         -7.0005,          0.0000
          39,        0.316667,         -6.9996,         -5.9901,         -5.1225,         -3.3828,          0.0000,          0.0000,         -7.0173,          0.0000
          40,        0.325000,         -6.9911,         -6.0964,         -5.3324,         -3.5253,          0.0000,          0.0000,         -6.9779,          0.0000
          41,        0.333333,         -7.0031,         -6.1945,         -5.5218,         -3.6564,          0.0000,          0.0000,         -7.0058,          0.0000
          42,        0.341667,         -6.9994,         -6.2983,         -5.6889,         -3.7589,          0.0000,          0.0000,         -7.0077,          0.0000
          43,        0.350000,         -7.0010,         -6.3623,         -5.8433,         -3.8507,          0.0000,          0.0000,         -7.0030,          0.0000
          44,        0.358333,         -7.0015,         -6.4513,         -5.9748,         -3.9404,          0.0000,          0.0000,         -7.0185,          0.0000
          45,        0.366667,         -6.9920,         -6.5094,         -6.0965,         -4.0354,          0.0000,          0.0000,         -6.9763,          0.0000
          46,        0.375000,         -7.0034,         -6.5633,         -6.2029,         -4.1395,          0.0000,          0.0000,         -7.0088,          0.0000
          47,        0.383333,         -6.9995,         -6.6242,         -6.2963,         -4.2469,         -0.0001,          0.0000,         -7.0060,          0.0000
          48,        0.391667,         -7.0009,         -6.6536,         -6.3833,         -4.3736,         -0.2478,          0.0000,         -7.0015,          0.0000
          49,        0.400000,         -7.0014,         -6.7100,         -6.4528,         -4.5057,         -0.5721,          0.0000,         -7.0156,          0.0000
          50,        0.408333,         -6.9931,         -6.7376,         -6.5211,         -4.6561,         -0.9089,          0.0000,         -6.9708,          0.0000
          51,        0.416667,         -7.0038,         -6.7668,         -6.5780,         -4.8064,         -1.2675,          0.0000,         -7.0152,          0.0000
          52,        0.425000,         -6.9994,         -6.8061,         -6.6274,         -4.9497,         -1.6539,          0.0000,         -7.0121,          0.0000
          53,        0.433333,         -7.0007,         -6.8122,         -6.6761,         -5.1076,         -2.0377,          0.0000,         -7.0003,          0.0000
          54,        0.441667,         -7.0019,         -6.8511,         -6.7113,         -5.2540,         -2.4278,          0.0000,         -7.0067,          0.0000
          55,        0.450000,         -6.9941,         -6.8631,         -6.7498,         -5.4048,         -2.8061,          0.0000,         -6.9650,          0.0000
          56,        0.458333,         -7.0040,         -6.8748,         -6.7792,         -5.5477,         -3.1690,          0.0000,         -7.0241,          0.0000
          57,        0.466667,         -6.9993,         -6.9023,         -6.8040,         -5.6761,         -3.5193,          0.0000,         -7.0235,          0.0000
          58,        0.475000,         -7.0010,         -6.8998,         -6.8316,         -5.8066,         -3.8457,         -0.0182,         -6.9982,          0.0000
          59,        0.483333,         -7.0013,         -6.9240,         -6.8482,         -5.9175,         -4.1508,         -0.0739,         -6.9900,          0.0000
          60,        0.491667,         -6.9942,         -6.9254,         -6.8694,         -6.0258,         -4.4336,         -0.1428,         -6.9575,          0.0000
          61,        0.500000,         -7.0037,         -6.9336,         -6.8841,         -6.1287,         -4.6950,         -0.2303,         -7.0347,          0.0000
          62,        0.508333,         -7.0001,         -6.9513,         -6.8975,         -6.2103,         -4.9333,         -0.3215,         -7.0364,          0.0000
          63,        0.516667,         -7.0011,         -6.9433,         -6.9125,         -6.3046,         -5.1521,         -0.4154,         -6.9947,          0.0000
          64,        0.525000,         -7.0004,         -6.9632,         -6.9201,         -6.3713,         -5.3496,         -0.4996,         -6.9718,          0.0000
          65,        0.533333,         -6.9941,         -6.9607,         -6.9325,         -6.4408,         -5.5280,         -0.6046,         -6.9577,          0.0000
          66,        0.541667,         -7.0035,         -6.9650,         -6.9393,         -6.5047,         -5.6889,         -0.7171,         -7.0485,          0.0000
          67,        0.550000,         -7.0008,         -6.9766,         -6.9463,         -6.5568,         -5.8337,         -0.8206,         -7.0444,          0.0000
          68,        0.558333,         -7.0018,         -6.9692,         -6.9549,         -6.6097,         -5.9637,         -0.9531,         -6.9850,          0.0000
          69,        0.566667,         -6.9991,         -6.9814,         -6.9578,         -6.6505,         -6.0803,         -1.1102,         -6.9625,          0.0000
          70,        0.575000,         -6.9940,         -6.9777,         -6.9651,         -6.6916,         -6.1829,         -1.3224,         -6.9651,         -0.0001
          71,        0.583333,         -7.0029,         -6.9801,         -6.9682,         -6.7258,         -6.2767,         -1.5572,         -7.0588,         -0.2307
          72,        0.591667,         -7.0020,         -6.9900,         -6.9723,         -6.7553,         -6.3563,         -1.8253,         -7.0467,         -0.5501
          73,        0.600000,         -7.0021,         -6.9826,         -6.9767,         -6.7877,         -6.4143,         -2.1173,         -6.9756,         -0.8785
          74,        0.608333,         -6.9980,         -6.9935,         -6.9776,         -6.8072,         -6.4423,         -2.4210,         -6.9624,         -1.2306
          75,        0.616667,         -6.9942,         -6.9863,         -6.9820,         -6.8328,         -6.4749,         -2.7444,         -6.9804,         -1.6118
          76,        0.625000,         -7.0028,         -6.9889,         -6.9832,         -6.8516,         -6.5126,         -3.0530,         -7.0667,         -1.9900
          77,        0.633333,         -7.0030,         -6.9962,         -6.9855,         -6.8669,         -6.5518,         -3.3668,         -7.0448,         -2.3779
          78,        0.641667,         -7.0020,         -6.9893,         -6.9883,         -6.8863,         -6.5882,         -3.6667,         -6.9696,         -2.7526
          79,        0.650000,         -6.9966,         -6.9973,         -6.9880,         -6.8952,         -6.6240,         -3.9624,         -6.9653,         -3.1130
          80,        0.658333,         -6.9944,         -6.9917,         -6.9909,         -6.9086,         -6.6565,         -4.2390,         -7.0054,         -3.4619
          81,        0.666667,         -7.0030,         -6.9947,         -6.9910,         -6.9204,         -6.6884,         -4.4971,         -7.0724,         -3.7908
          82,        0.675000,         -7.0034,         -6.9980,         -6.9925,         -6.9285,         -6.7172,         -4.7415,         -7.0422,         -4.0953
          83,        0.683333,         -7.0020,         -6.9949,         -6.9941,         -6.9396,         -6.7447,         -4.9592,         -6.9644,         -4.3801
          84,        0.691667,         -6.9958,         -6.9987,         -6.9938,         -6.9449,         -6.7696,         -5.1687,         -6.9694,         -4.6421
          85,        0.700000,         -6.9948,         -6.9957,         -6.9952,         -6.9511,         -6.7915,         -5.3550,         -7.0307,         -4.8842
          86,        0.708333,         -7.0028,         -6.9975,         -6.9951,         -6.9564,         -6.8127,         -5.5282,         -7.0760,         -5.1043
          87,        0.716667,         -7.0045,         -6.9986,         -6.9960,         -6.9618,         -6.8334,         -5.6824,         -7.0427,         -5.3044
          88,        0.725000,         -7.0021,         -6.9974,         -6.9969,         -6.9683,         -6.8501,         -5.8242,         -6.9649,         -5.4854
          89,        0.733333,         -6.9952,         -7.0002,         -6.9968,         -6.9708,         -6.8663,         -5.9517,         -6.9788,         -5.6492
          90,        0.741667,         -6.9952,         -6.9973,         -6.9975,         -6.9754,         -6.8800,         -6.0668,         -7.0539,         -5.7968
          91,        0.750000,         -7.0020,         -6.9984,         -6.9972,         -6.9763,         -6.8942,         -6.1711,         -7.0767,         -5.9290
          92,        0.758333,         -7.0049,         -6.9989,         -6.9979,         -6.9801,         -6.9045,         -6.2637,         -7.0386,         -6.0479
          93,        0.766667,         -7.0022,         -6.9983,         -6.9985,         -6.9827,         -6.9151,         -6.3444,         -6.9676,         -6.1542
          94,        0.775000,         -6.9956,         -6.9978,         -6.9987,         -6.9848,         -6.9249,         -6.4173,         -6.9873,         -6.2487
          95,        0.783333,         -6.9960,         -7.0000,         -6.9985,         -6.9870,         -6.9328,         -6.4829,         -7.0711,         -6.3333
          96,        0.791667,         -7.0011,         -6.9993,         -6.9987,         -6.9882,         -6.9402,         -6.5426,         -7.0677,         -6.4090
          97,        0.800000,         -7.0055,         -6.9985,         -6.9987,         -6.9883,         -6.9477,         -6.5933,         -7.0304,         -6.4760
          98,        0.808333,         -7.0025,         -7.0011,         -6.9990,         -6.9898,         -6.9533,         -6.6401,         -6.9744,         -6.5357
          99,        0.816667,         -6.9964,         -6.9975,         -6.9997,         -6.9920,         -6.9594,         -6.6820,         -7.0005,         -6.5888
         100,        0.825000,         -6.9970,         -7.0014,         -6.9989,         -6.9927,         -6.9639,         -6.7182,         -7.0753,         -6.6363
         101,        0.833333,         -7.0003,         -7.0016,         -6.9991,         -6.9934,         -6.9677,         -6.7509,         -7.0491,         -6.6781
         102,        0.841667,         -7.0053,         -6.9983,         -6.9991,         -6.9940,         -6.9713,         -6.7792,         -7.0144,         -6.7152
         103,        0.850000,         -7.0022,         -7.0012,         -6.9992,         -6.9953,         -6.9744,         -6.8054,         -6.9748,         -6.7484
         104,        0.858333,         -6.9980,         -6.9962,         -7.0002,         -6.9959,         -6.9773,         -6.8274,         -7.0159,         -6.7773
         105,        0.866667,         -6.9978,         -7.0024,         -6.9989,         -6.9967,         -6.9807,         -6.8471,         -7.0689,         -6.8031
         106,        0.875000,         -6.9991,         -6.9999,         -6.9998,         -6.9972,         -6.9825,         -6.8652,         -7.0213,         -6.8261
         107,        0.883333,         -7.0051,         -6.9973,         -6.9993,         -6.9975,         -6.9846,         -6.8808,         -6.9923,         -6.8461
         108,        0.891667,         -7.0022,         -6.9997,         -6.9994,         -6.9968,         -6.9860,         -6.8946,         -6.9721,         -6.8638
         109,        0.900000,         -6.9999,         -6.9950,         -7.0007,         -6.9988,         -6.9877,         -6.9057,         -7.0296,         -6.8796
         110,        0.908333,         -6.9989,         -7.0034,         -6.9990,         -6.9949,         -6.9893,         -6.9179,         -7.0605,         -6.8935
         111,        0.916667,         -6.9974,         -7.0005,         -7.0001,         -6.9989,         -6.9904,         -6.9278,         -6.9856,         -6.9058
         112,        0.925000,         -7.0041,         -6.9990,         -6.9992,         -6.9984,         -6.9918,         -6.9355,         -6.9697,         -6.9168
         113,        0.933333,         -7.0012,         -7.0012,         -6.9993,         -6.9966,         -6.9920,         -6.9433,         -6.9649,         -6.9264
         114,        0.941667,         -7.0020,         -6.9940,         -7.0004,         -6.9997,         -6.9934,         -6.9496,         -7.0426,         -6.9349
         115,        0.950000,         -6.9998,         -7.0043,         -6.9988,         -6.9976,         -6.9939,         -6.9558,         -7.0416,         -6.9422
         116,        0.958333,         -6.9960,         -7.0003,         -7.0003,         -6.9983,         -6.9943,         -6.9606,         -6.9446,         -6.9491
         117,        0.966667,         -7.0028,         -6.9998,         -6.9990,         -6.9987,         -6.9953,         -6.9651,         -6.9498,         -6.9550
         118,        0.975000,         -7.0004,         -7.0025,         -6.9993,         -6.9979,         -6.9955,         -6.9685,         -6.9554,         -6.9601
         119,        0.983333,         -7.0033,         -6.9939,         -7.0006,         -6.9994,         -6.9963,         -6.9721,         -7.0458,         -6.9646
         120,        0.991667,         -7.0003,         -7.0050,         -6.9986,         -6.9983,         -6.9965,         -6.9764,         -7.0178,         -6.9686
         121,        1.000000,         -6.9950,         -6.9984,         -7.0003,         -6.9995,         -6.9966,         -6.9786,         -6.9090,         -6.9723
         122,        1.008333,         -7.0016,         -6.9995,         -6.9988,         -6.9999,         -6.9974,         -6.9811,         -6.9302,         -6.9754
         123,        1.016667,         -6.9993,         -7.0016,         -6.9992,         -6.9975,         -6.9971,         -6.9832,         -6.9439,         -6.9783
         124,        1.025000,         -7.0047,         -6.9926,         -7.0005,         -7.0004,         -6.9978,         -6.9842,         -7.0423,         -6.9807
         125,        1.033333,         -7.0012,         -7.0051,         -6.9986,         -6.9993,         -6.9977,         -6.9870,         -6.9941,         -6.9828
         126,        1.041667,         -6.9937,         -6.9971,         -7.0005,         -6.9995,         -6.9975,         -6.9881,         -6.8852,         -6.9848
         127,        1.050000,         -7.0002,         -7.0004,         -6.9984,         -7.0003,         -6.9984,         -6.9889,         -6.9155,         -6.9864
         128,        1.058333,         -6.9980,         -7.0006,         -6.9991,         -6.9981,         -6.9976,         -6.9907,         -6.9371,         -6.9882
         129,        1.066667,         -7.0061,         -6.9927,         -7.0002,         -7.0018,         -6.9981,         -6.9913,         -7.0265,         -6.9894
         130,        1.075000,         -7.0013,         -7.0048,         -6.9981,         -6.9969,         -6.9982,         -6.9920,         -6.9723,         -6.9904
         131,        1.083333,         -6.9936,         -6.9962,         -7.0006,         -7.0004,         -6.9979,         -6.9925,         -6.8803,         -6.9916
         132,        1.091667,         -6.9985,         -7.0000,         -6.9980,         -7.0000,         -6.9984,         -6.9941,         -6.9076,         -6.9923
         133,        1.100000,         -6.9975,         -7.0014,         -6.9991,         -6.9959,         -6.9976,         -6.9946,         -6.9383,         -6.9930
         134,        1.108333,         -7.0070,         -6.9925,         -6.9998,         -6.9997,         -6.9987,         -6.9944,         -7.0115,         -6.9937
         135,        1.116667,         -7.0017,         -7.0056,         -6.9978,         -6.9961,         -6.9979,         -6.9960,         -6.9576,         -6.9940
         136,        1.125000,         -6.9932,         -6.9955,         -7.0005,         -7.0010,         -6.9981,         -6.9951,         -6.8951,         -6.9948
         137,        1.133333,         -6.9971,         -7.0005,         -6.9977,         -6.9987,         -6.9983,         -6.9957,         -6.9072,         -6.9950
         138,        1.141667,         -6.9962,         -7.0019,         -6.9990,         -6.9973,         -6.9975,         -6.9963,         -6.9524,         -6.9954
         139,        1.150000,         -7.0075,         -6.9935,         -6.9995,         -6.9997,         -6.9984,         -6.9961,         -7.0002,         -6.9958
         140,        1.158333,         -7.0017,         -7.0048,         -6.9974,         -6.9958,         -6.9975,         -6.9966,         -6.9519,         -6.9958
         141,        1.166667,         -6.9932,         -6.9926,         -7.0002,         -7.0000,         -6.9977,         -6.9957,         -6.9245,         -6.9963
         142,        1.175000,         -6.9961,         -7.0008,         -6.9972,         -6.9976,         -6.9979,         -6.9970,         -6.9194,         -6.9963
         143,        1.183333,         -6.9954,         -7.0008,         -6.9987,         -6.9974,         -6.9970,         -6.9969,         -6.9771,         -6.9965
         144,        1.191667,         -7.0083,         -6.9930,         -6.9990,         -7.0004,         -6.9980,         -6.9963,         -6.9994,         -6.9966
         145,        1.200000,         -7.0020,         -7.0053,         -6.9972,         -6.9944,         -6.9968,         -6.9972,         -6.9566,         -6.9964
         146,        1.208333,         -6.9932,         -6.9926,         -7.0002,         -6.9984,         -6.9976,         -6.9968,         -6.9523,         -6.9966
         147,        1.216667,         -6.9956,         -7.0017,         -6.9970,         -6.9968,         -6.9976,         -6.9972,         -6.9424,         -6.9966
         148,        1.225000,         -6.9951,         -7.0008,         -6.9987,         -6.9961,         -6.9967,         -6.9968,         -7.0089,         -6.9966
         149,        1.233333,         -7.0085,         -6.9941,         -6.9986,         -6.9995,         -6.9975,         -6.9963,         -7.0144,         -6.9966
         150,        1.241667,         -7.0026,         -7.0036,         -6.9970,         -6.9945,         -6.9962,         -6.9957,         -6.9700,         -6.9964
         151,        1.250000,         -6.9938,         -6.9923,         -7.0000,         -6.9996,         -6.9967,         -6.9962,         -6.9784,         -6.9965
         152,        1.258333,         -6.9951,         -7.0024,         -6.9967,         -6.9960,         -6.9970,         -6.9956,         -6.9794,         -6.9963
         153,        1.266667,         -6.9953,         -6.9991,         -6.9988,         -6.9967,         -6.9960,         -6.9966,         -7.0516,         -6.9964
         154,        1.275000,         -7.0088,         -6.9941,         -6.9984,         -6.9996,         -6.9970,         -6.9951,         -7.0413,         -6.9962
         155,        1.283333,         -7.0028,         -7.0038,         -6.9969,         -6.9936,         -6.9962,         -6.9964,         -6.9878,         -6.9960
         156,        1.291667,         -6.9946,         -6.9886,         -6.9999,         -6.9992,         -6.9967,         -6.9959,         -6.9941,         -6.9961
         157,        1.300000,         -6.9952,         -7.0020,         -6.9965,         -6.9960,         -6.9966,         -6.9960,         -7.0251,         -6.9959
         158,        1.308333,         -6.9956,         -6.9982,         -6.9988,         -6.9952,         -6.9960,         -6.9954,         -7.0906,         -6.9959
         159,        1.316667,         -7.0087,         -6.9943,         -6.9982,         -6.9987,         -6.9970,         -6.9953,         -7.0710,         -6.9958
         160,        1.325000,         -7.0034,         -7.0062,         -6.9970,         -6.9942,         -6.9958,         -6.9957,         -7.0056,         -6.9956
         161,        1.333333,         -6.9958,         -6.9907,         -6.9997,         -6.9986,         -6.9967,         -6.9954,         -7.0051,         -6.9957
         162,        1.341667,         -6.9957,         -7.0011,         -6.9962,         -6.9959,         -6.9964,         -6.9954,         -7.0680,         -6.9953
         163,        1.350000,         -6.9955,         -6.9971,         -6.9992,         -6.9956,         -6.9961,         -6.9962,         -7.1184,         -6.9954
         164,        1.358333,         -7.0086,         -6.9952,         -6.9982,         -6.9981,         -6.9970,         -6.9937,         -7.0881,         -6.9953
         165,        1.366667,         -7.0034,         -7.0058,         -6.9973,         -6.9931,         -6.9960,         -6.9961,         -7.0159,         -6.9952
         166,        1.375000,         -6.9973,         -6.9902,         -6.9998,         -6.9987,         -6.9966,         -6.9943,         -7.0152,         -6.9952
         167,        1.383333,         -6.9965,         -7.0025,         -6.9964,         -6.9944,         -6.9963,         -6.9956,         -7.0994,         -6.9950
         168,        1.391667,         -6.9955,         -6.9969,         -6.9994,         -6.9952,         -6.9961,         -6.9948,         -7.1291,         -6.9950
         169,        1.400000,         -7.0082,         -6.9953,         -6.9985,         -6.9987,         -6.9971,         -6.9945,         -7.0906,         -6.9948
         170,        1.408333,         -7.0037,         -7.0055,         -6.9979,         -6.9931,         -6.9961,         -6.9949,         -7.0204,         -6.9948
         171,        1.416667,         -6.9992,         -6.9902,         -7.0002,         -6.9994,         -6.9971,         -6.9949,         -7.0275,         -6.9951
         172,        1.425000,         -6.9977,         -7.0031,         -6.9965,         -6.9963,         -6.9966,         -6.9947,         -7.1154,         -6.9947
         173,        1.433333,         -6.9951,         -6.9950,         -6.9996,         -6.9964,         -6.9962,         -6.9952,         -7.1159,         -6.9948
         174,        1.441667,         -7.0077,         -6.9941,         -6.9984,         -6.9991,         -6.9972,         -6.9941,         -7.0725,         -6.9946
         175,        1.450000,         -7.0035,         -7.0053,         -6.9983,         -6.9948,         -6.9966,         -6.9952,         -7.0133,         -6.9948
         176,        1.458333,         -7.0010,         -6.9924,         -7.0005,         -7.0003,         -6.9972,         -6.9944,         -7.0379,         -6.9950
         177,        1.466667,         -6.9986,         -7.0046,         -6.9969,         -6.9955,         -6.9972,         -6.9952,         -7.1126,         -6.9947
         178,        1.475000,         -6.9945,         -6.9949,         -6.9998,         -6.9981,         -6.9974,         -6.9956,         -7.0835,         -6.9950
         179,        1.483333,         -7.0070,         -6.9964,         -6.9985,         -7.0000,         -6.9983,         -6.9946,         -7.0424,         -6.9950
         180,        1.491667,         -7.0029,         -7.0035,         -6.9989,         -6.9953,         -6.9974,         -6.9962,         -7.0000,         -6.9950
         181,        1.500000,         -7.0031,         -6.9921,         -7.0008,         -7.0007,         -6.9983,         -6.9949,         -7.0440,         -6.9952
         182,        1.508333,         -6.9997,         -7.0060,         -6.9971,         -6.9963,         -6.9979,         -6.9953,         -7.0976,         -6.9950
         183,        1.516667,         -6.9939,         -6.9947,         -7.0002,         -6.9987,         -6.9979,         -6.9963,         -7.0351,         -6.9954
         184,        1.525000,         -7.0063,         -6.9954,         -6.9986,         -6.9996,         -6.9987,         -6.9954,         -7.0068,         -6.9953
         185,        1.533333,         -7.0026,         -7.0047,         -6.9991,         -6.9963,         -6.9975,         -6.9967,         -6.9850,         -6.9953
         186,        1.541667,         -7.0049,         -6.9930,         -7.0009,         -7.0009,         -6.9987,         -6.9956,         -7.0503,         -6.9956
         187,        1.550000,         -7.0002,         -7.0074,         -6.9973,         -6.9964,         -6.9984,         -6.9967,         -7.0709,         -6.9955
         188,        1.558333,         -6.9930,         -6.9943,         -7.0003,         -7.0005,         -6.9983,         -6.9967,         -6.9808,         -6.9958
         189,        1.566667,         -7.0050,         -6.9967,         -6.9981,         -6.9993,         -6.9989,         -6.9957,         -6.9741,         -6.9957
         190,        1.575000,         -7.0016,         -7.0043,         -6.9995,         -6.9971,         -6.9983,         -6.9971,         -6.9642,         -6.9958
         191,        1.583333,         -7.0063,         -6.9935,         -7.0010,         -7.0025,         -6.9991,         -6.9962,         -7.0509,         -6.9962
         192,        1.591667,         -7.0008,         -7.0074,         -6.9978,         -6.9972,         -6.9985,         -6.9966,         -7.0406,         -6.9961
         193,        1.600000,         -6.9924,         -6.9940,         -7.0006,         -7.0002,         -6.9986,         -6.9967,         -6.9297,         -6.9964
         194,        1.608333,         -7.0031,         -6.9972,         -6.9982,         -7.0001,         -6.9992,         -6.9957,         -6.9464,         -6.9964
         195,        1.616667,         -6.9998,         -7.0036,         -6.9996,         -6.9963,         -6.9983,         -6.9966,         -6.9455,         -6.9965
         196,        1.625000,         -7.0072,         -6.9939,         -7.0011,         -7.0024,         -6.9995,         -6.9964,         -7.0434,         -6.9966
         197,        1.633333,         -7.0009,         -7.0085,         -6.9979,         -6.9965,         -6.9987,         -6.9977,         -7.0056,         -6.9967
         198,        1.641667,         -6.9919,         -6.9922,         -7.0008,         -7.0015,         -6.9988,         -6.9968,         -6.8927,         -6.9971
         199,        1.650000,         -7.0015,         -6.9988,         -6.9981,         -7.0009,         -6.9995,         -6.9968,         -6.9227,         -6.9970
         200,        1.658333,         -6.9988,         -7.0026,         -6.9999,         -6.9973,         -6.9985,         -6.9987,         -6.9239,         -6.9973
         201,        1.666667,         -7.0080,         -6.9946,         -7.0012,         -7.0015,         -6.9995,         -6.9965,         -7.0286,         -6.9975
         202,        1.675000,         -7.0013,         -7.0105,         -6.9982,         -6.9954,         -6.9990,         -6.9977,         -6.9717,         -6.9973
         203,        1.683333,         -6.9915,         -6.9943,         -7.0011,         -7.0001,         -6.9992,         -6.9981,         -6.8730,         -6.9976
         204,        1.691667,         -6.9999,         -6.9985,         -6.9979,         -7.0002,         -6.9997,         -6.9973,         -6.9117,         -6.9976
         205,        1.700000,         -6.9970,         -7.0023,         -6.9999,         -6.9970,         -6.9989,         -6.9975,         -6.9096,         -6.9978
         206,        1.708333,         -7.0084,         -6.9946,         -7.0010,         -7.0016,         -6.9998,         -6.9974,         -7.0061,         -6.9980
         207,        1.716667,         -7.0013,         -7.0101,         -6.9986,         -6.9968,         -6.9992,         -6.9982,         -6.9453,         -6.9979
         208,        1.725000,         -6.9918,         -6.9938,         -7.0015,         -7.0025,         -6.9995,         -6.9981,         -6.8767,         -6.9982
         209,        1.733333,         -6.9984,         -6.9990,         -6.9980,         -6.9988,         -7.0000,         -6.9984,         -6.9075,         -6.9981
         210,        1.741667,         -6.9959,         -7.0025,         -6.9999,         -6.9979,         -6.9989,         -6.9991,         -6.9073,         -6.9981
         211,        1.750000,         -7.0087,         -6.9947,         -7.0010,         -7.0039,         -7.0005,         -6.9972,         -6.9864,         -6.9983
         212,        1.758333,         -7.0018,         -7.0108,         -6.9987,         -6.9969,         -6.9992,         -6.9988,         -6.9294,         -6.9983
