"VanillaC4_012","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_012.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\012\VanillaC4_012_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.8519,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -8.8689,          0.0000
,        0.016667,          1.6433,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.5417,         -0.0084,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -13.1272,          0.0010
,        0.025000,          1.5068,          0.8373,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          1.4362,         -9.8889,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -14.0812,         -0.0009
,        0.033333,          1.4460,          0.9174,          1.4210,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.3839,        -12.3070,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,        -14.4603,         -0.0001
,        0.041667,          1.4048,          0.9332,          1.3888,          1.3493,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.0002,          1.3557,        -13.3663,         -7.7729,          0.0000,          0.0000,          0.0000,         -0.0002,        -14.6459,         -0.0003
,        0.050000,          1.3811,          0.9341,          1.3580,          1.3443,          1.4066,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0002,          0.0001,          1.3362,        -13.9519,        -10.7456,          0.0000,          0.0000,          0.0000,          0.0001,        -14.7667,         -0.0003
,        0.058333,          1.3643,          0.9350,          1.3351,          1.3274,          1.3950,          0.4019,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0000,          1.3242,        -14.2989,        -12.2654,         -4.8473,          0.0000,          0.0000,          0.0001,        -14.8465,          0.0001
,        0.066667,          1.3545,          0.9335,          1.3198,          1.3113,          1.3759,          0.7745,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0002,          0.0001,          0.0000,          1.3158,        -14.5186,        -13.1582,         -8.9509,          0.0000,          0.0000,         -0.0007,        -14.8928,          0.0005
