"InphaseC4_007 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_007.tcf]","Time (h)","Q 2 [InphaseC4_007]","Q 3 [InphaseC4_007]","Q 4 [InphaseC4_007]","Q 5 [InphaseC4_007]","Q 6 [InphaseC4_007]","Q 7 [InphaseC4_007]","Q 1 [InphaseC4_007]","Q  8 [InphaseC4_007]"
         100,        0.825000,         -7.0001,         -6.9999,         -7.0004,         -7.0001,         -7.0002,         -7.0003,         -6.9998,         -6.9997
         101,        0.833333,         -6.9997,         -7.0001,         -6.9996,         -7.0001,         -6.9994,         -7.0002,         -7.0002,         -7.0003
         102,        0.841667,         -7.0001,         -7.0000,         -6.9996,         -7.0000,         -6.9993,         -7.0001,         -6.9998,         -6.9994
         103,        0.850000,         -7.0001,         -6.9999,         -7.0002,         -7.0003,         -7.0003,         -6.9998,         -6.9999,         -6.9999
         104,        0.858333,         -7.0007,         -7.0001,         -6.9999,         -7.0000,         -7.0002,         -6.9998,         -7.0001,         -6.9995
         105,        0.866667,         -7.0003,         -7.0001,         -7.0000,         -6.9999,         -7.0005,         -7.0001,         -7.0001,         -7.0000
         106,        0.875000,         -7.0001,         -7.0000,         -6.9997,         -7.0002,         -6.9999,         -7.0002,         -7.0001,         -6.9996
         107,        0.883333,         -6.9999,         -7.0001,         -6.9999,         -7.0000,         -7.0003,         -6.9999,         -6.9999,         -7.0000
         108,        0.891667,         -7.0005,         -7.0000,         -7.0001,         -6.9998,         -6.9996,         -7.0003,         -7.0001,         -7.0004
         109,        0.900000,         -6.9993,         -7.0000,         -7.0002,         -6.9999,         -7.0000,         -7.0000,         -7.0000,         -6.9997
         110,        0.908333,         -7.0001,         -7.0001,         -7.0000,         -7.0001,         -6.9999,         -7.0000,         -7.0000,         -7.0002
         111,        0.916667,         -6.9999,         -7.0000,         -6.9998,         -6.9999,         -7.0005,         -7.0002,         -7.0001,         -7.0001
         112,        0.925000,         -6.9999,         -6.9999,         -6.9998,         -7.0000,         -6.9997,         -6.9999,         -7.0001,         -6.9992
         113,        0.933333,         -7.0006,         -6.9998,         -7.0003,         -6.9999,         -6.9996,         -7.0002,         -7.0002,         -6.9998
         114,        0.941667,         -6.9998,         -7.0000,         -6.9995,         -7.0002,         -7.0001,         -7.0000,         -7.0001,         -6.9996
         115,        0.950000,         -7.0000,         -6.9999,         -7.0005,         -6.9998,         -6.9998,         -7.0000,         -7.0000,         -6.9998
         116,        0.958333,         -6.9997,         -7.0001,         -7.0001,         -7.0002,         -7.0002,         -7.0001,         -7.0000,         -6.9991
         117,        0.966667,         -7.0002,         -7.0000,         -7.0000,         -6.9998,         -7.0003,         -7.0001,         -7.0002,         -6.9993
         118,        0.975000,         -7.0000,         -7.0000,         -7.0004,         -7.0002,         -7.0002,         -7.0000,         -7.0001,         -6.9993
         119,        0.983333,         -7.0000,         -6.9999,         -7.0002,         -6.9998,         -7.0000,         -7.0001,         -7.0000,         -6.9999
         120,        0.991667,         -7.0002,         -7.0000,         -6.9996,         -6.9999,         -7.0006,         -7.0000,         -7.0003,         -7.0006
         121,        1.000000,         -6.9998,         -6.9999,         -6.9994,         -7.0002,         -7.0000,         -6.9998,         -7.0002,         -7.0002
         122,        1.008333,         -6.9997,         -7.0000,         -6.9992,         -7.0000,         -6.9998,         -6.9997,         -6.9999,         -6.9998
         123,        1.016667,         -7.0005,         -7.0001,         -6.9999,         -7.0001,         -7.0009,         -7.0000,         -7.0001,         -7.0006
         124,        1.025000,         -7.0002,         -7.0001,         -7.0001,         -7.0002,         -7.0010,         -6.9999,         -6.9998,         -7.0002
         125,        1.033333,         -6.9999,         -7.0000,         -7.0003,         -7.0001,         -7.0003,         -7.0000,         -6.9999,         -7.0004
         126,        1.041667,         -7.0000,         -7.0001,         -7.0003,         -7.0001,         -6.9996,         -6.9998,         -7.0001,         -6.9992
         127,        1.050000,         -6.9993,         -7.0000,         -6.9998,         -7.0002,         -7.0000,         -7.0001,         -7.0001,         -7.0003
         128,        1.058333,         -6.9996,         -7.0000,         -6.9997,         -6.9999,         -7.0003,         -7.0002,         -6.9998,         -6.9995
         129,        1.066667,         -7.0002,         -6.9999,         -7.0002,         -7.0002,         -6.9996,         -7.0001,         -7.0000,         -7.0002
         130,        1.075000,         -6.9998,         -6.9999,         -7.0000,         -7.0000,         -7.0000,         -7.0000,         -7.0002,         -6.9995
         131,        1.083333,         -7.0009,         -7.0000,         -7.0004,         -6.9998,         -7.0002,         -7.0001,         -6.9998,         -6.9999
         132,        1.091667,         -6.9998,         -7.0000,         -7.0002,         -7.0000,         -7.0003,         -7.0000,         -7.0000,         -7.0003
         133,        1.100000,         -7.0001,         -7.0001,         -7.0001,         -7.0001,         -6.9994,         -7.0001,         -7.0001,         -7.0002
         134,        1.108333,         -7.0002,         -6.9999,         -7.0001,         -6.9999,         -6.9998,         -7.0000,         -7.0000,         -7.0002
         135,        1.116667,         -7.0001,         -7.0000,         -7.0001,         -7.0002,         -6.9996,         -7.0001,         -7.0000,         -7.0003
         136,        1.125000,         -7.0001,         -7.0001,         -6.9995,         -7.0000,         -6.9995,         -7.0001,         -6.9998,         -7.0002
         137,        1.133333,         -6.9999,         -7.0001,         -6.9995,         -7.0000,         -7.0005,         -7.0000,         -7.0003,         -7.0001
         138,        1.141667,         -6.9996,         -6.9999,         -6.9996,         -7.0001,         -7.0005,         -7.0001,         -7.0001,         -6.9999
         139,        1.150000,         -7.0004,         -6.9999,         -7.0004,         -6.9999,         -7.0000,         -7.0000,         -7.0001,         -7.0003
         140,        1.158333,         -6.9992,         -7.0000,         -7.0000,         -7.0001,         -7.0004,         -7.0001,         -6.9997,         -7.0002
         141,        1.166667,         -6.9998,         -7.0000,         -7.0005,         -6.9998,         -6.9997,         -6.9999,         -6.9999,         -7.0002
         142,        1.175000,         -7.0002,         -7.0000,         -6.9996,         -6.9999,         -6.9997,         -7.0001,         -7.0000,         -7.0004
         143,        1.183333,         -7.0003,         -7.0001,         -6.9998,         -7.0002,         -7.0003,         -6.9998,         -7.0001,         -7.0003
         144,        1.191667,         -6.9997,         -6.9999,         -7.0000,         -6.9999,         -7.0006,         -7.0001,         -7.0002,         -6.9996
         145,        1.200000,         -6.9998,         -7.0000,         -6.9998,         -7.0002,         -7.0000,         -6.9998,         -6.9997,         -6.9999
         146,        1.208333,         -7.0002,         -6.9999,         -6.9994,         -6.9998,         -7.0000,         -6.9998,         -7.0002,         -7.0006
         147,        1.216667,         -6.9998,         -7.0000,         -6.9995,         -7.0001,         -6.9997,         -7.0000,         -6.9999,         -7.0002
         148,        1.225000,         -7.0002,         -6.9998,         -7.0003,         -7.0000,         -7.0003,         -7.0001,         -7.0001,         -6.9994
         149,        1.233333,         -6.9998,         -7.0000,         -6.9995,         -6.9999,         -7.0004,         -6.9999,         -7.0001,         -6.9999
         150,        1.241667,         -6.9999,         -7.0000,         -6.9997,         -7.0001,         -6.9994,         -6.9998,         -6.9997,         -7.0002
         151,        1.250000,         -7.0003,         -7.0000,         -6.9997,         -7.0000,         -6.9995,         -6.9999,         -6.9999,         -7.0000
         152,        1.258333,         -6.9998,         -7.0001,         -6.9996,         -6.9999,         -6.9995,         -7.0001,         -7.0000,         -7.0006
         153,        1.266667,         -7.0000,         -7.0000,         -7.0002,         -7.0002,         -6.9997,         -7.0000,         -6.9999,         -7.0007
         154,        1.275000,         -6.9998,         -7.0000,         -7.0002,         -7.0001,         -6.9999,         -7.0001,         -7.0001,         -6.9997
         155,        1.283333,         -7.0001,         -7.0000,         -7.0002,         -6.9997,         -6.9998,         -6.9999,         -7.0000,         -6.9995
         156,        1.291667,         -7.0005,         -7.0000,         -6.9998,         -7.0003,         -7.0009,         -7.0002,         -7.0000,         -7.0003
         157,        1.300000,         -7.0004,         -6.9999,         -7.0002,         -7.0000,         -6.9999,         -6.9999,         -7.0002,         -6.9995
         158,        1.308333,         -6.9999,         -7.0000,         -6.9999,         -7.0000,         -7.0000,         -7.0000,         -7.0000,         -6.9997
         159,        1.316667,         -6.9999,         -7.0000,         -6.9997,         -6.9999,         -7.0000,         -7.0001,         -7.0000,         -7.0007
         160,        1.325000,         -6.9998,         -7.0000,         -6.9997,         -7.0000,         -6.9999,         -7.0000,         -6.9998,         -7.0001
         161,        1.333333,         -6.9995,         -7.0000,         -7.0001,         -6.9997,         -6.9999,         -6.9998,         -7.0001,         -7.0000
         162,        1.341667,         -7.0005,         -7.0001,         -6.9993,         -7.0000,         -7.0000,         -7.0000,         -6.9999,         -7.0004
         163,        1.350000,         -6.9998,         -6.9999,         -6.9996,         -7.0001,         -6.9998,         -7.0000,         -6.9999,         -6.9997
         164,        1.358333,         -7.0001,         -7.0000,         -6.9999,         -7.0000,         -6.9996,         -6.9998,         -7.0002,         -7.0000
         165,        1.366667,         -7.0001,         -6.9999,         -7.0003,         -6.9998,         -7.0001,         -6.9999,         -7.0000,         -7.0000
         166,        1.375000,         -6.9999,         -6.9998,         -7.0006,         -7.0002,         -7.0001,         -7.0000,         -7.0001,         -6.9998
         167,        1.383333,         -7.0005,         -7.0000,         -6.9999,         -7.0000,         -6.9998,         -6.9999,         -7.0000,         -6.9998
         168,        1.391667,         -7.0006,         -6.9998,         -7.0008,         -7.0002,         -7.0000,         -7.0002,         -6.9998,         -7.0001
         169,        1.400000,         -6.9998,         -7.0001,         -6.9999,         -7.0000,         -6.9998,         -7.0000,         -7.0000,         -6.9997
         170,        1.408333,         -7.0005,         -7.0000,         -7.0000,         -7.0001,         -7.0003,         -7.0000,         -7.0002,         -7.0003
         171,        1.416667,         -6.9994,         -7.0000,         -7.0000,         -7.0002,         -6.9998,         -7.0002,         -7.0001,         -7.0002
         172,        1.425000,         -7.0010,         -7.0000,         -6.9999,         -7.0000,         -6.9999,         -7.0000,         -6.9998,         -7.0001
         173,        1.433333,         -7.0003,         -7.0001,         -6.9998,         -7.0001,         -6.9999,         -7.0001,         -7.0001,         -7.0002
         174,        1.441667,         -6.9997,         -7.0000,         -6.9997,         -6.9999,         -6.9999,         -7.0000,         -6.9999,         -6.9998
         175,        1.450000,         -7.0000,         -6.9998,         -6.9996,         -6.9999,         -6.9994,         -7.0001,         -7.0000,         -6.9994
         176,        1.458333,         -7.0001,         -7.0000,         -6.9999,         -7.0001,         -7.0000,         -6.9999,         -7.0000,         -7.0007
         177,        1.466667,         -6.9995,         -6.9998,         -7.0001,         -7.0000,         -6.9999,         -7.0001,         -7.0001,         -6.9997
         178,        1.475000,         -6.9995,         -7.0000,         -7.0007,         -7.0002,         -6.9998,         -6.9998,         -7.0001,         -6.9998
         179,        1.483333,         -7.0004,         -7.0001,         -7.0003,         -7.0003,         -6.9996,         -6.9999,         -7.0001,         -7.0002
         180,        1.491667,         -6.9997,         -6.9999,         -7.0003,         -7.0000,         -6.9999,         -6.9997,         -7.0000,         -6.9995
         181,        1.500000,         -6.9999,         -7.0001,         -6.9997,         -7.0001,         -7.0001,         -6.9999,         -7.0002,         -6.9996
         182,        1.508333,         -7.0001,         -7.0000,         -6.9999,         -7.0000,         -7.0002,         -7.0000,         -6.9997,         -7.0002
         183,        1.516667,         -7.0003,         -7.0001,         -7.0004,         -7.0002,         -7.0006,         -7.0001,         -7.0002,         -7.0000
         184,        1.525000,         -6.9997,         -7.0000,         -7.0001,         -6.9999,         -7.0003,         -7.0001,         -7.0000,         -7.0000
         185,        1.533333,         -7.0000,         -6.9999,         -6.9995,         -7.0001,         -7.0005,         -7.0001,         -7.0001,         -7.0006
         186,        1.541667,         -6.9999,         -6.9999,         -6.9996,         -6.9998,         -6.9997,         -7.0000,         -7.0001,         -6.9996
         187,        1.550000,         -6.9993,         -6.9998,         -7.0002,         -7.0002,         -7.0004,         -6.9999,         -7.0001,         -7.0000
         188,        1.558333,         -7.0006,         -7.0000,         -6.9997,         -7.0000,         -7.0001,         -6.9999,         -7.0001,         -7.0003
         189,        1.566667,         -7.0003,         -7.0001,         -7.0002,         -6.9998,         -6.9999,         -7.0001,         -6.9999,         -7.0002
         190,        1.575000,         -6.9997,         -7.0000,         -6.9998,         -6.9999,         -6.9999,         -6.9999,         -7.0003,         -6.9995
         191,        1.583333,         -6.9999,         -6.9999,         -7.0003,         -7.0000,         -7.0000,         -6.9999,         -7.0001,         -6.9995
         192,        1.591667,         -6.9998,         -7.0001,         -6.9998,         -7.0001,         -6.9999,         -7.0003,         -6.9999,         -6.9998
         193,        1.600000,         -7.0003,         -6.9999,         -7.0000,         -6.9999,         -6.9998,         -6.9999,         -6.9999,         -6.9997
         194,        1.608333,         -7.0001,         -6.9999,         -7.0000,         -6.9999,         -6.9991,         -6.9999,         -7.0002,         -7.0000
         195,        1.616667,         -6.9997,         -6.9999,         -6.9996,         -7.0001,         -6.9997,         -7.0000,         -7.0000,         -6.9998
         196,        1.625000,         -7.0000,         -6.9999,         -7.0004,         -7.0002,         -7.0005,         -6.9999,         -6.9999,         -6.9998
         197,        1.633333,         -7.0001,         -7.0001,         -7.0002,         -6.9999,         -6.9996,         -6.9999,         -6.9999,         -6.9993
         198,        1.641667,         -7.0005,         -7.0001,         -6.9996,         -7.0001,         -6.9998,         -7.0002,         -6.9997,         -7.0000
         199,        1.650000,         -7.0001,         -7.0000,         -7.0001,         -6.9999,         -7.0005,         -7.0002,         -6.9998,         -7.0000
         200,        1.658333,         -6.9999,         -7.0001,         -6.9996,         -7.0000,         -7.0004,         -7.0000,         -7.0000,         -6.9999
         201,        1.666667,         -6.9995,         -7.0002,         -7.0005,         -6.9999,         -7.0003,         -7.0002,         -7.0002,         -7.0006
         202,        1.675000,         -7.0009,         -7.0000,         -7.0000,         -7.0000,         -6.9996,         -7.0001,         -6.9999,         -6.9998
         203,        1.683333,         -7.0003,         -6.9999,         -7.0004,         -6.9999,         -7.0003,         -7.0001,         -6.9999,         -7.0006
         204,        1.691667,         -7.0004,         -7.0001,         -7.0003,         -7.0001,         -7.0000,         -7.0001,         -7.0000,         -6.9997
         205,        1.700000,         -6.9996,         -7.0001,         -7.0000,         -7.0000,         -7.0002,         -6.9999,         -6.9999,         -7.0004
         206,        1.708333,         -6.9999,         -7.0001,         -6.9996,         -7.0001,         -6.9999,         -7.0000,         -6.9997,         -6.9998
         207,        1.716667,         -7.0004,         -7.0000,         -7.0000,         -7.0000,         -7.0000,         -6.9998,         -7.0002,         -7.0005
         208,        1.725000,         -7.0002,         -6.9999,         -6.9999,         -6.9996,         -6.9999,         -6.9998,         -7.0002,         -6.9999
         209,        1.733333,         -6.9998,         -7.0000,         -6.9998,         -6.9999,         -6.9998,         -7.0001,         -6.9999,         -7.0001
         210,        1.741667,         -7.0004,         -7.0000,         -6.9999,         -7.0001,         -6.9998,         -7.0001,         -7.0000,         -7.0000
