"InphaseC4_007 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_007.tcf]","Time (h)","V 2 [InphaseC4_007]","V 3 [InphaseC4_007]","V 4 [InphaseC4_007]","V 5 [InphaseC4_007]","V 6 [InphaseC4_007]","V 7 [InphaseC4_007]","V 8 [InphaseC4_007]","V 9 [InphaseC4_007]","V 10 [InphaseC4_007]","V 11 [InphaseC4_007]","V 12 [InphaseC4_007]","V 13 [InphaseC4_007]","V 14 [InphaseC4_007]","V 15 [InphaseC4_007]","V 16 [InphaseC4_007]","V  1 [InphaseC4_007]"
          12,        0.091667,          0.7093,          0.0595,          0.4083,          1.0807,          1.2298,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.0000,          0.0001,          0.0001,          1.4133
          13,        0.100000,          0.6919,          0.0743,          0.4350,          1.1885,          1.4728,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,          0.0000,          0.0001,          0.0001,          1.3096
          14,        0.108333,          0.6805,          0.0894,          0.4610,          1.2665,          1.6233,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,          0.0001,          0.0001,          0.0001,          1.2437
          15,        0.116667,          0.6705,          0.0996,          0.4801,          1.3254,          1.7251,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          0.0001,          1.1965
          16,        0.125000,          0.6618,          0.1072,          0.4948,          1.3689,          1.8020,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          1.1624
          17,        0.133333,          0.6555,          0.1145,          0.5067,          1.4007,          1.6223,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0001,          0.0001,          0.0001,          1.1374
          18,        0.141667,          0.6506,          0.1198,          0.5158,          1.4249,          1.2170,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.0001,          0.0001,          0.0001,          1.1175
          19,        0.150000,          0.6464,          0.1238,          0.5226,          1.4435,          1.0386,          0.0000,          0.0935,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0002,          0.0000,          0.0001,          1.1040
          20,        0.158333,          0.6428,          0.1273,          0.5280,          1.4573,          0.9210,          0.0000,          0.1469,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0001,          0.0000,          1.0934
          21,        0.166667,          0.6403,          0.1303,          0.5320,          1.4680,          0.8440,          0.0000,          0.1860,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.0000,          0.0000,          0.0001,          1.0852
          22,        0.175000,          0.6381,          0.1324,          0.5354,          1.4759,          0.7838,          0.0000,          0.2288,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          1.0788
          23,        0.183333,          0.6363,          0.1338,          0.5379,          1.4820,          0.7458,          0.0000,          0.2676,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,          0.0000,          0.0001,          0.0001,          1.0741
          24,        0.191667,          0.6349,          0.1351,          0.5398,          1.4864,          0.7194,          0.0000,          0.3018,          0.0777,          0.0000,          0.0001,          0.0000,          0.0004,          0.0001,          0.0001,          0.0001,          1.0708
          25,        0.200000,          0.6340,          0.1360,          0.5411,          1.4899,          0.6978,          0.0000,          0.3316,          0.4481,          0.0000,          0.1376,          0.0000,          0.0003,          0.0000,          0.0001,          0.0000,          1.0682
          26,        0.208333,          0.6331,          0.1368,          0.5421,          1.4925,          0.6826,          0.0000,          0.3574,          0.6416,          0.0000,          0.1035,          0.0000,          0.0007,          0.0001,          0.0001,          0.0000,          1.0664
          27,        0.216667,          0.6325,          0.1373,          0.5429,          1.4945,          0.6722,          0.0000,          0.3772,          0.7649,          0.0412,          0.1042,          0.0000,          0.0007,          0.0000,          0.0000,          0.0001,          1.0649
          28,        0.225000,          0.6321,          0.1378,          0.5436,          1.4961,          0.6649,          0.0000,          0.3934,          0.8569,          0.0418,          0.1511,          0.0000,          0.0007,          0.0001,          0.0000,          0.0000,          1.0638
          29,        0.233333,          0.6317,          0.1381,          0.5441,          1.4972,          0.6582,          0.0000,          0.4073,          0.9258,          0.0138,          0.1600,          0.0000,          0.0001,          0.0001,          0.0000,          0.0000,          1.0629
          30,        0.241667,          0.6314,          0.1385,          0.5444,          1.4981,          0.6528,          0.0000,          0.4172,          0.9762,          0.0262,          0.1494,          0.0000,          0.0002,          0.0000,          0.0000,          0.0000,          1.0623
          31,        0.250000,          0.6312,          0.1387,          0.5447,          1.4988,          0.6492,          0.0000,          0.4248,          1.0132,          0.0251,          0.1655,          0.0101,          0.1058,          0.0001,          0.0000,          0.0001,          1.0618
          32,        0.258333,          0.6310,          0.1388,          0.5449,          1.4993,          0.6460,          0.0178,          0.4313,          1.0419,          0.0184,          0.1798,          0.2452,          0.1239,          0.0743,          0.0123,          0.0000,          1.0614
          33,        0.266667,          0.6308,          0.1390,          0.5450,          1.4996,          0.6436,          0.0306,          0.4360,          1.0639,          0.0146,          0.1805,          0.3617,          0.3436,          0.1382,          0.0589,          0.0457,          1.0611
          34,        0.275000,          0.6307,          0.1391,          0.5451,          1.4999,          0.6418,          0.0371,          0.4397,          1.0808,          0.0107,          0.1841,          0.4472,          0.6270,          0.2385,          0.0969,          0.1022,          1.0609
          35,        0.283333,          0.6307,          0.1393,          0.5452,          1.5001,          0.6403,          0.0414,          0.4428,          1.0937,          0.0162,          0.1937,          0.5114,          0.8139,          0.4230,          0.1654,          0.1714,          1.0608
          36,        0.291667,          0.6305,          0.1392,          0.5454,          1.5003,          0.6392,          0.0309,          0.4451,          1.1038,          0.0266,          0.2041,          0.5640,          0.9426,          0.5723,          0.2102,          0.2287,          1.0607
          37,        0.300000,          0.6305,          0.1394,          0.5453,          1.5005,          0.6384,          0.0346,          0.4469,          1.1118,          0.0354,          0.2124,          0.6034,          1.0334,          0.6666,          0.2307,          0.2587,          1.0606
          38,        0.308333,          0.6304,          0.1393,          0.5454,          1.5005,          0.6377,          0.0372,          0.4481,          1.1175,          0.0441,          0.2192,          0.6349,          1.0975,          0.7430,          0.2591,          0.2821,          1.0606
          39,        0.316667,          0.6304,          0.1395,          0.5455,          1.5006,          0.6371,          0.0389,          0.4491,          1.1220,          0.0524,          0.2257,          0.6588,          1.1459,          0.8070,          0.2831,          0.3011,          1.0606
          40,        0.325000,          0.6303,          0.1395,          0.5454,          1.5007,          0.6367,          0.0405,          0.4499,          1.1253,          0.0603,          0.2309,          0.6773,          1.1837,          0.8488,          0.3031,          0.3216,          1.0605
          41,        0.333333,          0.6303,          0.1395,          0.5454,          1.5007,          0.6363,          0.0416,          0.4506,          1.1279,          0.0668,          0.2346,          0.6918,          1.2130,          0.8843,          0.3379,          0.3405,          1.0605
          42,        0.341667,          0.6303,          0.1396,          0.5454,          1.5007,          0.6359,          0.0421,          0.4511,          1.1299,          0.0722,          0.2378,          0.7030,          1.2359,          0.9101,          0.3645,          0.3578,          1.0604
          43,        0.350000,          0.6303,          0.1397,          0.5454,          1.5008,          0.6357,          0.0425,          0.4514,          1.1314,          0.0767,          0.2410,          0.7119,          1.2537,          0.9287,          0.3817,          0.3722,          1.0604
          44,        0.358333,          0.6302,          0.1396,          0.5454,          1.5008,          0.6355,          0.0432,          0.4518,          1.1325,          0.0804,          0.2436,          0.7189,          1.2673,          0.9448,          0.3952,          0.3834,          1.0604
          45,        0.366667,          0.6302,          0.1397,          0.5454,          1.5007,          0.6354,          0.0433,          0.4520,          1.1335,          0.0829,          0.2457,          0.7244,          1.2781,          0.9569,          0.4056,          0.3929,          1.0604
          46,        0.375000,          0.6302,          0.1396,          0.5454,          1.5009,          0.6352,          0.0436,          0.4521,          1.1344,          0.0853,          0.2473,          0.7284,          1.2862,          0.9658,          0.4130,          0.4022,          1.0604
          47,        0.383333,          0.6302,          0.1396,          0.5455,          1.5008,          0.6352,          0.0438,          0.4522,          1.1350,          0.0871,          0.2487,          0.7319,          1.2925,          0.9726,          0.4188,          0.4124,          1.0604
          48,        0.391667,          0.6302,          0.1397,          0.5455,          1.5008,          0.6351,          0.0440,          0.4524,          1.1353,          0.0886,          0.2496,          0.7343,          1.2975,          0.9780,          0.4233,          0.4192,          1.0604
          49,        0.400000,          0.6302,          0.1397,          0.5454,          1.5008,          0.6351,          0.0441,          0.4525,          1.1358,          0.0896,          0.2504,          0.7364,          1.3012,          0.9822,          0.4268,          0.4241,          1.0603
          50,        0.408333,          0.6302,          0.1397,          0.5454,          1.5009,          0.6351,          0.0441,          0.4526,          1.1362,          0.0904,          0.2508,          0.7379,          1.3040,          0.9853,          0.4295,          0.4275,          1.0603
          51,        0.416667,          0.6302,          0.1396,          0.5455,          1.5009,          0.6350,          0.0442,          0.4525,          1.1363,          0.0909,          0.2514,          0.7392,          1.3063,          0.9878,          0.4316,          0.4304,          1.0604
          52,        0.425000,          0.6302,          0.1396,          0.5455,          1.5008,          0.6349,          0.0444,          0.4526,          1.1366,          0.0916,          0.2518,          0.7400,          1.3081,          0.9896,          0.4332,          0.4324,          1.0604
          53,        0.433333,          0.6302,          0.1396,          0.5455,          1.5009,          0.6350,          0.0443,          0.4527,          1.1366,          0.0918,          0.2520,          0.7408,          1.3094,          0.9911,          0.4345,          0.4340,          1.0604
          54,        0.441667,          0.6301,          0.1397,          0.5454,          1.5008,          0.6350,          0.0445,          0.4526,          1.1368,          0.0922,          0.2523,          0.7413,          1.3105,          0.9922,          0.4355,          0.4352,          1.0604
          55,        0.450000,          0.6302,          0.1397,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1369,          0.0924,          0.2524,          0.7417,          1.3113,          0.9931,          0.4363,          0.4362,          1.0604
          56,        0.458333,          0.6302,          0.1397,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1368,          0.0928,          0.2525,          0.7420,          1.3119,          0.9938,          0.4369,          0.4368,          1.0604
          57,        0.466667,          0.6301,          0.1396,          0.5454,          1.5009,          0.6349,          0.0445,          0.4527,          1.1370,          0.0928,          0.2526,          0.7424,          1.3124,          0.9943,          0.4373,          0.4374,          1.0604
          58,        0.475000,          0.6302,          0.1396,          0.5453,          1.5008,          0.6349,          0.0443,          0.4528,          1.1370,          0.0929,          0.2526,          0.7425,          1.3129,          0.9947,          0.4377,          0.4378,          1.0604
          59,        0.483333,          0.6302,          0.1397,          0.5454,          1.5009,          0.6349,          0.0444,          0.4527,          1.1370,          0.0931,          0.2528,          0.7427,          1.3131,          0.9950,          0.4380,          0.4382,          1.0604
          60,        0.491667,          0.6302,          0.1396,          0.5455,          1.5008,          0.6349,          0.0444,          0.4527,          1.1370,          0.0932,          0.2529,          0.7428,          1.3134,          0.9952,          0.4382,          0.4385,          1.0604
          61,        0.500000,          0.6302,          0.1396,          0.5454,          1.5008,          0.6349,          0.0446,          0.4527,          1.1371,          0.0933,          0.2529,          0.7429,          1.3136,          0.9954,          0.4384,          0.4386,          1.0604
          62,        0.508333,          0.6302,          0.1396,          0.5454,          1.5009,          0.6348,          0.0445,          0.4527,          1.1370,          0.0933,          0.2529,          0.7429,          1.3137,          0.9956,          0.4385,          0.4388,          1.0604
          63,        0.516667,          0.6302,          0.1396,          0.5454,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0933,          0.2529,          0.7429,          1.3137,          0.9957,          0.4386,          0.4390,          1.0604
          64,        0.525000,          0.6302,          0.1397,          0.5455,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0933,          0.2530,          0.7430,          1.3138,          0.9957,          0.4387,          0.4390,          1.0604
          65,        0.533333,          0.6302,          0.1397,          0.5455,          1.5008,          0.6348,          0.0443,          0.4528,          1.1370,          0.0935,          0.2530,          0.7431,          1.3139,          0.9958,          0.4387,          0.4391,          1.0604
          66,        0.541667,          0.6301,          0.1396,          0.5454,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0934,          0.2530,          0.7431,          1.3139,          0.9959,          0.4388,          0.4391,          1.0604
          67,        0.550000,          0.6301,          0.1396,          0.5453,          1.5009,          0.6349,          0.0443,          0.4527,          1.1371,          0.0934,          0.2530,          0.7431,          1.3140,          0.9959,          0.4388,          0.4392,          1.0604
          68,        0.558333,          0.6302,          0.1397,          0.5454,          1.5009,          0.6348,          0.0446,          0.4527,          1.1371,          0.0934,          0.2530,          0.7431,          1.3140,          0.9959,          0.4389,          0.4392,          1.0604
          69,        0.566667,          0.6302,          0.1396,          0.5454,          1.5009,          0.6348,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7431,          1.3140,          0.9960,          0.4389,          0.4392,          1.0604
          70,        0.575000,          0.6302,          0.1396,          0.5455,          1.5009,          0.6349,          0.0445,          0.4526,          1.1371,          0.0934,          0.2530,          0.7432,          1.3140,          0.9959,          0.4388,          0.4392,          1.0604
          71,        0.583333,          0.6302,          0.1396,          0.5454,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0603
          72,        0.591667,          0.6302,          0.1396,          0.5454,          1.5008,          0.6348,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4393,          1.0603
          73,        0.600000,          0.6302,          0.1397,          0.5455,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4392,          1.0604
          74,        0.608333,          0.6302,          0.1396,          0.5455,          1.5008,          0.6349,          0.0445,          0.4527,          1.1371,          0.0934,          0.2529,          0.7431,          1.3141,          0.9960,          0.4389,          0.4393,          1.0604
          75,        0.616667,          0.6301,          0.1397,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4393,          1.0603
          76,        0.625000,          0.6302,          0.1397,          0.5454,          1.5009,          0.6348,          0.0445,          0.4528,          1.1372,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4389,          0.4393,          1.0604
          77,        0.633333,          0.6301,          0.1396,          0.5454,          1.5008,          0.6348,          0.0444,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3142,          0.9960,          0.4390,          0.4393,          1.0604
          78,        0.641667,          0.6301,          0.1396,          0.5454,          1.5008,          0.6348,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4389,          0.4393,          1.0604
          79,        0.650000,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0445,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0603
          80,        0.658333,          0.6302,          0.1397,          0.5454,          1.5009,          0.6348,          0.0446,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4394,          1.0604
          81,        0.666667,          0.6302,          0.1397,          0.5454,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0935,          0.2530,          0.7431,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
          82,        0.675000,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2529,          0.7432,          1.3141,          0.9960,          0.4389,          0.4394,          1.0603
          83,        0.683333,          0.6302,          0.1396,          0.5455,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0934,          0.2529,          0.7431,          1.3141,          0.9961,          0.4390,          0.4394,          1.0604
          84,        0.691667,          0.6302,          0.1397,          0.5454,          1.5009,          0.6349,          0.0446,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3142,          0.9961,          0.4390,          0.4394,          1.0604
          85,        0.700000,          0.6302,          0.1396,          0.5454,          1.5008,          0.6349,          0.0444,          0.4527,          1.1372,          0.0934,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
          86,        0.708333,          0.6302,          0.1396,          0.5454,          1.5008,          0.6348,          0.0443,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3142,          0.9960,          0.4390,          0.4394,          1.0604
          87,        0.716667,          0.6301,          0.1396,          0.5454,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0935,          0.2530,          0.7431,          1.3142,          0.9961,          0.4390,          0.4393,          1.0604
          88,        0.725000,          0.6302,          0.1396,          0.5454,          1.5009,          0.6349,          0.0445,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3142,          0.9961,          0.4390,          0.4393,          1.0604
          89,        0.733333,          0.6302,          0.1397,          0.5455,          1.5008,          0.6349,          0.0444,          0.4528,          1.1371,          0.0935,          0.2530,          0.7431,          1.3142,          0.9960,          0.4390,          0.4393,          1.0604
          90,        0.741667,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0444,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
          91,        0.750000,          0.6301,          0.1397,          0.5454,          1.5009,          0.6349,          0.0445,          0.4528,          1.1371,          0.0936,          0.2530,          0.7431,          1.3141,          0.9960,          0.4389,          0.4393,          1.0604
          92,        0.758333,          0.6302,          0.1397,          0.5455,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4393,          1.0604
          93,        0.766667,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7431,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
          94,        0.775000,          0.6301,          0.1397,          0.5454,          1.5009,          0.6348,          0.0445,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
          95,        0.783333,          0.6301,          0.1396,          0.5454,          1.5009,          0.6348,          0.0445,          0.4527,          1.1371,          0.0935,          0.2529,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
          96,        0.791667,          0.6302,          0.1397,          0.5455,          1.5009,          0.6349,          0.0446,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4389,          0.4393,          1.0604
          97,        0.800000,          0.6301,          0.1397,          0.5454,          1.5008,          0.6349,          0.0445,          0.4528,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0603
          98,        0.808333,          0.6302,          0.1396,          0.5454,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
          99,        0.816667,          0.6301,          0.1397,          0.5454,          1.5008,          0.6348,          0.0446,          0.4527,          1.1372,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0603
         100,        0.825000,          0.6302,          0.1397,          0.5455,          1.5008,          0.6349,          0.0445,          0.4526,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
         101,        0.833333,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0445,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4394,          1.0604
         102,        0.841667,          0.6302,          0.1396,          0.5454,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
         103,        0.850000,          0.6302,          0.1396,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4389,          0.4393,          1.0603
         104,        0.858333,          0.6302,          0.1396,          0.5454,          1.5009,          0.6348,          0.0445,          0.4528,          1.1371,          0.0935,          0.2529,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
         105,        0.866667,          0.6302,          0.1397,          0.5455,          1.5009,          0.6349,          0.0445,          0.4528,          1.1371,          0.0935,          0.2530,          0.7431,          1.3141,          0.9960,          0.4390,          0.4393,          1.0603
         106,        0.875000,          0.6302,          0.1397,          0.5454,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
         107,        0.883333,          0.6302,          0.1398,          0.5455,          1.5009,          0.6349,          0.0446,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4394,          1.0604
         108,        0.891667,          0.6301,          0.1397,          0.5455,          1.5009,          0.6348,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3142,          0.9960,          0.4389,          0.4393,          1.0604
         109,        0.900000,          0.6302,          0.1396,          0.5454,          1.5009,          0.6349,          0.0443,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
         110,        0.908333,          0.6301,          0.1396,          0.5455,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3142,          0.9961,          0.4389,          0.4394,          1.0604
         111,        0.916667,          0.6301,          0.1396,          0.5455,          1.5009,          0.6349,          0.0445,          0.4527,          1.1371,          0.0935,          0.2530,          0.7433,          1.3141,          0.9960,          0.4389,          0.4394,          1.0604
         112,        0.925000,          0.6301,          0.1396,          0.5454,          1.5008,          0.6349,          0.0445,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0603
         113,        0.933333,          0.6302,          0.1396,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7431,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
         114,        0.941667,          0.6301,          0.1397,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4394,          1.0604
         115,        0.950000,          0.6301,          0.1397,          0.5454,          1.5008,          0.6348,          0.0444,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4394,          1.0604
         116,        0.958333,          0.6301,          0.1396,          0.5455,          1.5008,          0.6348,          0.0445,          0.4527,          1.1372,          0.0935,          0.2531,          0.7432,          1.3142,          0.9961,          0.4390,          0.4393,          1.0604
         117,        0.966667,          0.6301,          0.1396,          0.5454,          1.5008,          0.6349,          0.0445,          0.4527,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4394,          1.0604
         118,        0.975000,          0.6302,          0.1396,          0.5455,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3142,          0.9961,          0.4390,          0.4393,          1.0604
         119,        0.983333,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0444,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4389,          0.4394,          1.0603
         120,        0.991667,          0.6301,          0.1396,          0.5454,          1.5009,          0.6348,          0.0445,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9960,          0.4390,          0.4393,          1.0604
         121,        1.000000,          0.6302,          0.1397,          0.5455,          1.5009,          0.6349,          0.0444,          0.4528,          1.1371,          0.0934,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
         122,        1.008333,          0.6302,          0.1397,          0.5455,          1.5009,          0.6349,          0.0445,          0.4528,          1.1371,          0.0935,          0.2529,          0.7432,          1.3142,          0.9961,          0.4390,          0.4393,          1.0604
         123,        1.016667,          0.6302,          0.1397,          0.5454,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7431,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
         124,        1.025000,          0.6302,          0.1395,          0.5455,          1.5009,          0.6349,          0.0446,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
         125,        1.033333,          0.6302,          0.1397,          0.5454,          1.5009,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4390,          0.4393,          1.0604
         126,        1.041667,          0.6302,          0.1397,          0.5455,          1.5009,          0.6348,          0.0444,          0.4528,          1.1371,          0.0935,          0.2530,          0.7432,          1.3141,          0.9961,          0.4389,          0.4393,          1.0604
         127,        1.050000,          0.6302,          0.1397,          0.5454,          1.5008,          0.6349,          0.0444,          0.4527,          1.1371,          0.0935,          0.2530,          0.7432,          1.3142,          0.9961,          0.4390,          0.4393,          1.0604
