"VanillaC4_019 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_019.tcf]","Time (h)","V 2 [VanillaC4_019]","V 3 [VanillaC4_019]","V 4 [VanillaC4_019]","V 5 [VanillaC4_019]","V 6 [VanillaC4_019]","V 7 [VanillaC4_019]","V 8 [VanillaC4_019]","V 9 [VanillaC4_019]","V 10 [VanillaC4_019]","V 11 [VanillaC4_019]","V 12 [VanillaC4_019]","V 13 [VanillaC4_019]","V 14 [VanillaC4_019]","V 15 [VanillaC4_019]","V 16 [VanillaC4_019]","V  1 [VanillaC4_019]"
          11,        0.083333,          2.1994,          1.9728,          2.2261,          2.2248,          2.2669,          1.9617,          1.9804,          1.9702,          1.9078,          1.8219,          1.4760,          1.5144,          1.5856,          1.5231,          1.6892,          2.1372
          12,        0.091667,          2.1907,          1.9658,          2.2150,          2.2124,          2.2525,          1.9525,          1.9732,          1.9687,          1.9245,          1.8629,          1.5512,          1.6510,          1.8421,          1.9167,          1.8388,          2.1288
          13,        0.100000,          2.1837,          1.9603,          2.2066,          2.2026,          2.2413,          1.9455,          1.9663,          1.9664,          1.9378,          1.8912,          1.6706,          1.8574,          2.0452,          1.9975,          1.9105,          2.1224
          14,        0.108333,          2.1785,          1.9563,          2.2001,          2.1953,          2.2326,          1.9395,          1.9612,          1.9673,          1.9470,          1.9296,          1.7837,          1.9377,          2.0973,          2.0350,          1.9426,          2.1178
          15,        0.116667,          2.1745,          1.9529,          2.1949,          2.1895,          2.2260,          1.9348,          1.9576,          1.9673,          1.9617,          1.9849,          1.8208,          1.9638,          2.1250,          2.0562,          1.9628,          2.1141
          16,        0.125000,          2.1713,          1.9503,          2.1908,          2.1849,          2.2208,          1.9313,          1.9554,          1.9688,          1.9874,          2.0129,          1.8360,          1.9783,          2.1405,          2.0715,          1.9800,          2.1112
          17,        0.133333,          2.1689,          1.9482,          2.1876,          2.1813,          2.2167,          1.9288,          1.9538,          1.9768,          2.0023,          2.0235,          1.8446,          1.9876,          2.1509,          2.0836,          1.9953,          2.1090
          18,        0.141667,          2.1670,          1.9468,          2.1851,          2.1785,          2.2135,          1.9269,          1.9542,          1.9838,          2.0083,          2.0294,          1.8503,          1.9943,          2.1586,          2.0938,          2.0086,          2.1073
          19,        0.150000,          2.1657,          1.9455,          2.1831,          2.1763,          2.2111,          1.9256,          1.9563,          1.9870,          2.0113,          2.0327,          1.8547,          1.9994,          2.1647,          2.1024,          2.0200,          2.1059
          20,        0.158333,          2.1643,          1.9445,          2.1816,          2.1746,          2.2093,          1.9255,          1.9576,          1.9883,          2.0129,          2.0348,          1.8579,          2.0035,          2.1696,          2.1094,          2.0294,          2.1048
          21,        0.166667,          2.1635,          1.9437,          2.1804,          2.1734,          2.2085,          1.9257,          1.9580,          1.9889,          2.0139,          2.0363,          1.8604,          2.0066,          2.1733,          2.1151,          2.0372,          2.1039
          22,        0.175000,          2.1627,          1.9431,          2.1796,          2.1726,          2.2080,          1.9258,          1.9580,          1.9891,          2.0144,          2.0372,          1.8624,          2.0093,          2.1765,          2.1197,          2.0434,          2.1034
          23,        0.183333,          2.1621,          1.9426,          2.1789,          2.1722,          2.2076,          1.9257,          1.9580,          1.9893,          2.0148,          2.0377,          1.8639,          2.0113,          2.1788,          2.1233,          2.0484,          2.1027
          24,        0.191667,          2.1617,          1.9423,          2.1785,          2.1718,          2.2072,          1.9256,          1.9579,          1.9894,          2.0150,          2.0383,          1.8652,          2.0128,          2.1807,          2.1261,          2.0524,          2.1024
          25,        0.200000,          2.1613,          1.9421,          2.1782,          2.1715,          2.2069,          1.9254,          1.9578,          1.9893,          2.0152,          2.0387,          1.8663,          2.0143,          2.1822,          2.1285,          2.0555,          2.1021
          26,        0.208333,          2.1611,          1.9419,          2.1780,          2.1712,          2.2066,          1.9252,          1.9577,          1.9893,          2.0153,          2.0390,          1.8670,          2.0152,          2.1833,          2.1303,          2.0581,          2.1017
          27,        0.216667,          2.1609,          1.9418,          2.1777,          2.1710,          2.2064,          1.9251,          1.9576,          1.9893,          2.0154,          2.0392,          1.8677,          2.0160,          2.1844,          2.1318,          2.0601,          2.1016
          28,        0.225000,          2.1608,          1.9417,          2.1776,          2.1708,          2.2063,          1.9250,          1.9576,          1.9892,          2.0154,          2.0394,          1.8681,          2.0167,          2.1851,          2.1329,          2.0617,          2.1014
          29,        0.233333,          2.1607,          1.9416,          2.1775,          2.1707,          2.2061,          1.9249,          1.9575,          1.9892,          2.0154,          2.0396,          1.8685,          2.0172,          2.1857,          2.1339,          2.0630,          2.1013
          30,        0.241667,          2.1606,          1.9415,          2.1773,          2.1706,          2.2060,          1.9248,          1.9574,          1.9892,          2.0155,          2.0397,          1.8688,          2.0175,          2.1862,          2.1346,          2.0640,          2.1012
          31,        0.250000,          2.1607,          1.9415,          2.1773,          2.1705,          2.2058,          1.9248,          1.9574,          1.9892,          2.0155,          2.0398,          1.8691,          2.0179,          2.1866,          2.1352,          2.0648,          2.1011
          32,        0.258333,          2.1606,          1.9414,          2.1772,          2.1704,          2.2058,          1.9247,          1.9573,          1.9891,          2.0155,          2.0398,          1.8693,          2.0180,          2.1869,          2.1355,          2.0654,          2.1011
          33,        0.266667,          2.1605,          1.9414,          2.1771,          2.1704,          2.2057,          1.9247,          1.9573,          1.9891,          2.0155,          2.0399,          1.8694,          2.0183,          2.1871,          2.1360,          2.0659,          2.1011
          34,        0.275000,          2.1605,          1.9413,          2.1771,          2.1704,          2.2057,          1.9246,          1.9573,          1.9891,          2.0155,          2.0399,          1.8695,          2.0185,          2.1872,          2.1363,          2.0663,          2.1011
          35,        0.283333,          2.1604,          1.9413,          2.1770,          2.1703,          2.2056,          1.9246,          1.9573,          1.9891,          2.0156,          2.0400,          1.8697,          2.0186,          2.1873,          2.1366,          2.0666,          2.1011
          36,        0.291667,          2.1604,          1.9413,          2.1771,          2.1703,          2.2056,          1.9246,          1.9572,          1.9891,          2.0156,          2.0400,          1.8697,          2.0186,          2.1875,          2.1367,          2.0669,          2.1010
          37,        0.300000,          2.1604,          1.9413,          2.1770,          2.1703,          2.2056,          1.9246,          1.9572,          1.9891,          2.0155,          2.0400,          1.8698,          2.0187,          2.1876,          2.1368,          2.0671,          2.1010
          38,        0.308333,          2.1604,          1.9413,          2.1770,          2.1703,          2.2055,          1.9246,          1.9572,          1.9891,          2.0156,          2.0400,          1.8698,          2.0188,          2.1876,          2.1369,          2.0672,          2.1010
          39,        0.316667,          2.1604,          1.9413,          2.1770,          2.1702,          2.2055,          1.9246,          1.9572,          1.9891,          2.0156,          2.0400,          1.8698,          2.0188,          2.1877,          2.1370,          2.0673,          2.1009
          40,        0.325000,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8699,          2.0188,          2.1876,          2.1370,          2.0674,          2.1010
          41,        0.333333,          2.1604,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8699,          2.0189,          2.1878,          2.1371,          2.0676,          2.1009
          42,        0.341667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8699,          2.0189,          2.1879,          2.1372,          2.0676,          2.1010
          43,        0.350000,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8699,          2.0189,          2.1878,          2.1372,          2.0677,          2.1010
          44,        0.358333,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0676,          2.1010
          45,        0.366667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8699,          2.0189,          2.1878,          2.1373,          2.0677,          2.1010
          46,        0.375000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8699,          2.0190,          2.1879,          2.1373,          2.0677,          2.1010
          47,        0.383333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8699,          2.0190,          2.1878,          2.1373,          2.0677,          2.1009
          48,        0.391667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8699,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
          49,        0.400000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0677,          2.1009
          50,        0.408333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8699,          2.0190,          2.1878,          2.1373,          2.0677,          2.1009
          51,        0.416667,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0189,          2.1879,          2.1374,          2.0678,          2.1010
          52,        0.425000,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1374,          2.0677,          2.1010
          53,        0.433333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8699,          2.0189,          2.1879,          2.1373,          2.0678,          2.1009
          54,        0.441667,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
          55,        0.450000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1374,          2.0678,          2.1009
          56,        0.458333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1877,          2.1374,          2.0678,          2.1010
          57,        0.466667,          2.1603,          1.9413,          2.1770,          2.1701,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
          58,        0.475000,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
          59,        0.483333,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1374,          2.0678,          2.1009
          60,        0.491667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1374,          2.0678,          2.1009
          61,        0.500000,          2.1604,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1877,          2.1374,          2.0677,          2.1010
          62,        0.508333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8699,          2.0190,          2.1879,          2.1374,          2.0678,          2.1010
          63,        0.516667,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9246,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1374,          2.0678,          2.1010
          64,        0.525000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8699,          2.0189,          2.1880,          2.1373,          2.0678,          2.1009
          65,        0.533333,          2.1604,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
          66,        0.541667,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1877,          2.1374,          2.0678,          2.1010
          67,        0.550000,          2.1603,          1.9413,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
          68,        0.558333,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1877,          2.1376,          2.0678,          2.1009
          69,        0.566667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8699,          2.0190,          2.1878,          2.1374,          2.0678,          2.1009
          70,        0.575000,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9890,          2.0156,          2.0401,          1.8699,          2.0189,          2.1878,          2.1374,          2.0678,          2.1010
          71,        0.583333,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8699,          2.0190,          2.1877,          2.1375,          2.0678,          2.1010
          72,        0.591667,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
          73,        0.600000,          2.1604,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8699,          2.0190,          2.1877,          2.1374,          2.0678,          2.1010
          74,        0.608333,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1377,          2.0678,          2.1010
          75,        0.616667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9891,          2.0156,          2.0401,          1.8699,          2.0189,          2.1876,          2.1458,          2.0687,          2.1009
          76,        0.625000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8699,          2.0190,          2.1878,          2.1416,          2.0707,          2.1010
          77,        0.633333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0193,          2.1878,          2.1419,          2.0759,          2.1010
          78,        0.641667,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8701,          2.0196,          2.1880,          2.1380,          2.0671,          2.1010
          79,        0.650000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8704,          2.0196,          2.1876,          2.1374,          2.0675,          2.1009
          80,        0.658333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8701,          2.0193,          2.1879,          2.1372,          2.0677,          2.1009
          81,        0.666667,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0402,          1.8700,          2.0189,          2.1880,          2.1372,          2.0676,          2.1009
          82,        0.675000,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0157,          2.0401,          1.8700,          2.0190,          2.1880,          2.1372,          2.0677,          2.1010
          83,        0.683333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0157,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0677,          2.1009
          84,        0.691667,          2.1604,          1.9412,          2.1770,          2.1701,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1009
          85,        0.700000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
          86,        0.708333,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8699,          2.0190,          2.1880,          2.1373,          2.0678,          2.1010
          87,        0.716667,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0677,          2.1010
          88,        0.725000,          2.1604,          1.9413,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0677,          2.1009
          89,        0.733333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1009
          90,        0.741667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
          91,        0.750000,          2.1603,          1.9413,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0191,          2.1879,          2.1373,          2.0678,          2.1010
          92,        0.758333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1009
          93,        0.766667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8699,          2.0191,          2.1880,          2.1373,          2.0678,          2.1010
          94,        0.775000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9890,          2.0156,          2.0401,          1.8699,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
          95,        0.783333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0191,          2.1879,          2.1374,          2.0677,          2.1010
          96,        0.791667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1010
          97,        0.800000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1010
          98,        0.808333,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
          99,        0.816667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
         100,        0.825000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1374,          2.0677,          2.1010
         101,        0.833333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9890,          2.0156,          2.0401,          1.8700,          2.0191,          2.1879,          2.1373,          2.0678,          2.1009
         102,        0.841667,          2.1603,          1.9413,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1009
         103,        0.850000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
         104,        0.858333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
         105,        0.866667,          2.1604,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1009
         106,        0.875000,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         107,        0.883333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1372,          2.0678,          2.1010
         108,        0.891667,          2.1604,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1010
         109,        0.900000,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         110,        0.908333,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1009
         111,        0.916667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9571,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         112,        0.925000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1374,          2.0678,          2.1009
         113,        0.933333,          2.1604,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1374,          2.0677,          2.1009
         114,        0.941667,          2.1603,          1.9413,          2.1770,          2.1701,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1009
         115,        0.950000,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1880,          2.1374,          2.0677,          2.1009
         116,        0.958333,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1880,          2.1373,          2.0677,          2.1009
         117,        0.966667,          2.1604,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9571,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1374,          2.0677,          2.1009
         118,        0.975000,          2.1604,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8699,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         119,        0.983333,          2.1603,          1.9413,          2.1770,          2.1701,          2.2055,          1.9246,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1374,          2.0677,          2.1009
         120,        0.991667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         121,        1.000000,          2.1603,          1.9412,          2.1769,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1880,          2.1373,          2.0678,          2.1009
         122,        1.008333,          2.1604,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
         123,        1.016667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1009
         124,        1.025000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0401,          1.8700,          2.0190,          2.1877,          2.1372,          2.0677,          2.1009
         125,        1.033333,          2.1603,          1.9413,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         126,        1.041667,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9891,          2.0156,          2.0401,          1.8700,          2.0190,          2.1879,          2.1373,          2.0678,          2.1009
         127,        1.050000,          2.1603,          1.9412,          2.1770,          2.1702,          2.2055,          1.9245,          1.9572,          1.9890,          2.0156,          2.0400,          1.8700,          2.0190,          2.1878,          2.1373,          2.0678,          2.1010
