"OutphaseC4_012","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_012.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\results\012\OutphaseC4_012_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.9021,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.5224,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.4863,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.9003,          0.0000
,        0.025000,          0.8261,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4566,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.0847,          0.0000
,        0.033333,          0.8582,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.3981,         -1.4039,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.3805,          0.0000
,        0.041667,          0.9634,          0.0000,          0.6039,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4108,         -4.1431,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -8.4830,          0.0000
,        0.050000,          1.0404,          0.0000,          1.6952,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.4055,         -6.6440,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -9.9134,          0.0000
,        0.058333,          1.0988,          0.0000,          1.9786,          0.5945,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4140,         -8.7451,         -3.8300,          0.0000,          0.0000,          0.0000,          0.0000,        -11.3493,          0.0000
,        0.066667,          1.1371,          0.0000,          2.1620,          0.3787,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4363,        -10.4954,         -4.0883,          0.0000,          0.0000,          0.0000,          0.0000,        -12.2088,          0.0000
