"VanillaC4_020","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_020.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\results\020\VanillaC4_020_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.4523,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.2212,        -13.2305,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -79.3781,          0.0017
,        0.016667,          2.8073,          2.4451,          2.9381,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          2.6595,        -70.8264,         -6.8864,          0.0000,          0.0000,          0.0000,          0.0012,        -85.2776,          0.0027
,        0.025000,          2.5803,          2.2936,          2.6798,          2.7144,          2.7598,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          2.4831,        -79.4451,        -59.1703,          0.0000,          0.0000,          0.0000,          0.0016,        -86.8080,         -0.0014
,        0.033333,          2.4665,          2.2133,          2.5429,          2.5697,          2.6437,          2.0627,          1.6184,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          2.3835,        -83.2715,        -72.0458,        -47.6112,         -0.0000,         -0.0014,         -0.0007,        -87.8822,          0.0004
,        0.041667,          2.3998,          2.1629,          2.4611,          2.4796,          2.5434,          2.1243,          1.9663,          1.5505,          0.0001,          0.0001,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          2.3185,        -85.4387,        -78.3040,        -64.2936,        -45.5667,          0.0010,         -0.0008,        -88.5704,          0.0005
,        0.050000,          2.3542,          2.1288,          2.4074,          2.4193,          2.4748,          2.1109,          2.0613,          1.8570,          1.5431,          1.1939,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          2.2761,        -86.7822,        -81.9088,        -72.8358,        -60.8800,        -33.4410,         -0.0006,        -88.9531,          0.0003
,        0.058333,          2.3227,          2.1057,          2.3705,          2.3765,          2.4260,          2.0922,          2.0775,          1.9735,          1.7763,          1.5583,          1.1602,          0.9939,          0.8648,          0.0000,          0.0001,          2.2472,        -87.6752,        -84.1555,        -77.8887,        -69.9121,        -51.8913,        -40.0893,        -89.2479,         -0.0008
,        0.066667,          2.3006,          2.0879,          2.3434,          2.3461,          2.3912,          2.0721,          2.0706,          2.0144,          1.8819,          1.7324,          1.3519,          1.3172,          1.2569,          0.9859,          0.6766,          2.2263,        -88.2827,        -85.6804,        -81.1232,        -75.4808,        -62.4964,        -53.5590,        -89.4469,        -47.0117
,        0.075000,          2.2840,          2.0747,          2.3232,          2.3243,          2.3659,          2.0580,          2.0636,          2.0276,          1.9396,          1.8315,          1.4720,          1.4914,          1.5127,          1.2780,          1.5167,          2.2112,        -88.7173,        -86.7670,        -83.3736,        -79.1959,        -69.6932,        -63.5830,        -89.5929,        -67.7770
,        0.083333,          2.2716,          2.0646,          2.3081,          2.3073,          2.3467,          2.0462,          2.0564,          2.0338,          1.9718,          1.8903,          1.5638,          1.6077,          1.7218,          1.8072,          1.8430,          2.1996,        -89.0234,        -87.5403,        -84.9697,        -81.8368,        -74.7937,        -71.4161,        -89.6839,        -81.9320
,        0.091667,          2.2623,          2.0569,          2.2964,          2.2944,          2.3322,          2.0376,          2.0500,          2.0384,          1.9919,          1.9299,          1.6502,          1.8102,          2.0134,          2.0314,          1.9521,          2.1914,        -89.2541,        -88.1125,        -86.1486,        -83.7631,        -78.4809,        -80.6821,        -89.7604,        -83.6754
,        0.100000,          2.2552,          2.0510,          2.2872,          2.2845,          2.3211,          2.0301,          2.0449,          2.0413,          2.0066,          1.9625,          1.7997,          1.9755,          2.1449,          2.0899,          1.9989,          2.1847,        -89.4244,        -88.5429,        -87.0233,        -85.2021,        -81.4165,        -84.0172,        -89.8127,        -84.3508
,        0.108333,          2.2496,          2.0462,          2.2802,          2.2766,          2.3123,          2.0244,          2.0422,          2.0432,          2.0199,          2.0239,          1.8839,          2.0261,          2.1834,          2.1166,          2.0206,          2.1800,        -89.5542,        -88.8627,        -87.6918,        -86.2972,        -84.3229,        -85.0615,        -89.8592,        -84.9031
,        0.116667,          2.2452,          2.0425,          2.2747,          2.2705,          2.3054,          2.0201,          2.0397,          2.0444,          2.0478,          2.0749,          1.9099,          2.0480,          2.2044,          2.1331,          2.0366,          2.1759,        -89.6518,        -89.1128,        -88.1992,        -87.1323,        -86.1165,        -85.8415,        -89.8878,        -85.5059
,        0.125000,          2.2417,          2.0396,          2.2704,          2.2658,          2.3003,          2.0171,          2.0375,          2.0512,          2.0739,          2.0975,          1.9226,          2.0598,          2.2173,          2.1455,          2.0510,          2.1730,        -89.7272,        -89.3052,        -88.5933,        -87.7666,        -87.0567,        -86.5212,        -89.9159,        -86.1393
,        0.133333,          2.2390,          2.0373,          2.2670,          2.2621,          2.2964,          2.0148,          2.0371,          2.0621,          2.0867,          2.1068,          1.9298,          2.0679,          2.2261,          2.1561,          2.0641,          2.1706,        -89.7861,        -89.4577,        -88.9026,        -88.3194,        -87.6675,        -87.1112,        -89.9311,        -86.7597
,        0.141667,          2.2369,          2.0355,          2.2644,          2.2593,          2.2933,          2.0131,          2.0395,          2.0690,          2.0922,          2.1121,          1.9348,          2.0737,          2.2330,          2.1649,          2.0756,          2.1687,        -89.8314,        -89.5729,        -89.1445,        -88.7731,        -88.1435,        -87.6225,        -89.9478,        -87.3183
,        0.150000,          2.2354,          2.0341,          2.2623,          2.2571,          2.2910,          2.0124,          2.0423,          2.0720,          2.0951,          2.1151,          1.9388,          2.0784,          2.2384,          2.1725,          2.0855,          2.1673,        -89.8678,        -89.6646,        -89.3452,        -89.0904,        -88.5179,        -88.0674,        -89.9586,        -87.8091
,        0.158333,          2.2340,          2.0330,          2.2607,          2.2554,          2.2896,          2.0128,          2.0437,          2.0734,          2.0967,          2.1171,          1.9418,          2.0821,          2.2428,          2.1789,          2.0938,          2.1661,        -89.8972,        -89.7379,        -89.5119,        -89.3065,        -88.8180,        -88.4374,        -89.9686,        -88.2241
,        0.166667,          2.2330,          2.0321,          2.2594,          2.2542,          2.2890,          2.0131,          2.0442,          2.0740,          2.0977,          2.1185,          1.9442,          2.0853,          2.2465,          2.1841,          2.1008,          2.1653,        -89.9174,        -89.7966,        -89.6336,        -89.4646,        -89.0587,        -88.7482,        -89.9734,        -88.5701
