iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0,0.0511322,0.00012207,5.11322
2,0.0504996,0.0255102,0.0254996,1.52588e-05,0.0521698,0.000137329,5.16452
3,0.0765193,0.0260308,0.0260197,9.15527e-05,0.0532379,0.000213623,5.21791
4,0.103081,0.0265621,0.0265618,0.000213623,0.0543213,0.000335693,5.27309
5,0.130184,0.0271041,0.0271027,0.000366211,0.0554352,0.000518799,5.32933
6,0.157837,0.0276573,0.0276535,0.000579834,0.0565643,0.000762939,5.3865
7,0.186051,0.0282217,0.0282141,0.000854492,0.057724,0.00106812,5.44479
8,0.214836,0.0287977,0.0287844,0.00120544,0.0588989,0.00144958,5.50406
9,0.244214,0.0293854,0.0293785,0.00161743,0.0601044,0.00192261,5.56481
10,0.274197,0.0299851,0.0299828,0.00210571,0.0613251,0.00248718,5.62683
11,0.304779,0.030597,0.0305816,0.00265503,0.0625763,0.00314331,5.68981
12,0.336,0.0312215,0.0312214,0.00328064,0.063858,0.00390625,5.75448
13,0.367855,0.0318586,0.0318548,0.00396729,0.065155,0.00476074,5.82031
14,0.400352,0.0325088,0.0324971,0.00473022,0.0664825,0.00572205,5.88732
15,0.433518,0.0331722,0.0331662,0.0055542,0.0678406,0.00679016,5.95583
16,0.467363,0.0338492,0.0338446,0.00643921,0.0692291,0.00793457,6.0258
17,0.501894,0.03454,0.0345317,0.00737,0.0706482,0.00914001,6.09717
18,0.537121,0.0352449,0.0352268,0.0083313,0.0720825,0.0104218,6.16979
19,0.573072,0.0359642,0.035951,0.00933838,0.0735626,0.0117493,6.24405
20,0.609755,0.0366982,0.0366833,0.0103455,0.075058,0.013092,6.31978
21,0.647202,0.0374471,0.0374466,0.0113678,0.0765839,0.0144501,6.39722
22,0.685396,0.0382114,0.0381936,0.0123901,0.0781555,0.0158081,6.47606
23,0.724367,0.0389912,0.0389715,0.0133972,0.0797424,0.0171204,6.55644
24,0.764149,0.0397869,0.0397823,0.0143738,0.0813751,0.0184021,6.63871
25,0.804722,0.0405989,0.0405725,0.0153198,0.0830383,0.0196381,6.72239
26,0.846146,0.0414274,0.0414243,0.0162354,0.0847321,0.0207977,6.80807
27,0.888399,0.0422729,0.0422528,0.0171204,0.0864563,0.0218964,6.89527
28,0.931515,0.0431356,0.0431157,0.0179596,0.0882263,0.0229187,6.98429
29,0.97553,0.0440159,0.0440153,0.018692,0.0900269,0.023819,7.07535
30,1.02042,0.0449142,0.0448855,0.0193176,0.0918579,0.0245972,7.16793
31,1.06624,0.0458308,0.0458272,0.0198212,0.0937347,0.025238,7.26269
32,1.11298,0.0467662,0.0467357,0.0202179,0.0956573,0.0257263,7.35914
33,1.1607,0.0477206,0.0477204,0.0206604,0.0976105,0.0260773,7.45789
34,1.20937,0.0486945,0.0486677,0.0210266,0.0995941,0.0263062,7.55833
35,1.25902,0.0496882,0.0496543,0.0213013,0.101624,0.0264282,7.66076
36,1.3097,0.0507023,0.0506825,0.0215149,0.103699,0.0264587,7.76544
37,1.36141,0.051737,0.0517095,0.0226288,0.10582,0.0263824,7.8722
38,1.41419,0.0527929,0.05278,0.0238953,0.107986,0.0262146,7.98132
39,1.46804,0.0538703,0.0538472,0.0252075,0.110184,0.0259705,8.09255
40,1.523,0.0549697,0.0549596,0.0265808,0.112427,0.0256348,8.20615
41,1.57907,0.0560915,0.0560662,0.0279999,0.114731,0.0252533,8.32196
42,1.63629,0.0572362,0.0572193,0.0294495,0.117065,0.0247955,8.4402
43,1.69465,0.0584043,0.0583637,0.0309143,0.119461,0.024292,8.56066
44,1.7542,0.0595962,0.059556,0.0324249,0.121902,0.0237427,8.6836
45,1.815,0.0608125,0.0607994,0.0339355,0.12439,0.0231476,8.80931
46,1.87704,0.0620536,0.0620309,0.0354614,0.126923,0.0225067,8.93748
47,1.94035,0.06332,0.0633148,0.0369873,0.129517,0.0218506,9.06843
48,2.00493,0.0646122,0.0645825,0.0385132,0.132156,0.0211639,9.20182
49,2.07084,0.0659308,0.0659035,0.0400391,0.134857,0.0204773,9.33798
50,2.13804,0.0672763,0.0672032,0.0415649,0.137604,0.0197601,9.47651
51,2.20668,0.0686493,0.0686382,0.0430603,0.140411,0.0190582,9.61842
52,2.27664,0.0700503,0.0699677,0.0445404,0.14328,0.0188599,9.76264
53,2.34808,0.0714799,0.0714398,0.0459442,0.14621,0.0192566,9.91021
54,2.42097,0.0729387,0.0728849,0.047226,0.149185,0.0187683,10.0607
55,2.49536,0.0744272,0.0743915,0.0483856,0.152237,0.0187225,10.2144
56,2.57122,0.0759462,0.0758636,0.0494385,0.155334,0.0192719,10.3708
57,2.64862,0.0774961,0.0773973,0.0503693,0.158508,0.0202484,10.5303
58,2.72762,0.0790776,0.0789964,0.0512238,0.161743,0.0212097,10.6933
59,2.80828,0.0806915,0.0806653,0.0519714,0.165054,0.0221558,10.8601
60,2.89057,0.0823382,0.0822902,0.0526123,0.168411,0.0231018,11.0301
61,2.97456,0.0840186,0.0839844,0.0531616,0.17186,0.0240173,11.2037
62,3.06018,0.0857333,0.0856238,0.0536041,0.175354,0.0249176,11.3802
63,3.14765,0.0874829,0.0874652,0.0539398,0.17894,0.0258026,11.5611
64,3.2369,0.0892683,0.0892502,0.054184,0.182587,0.0266266,11.7457
65,3.32786,0.0910901,0.0909665,0.0553131,0.186325,0.027359,11.9333
66,3.42077,0.0929491,0.0929051,0.0574036,0.190125,0.0279999,12.1253
67,3.51554,0.094846,0.0947726,0.0591583,0.194,0.0286102,12.321
68,3.61226,0.0967816,0.09672,0.0605927,0.197968,0.0293884,12.5208
69,3.71101,0.0987568,0.0987526,0.0616913,0.201996,0.0301971,12.7251
70,3.81171,0.100772,0.100696,0.0625,0.206116,0.030899,12.9331
