"VanillaC4_016 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_016.tcf]","Time (h)","Q 2 [VanillaC4_016]","Q 3 [VanillaC4_016]","Q 4 [VanillaC4_016]","Q 5 [VanillaC4_016]","Q 6 [VanillaC4_016]","Q 7 [VanillaC4_016]","Q 1 [VanillaC4_016]","Q  8 [VanillaC4_016]"
         132,        1.091667,        -50.0000,        -50.0000,        -50.0002,        -49.9999,        -49.9998,        -49.9996,        -50.0007,        -50.0003
         133,        1.100000,        -50.0000,        -49.9998,        -49.9999,        -50.0001,        -50.0000,        -49.9999,        -49.9996,        -50.0002
         134,        1.108333,        -49.9998,        -50.0001,        -49.9998,        -50.0000,        -49.9999,        -50.0000,        -49.9998,        -49.9991
         135,        1.116667,        -49.9999,        -50.0000,        -50.0003,        -50.0000,        -50.0000,        -49.9997,        -49.9999,        -50.0002
         136,        1.125000,        -50.0002,        -49.9999,        -50.0005,        -50.0001,        -49.9993,        -49.9998,        -50.0001,        -49.9996
         137,        1.133333,        -49.9997,        -49.9997,        -50.0004,        -50.0002,        -49.9998,        -50.0000,        -49.9999,        -50.0003
         138,        1.141667,        -50.0000,        -49.9996,        -50.0001,        -49.9998,        -49.9999,        -50.0001,        -49.9995,        -50.0000
         139,        1.150000,        -49.9998,        -49.9996,        -50.0004,        -49.9998,        -50.0000,        -49.9997,        -50.0000,        -50.0010
         140,        1.158333,        -49.9996,        -49.9997,        -49.9998,        -50.0003,        -50.0002,        -49.9998,        -49.9997,        -50.0005
         141,        1.166667,        -49.9998,        -50.0002,        -49.9996,        -50.0001,        -49.9998,        -50.0001,        -50.0003,        -50.0004
         142,        1.175000,        -49.9999,        -49.9999,        -50.0001,        -49.9999,        -50.0003,        -49.9999,        -49.9996,        -49.9992
         143,        1.183333,        -49.9999,        -50.0002,        -50.0003,        -49.9998,        -50.0001,        -49.9996,        -50.0007,        -50.0002
         144,        1.191667,        -49.9999,        -50.0001,        -49.9998,        -49.9998,        -50.0001,        -49.9998,        -49.9999,        -49.9999
         145,        1.200000,        -50.0001,        -49.9999,        -49.9998,        -49.9999,        -50.0003,        -49.9996,        -50.0010,        -50.0008
         146,        1.208333,        -49.9997,        -50.0000,        -50.0001,        -50.0001,        -50.0001,        -50.0002,        -50.0005,        -49.9991
         147,        1.216667,        -50.0001,        -49.9998,        -50.0002,        -50.0000,        -50.0002,        -50.0000,        -49.9997,        -50.0000
         148,        1.225000,        -49.9999,        -49.9997,        -50.0001,        -50.0000,        -50.0000,        -49.9998,        -50.0002,        -50.0014
         149,        1.233333,        -49.9996,        -50.0003,        -50.0000,        -49.9999,        -49.9998,        -49.9996,        -50.0009,        -49.9997
         150,        1.241667,        -49.9995,        -50.0003,        -50.0000,        -50.0004,        -49.9999,        -49.9997,        -50.0003,        -50.0012
         151,        1.250000,        -50.0004,        -50.0001,        -49.9999,        -50.0000,        -49.9999,        -49.9998,        -49.9986,        -50.0001
         152,        1.258333,        -50.0001,        -49.9999,        -50.0001,        -49.9998,        -49.9999,        -50.0001,        -50.0001,        -50.0001
         153,        1.266667,        -50.0001,        -49.9999,        -50.0002,        -49.9997,        -49.9998,        -50.0004,        -50.0000,        -49.9994
         154,        1.275000,        -50.0000,        -50.0000,        -50.0001,        -49.9999,        -50.0001,        -49.9999,        -50.0002,        -50.0002
         155,        1.283333,        -50.0002,        -49.9998,        -50.0001,        -50.0000,        -50.0002,        -50.0002,        -49.9993,        -50.0001
         156,        1.291667,        -50.0003,        -50.0001,        -50.0000,        -50.0000,        -50.0000,        -49.9996,        -49.9994,        -50.0006
         157,        1.300000,        -49.9999,        -50.0000,        -49.9998,        -50.0001,        -50.0000,        -49.9996,        -50.0005,        -50.0001
         158,        1.308333,        -50.0004,        -49.9999,        -49.9997,        -50.0002,        -49.9998,        -50.0002,        -49.9995,        -50.0005
         159,        1.316667,        -50.0001,        -49.9997,        -50.0002,        -50.0000,        -50.0003,        -49.9999,        -49.9994,        -50.0003
         160,        1.325000,        -50.0001,        -49.9996,        -50.0003,        -50.0002,        -50.0004,        -49.9997,        -49.9997,        -50.0004
         161,        1.333333,        -50.0006,        -50.0003,        -49.9999,        -50.0000,        -50.0000,        -49.9995,        -49.9994,        -50.0018
         162,        1.341667,        -50.0001,        -50.0000,        -49.9997,        -50.0002,        -49.9999,        -49.9995,        -49.9996,        -49.9981
         163,        1.350000,        -50.0001,        -50.0002,        -50.0000,        -49.9998,        -50.0000,        -50.0004,        -49.9998,        -49.9991
         164,        1.358333,        -50.0002,        -49.9998,        -50.0005,        -50.0000,        -49.9998,        -50.0000,        -49.9992,        -49.9990
         165,        1.366667,        -50.0000,        -50.0004,        -49.9999,        -49.9998,        -49.9999,        -49.9994,        -49.9992,        -49.9998
         166,        1.375000,        -49.9998,        -49.9998,        -49.9998,        -49.9996,        -50.0000,        -49.9997,        -50.0001,        -50.0013
         167,        1.383333,        -49.9997,        -49.9998,        -49.9999,        -50.0003,        -50.0002,        -49.9989,        -49.9995,        -49.9998
         168,        1.391667,        -49.9999,        -50.0003,        -49.9999,        -49.9999,        -50.0001,        -49.9992,        -50.0002,        -50.0013
         169,        1.400000,        -50.0002,        -50.0004,        -49.9998,        -49.9999,        -50.0000,        -49.9993,        -50.0000,        -50.0002
         170,        1.408333,        -49.9996,        -49.9998,        -50.0000,        -50.0001,        -49.9999,        -49.9995,        -50.0002,        -50.1377
         171,        1.416667,        -49.9996,        -50.0000,        -49.9999,        -49.9998,        -49.9994,        -50.0009,        -49.9995,        -49.9799
         172,        1.425000,        -49.9999,        -49.9998,        -50.0003,        -49.9997,        -50.0000,        -50.0107,        -49.9995,        -49.9732
         173,        1.433333,        -50.0004,        -50.0001,        -50.0003,        -49.9997,        -50.0002,        -49.9952,        -49.9999,        -49.9898
         174,        1.441667,        -49.9995,        -49.9999,        -49.9998,        -50.0000,        -50.0005,        -49.9972,        -50.0004,        -49.9955
         175,        1.450000,        -49.9999,        -50.0001,        -50.0002,        -50.0001,        -50.0009,        -49.9980,        -50.0000,        -49.9968
         176,        1.458333,        -50.0002,        -50.0002,        -50.0002,        -50.0001,        -50.0001,        -49.9986,        -49.9998,        -49.9994
         177,        1.466667,        -49.9998,        -50.0001,        -49.9999,        -50.0001,        -49.9998,        -49.9991,        -50.0003,        -49.9987
         178,        1.475000,        -50.0003,        -50.0003,        -50.0000,        -49.9998,        -49.9997,        -49.9995,        -50.0004,        -49.9998
         179,        1.483333,        -50.0000,        -50.0004,        -50.0000,        -49.9997,        -49.9999,        -50.0000,        -49.9999,        -49.9992
         180,        1.491667,        -49.9999,        -50.0001,        -50.0000,        -49.9999,        -49.9996,        -49.9996,        -50.0001,        -50.0003
         181,        1.500000,        -49.9999,        -49.9997,        -49.9995,        -49.9997,        -49.9999,        -50.0003,        -49.9995,        -50.0001
         182,        1.508333,        -49.9998,        -49.9998,        -50.0004,        -50.0000,        -49.9998,        -49.9999,        -50.0005,        -50.0002
         183,        1.516667,        -50.0003,        -50.0000,        -50.0002,        -49.9999,        -50.0001,        -49.9998,        -50.0000,        -50.0000
         184,        1.525000,        -50.0001,        -50.0000,        -49.9995,        -50.0000,        -50.0002,        -50.0000,        -49.9998,        -50.0005
         185,        1.533333,        -50.0000,        -50.0002,        -50.0002,        -50.0001,        -50.0001,        -50.0001,        -49.9996,        -49.9997
         186,        1.541667,        -49.9997,        -49.9999,        -50.0000,        -50.0002,        -50.0000,        -49.9997,        -50.0000,        -49.9988
         187,        1.550000,        -49.9998,        -50.0001,        -50.0001,        -49.9999,        -50.0003,        -49.9998,        -49.9998,        -50.0000
         188,        1.558333,        -50.0000,        -50.0002,        -50.0000,        -50.0000,        -50.0003,        -50.0003,        -49.9994,        -49.9997
         189,        1.566667,        -50.0000,        -50.0005,        -50.0001,        -49.9997,        -50.0004,        -50.0003,        -50.0001,        -49.9999
         190,        1.575000,        -50.0001,        -49.9999,        -49.9998,        -49.9999,        -50.0005,        -50.0002,        -49.9992,        -50.0004
         191,        1.583333,        -50.0000,        -49.9998,        -49.9997,        -49.9999,        -49.9999,        -50.0002,        -49.9999,        -49.9999
         192,        1.591667,        -50.0002,        -49.9999,        -50.0003,        -50.0001,        -50.0000,        -49.9998,        -49.9999,        -49.9998
         193,        1.600000,        -49.9999,        -50.0002,        -50.0001,        -49.9999,        -50.0002,        -50.0001,        -49.9996,        -49.9994
         194,        1.608333,        -49.9998,        -50.0001,        -50.0001,        -49.9998,        -49.9998,        -50.0000,        -49.9998,        -50.0007
         195,        1.616667,        -50.0000,        -49.9999,        -50.0003,        -49.9998,        -50.0001,        -50.0001,        -49.9997,        -50.0000
         196,        1.625000,        -49.9998,        -50.0003,        -50.0001,        -50.0001,        -50.0001,        -50.0002,        -50.0007,        -50.0003
         197,        1.633333,        -49.9999,        -50.0000,        -49.9997,        -50.0000,        -50.0002,        -50.0001,        -49.9996,        -49.9996
         198,        1.641667,        -49.9997,        -50.0003,        -49.9998,        -50.0002,        -50.0001,        -50.0000,        -50.0000,        -50.0003
         199,        1.650000,        -50.0000,        -50.0002,        -50.0000,        -50.0000,        -50.0001,        -49.9999,        -50.0002,        -50.0006
         200,        1.658333,        -49.9999,        -50.0001,        -49.9999,        -49.9994,        -50.0000,        -50.0000,        -50.0002,        -50.0001
         201,        1.666667,        -49.9998,        -49.9998,        -49.9999,        -50.0000,        -50.0000,        -50.0000,        -50.0007,        -49.9994
         202,        1.675000,        -49.9998,        -50.0004,        -49.9999,        -50.0001,        -50.0001,        -50.0002,        -49.9999,        -50.0001
         203,        1.683333,        -49.9998,        -50.0002,        -50.0001,        -49.9997,        -49.9998,        -49.9997,        -50.0002,        -50.0005
         204,        1.691667,        -50.0001,        -50.0000,        -49.9997,        -50.0002,        -50.0000,        -50.0001,        -50.0004,        -50.0007
         205,        1.700000,        -50.0002,        -50.0003,        -50.0002,        -50.0000,        -50.0001,        -50.0002,        -49.9990,        -50.0001
         206,        1.708333,        -50.0003,        -50.0002,        -50.0000,        -49.9997,        -50.0003,        -49.9997,        -49.9999,        -49.9999
         207,        1.716667,        -50.0001,        -50.0000,        -49.9998,        -50.0001,        -49.9998,        -49.9999,        -49.9999,        -49.9998
         208,        1.725000,        -50.0001,        -50.0000,        -50.0001,        -50.0002,        -50.0000,        -49.9998,        -50.0000,        -50.0003
         209,        1.733333,        -49.9996,        -49.9999,        -50.0003,        -50.0000,        -49.9997,        -50.0001,        -50.0000,        -50.0007
