"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\011\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          2.8631,          0.0000,          0.0000,          0.0000
           6,        0.083333,          6.8012,          3.1393,          0.0000,          0.0000
           7,        0.100000,          8.8552,          7.3732,          0.5636,          0.0000
           8,        0.116667,          9.8843,         11.3886,          9.0078,          8.3027
           9,        0.133333,         10.5727,         13.1070,         12.1205,         11.3996
          10,        0.150000,         11.1852,         14.1974,         13.6749,         13.2313
          11,        0.166667,         11.5128,         14.8785,         14.5707,         14.2922
          12,        0.183333,         11.7172,         15.2828,         15.1032,         14.9606
          13,        0.200000,         11.8428,         15.5197,         15.4162,         15.3232
          14,        0.216667,         11.9231,         15.6672,         15.6026,         15.5505
          15,        0.233333,         11.9735,         15.7574,         15.7190,         15.6850
          16,        0.250000,         12.0055,         15.8156,         15.7902,         15.7691
          17,        0.266667,         12.0266,         15.8534,         15.8372,         15.8227
          18,        0.283333,         12.0405,         15.8777,         15.8670,         15.8576
          19,        0.300000,         12.0495,         15.8935,         15.8867,         15.8805
          20,        0.316667,         12.0551,         15.9032,         15.8994,         15.8951
          21,        0.333333,         12.0590,         15.9104,         15.9077,         15.9051
          22,        0.350000,         12.0617,         15.9155,         15.9130,         15.9111
          23,        0.366667,         12.0634,         15.9179,         15.9167,         15.9154
          24,        0.383333,         12.0644,         15.9201,         15.9190,         15.9184
          25,        0.400000,         12.0653,         15.9213,         15.9208,         15.9200
          26,        0.416667,         12.0658,         15.9215,         15.9216,         15.9214
          27,        0.433333,         12.0662,         15.9226,         15.9223,         15.9221
          28,        0.450000,         12.0663,         15.9226,         15.9228,         15.9227
          29,        0.466667,         12.0664,         15.9237,         15.9231,         15.9230
          30,        0.483333,         12.0666,         15.9233,         15.9234,         15.9233
          31,        0.500000,         12.0668,         15.9237,         15.9236,         15.9231
          32,        0.516667,         12.0668,         15.9236,         15.9235,         15.9236
          33,        0.533333,         12.0669,         15.9233,         15.9238,         15.9235
          34,        0.550000,         12.0667,         15.9239,         15.9238,         15.9238
          35,        0.566667,         12.0667,         15.9234,         15.9236,         15.9237
          36,        0.583333,         12.0667,         15.9239,         15.9237,         15.9239
          37,        0.600000,         12.0667,         15.9236,         15.9237,         15.9237
          38,        0.616667,         12.0667,         15.9243,         15.9240,         15.9237
          39,        0.633333,         12.0668,         15.9237,         15.9237,         15.9239
          40,        0.650000,         12.0670,         15.9240,         15.9241,         15.9239
          41,        0.666667,         12.0669,         15.9237,         15.9236,         15.9239
          42,        0.683333,         12.0668,         15.9242,         15.9237,         15.9239
          43,        0.700000,         12.0670,         15.9239,         15.9241,         15.9240
          44,        0.716667,         12.0669,         15.9237,         15.9239,         15.9240
          45,        0.733333,         12.0668,         15.9246,         15.9241,         15.9237
          46,        0.750000,         12.0667,         15.9239,         15.9242,         15.9237
          47,        0.766667,         12.0670,         15.9237,         15.9238,         15.9243
          48,        0.783333,         12.0667,         15.9241,         15.9241,         15.9239
          49,        0.800000,         12.0669,         15.9243,         15.9242,         15.9237
          50,        0.816667,         12.0668,         15.9235,         15.9239,         15.9241
          51,        0.833333,         12.0670,         15.9238,         15.9242,         15.9240
          52,        0.850000,         12.0668,         15.9231,         15.9240,         15.9238
          53,        0.866667,         12.0668,         15.9237,         15.9239,         15.9241
          54,        0.883333,         12.0668,         15.9235,         15.9243,         15.9236
          55,        0.900000,         12.0668,         15.9239,         15.9242,         15.9238
          56,        0.916667,         12.0670,         15.9239,         15.9240,         15.9238
          57,        0.933333,         12.0669,         15.9237,         15.9239,         15.9239
          58,        0.950000,         12.0668,         15.9243,         15.9242,         15.9240
          59,        0.966667,         12.0667,         15.9238,         15.9241,         15.9240
          60,        0.983333,         12.0671,         15.9243,         15.9243,         15.9240
          61,        1.000000,         12.0667,         15.9240,         15.9239,         15.9240
          62,        1.016667,         12.0668,         15.9232,         15.9240,         15.9239
          63,        1.033333,         12.0669,         15.9237,         15.9239,         15.9239
          64,        1.050000,         12.0667,         15.9245,         15.9239,         15.9241
          65,        1.066667,         12.0667,         15.9239,         15.9236,         15.9239
          66,        1.083333,         12.0670,         15.9238,         15.9237,         15.9241
          67,        1.100000,         12.0669,         15.9241,         15.9238,         15.9238
          68,        1.116667,         12.0669,         15.9239,         15.9242,         15.9239
          69,        1.133333,         12.0670,         15.9240,         15.9241,         15.9238
          70,        1.150000,         12.0670,         15.9240,         15.9241,         15.9238
          71,        1.166667,         12.0671,         15.9242,         15.9239,         15.9238
          72,        1.183333,         12.0669,         15.9236,         15.9242,         15.9238
          73,        1.200000,         12.0671,         15.9237,         15.9240,         15.9238
          74,        1.216667,         12.0668,         15.9247,         15.9241,         15.9240
          75,        1.233333,         12.0670,         15.9236,         15.9240,         15.9241
          76,        1.250000,         12.0668,         15.9240,         15.9239,         15.9238
          77,        1.266667,         12.0669,         15.9242,         15.9240,         15.9241
          78,        1.283333,         12.0671,         15.9238,         15.9243,         15.9236
          79,        1.300000,         12.0670,         15.9244,         15.9240,         15.9238
          80,        1.316667,         12.0671,         15.9238,         15.9241,         15.9241
          81,        1.333333,         12.0669,         15.9244,         15.9239,         15.9239
          82,        1.350000,         12.0672,         15.9242,         15.9239,         15.9239
          83,        1.366667,         12.0669,         15.9242,         15.9240,         15.9238
          84,        1.383333,         12.0668,         15.9239,         15.9238,         15.9238
          85,        1.400000,         12.0668,         15.9244,         15.9241,         15.9240
          86,        1.416667,         12.0666,         15.9240,         15.9241,         15.9240
          87,        1.433333,         12.0671,         15.9237,         15.9240,         15.9237
          88,        1.450000,         12.0668,         15.9236,         15.9239,         15.9238
          89,        1.466667,         12.0669,         15.9240,         15.9243,         15.9237
          90,        1.483333,         12.0672,         15.9239,         15.9238,         15.9238
          91,        1.500000,         12.0668,         15.9241,         15.9241,         15.9242
          92,        1.516667,         12.0666,         15.9239,         15.9241,         15.9241
          93,        1.533333,         12.0669,         15.9238,         15.9242,         15.9241
          94,        1.550000,         12.0668,         15.9246,         15.9238,         15.9239
          95,        1.566667,         12.0670,         15.9236,         15.9239,         15.9238
          96,        1.583333,         12.0671,         15.9242,         15.9240,         15.9240
          97,        1.600000,         12.0669,         15.9242,         15.9240,         15.9236
          98,        1.616667,         12.0669,         15.9241,         15.9239,         15.9242
          99,        1.633333,         12.0670,         15.9243,         15.9243,         15.9238
         100,        1.650000,         12.0669,         15.9241,         15.9241,         15.9239
         101,        1.666667,         12.0668,         15.9241,         15.9241,         15.9242
         102,        1.683333,         12.0670,         15.9240,         15.9242,         15.9241
         103,        1.700000,         12.0667,         15.9240,         15.9239,         15.9240
         104,        1.716667,         12.0667,         15.9237,         15.9239,         15.9241
         105,        1.733333,         12.0669,         15.9243,         15.9239,         15.9241
         106,        1.750000,         12.0669,         15.9244,         15.9242,         15.9241
         107,        1.766667,         12.0670,         15.9243,         15.9240,         15.9242
         108,        1.783333,         12.0669,         15.9239,         15.9238,         15.9241
         109,        1.800000,         12.0670,         15.9236,         15.9240,         15.9240
         110,        1.816667,         12.0672,         15.9237,         15.9240,         15.9241
         111,        1.833333,         12.0669,         15.9241,         15.9240,         15.9242
         112,        1.850000,         12.0669,         15.9237,         15.9240,         15.9240
         113,        1.866667,         12.0669,         15.9246,         15.9241,         15.9240
         114,        1.883333,         12.0670,         15.9239,         15.9239,         15.9240
         115,        1.900000,         12.0672,         15.9241,         15.9240,         15.9239
         116,        1.916667,         12.0669,         15.9240,         15.9241,         15.9239
         117,        1.933333,         12.0671,         15.9240,         15.9243,         15.9241
         118,        1.950000,         12.0670,         15.9238,         15.9241,         15.9239
         119,        1.966667,         12.0670,         15.9240,         15.9241,         15.9242
         120,        1.983333,         12.0670,         15.9241,         15.9240,         15.9241
         121,        2.000000,         12.0673,         15.9241,         15.9242,         15.9242

