"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\011\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          2.1289,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          1.5066,          2.2320,          0.0844,          0.0000,          0.0000,          0.0000
           7,        0.100000,          1.4892,          2.1886,          0.3764,          1.5753,          0.3301,          0.0000
           8,        0.116667,          1.5573,          2.0533,          0.1968,          2.3655,          1.7618,          1.4145
           9,        0.133333,          1.6075,          2.0427,          0.1761,          2.4273,          1.9127,          2.0833
          10,        0.150000,          1.6455,          2.0609,          0.1134,          2.4125,          1.9845,          2.3388
          11,        0.166667,          1.6620,          2.0797,          0.1563,          2.3994,          2.0139,          2.4388
          12,        0.183333,          1.6748,          2.0935,          0.1414,          2.3941,          2.0329,          2.4708
          13,        0.200000,          1.6824,          2.1017,          0.1508,          2.3890,          2.0432,          2.4772
          14,        0.216667,          1.6876,          2.1073,          0.1568,          2.3856,          2.0484,          2.4762
          15,        0.233333,          1.6910,          2.1108,          0.1610,          2.3835,          2.0515,          2.4790
          16,        0.250000,          1.6930,          2.1130,          0.1638,          2.3817,          2.0541,          2.4813
          17,        0.266667,          1.6943,          2.1147,          0.1658,          2.3808,          2.0553,          2.4818
          18,        0.283333,          1.6953,          2.1158,          0.1673,          2.3801,          2.0561,          2.4830
          19,        0.300000,          1.6958,          2.1164,          0.1682,          2.3799,          2.0566,          2.4839
          20,        0.316667,          1.6978,          2.1169,          0.1689,          2.3797,          2.0570,          2.4844
          21,        0.333333,          1.6980,          2.1172,          0.1693,          2.3797,          2.0572,          2.4850
          22,        0.350000,          1.6983,          2.1172,          0.1695,          2.3796,          2.0573,          2.4852
          23,        0.366667,          1.6984,          2.1175,          0.1698,          2.3798,          2.0551,          2.4853
          24,        0.383333,          1.6985,          2.1174,          0.1698,          2.3797,          2.0552,          2.4855
          25,        0.400000,          1.6984,          2.1176,          0.1698,          2.3797,          2.0553,          2.4855
          26,        0.416667,          1.6986,          2.1176,          0.1700,          2.3797,          2.0553,          2.4856
          27,        0.433333,          1.6986,          2.1176,          0.1700,          2.3797,          2.0553,          2.4856
          28,        0.450000,          1.6986,          2.1177,          0.1701,          2.3797,          2.0553,          2.4856
          29,        0.466667,          1.6986,          2.1176,          0.1701,          2.3797,          2.0553,          2.4857
          30,        0.483333,          1.6985,          2.1176,          0.1700,          2.3797,          2.0554,          2.4857
          31,        0.500000,          1.6986,          2.1178,          0.1700,          2.3797,          2.0553,          2.4857
          32,        0.516667,          1.6987,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          33,        0.533333,          1.6987,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          34,        0.550000,          1.6986,          2.1176,          0.1700,          2.3797,          2.0553,          2.4857
          35,        0.566667,          1.6986,          2.1177,          0.1701,          2.3798,          2.0554,          2.4857
          36,        0.583333,          1.6987,          2.1177,          0.1701,          2.3798,          2.0554,          2.4857
          37,        0.600000,          1.6986,          2.1177,          0.1701,          2.3796,          2.0553,          2.4857
          38,        0.616667,          1.6985,          2.1177,          0.1701,          2.3797,          2.0553,          2.4857
          39,        0.633333,          1.6986,          2.1176,          0.1701,          2.3797,          2.0553,          2.4856
          40,        0.650000,          1.6986,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          41,        0.666667,          1.6986,          2.1177,          0.1701,          2.3799,          2.0554,          2.4857
          42,        0.683333,          1.6986,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          43,        0.700000,          1.6987,          2.1177,          0.1702,          2.3797,          2.0554,          2.4857
          44,        0.716667,          1.6986,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          45,        0.733333,          1.6987,          2.1177,          0.1701,          2.3796,          2.0554,          2.4857
          46,        0.750000,          1.6987,          2.1177,          0.1701,          2.3799,          2.0554,          2.4857
          47,        0.766667,          1.6986,          2.1177,          0.1701,          2.3799,          2.0554,          2.4857
          48,        0.783333,          1.6986,          2.1177,          0.1701,          2.3798,          2.0553,          2.4856
          49,        0.800000,          1.6987,          2.1177,          0.1700,          2.3798,          2.0554,          2.4857
          50,        0.816667,          1.6987,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          51,        0.833333,          1.6987,          2.1177,          0.1701,          2.3798,          2.0554,          2.4857
          52,        0.850000,          1.6987,          2.1176,          0.1700,          2.3798,          2.0554,          2.4857
          53,        0.866667,          1.6986,          2.1176,          0.1701,          2.3797,          2.0554,          2.4857
          54,        0.883333,          1.6987,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          55,        0.900000,          1.6987,          2.1177,          0.1701,          2.3798,          2.0554,          2.4857
          56,        0.916667,          1.6986,          2.1177,          0.1701,          2.3796,          2.0554,          2.4857
          57,        0.933333,          1.6986,          2.1178,          0.1701,          2.3797,          2.0554,          2.4857
          58,        0.950000,          1.6986,          2.1178,          0.1701,          2.3797,          2.0554,          2.4857
          59,        0.966667,          1.6987,          2.1178,          0.1701,          2.3796,          2.0554,          2.4857
          60,        0.983333,          1.6986,          2.1178,          0.1701,          2.3797,          2.0553,          2.4857
          61,        1.000000,          1.6986,          2.1177,          0.1701,          2.3799,          2.0554,          2.4857
          62,        1.016667,          1.6986,          2.1176,          0.1701,          2.3799,          2.0553,          2.4857
          63,        1.033333,          1.6986,          2.1177,          0.1701,          2.3797,          2.0554,          2.4857
          64,        1.050000,          1.6986,          2.1176,          0.1701,          2.3798,          2.0554,          2.4857
          65,        1.066667,          1.6986,          2.1177,          0.1701,          2.3796,          2.0553,          2.4857
          66,        1.083333,          1.6986,          2.1178,          0.1700,          2.3797,          2.0553,          2.4857
