"InphaseC4_016 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_016.tcf]","Time (h)","Q 2 [InphaseC4_016]","Q 3 [InphaseC4_016]","Q 4 [InphaseC4_016]","Q 5 [InphaseC4_016]","Q 6 [InphaseC4_016]","Q 7 [InphaseC4_016]","Q 1 [InphaseC4_016]","Q  8 [InphaseC4_016]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,         -0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -47.2638,          0.0003
           3,        0.016667,        -42.8032,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,        -49.9841,         -0.0002
           4,        0.025000,        -39.7660,        -20.9020,          0.0000,          0.0000,          0.0000,          0.0004,        -50.0047,          0.0000
           5,        0.033333,        -39.2583,        -30.6203,        -21.2363,          0.0000,         -0.0005,          0.0013,        -49.9931,          0.0001
           6,        0.041667,        -42.8979,        -36.2539,        -28.6632,         -8.5178,          0.0001,          0.0001,        -47.3839,          0.0012
           7,        0.050000,        -46.2407,        -41.6443,        -30.4981,        -17.5932,         -0.0002,         -0.0005,        -48.5016,         -0.0004
           8,        0.058333,        -47.8081,        -45.1897,        -35.5299,        -25.8621,        -13.4638,         -0.0004,        -49.1366,          0.0001
           9,        0.066667,        -48.5731,        -47.1103,        -40.8697,        -33.8958,        -21.5793,         -3.1024,        -49.4031,          0.0004
          10,        0.075000,        -49.0962,        -48.2036,        -44.0915,        -39.7177,        -29.0802,        -17.9731,        -49.5900,        -16.2465
          11,        0.083333,        -49.4575,        -48.8978,        -46.0308,        -43.2929,        -35.5364,        -27.9038,        -49.7501,        -26.6757
          12,        0.091667,        -49.6768,        -49.3349,        -47.3963,        -45.6203,        -39.9408,        -36.9902,        -49.8521,        -39.9912
          13,        0.100000,        -49.8045,        -49.6019,        -48.3472,        -47.1912,        -43.0611,        -44.0296,        -49.9109,        -45.8383
          14,        0.108333,        -49.8798,        -49.7581,        -48.9539,        -48.2178,        -45.4088,        -45.3896,        -49.9452,        -46.5754
          15,        0.116667,        -49.9270,        -49.8530,        -49.3326,        -48.8683,        -47.2871,        -46.5281,        -49.9664,        -46.5950
          16,        0.125000,        -49.9562,        -49.9104,        -49.5762,        -49.2788,        -48.3333,        -47.4426,        -49.9805,        -47.0960
          17,        0.133333,        -49.9735,        -49.9454,        -49.7349,        -49.5433,        -48.8902,        -48.1287,        -49.9882,        -47.8416
          18,        0.141667,        -49.9834,        -49.9668,        -49.8316,        -49.7112,        -49.2193,        -48.7258,        -49.9925,        -48.5831
          19,        0.150000,        -49.9899,        -49.9795,        -49.8934,        -49.8181,        -49.4670,        -49.1545,        -49.9957,        -49.1033
          20,        0.158333,        -49.9936,        -49.9877,        -49.9329,        -49.8851,        -49.6454,        -49.4463,        -49.9975,        -49.4253
          21,        0.166667,        -49.9957,        -49.9921,        -49.9579,        -49.9272,        -49.7661,        -49.6388,        -49.9980,        -49.6242
          22,        0.175000,        -49.9973,        -49.9952,        -49.9725,        -49.9538,        -49.8442,        -49.7596,        -49.9986,        -49.7497
          23,        0.183333,        -49.9990,        -49.9968,        -49.9837,        -49.9713,        -49.8983,        -49.8392,        -49.9992,        -49.8307
          24,        0.191667,        -49.9990,        -49.9983,        -49.9894,        -49.9826,        -49.9333,        -49.8929,        -49.9995,        -49.8863
          25,        0.200000,        -49.9995,        -49.9990,        -49.9933,        -49.9887,        -49.9561,        -49.9291,        -49.9993,        -49.9246
          26,        0.208333,        -50.0000,        -49.9994,        -49.9954,        -49.9926,        -49.9719,        -49.9534,        -49.9997,        -49.9498
          27,        0.216667,        -49.9998,        -49.9995,        -49.9974,        -49.9953,        -49.9816,        -49.9700,        -50.0005,        -49.9679
          28,        0.225000,        -49.9996,        -50.0000,        -49.9985,        -49.9967,        -49.9876,        -49.9806,        -49.9995,        -49.9794
          29,        0.233333,        -49.9995,        -50.0001,        -49.9991,        -49.9977,        -49.9924,        -49.9876,        -49.9999,        -49.9868
          30,        0.241667,        -50.0000,        -50.0006,        -49.9990,        -49.9991,        -49.9950,        -49.9924,        -50.0000,        -49.9919
          31,        0.250000,        -49.9996,        -50.0005,        -49.9998,        -49.9990,        -49.9968,        -49.9944,        -50.0000,        -49.9939
          32,        0.258333,        -49.9998,        -49.9998,        -50.0006,        -49.9994,        -49.9981,        -49.9959,        -50.0007,        -49.9962
          33,        0.266667,        -50.0001,        -49.9997,        -49.9998,        -49.9999,        -49.9981,        -49.9983,        -49.9998,        -49.9983
          34,        0.275000,        -50.0006,        -49.9998,        -50.0000,        -49.9997,        -49.9996,        -49.9985,        -50.0001,        -49.9987
          35,        0.283333,        -50.0005,        -50.0003,        -49.9995,        -49.9996,        -50.0000,        -49.9993,        -49.9999,        -49.9997
          36,        0.291667,        -50.0003,        -50.0001,        -49.9992,        -49.9996,        -49.9998,        -49.9992,        -49.9998,        -49.9986
          37,        0.300000,        -49.9995,        -50.0001,        -50.0005,        -49.9995,        -49.9996,        -49.9998,        -49.9997,        -49.9997
