"OutphaseC4_012 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_012.tcf]","Time (h)","V 2 [OutphaseC4_012]","V 3 [OutphaseC4_012]","V 4 [OutphaseC4_012]","V 5 [OutphaseC4_012]","V 6 [OutphaseC4_012]","V 7 [OutphaseC4_012]","V 8 [OutphaseC4_012]","V 9 [OutphaseC4_012]","V 10 [OutphaseC4_012]","V 11 [OutphaseC4_012]","V 12 [OutphaseC4_012]","V 13 [OutphaseC4_012]","V 14 [OutphaseC4_012]","V 15 [OutphaseC4_012]","V 16 [OutphaseC4_012]","V  1 [OutphaseC4_012]"
          13,        0.100000,          1.2035,          0.0000,          1.2245,          0.4005,          0.3169,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4420
          14,        0.108333,          1.2126,          0.0000,          1.1122,          0.4342,          0.3427,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4422
          15,        0.116667,          1.2160,          0.0000,          1.0337,          0.4691,          0.3827,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4384
          16,        0.125000,          1.2193,          0.0000,          0.9761,          0.5022,          0.4324,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.4454
          17,        0.133333,          1.2223,          0.0000,          0.9330,          0.5286,          0.4814,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4377
          18,        0.141667,          1.2221,          0.0000,          0.9033,          0.5534,          0.5276,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.4484
          19,        0.150000,          1.2256,          0.0000,          0.8844,          0.5681,          0.5704,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4410
          20,        0.158333,          1.2251,          0.0000,          0.8675,          0.5811,          0.6074,          0.0000,          0.0000,          0.0843,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4435
          21,        0.166667,          1.2267,          0.0000,          0.8520,          0.5955,          0.6406,          0.0000,          0.1393,          0.1234,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0004,          0.4458
          22,        0.175000,          1.2251,          0.0000,          0.8363,          0.6095,          0.6669,          0.0000,          0.0244,          0.1367,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.4412
          23,        0.183333,          1.2257,          0.0000,          0.8207,          0.6168,          0.6912,          0.0000,          0.2047,          0.1281,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4463
          24,        0.191667,          1.2263,          0.0000,          0.8062,          0.6162,          0.7144,          0.0000,          0.2552,          0.1252,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.4411
          25,        0.200000,          1.2259,          0.0000,          0.7932,          0.6111,          0.7305,          0.0000,          0.2781,          0.1162,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4456
          26,        0.208333,          1.2284,          0.0000,          0.7809,          0.6024,          0.7434,          0.0000,          0.2784,          0.1126,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4451
          27,        0.216667,          1.2260,          0.0000,          0.7710,          0.5948,          0.7512,          0.0000,          0.2739,          0.1152,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4423
          28,        0.225000,          1.2275,          0.0000,          0.7630,          0.5866,          0.7590,          0.0000,          0.2664,          0.1204,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,          0.4467
          29,        0.233333,          1.2252,          0.0000,          0.7552,          0.5810,          0.7658,          0.0000,          0.2541,          0.1260,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.4430
          30,        0.241667,          1.2270,          0.0000,          0.7488,          0.5746,          0.7718,          0.0000,          0.2383,          0.1348,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4440
          31,        0.250000,          1.2273,          0.0000,          0.7445,          0.5711,          0.7787,          0.0000,          0.2235,          0.1450,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4461
          32,        0.258333,          1.2268,          0.0000,          0.7397,          0.5649,          0.7828,          0.0000,          0.2075,          0.1590,          0.2824,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.4426
          33,        0.266667,          1.2279,          0.0000,          0.7401,          0.5625,          0.7881,          0.0000,          0.1947,          0.1715,          0.4852,          0.0000,          0.0986,          0.1182,          0.0000,          0.0000,          0.0001,          0.4489
          34,        0.275000,          1.2251,          0.0000,          0.7402,          0.5580,          0.7906,          0.0000,          0.1814,          0.1799,          0.5956,          0.0000,          0.1056,          0.1425,          0.0000,          0.0000,          0.0002,          0.4432
          35,        0.283333,          1.2275,          0.0000,          0.7407,          0.5569,          0.7941,          0.0000,          0.1705,          0.1889,          0.6806,          0.0000,          0.1488,          0.1460,          0.2088,          0.0000,          0.0001,          0.4424
          36,        0.291667,          1.2262,          0.0000,          0.7420,          0.5601,          0.7964,          0.0000,          0.1600,          0.2010,          0.7435,          0.4174,          0.1932,          0.1449,          0.2095,          0.0000,          0.0002,          0.4475
          37,        0.300000,          1.2276,          0.0000,          0.7431,          0.5606,          0.7990,          0.0000,          0.1512,          0.2142,          0.7917,          0.6555,          0.2252,          0.1436,          0.2080,          0.0000,          0.0001,          0.4428
          38,        0.308333,          1.2281,          0.0000,          0.7445,          0.5616,          0.8025,          0.0084,          0.1439,          0.2254,          0.8337,          0.8200,          0.2484,          0.1372,          0.2046,          0.0000,          0.0002,          0.4533
          39,        0.316667,          1.2258,          0.0000,          0.7452,          0.5624,          0.8032,          0.0000,          0.1361,          0.2351,          0.8710,          0.9411,          0.2595,          0.1373,          0.2044,          0.0000,          0.0002,          0.4432
          40,        0.325000,          1.2270,          0.0000,          0.7457,          0.5611,          0.8042,          0.0251,          0.1304,          0.2410,          0.9048,          1.0379,          0.2603,          0.1387,          0.2114,          0.0000,          0.0001,          0.4441
          41,        0.333333,          1.2265,          0.0000,          0.7453,          0.5602,          0.8053,          0.0049,          0.1257,          0.2426,          0.9349,          1.1159,          0.2550,          0.1445,          0.2224,          0.3934,          0.0002,          0.4491
          42,        0.341667,          1.2283,          0.0000,          0.7468,          0.5588,          0.8048,          0.0354,          0.1206,          0.2440,          0.9609,          1.1797,          0.2410,          0.1521,          0.2435,          0.7856,          0.0000,          0.4439
          43,        0.350000,          1.2281,          0.0000,          0.7487,          0.5547,          0.8056,          0.0276,          0.1174,          0.2469,          0.9804,          1.2352,          0.2230,          0.1647,          0.2727,          1.0077,          0.0002,          0.4593
          44,        0.358333,          1.2276,          0.0000,          0.7491,          0.5529,          0.8057,          0.0256,          0.1136,          0.2490,          0.9984,          1.2827,          0.2035,          0.1791,          0.3111,          1.1818,          0.9294,          0.4440
          45,        0.366667,          1.2270,          0.0000,          0.7484,          0.5538,          0.8053,          0.0217,          0.1119,          0.2508,          1.0111,          1.3219,          0.1863,          0.1979,          0.3511,          1.3225,          1.5779,          0.4488
          46,        0.375000,          1.2282,          0.0000,          0.7481,          0.5544,          0.8061,          0.0299,          0.1085,          0.2491,          1.0214,          1.3547,          0.1684,          0.2168,          0.3909,          1.4394,          1.7868,          0.4511
          47,        0.383333,          1.2288,          0.0000,          0.7492,          0.5503,          0.8077,          0.0171,          0.1063,          0.2502,          1.0314,          1.3841,          0.1517,          0.2313,          0.4280,          1.5345,          1.9582,          0.4457
          48,        0.391667,          1.2263,          0.0000,          0.7496,          0.5455,          0.8077,          0.0039,          0.1044,          0.2500,          1.0379,          1.3512,          0.1347,          0.2422,          0.4617,          1.6152,          2.1070,          0.4646
          49,        0.400000,          1.2273,          0.0000,          0.7501,          0.5428,          0.8062,          0.0376,          0.1027,          0.2472,          1.0440,          1.0661,          0.1203,          0.2525,          0.4902,          1.6837,          2.2289,          0.4466
          50,        0.408333,          1.2268,          0.0000,          0.7504,          0.5417,          0.8062,          0.0255,          0.1006,          0.2488,          1.0486,          0.7420,          0.1071,          0.2637,          0.5145,          1.7387,          2.3342,          0.4561
          51,        0.416667,          1.2288,          0.0000,          0.7506,          0.5403,          0.8064,          0.0120,          0.0993,          0.2509,          1.0525,          0.5538,          0.0938,          0.2743,          0.5353,          1.7862,          2.4240,          0.4506
          52,        0.425000,          1.2276,          0.0000,          0.7517,          0.5372,          0.8077,          0.0325,          0.0975,          0.2507,          1.0561,          0.4490,          0.0845,          0.2870,          0.5532,          1.8261,          2.4997,          0.4450
          53,        0.433333,          1.2243,          0.0000,          0.7521,          0.5343,          0.8072,          0.0179,          0.0957,          0.2500,          1.0600,          0.3826,          0.0787,          0.3000,          0.5676,          1.8607,          2.5631,          0.4669
          54,        0.441667,          1.2256,          0.0000,          0.7537,          0.5309,          0.8070,          0.0545,          0.0941,          0.2505,          1.0632,          0.3406,          0.0728,          0.3063,          0.5803,          1.8899,          2.6162,          0.4502
          55,        0.450000,          1.2245,          0.0000,          0.7552,          0.5284,          0.8069,          0.0173,          0.0929,          0.2511,          1.0653,          0.3105,          0.0673,          0.3092,          0.5912,          1.9150,          2.6624,          0.4635
          56,        0.458333,          1.2268,          0.0000,          0.7570,          0.5263,          0.8065,          0.0157,          0.0934,          0.2533,          1.0678,          0.2943,          0.0616,          0.3136,          0.6003,          1.9368,          2.7014,          0.4467
          57,        0.466667,          1.2260,          0.0000,          0.7593,          0.5240,          0.8073,          0.0265,          0.0932,          0.2577,          1.0690,          0.2812,          0.0564,          0.3199,          0.6076,          1.9555,          2.7353,          0.4410
          58,        0.475000,          1.2255,          0.0000,          0.7615,          0.5222,          0.8070,          0.0157,          0.0928,          0.2630,          1.0706,          0.2746,          0.0540,          0.3261,          0.6136,          1.9713,          2.7641,          0.4679
          59,        0.483333,          1.2238,          0.0000,          0.7640,          0.5200,          0.8071,          0.0280,          0.0925,          0.2650,          1.0725,          0.2712,          0.0516,          0.3274,          0.6185,          1.9842,          2.7889,          0.4567
          60,        0.491667,          1.2218,          0.0000,          0.7667,          0.5180,          0.8071,          0.0290,          0.0921,          0.2605,          1.0737,          0.2679,          0.0510,          0.3267,          0.6231,          1.9950,          2.8104,          0.4700
          61,        0.500000,          1.2241,          0.0000,          0.7690,          0.5158,          0.8069,          0.0335,          0.0919,          0.2551,          1.0747,          0.2666,          0.0491,          0.3237,          0.6272,          2.0037,          2.8282,          0.4475
          62,        0.508333,          1.2274,          0.0000,          0.7718,          0.5132,          0.8069,          0.0140,          0.0915,          0.2531,          1.0745,          0.2670,          0.0482,          0.3217,          0.6305,          2.0114,          2.8439,          0.4403
          63,        0.516667,          1.2291,          0.0000,          0.7749,          0.5100,          0.8070,          0.0298,          0.0911,          0.2545,          1.0746,          0.2681,          0.0477,          0.3203,          0.6334,          2.0181,          2.8570,          0.4689
          64,        0.525000,          1.2253,          0.0000,          0.7775,          0.5072,          0.8064,          0.0347,          0.0909,          0.2565,          1.0755,          0.2672,          0.0459,          0.3182,          0.6359,          2.0236,          2.8686,          0.4602
          65,        0.533333,          1.2213,          0.0000,          0.7812,          0.5039,          0.8063,          0.0577,          0.0906,          0.2579,          1.0764,          0.2658,          0.0455,          0.3188,          0.6375,          2.0284,          2.8783,          0.4820
          66,        0.541667,          1.2236,          0.0000,          0.7838,          0.5007,          0.8060,          0.0271,          0.0903,          0.2584,          1.0769,          0.2662,          0.0461,          0.3188,          0.6390,          2.0325,          2.8868,          0.4541
          67,        0.550000,          1.2276,          0.0000,          0.7873,          0.4970,          0.8057,          0.0310,          0.0906,          0.2588,          1.0774,          0.2662,          0.0438,          0.3165,          0.6405,          2.0359,          2.8937,          0.4488
          68,        0.558333,          1.2312,          0.0000,          0.7910,          0.4927,          0.8060,          0.0162,          0.0907,          0.2593,          1.0773,          0.2668,          0.0424,          0.3198,          0.6411,          2.0387,          2.8998,          0.4745
          69,        0.566667,          1.2314,          0.0000,          0.7942,          0.4889,          0.8055,          0.0270,          0.0908,          0.2603,          1.0774,          0.2672,          0.0432,          0.3227,          0.6421,          2.0414,          2.9050,          0.4617
          70,        0.575000,          1.2248,          0.0000,          0.7988,          0.4843,          0.8053,          0.0323,          0.0912,          0.2616,          1.0777,          0.2674,          0.0432,          0.3211,          0.6433,          2.0437,          2.9095,          0.4973
          71,        0.583333,          1.2240,          0.0000,          0.8024,          0.4802,          0.8048,          0.0639,          0.0913,          0.2616,          1.0779,          0.2681,          0.0418,          0.3208,          0.6437,          2.0455,          2.9132,          0.4583
          72,        0.591667,          1.2280,          0.0000,          0.8070,          0.4756,          0.8044,          0.0145,          0.0917,          0.2612,          1.0782,          0.2685,          0.0413,          0.3235,          0.6440,          2.0471,          2.9164,          0.4564
          73,        0.600000,          1.2290,          0.0000,          0.8116,          0.4705,          0.8045,          0.0255,          0.0919,          0.2609,          1.0780,          0.2693,          0.0425,          0.3252,          0.6445,          2.0488,          2.9191,          0.4835
          74,        0.608333,          1.2314,          0.0000,          0.8160,          0.4655,          0.8040,          0.0178,          0.0921,          0.2607,          1.0783,          0.2698,          0.0427,          0.3239,          0.6452,          2.0499,          2.9214,          0.4600
          75,        0.616667,          1.2276,          0.0000,          0.8218,          0.4600,          0.8041,          0.0285,          0.0923,          0.2610,          1.0783,          0.2701,          0.0417,          0.3241,          0.6453,          2.0507,          2.9236,          0.5093
          76,        0.625000,          1.2231,          0.0000,          0.8268,          0.4548,          0.8032,          0.0188,          0.0925,          0.2611,          1.0783,          0.2707,          0.0397,          0.3278,          0.6452,          2.0517,          2.9253,          0.4644
          77,        0.633333,          1.2277,          0.0000,          0.8325,          0.4491,          0.8030,          0.0236,          0.0928,          0.2615,          1.0785,          0.2708,          0.0397,          0.3327,          0.6451,          2.0525,          2.9267,          0.4552
          78,        0.641667,          1.2291,          0.0000,          0.8380,          0.4433,          0.8026,          0.0286,          0.0930,          0.2618,          1.0784,          0.2714,          0.0414,          0.3339,          0.6450,          2.0531,          2.9279,          0.4750
          79,        0.650000,          1.2281,          0.0000,          0.8444,          0.4367,          0.8025,          0.0334,          0.0933,          0.2623,          1.0786,          0.2716,          0.0420,          0.3306,          0.6457,          2.0534,          2.9290,          0.4623
          80,        0.658333,          1.2270,          0.0000,          0.8512,          0.4300,          0.8022,          0.0173,          0.0935,          0.2630,          1.0785,          0.2719,          0.0416,          0.3288,          0.6460,          2.0539,          2.9299,          0.5154
          81,        0.666667,          1.2214,          0.0000,          0.8579,          0.4235,          0.8012,          0.0686,          0.0940,          0.2636,          1.0788,          0.2720,          0.0412,          0.3299,          0.6459,          2.0545,          2.9306,          0.4690
          82,        0.675000,          1.2258,          0.0000,          0.8652,          0.4165,          0.8013,          0.0300,          0.0943,          0.2647,          1.0787,          0.2723,          0.0414,          0.3317,          0.6457,          2.0550,          2.9314,          0.4607
          83,        0.683333,          1.2307,          0.0000,          0.8722,          0.4095,          0.8006,          0.0221,          0.0948,          0.2652,          1.0787,          0.2724,          0.0423,          0.3323,          0.6456,          2.0552,          2.9319,          0.4648
          84,        0.691667,          1.2304,          0.0000,          0.8802,          0.4018,          0.8009,          0.0396,          0.0954,          0.2660,          1.0788,          0.2724,          0.0430,          0.3313,          0.6457,          2.0552,          2.9324,          0.4703
          85,        0.700000,          1.2245,          0.0000,          0.8886,          0.3940,          0.8004,          0.0240,          0.0956,          0.2668,          1.0786,          0.2728,          0.0437,          0.3303,          0.6459,          2.0556,          2.9328,          0.5175
          86,        0.708333,          1.2236,          0.0000,          0.8971,          0.3861,          0.7995,          0.0168,          0.0963,          0.2676,          1.0790,          0.2727,          0.0441,          0.3297,          0.6463,          2.0557,          2.9331,          0.4765
          87,        0.716667,          1.2234,          0.0000,          0.9062,          0.3780,          0.7993,          0.0198,          0.0967,          0.2683,          1.0787,          0.2729,          0.0446,          0.3302,          0.6464,          2.0560,          2.9334,          0.4724
          88,        0.725000,          1.2320,          0.0000,          0.9151,          0.3698,          0.7983,          0.0138,          0.0973,          0.2686,          1.0790,          0.2730,          0.0452,          0.3312,          0.6466,          2.0561,          2.9336,          0.4666
          89,        0.733333,          1.2338,          0.0000,          0.9251,          0.3609,          0.7984,          0.0211,          0.0979,          0.2694,          1.0790,          0.2730,          0.0456,          0.3322,          0.6466,          2.0561,          2.9340,          0.4676
          90,        0.741667,          1.2246,          0.0000,          0.9358,          0.3524,          0.7978,          0.0205,          0.0982,          0.2699,          1.0788,          0.2733,          0.0463,          0.3336,          0.6466,          2.0562,          2.9341,          0.5244
          91,        0.750000,          1.2271,          0.0000,          0.9468,          0.3438,          0.7974,          0.0252,          0.0990,          0.2708,          1.0791,          0.2732,          0.0466,          0.3351,          0.6468,          2.0562,          2.9343,          0.4864
          92,        0.758333,          1.2213,          0.0000,          0.9583,          0.3351,          0.7971,          0.0265,          0.0995,          0.2719,          1.0789,          0.2735,          0.0472,          0.3367,          0.6467,          2.0563,          2.9344,          0.4860
          93,        0.766667,          1.2313,          0.0000,          0.9698,          0.3264,          0.7961,          0.0112,          0.1003,          0.2728,          1.0790,          0.2736,          0.0479,          0.3384,          0.6469,          2.0564,          2.9344,          0.4717
          94,        0.775000,          1.2331,          0.0000,          0.9817,          0.3171,          0.7963,          0.0318,          0.1010,          0.2741,          1.0789,          0.2737,          0.0486,          0.3399,          0.6468,          2.0563,          2.9346,          0.4561
          95,        0.783333,          1.2292,          0.0000,          0.9941,          0.3080,          0.7956,          0.0144,          0.1015,          0.2751,          1.0789,          0.2740,          0.0494,          0.3416,          0.6468,          2.0565,          2.9346,          0.5323
          96,        0.791667,          1.2263,          0.0000,          1.0068,          0.2989,          0.7950,          0.0182,          0.1024,          0.2765,          1.0792,          0.2740,          0.0502,          0.3430,          0.6469,          2.0564,          2.9347,          0.4886
          97,        0.800000,          1.2220,          0.0000,          1.0199,          0.2901,          0.7946,          0.0329,          0.1031,          0.2779,          1.0790,          0.2743,          0.0511,          0.3446,          0.6469,          2.0565,          2.9347,          0.4995
          98,        0.808333,          1.2291,          0.0000,          1.0326,          0.2814,          0.7939,          0.0223,          0.1039,          0.2793,          1.0791,          0.2745,          0.0522,          0.3461,          0.6470,          2.0565,          2.9348,          0.4693
          99,        0.816667,          1.2306,          0.0000,          1.0456,          0.2722,          0.7939,          0.0180,          0.1049,          0.2809,          1.0791,          0.2746,          0.0532,          0.3477,          0.6469,          2.0565,          2.9348,          0.4549
         100,        0.825000,          1.2313,          0.0000,          1.0592,          0.2634,          0.7935,          0.0348,          0.1056,          0.2823,          1.0791,          0.2749,          0.0544,          0.3494,          0.6469,          2.0565,          2.9348,          0.5257
         101,        0.833333,          1.2252,          0.0000,          1.0731,          0.2546,          0.7932,          0.0304,          0.1067,          0.2840,          1.0793,          0.2751,          0.0556,          0.3511,          0.6469,          2.0565,          2.9348,          0.4836
         102,        0.841667,          1.2243,          0.0000,          1.0890,          0.2463,          0.7929,          0.0218,          0.1075,          0.2857,          1.0791,          0.2754,          0.0569,          0.3530,          0.6469,          2.0565,          2.9349,          0.5103
         103,        0.850000,          1.2261,          0.0000,          1.1057,          0.2384,          0.7922,          0.0266,          0.1086,          0.2875,          1.0793,          0.2756,          0.0582,          0.3550,          0.6469,          2.0564,          2.9348,          0.4645
         104,        0.858333,          1.2294,          0.0000,          1.1225,          0.2303,          0.7925,          0.0140,          0.1097,          0.2897,          1.0793,          0.2759,          0.0596,          0.3571,          0.6468,          2.0564,          2.9350,          0.4611
         105,        0.866667,          1.2289,          0.0000,          1.1387,          0.2226,          0.7922,          0.0151,          0.1107,          0.2917,          1.0793,          0.2763,          0.0612,          0.3593,          0.6466,          2.0565,          2.9349,          0.5148
         106,        0.875000,          1.2272,          0.0000,          1.1535,          0.2152,          0.7922,          0.0145,          0.1121,          0.2940,          1.0795,          0.2765,          0.0627,          0.3617,          0.6464,          2.0564,          2.9349,          0.4832
         107,        0.883333,          1.2242,          0.0000,          1.1680,          0.2082,          0.7923,          0.0130,          0.1131,          0.2966,          1.0793,          0.2768,          0.0644,          0.3642,          0.6461,          2.0564,          2.9349,          0.5149
         108,        0.891667,          1.2246,          0.0000,          1.1808,          0.2018,          0.7926,          0.0274,          0.1144,          0.2991,          1.0796,          0.2771,          0.0661,          0.3669,          0.6459,          2.0564,          2.9349,          0.4657
         109,        0.900000,          1.2292,          0.0000,          1.1924,          0.1953,          0.7926,          0.0528,          0.1158,          0.3019,          1.0795,          0.2774,          0.0680,          0.3698,          0.6455,          2.0563,          2.9349,          0.4583
         110,        0.908333,          1.2281,          0.0000,          1.2030,          0.1892,          0.7925,          0.0233,          0.1171,          0.3046,          1.0796,          0.2779,          0.0699,          0.3730,          0.6452,          2.0563,          2.9348,          0.5121
         111,        0.916667,          1.2290,          0.0000,          1.2125,          0.1835,          0.7928,          0.0208,          0.1188,          0.3077,          1.0798,          0.2782,          0.0718,          0.3761,          0.6449,          2.0562,          2.9348,          0.4909
         112,        0.925000,          1.2219,          0.0000,          1.2206,          0.1782,          0.7933,          0.0181,          0.1202,          0.3109,          1.0796,          0.2787,          0.0740,          0.3795,          0.6443,          2.0563,          2.9348,          0.5182
         113,        0.933333,          1.2257,          0.0000,          1.2241,          0.1737,          0.7941,          0.0365,          0.1217,          0.3143,          1.0799,          0.2791,          0.0762,          0.3832,          0.6439,          2.0562,          2.9348,          0.4706
         114,        0.941667,          1.2281,          0.0000,          1.2261,          0.1689,          0.7945,          0.0151,          0.1234,          0.3179,          1.0799,          0.2796,          0.0784,          0.3873,          0.6431,          2.0562,          2.9348,          0.4526
         115,        0.950000,          1.2308,          0.0000,          1.2274,          0.1646,          0.7948,          0.0720,          0.1249,          0.3216,          1.0800,          0.2801,          0.0810,          0.3915,          0.6424,          2.0562,          2.9347,          0.5099
         116,        0.958333,          1.2278,          0.0000,          1.2285,          0.1606,          0.7952,          0.0220,          0.1268,          0.3257,          1.0801,          0.2806,          0.0834,          0.3959,          0.6424,          2.0561,          2.9348,          0.4922
         117,        0.966667,          1.2224,          0.0000,          1.2293,          0.1568,          0.7960,          0.0327,          0.1285,          0.3297,          1.0801,          0.2812,          0.0861,          0.4006,          0.6424,          2.0560,          2.9347,          0.5297
         118,        0.975000,          1.2268,          0.0000,          1.2298,          0.1538,          0.7967,          0.0233,          0.1305,          0.3340,          1.0802,          0.2818,          0.0889,          0.4055,          0.6422,          2.0560,          2.9348,          0.4744
         119,        0.983333,          1.2286,          0.0000,          1.2290,          0.1504,          0.7977,          0.0100,          0.1323,          0.3389,          1.0803,          0.2824,          0.0918,          0.4104,          0.6420,          2.0560,          2.9348,          0.4563
         120,        0.991667,          1.2333,          0.0000,          1.2281,          0.1475,          0.7981,          0.0212,          0.1343,          0.3437,          1.0803,          0.2831,          0.0947,          0.4157,          0.6418,          2.0560,          2.9347,          0.4942
         121,        1.000000,          1.2280,          0.0000,          1.2261,          0.1450,          0.7985,          0.0164,          0.1365,          0.3488,          1.0806,          0.2837,          0.0978,          0.4211,          0.6415,          2.0559,          2.9347,          0.4829
         122,        1.008333,          1.2259,          0.0000,          1.2247,          0.1423,          0.7993,          0.0279,          0.1387,          0.3543,          1.0805,          0.2845,          0.1011,          0.4268,          0.6410,          2.0559,          2.9347,          0.5456
         123,        1.016667,          1.2254,          0.0000,          1.2219,          0.1403,          0.8002,          0.0241,          0.1411,          0.3600,          1.0807,          0.2853,          0.1044,          0.4328,          0.6406,          2.0559,          2.9346,          0.4755
         124,        1.025000,          1.2304,          0.0000,          1.2187,          0.1381,          0.8013,          0.0295,          0.1434,          0.3663,          1.0808,          0.2861,          0.1079,          0.4394,          0.6400,          2.0558,          2.9348,          0.4668
         125,        1.033333,          1.2343,          0.0000,          1.2150,          0.1363,          0.8016,          0.0282,          0.1459,          0.3727,          1.0810,          0.2871,          0.1116,          0.4465,          0.6388,          2.0558,          2.9347,          0.4790
         126,        1.041667,          1.2321,          0.0000,          1.2111,          0.1348,          0.8019,          0.0096,          0.1485,          0.3793,          1.0811,          0.2880,          0.1153,          0.4538,          0.6381,          2.0557,          2.9347,          0.4809
