"   Time (h) ","iStep     ","nRS_NaNs","nRS_HCNs","dtTarget    ","tLastMax    ","H V In      ","H V Out     ","Es HX V In  ","Es HX V Out ","x1D HX V In ","x1D HX V Out","S/RF Vol In ","S/RF Vol Out","Es SX V In  ","Es SX V Out ","x1D SX V In ","x1D SX V Out","V In-Out    ","dVol        ","V Err       ","Total V     ","Q ME (%)"
         0.000,           0,         0,         0, 0.2500000E-01,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  41.95756    ,     0.000
         4.000,       56553,         0,         0, 0.2535712    ,  3.999720    ,  1.171464    ,  16911.70    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  28800.00    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  11889.47    ,  11889.47    , 0.1228908E-03,  11931.43    ,     0.000
         4.500,       63693,         0,         0, 0.2535674    ,  4.499650    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.3380775E-03,-0.9765625E-03,-0.6384850E-03,  11931.43    ,    -0.000
         5.000,       70833,         0,         0, 0.2535712    ,  4.991597    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.2053976E-03,  0.000000    , 0.2053976E-03,  11931.43    ,     0.000
         5.500,       77973,         0,         0, 0.2535675    ,  5.497129    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.3632903E-03, 0.2929688E-02, 0.2566397E-02,  11931.43    ,     0.000
         6.000,       85113,         0,         0, 0.2535675    ,  5.996919    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  3600.000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.1723170E-03,-0.4882812E-02,-0.4710495E-02,  11931.43    ,    -0.000
         6.000,       85114,         0,         0, 0.2535636    ,  5.996919    ,  0.000000    , 0.2506269    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    , 0.2506256    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,  0.000000    ,-0.1311302E-05, 0.2929688E-02, 0.2930999E-02,  11931.43    ,     0.000
