"InphaseC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_014.tcf]","Time (h)","Q 2 [InphaseC4_014]","Q 3 [InphaseC4_014]","Q 4 [InphaseC4_014]","Q 5 [InphaseC4_014]","Q 6 [InphaseC4_014]","Q 7 [InphaseC4_014]","Q 1 [InphaseC4_014]","Q  8 [InphaseC4_014]"
          45,        0.366667,        -30.0005,        -30.0002,        -29.9995,        -30.0002,        -29.9995,        -29.9997,        -30.0003,        -30.0002
          46,        0.375000,        -29.9997,        -29.9996,        -29.9997,        -29.9995,        -30.0000,        -30.0001,        -30.0000,        -29.9998
          47,        0.383333,        -30.0004,        -30.0000,        -30.0002,        -29.9999,        -30.0003,        -29.9997,        -29.9999,        -30.0001
          48,        0.391667,        -29.9996,        -29.9998,        -30.0002,        -30.0006,        -30.0007,        -30.0000,        -29.9997,        -30.0001
          49,        0.400000,        -30.0000,        -29.9999,        -29.9997,        -30.0003,        -29.9998,        -30.0001,        -30.0002,        -30.0003
          50,        0.408333,        -29.9998,        -30.0000,        -29.9998,        -29.9999,        -29.9996,        -29.9998,        -30.0002,        -29.9995
          51,        0.416667,        -29.9994,        -29.9998,        -29.9996,        -30.0007,        -30.0003,        -30.0000,        -29.9997,        -30.0005
          52,        0.425000,        -30.0001,        -29.9999,        -30.0003,        -29.9997,        -29.9999,        -30.0001,        -30.0001,        -29.9998
          53,        0.433333,        -30.0002,        -30.0000,        -30.0005,        -29.9998,        -30.0001,        -30.0000,        -30.0002,        -30.0003
          54,        0.441667,        -30.0001,        -29.9997,        -30.0003,        -30.0000,        -30.0001,        -29.9998,        -29.9999,        -30.0003
          55,        0.450000,        -30.0005,        -30.0003,        -29.9992,        -30.0002,        -30.0002,        -30.0001,        -30.0003,        -30.0005
          56,        0.458333,        -30.0000,        -30.0004,        -29.9999,        -30.0000,        -29.9994,        -30.0002,        -30.0001,        -30.0009
          57,        0.466667,        -29.9996,        -29.9998,        -30.0002,        -30.0007,        -30.0006,        -29.9996,        -30.0000,        -29.9999
          58,        0.475000,        -29.9998,        -29.9996,        -30.0002,        -30.0003,        -30.0002,        -30.0000,        -30.0003,        -30.0005
          59,        0.483333,        -29.9995,        -30.0001,        -29.9999,        -30.0003,        -30.0004,        -30.0001,        -29.9999,        -30.0007
          60,        0.491667,        -30.0006,        -30.0001,        -30.0006,        -29.9999,        -29.9995,        -30.0000,        -29.9999,        -30.0005
          61,        0.500000,        -29.9999,        -30.0001,        -30.0005,        -30.0000,        -30.0007,        -30.0001,        -29.9997,        -30.0004
          62,        0.508333,        -30.0005,        -30.0001,        -29.9997,        -30.0004,        -30.0002,        -29.9999,        -30.0000,        -29.9998
          63,        0.516667,        -30.0002,        -29.9997,        -30.0001,        -29.9999,        -29.9999,        -30.0001,        -30.0000,        -29.9996
          64,        0.525000,        -29.9994,        -30.0000,        -29.9995,        -30.0001,        -29.9994,        -29.9998,        -29.9999,        -30.0000
          65,        0.533333,        -29.9994,        -30.0003,        -30.0002,        -30.0000,        -29.9997,        -29.9999,        -30.0000,        -30.0002
          66,        0.541667,        -30.0004,        -30.0002,        -29.9993,        -29.9993,        -29.9998,        -29.9998,        -29.9999,        -29.9999
          67,        0.550000,        -30.0003,        -29.9998,        -30.0005,        -30.0001,        -29.9995,        -29.9999,        -29.9997,        -30.0001
          68,        0.558333,        -29.9999,        -29.9999,        -29.9999,        -29.9998,        -30.0000,        -30.0001,        -29.9998,        -30.0001
          69,        0.566667,        -30.0001,        -29.9999,        -29.9998,        -30.0000,        -29.9997,        -30.0001,        -29.9998,        -29.9995
          70,        0.575000,        -30.0000,        -29.9999,        -30.0001,        -30.0002,        -29.9996,        -30.0001,        -30.0000,        -30.0000
          71,        0.583333,        -30.0005,        -29.9997,        -30.0004,        -30.0000,        -30.0002,        -30.0002,        -29.9999,        -30.0002
          72,        0.591667,        -30.0003,        -29.9999,        -30.0000,        -30.0002,        -30.0000,        -30.0002,        -30.0003,        -30.0003
          73,        0.600000,        -30.0002,        -30.0004,        -29.9997,        -29.9996,        -30.0004,        -29.9997,        -30.0000,        -30.0001
          74,        0.608333,        -29.9995,        -30.0001,        -29.9997,        -30.0000,        -30.0002,        -30.0004,        -30.0003,        -30.0002
          75,        0.616667,        -29.9995,        -30.0000,        -29.9998,        -29.9999,        -30.0001,        -30.0001,        -30.0001,        -30.0001
          76,        0.625000,        -29.9995,        -29.9999,        -30.0000,        -30.0004,        -29.9998,        -30.0003,        -29.9997,        -30.0000
          77,        0.633333,        -30.0003,        -30.0001,        -29.9998,        -30.0001,        -30.0001,        -30.0000,        -30.0001,        -29.9996
          78,        0.641667,        -29.9999,        -30.0001,        -29.9996,        -29.9999,        -30.0002,        -30.0001,        -30.0000,        -29.9999
          79,        0.650000,        -29.9999,        -30.0000,        -29.9996,        -29.9998,        -30.0000,        -30.0002,        -29.9998,        -30.0003
          80,        0.658333,        -29.9999,        -30.0000,        -30.0000,        -30.0000,        -30.0000,        -30.0004,        -29.9999,        -29.9999
          81,        0.666667,        -29.9994,        -29.9996,        -29.9995,        -30.0002,        -29.9998,        -29.9999,        -30.0003,        -29.9992
          82,        0.675000,        -30.0001,        -30.0003,        -29.9993,        -30.0005,        -29.9998,        -30.0000,        -29.9999,        -30.0003
          83,        0.683333,        -30.0002,        -30.0001,        -30.0004,        -30.0001,        -29.9997,        -30.0002,        -29.9999,        -30.0004
          84,        0.691667,        -30.0003,        -30.0004,        -30.0003,        -30.0000,        -29.9997,        -30.0002,        -30.0002,        -30.0000
          85,        0.700000,        -30.0002,        -30.0002,        -30.0005,        -30.0003,        -29.9994,        -30.0001,        -30.0000,        -30.0006
          86,        0.708333,        -29.9999,        -29.9999,        -29.9990,        -29.9995,        -30.0003,        -30.0001,        -30.0001,        -29.9998
          87,        0.716667,        -30.0009,        -29.9997,        -30.0003,        -30.0001,        -30.0001,        -30.0001,        -30.0004,        -30.0001
          88,        0.725000,        -30.0004,        -29.9999,        -29.9999,        -29.9997,        -30.0000,        -29.9997,        -30.0000,        -30.0004
          89,        0.733333,        -29.9999,        -29.9999,        -29.9998,        -29.9999,        -30.0002,        -30.0002,        -30.0000,        -29.9997
          90,        0.741667,        -29.9995,        -29.9999,        -29.9997,        -30.0000,        -30.0002,        -30.0002,        -30.0001,        -29.9996
          91,        0.750000,        -30.0010,        -30.0001,        -29.9999,        -30.0000,        -30.0004,        -30.0002,        -30.0000,        -30.0003
          92,        0.758333,        -29.9999,        -29.9996,        -29.9997,        -30.0000,        -30.0001,        -30.0002,        -30.0000,        -30.0005
          93,        0.766667,        -30.0000,        -30.0002,        -29.9999,        -30.0000,        -29.9994,        -30.0003,        -30.0003,        -30.0001
          94,        0.775000,        -30.0000,        -30.0000,        -29.9994,        -29.9998,        -29.9997,        -30.0003,        -30.0001,        -29.9994
          95,        0.783333,        -30.0000,        -29.9999,        -30.0003,        -30.0003,        -30.0011,        -30.0003,        -30.0001,        -30.0004
          96,        0.791667,        -29.9998,        -29.9998,        -29.9997,        -29.9997,        -29.9999,        -30.0000,        -30.0001,        -30.0001
          97,        0.800000,        -29.9998,        -29.9999,        -30.0002,        -30.0004,        -30.0000,        -29.9998,        -30.0002,        -30.0004
          98,        0.808333,        -30.0006,        -30.0001,        -30.0000,        -30.0001,        -30.0001,        -29.9997,        -29.9999,        -30.0011
          99,        0.816667,        -30.0000,        -29.9999,        -29.9997,        -29.9998,        -30.0004,        -30.0000,        -29.9999,        -30.0008
         100,        0.825000,        -30.0000,        -29.9999,        -30.0000,        -30.0000,        -30.0000,        -30.0002,        -29.9996,        -30.0000
         101,        0.833333,        -29.9998,        -30.0006,        -30.0004,        -29.9997,        -30.0004,        -30.0000,        -30.0002,        -29.9997
         102,        0.841667,        -30.0004,        -30.0000,        -30.0001,        -30.0000,        -30.0001,        -30.0000,        -30.0001,        -29.9999
         103,        0.850000,        -30.0000,        -29.9998,        -30.0001,        -30.0000,        -29.9998,        -30.0000,        -29.9997,        -30.0001
         104,        0.858333,        -30.0001,        -30.0000,        -30.0003,        -30.0002,        -29.9996,        -30.0000,        -30.0002,        -29.9999
         105,        0.866667,        -29.9999,        -29.9999,        -30.0000,        -29.9997,        -29.9995,        -30.0000,        -30.0002,        -29.9996
         106,        0.875000,        -30.0005,        -29.9999,        -30.0006,        -29.9995,        -30.0007,        -30.0002,        -30.0000,        -30.0003
         107,        0.883333,        -30.0002,        -30.0001,        -30.0004,        -29.9996,        -30.0002,        -30.0001,        -30.0000,        -30.0007
         108,        0.891667,        -30.0002,        -30.0000,        -29.9999,        -30.0003,        -30.0011,        -29.9999,        -29.9999,        -29.9999
         109,        0.900000,        -29.9996,        -30.0000,        -29.9993,        -30.0000,        -30.0005,        -29.9998,        -29.9998,        -30.0003
         110,        0.908333,        -29.9998,        -29.9999,        -30.0000,        -30.0002,        -30.0007,        -30.0002,        -30.0000,        -29.9997
         111,        0.916667,        -30.0007,        -30.0002,        -29.9993,        -30.0001,        -30.0005,        -29.9998,        -30.0002,        -29.9996
         112,        0.925000,        -29.9998,        -29.9999,        -29.9999,        -29.9997,        -30.0003,        -30.0000,        -30.0001,        -29.9998
         113,        0.933333,        -29.9999,        -29.9998,        -30.0005,        -29.9998,        -30.0005,        -29.9999,        -29.9999,        -30.0004
         114,        0.941667,        -30.0005,        -30.0000,        -29.9996,        -30.0000,        -29.9997,        -29.9997,        -30.0001,        -30.0004
         115,        0.950000,        -30.0001,        -29.9996,        -30.0002,        -30.0005,        -29.9990,        -30.0001,        -29.9999,        -30.0004
         116,        0.958333,        -29.9997,        -29.9999,        -30.0000,        -29.9995,        -29.9996,        -30.0001,        -29.9997,        -29.9993
         117,        0.966667,        -30.0002,        -30.0002,        -30.0002,        -29.9999,        -30.0008,        -29.9998,        -30.0002,        -30.0003
         118,        0.975000,        -29.9998,        -30.0003,        -30.0004,        -30.0002,        -30.0002,        -30.0001,        -29.9998,        -30.0000
         119,        0.983333,        -29.9995,        -29.9997,        -29.9997,        -30.0001,        -30.0000,        -29.9997,        -30.0002,        -29.9999
         120,        0.991667,        -29.9997,        -29.9999,        -29.9995,        -30.0002,        -29.9996,        -30.0001,        -29.9999,        -30.0001
         121,        1.000000,        -30.0004,        -30.0003,        -29.9999,        -30.0002,        -30.0001,        -30.0001,        -30.0001,        -29.9996
         122,        1.008333,        -30.0002,        -30.0001,        -30.0000,        -30.0001,        -29.9997,        -29.9999,        -30.0000,        -29.9996
         123,        1.016667,        -29.9997,        -29.9999,        -29.9995,        -30.0001,        -29.9994,        -30.0000,        -30.0001,        -29.9999
         124,        1.025000,        -29.9997,        -29.9996,        -30.0001,        -30.0001,        -29.9998,        -30.0003,        -29.9997,        -29.9994
         125,        1.033333,        -30.0008,        -30.0002,        -30.0000,        -29.9996,        -30.0009,        -30.0001,        -30.0000,        -30.0001
         126,        1.041667,        -29.9999,        -30.0002,        -30.0005,        -30.0000,        -30.0010,        -29.9999,        -30.0002,        -29.9993
         127,        1.050000,        -29.9997,        -30.0000,        -29.9992,        -30.0004,        -30.0002,        -30.0001,        -29.9999,        -30.0007
         128,        1.058333,        -29.9999,        -29.9998,        -30.0002,        -30.0002,        -29.9998,        -30.0001,        -30.0002,        -30.0003
         129,        1.066667,        -30.0001,        -30.0002,        -29.9996,        -30.0001,        -30.0007,        -29.9998,        -29.9999,        -30.0001
         130,        1.075000,        -30.0003,        -30.0002,        -29.9997,        -30.0002,        -29.9995,        -29.9999,        -29.9996,        -30.0005
         131,        1.083333,        -30.0000,        -30.0002,        -29.9997,        -30.0006,        -30.0002,        -30.0002,        -30.0001,        -30.0011
         132,        1.091667,        -29.9993,        -29.9999,        -30.0003,        -29.9999,        -29.9990,        -30.0003,        -30.0002,        -29.9999
         133,        1.100000,        -29.9993,        -29.9999,        -30.0004,        -30.0004,        -30.0001,        -30.0002,        -29.9999,        -30.0005
         134,        1.108333,        -30.0007,        -30.0003,        -29.9998,        -30.0004,        -29.9999,        -29.9999,        -29.9999,        -30.0000
         135,        1.116667,        -30.0000,        -30.0004,        -30.0002,        -30.0000,        -30.0000,        -29.9997,        -29.9996,        -29.9994
         136,        1.125000,        -29.9999,        -29.9999,        -29.9999,        -30.0003,        -30.0003,        -30.0002,        -30.0001,        -29.9998
         137,        1.133333,        -29.9995,        -29.9999,        -29.9995,        -29.9999,        -29.9998,        -29.9999,        -30.0000,        -30.0008
         138,        1.141667,        -29.9999,        -30.0000,        -30.0001,        -30.0000,        -30.0007,        -30.0001,        -29.9999,        -29.9999
         139,        1.150000,        -30.0005,        -29.9999,        -29.9998,        -30.0001,        -29.9996,        -30.0001,        -29.9998,        -30.0002
         140,        1.158333,        -29.9996,        -29.9998,        -30.0005,        -30.0003,        -29.9997,        -30.0000,        -30.0001,        -30.0007
         141,        1.166667,        -29.9995,        -30.0002,        -30.0001,        -30.0002,        -30.0001,        -30.0001,        -30.0004,        -30.0005
         142,        1.175000,        -29.9995,        -29.9997,        -29.9997,        -30.0003,        -29.9995,        -30.0000,        -30.0003,        -30.0002
         143,        1.183333,        -29.9994,        -29.9998,        -30.0003,        -29.9997,        -30.0002,        -29.9998,        -29.9999,        -29.9996
         144,        1.191667,        -30.0006,        -30.0001,        -30.0005,        -30.0004,        -29.9994,        -29.9998,        -30.0001,        -30.0001
         145,        1.200000,        -30.0003,        -29.9999,        -30.0004,        -30.0003,        -30.0005,        -30.0004,        -30.0000,        -30.0001
         146,        1.208333,        -30.0001,        -30.0001,        -29.9995,        -30.0001,        -29.9995,        -29.9999,        -30.0002,        -29.9995
         147,        1.216667,        -30.0000,        -30.0001,        -30.0007,        -30.0000,        -30.0002,        -30.0000,        -30.0002,        -29.9997
         148,        1.225000,        -29.9998,        -30.0000,        -29.9997,        -30.0003,        -30.0003,        -29.9999,        -30.0000,        -30.0003
         149,        1.233333,        -30.0002,        -30.0000,        -30.0001,        -30.0000,        -29.9992,        -30.0001,        -30.0004,        -30.0005
         150,        1.241667,        -29.9998,        -29.9996,        -30.0005,        -29.9999,        -30.0005,        -30.0001,        -30.0001,        -29.9993
         151,        1.250000,        -30.0007,        -29.9999,        -29.9996,        -30.0002,        -29.9997,        -29.9997,        -30.0000,        -30.0001
         152,        1.258333,        -30.0001,        -30.0003,        -30.0000,        -30.0001,        -30.0003,        -29.9998,        -30.0000,        -30.0000
         153,        1.266667,        -30.0004,        -29.9999,        -30.0004,        -29.9996,        -30.0001,        -29.9999,        -30.0002,        -29.9999
         154,        1.275000,        -30.0002,        -29.9999,        -29.9998,        -30.0000,        -30.0002,        -30.0000,        -29.9998,        -30.0005
         155,        1.283333,        -30.0004,        -30.0000,        -29.9994,        -30.0000,        -30.0008,        -30.0000,        -29.9998,        -29.9999
         156,        1.291667,        -30.0001,        -30.0000,        -30.0000,        -30.0004,        -29.9995,        -30.0004,        -29.9998,        -30.0009
         157,        1.300000,        -30.0001,        -29.9999,        -30.0005,        -30.0000,        -29.9998,        -30.0001,        -29.9997,        -30.0000
         158,        1.308333,        -30.0000,        -30.0000,        -29.9991,        -30.0001,        -30.0000,        -30.0002,        -29.9998,        -29.9993
         159,        1.316667,        -30.0002,        -29.9998,        -29.9997,        -29.9995,        -29.9998,        -29.9998,        -29.9999,        -29.9999
         160,        1.325000,        -30.0004,        -29.9999,        -29.9997,        -30.0000,        -29.9997,        -30.0000,        -30.0000,        -29.9994
         161,        1.333333,        -30.0007,        -30.0002,        -30.0003,        -30.0002,        -30.0005,        -30.0000,        -29.9997,        -30.0007
         162,        1.341667,        -30.0000,        -29.9999,        -29.9994,        -29.9999,        -30.0003,        -29.9998,        -30.0000,        -29.9997
         163,        1.350000,        -30.0001,        -29.9998,        -30.0000,        -30.0000,        -30.0004,        -30.0000,        -30.0001,        -29.9995
         164,        1.358333,        -29.9996,        -29.9997,        -29.9998,        -29.9997,        -30.0000,        -29.9998,        -29.9999,        -30.0004
         165,        1.366667,        -30.0001,        -29.9999,        -30.0000,        -29.9998,        -29.9988,        -29.9999,        -29.9997,        -29.9993
         166,        1.375000,        -29.9999,        -30.0001,        -30.0002,        -29.9998,        -29.9993,        -29.9997,        -29.9997,        -30.0000
         167,        1.383333,        -29.9999,        -30.0001,        -29.9997,        -30.0000,        -30.0004,        -29.9999,        -30.0002,        -30.0013
         168,        1.391667,        -30.0000,        -30.0001,        -29.9998,        -29.9993,        -30.0001,        -29.9999,        -30.0002,        -30.0000
         169,        1.400000,        -30.0005,        -30.0003,        -30.0002,        -29.9995,        -30.0007,        -30.0000,        -29.9998,        -29.9997
         170,        1.408333,        -29.9995,        -29.9999,        -30.0000,        -30.0002,        -30.0000,        -30.0000,        -30.0001,        -30.0007
         171,        1.416667,        -29.9995,        -29.9999,        -29.9999,        -30.0005,        -29.9995,        -30.0000,        -29.9999,        -30.0002
         172,        1.425000,        -30.0008,        -29.9997,        -29.9996,        -30.0000,        -29.9998,        -30.0002,        -30.0001,        -30.0000
         173,        1.433333,        -30.0000,        -29.9998,        -30.0000,        -30.0001,        -29.9998,        -30.0000,        -30.0002,        -30.0004
         174,        1.441667,        -30.0001,        -30.0003,        -30.0003,        -30.0003,        -30.0005,        -29.9997,        -30.0002,        -29.9999
         175,        1.450000,        -29.9997,        -29.9998,        -30.0007,        -29.9996,        -30.0003,        -29.9999,        -30.0001,        -29.9999
         176,        1.458333,        -30.0004,        -30.0003,        -29.9998,        -30.0003,        -30.0000,        -30.0004,        -30.0000,        -30.0006
         177,        1.466667,        -30.0000,        -30.0001,        -29.9993,        -30.0002,        -29.9997,        -29.9999,        -30.0001,        -29.9999
         178,        1.475000,        -30.0007,        -30.0001,        -29.9998,        -29.9999,        -30.0000,        -30.0001,        -29.9997,        -30.0006
         179,        1.483333,        -30.0000,        -30.0001,        -30.0000,        -30.0003,        -30.0001,        -30.0003,        -30.0002,        -30.0001
         180,        1.491667,        -30.0005,        -30.0000,        -30.0000,        -29.9998,        -30.0002,        -30.0001,        -30.0002,        -30.0006
         181,        1.500000,        -29.9996,        -29.9998,        -29.9999,        -30.0001,        -30.0000,        -30.0001,        -29.9999,        -29.9999
         182,        1.508333,        -29.9997,        -30.0002,        -29.9997,        -30.0001,        -30.0003,        -30.0005,        -30.0000,        -29.9993
         183,        1.516667,        -29.9992,        -30.0004,        -30.0002,        -30.0005,        -29.9997,        -29.9999,        -29.9998,        -29.9998
         184,        1.525000,        -30.0005,        -30.0001,        -29.9994,        -30.0000,        -30.0008,        -30.0002,        -29.9999,        -30.0000
         185,        1.533333,        -29.9995,        -30.0002,        -30.0001,        -30.0000,        -29.9998,        -29.9999,        -30.0000,        -30.0004
         186,        1.541667,        -30.0004,        -30.0001,        -30.0006,        -30.0000,        -29.9993,        -29.9997,        -30.0000,        -30.0003
         187,        1.550000,        -30.0004,        -29.9999,        -29.9999,        -29.9995,        -30.0004,        -29.9996,        -30.0001,        -30.0001
         188,        1.558333,        -29.9999,        -29.9999,        -30.0002,        -30.0002,        -29.9995,        -29.9999,        -29.9998,        -29.9998
         189,        1.566667,        -30.0002,        -29.9995,        -30.0002,        -30.0001,        -29.9998,        -30.0000,        -30.0000,        -30.0005
         190,        1.575000,        -30.0003,        -29.9997,        -30.0004,        -30.0004,        -30.0001,        -29.9999,        -30.0001,        -30.0001
         191,        1.583333,        -29.9996,        -29.9999,        -29.9999,        -29.9999,        -29.9997,        -30.0001,        -30.0001,        -29.9997
         192,        1.591667,        -30.0002,        -30.0000,        -30.0000,        -29.9998,        -30.0001,        -30.0001,        -30.0002,        -30.0002
         193,        1.600000,        -29.9999,        -30.0004,        -29.9999,        -30.0003,        -30.0007,        -30.0000,        -29.9998,        -30.0001
         194,        1.608333,        -29.9996,        -30.0001,        -29.9995,        -29.9998,        -30.0001,        -30.0004,        -30.0002,        -29.9994
         195,        1.616667,        -30.0001,        -30.0001,        -29.9997,        -30.0000,        -29.9995,        -30.0005,        -30.0001,        -29.9997
         196,        1.625000,        -29.9997,        -30.0000,        -29.9999,        -29.9995,        -29.9997,        -30.0002,        -29.9997,        -29.9999
         197,        1.633333,        -29.9999,        -29.9996,        -29.9997,        -30.0002,        -29.9997,        -30.0002,        -30.0001,        -29.9999
         198,        1.641667,        -30.0001,        -30.0001,        -29.9994,        -30.0003,        -30.0001,        -30.0002,        -30.0000,        -30.0002
         199,        1.650000,        -30.0008,        -30.0001,        -30.0005,        -29.9989,        -29.9998,        -29.9999,        -30.0001,        -29.9997
         200,        1.658333,        -29.9999,        -30.0002,        -29.9996,        -29.9990,        -30.0002,        -30.0000,        -30.0000,        -30.0001
         201,        1.666667,        -29.9997,        -30.0001,        -30.0000,        -30.0000,        -29.9999,        -30.0001,        -29.9999,        -29.9998
         202,        1.675000,        -30.0001,        -29.9999,        -29.9998,        -29.9997,        -29.9994,        -29.9998,        -30.0000,        -30.0004
         203,        1.683333,        -30.0001,        -30.0000,        -29.9997,        -30.0000,        -29.9997,        -30.0000,        -29.9997,        -30.0000
         204,        1.691667,        -30.0005,        -30.0002,        -30.0004,        -30.0000,        -29.9991,        -30.0000,        -30.0001,        -30.0001
         205,        1.700000,        -29.9998,        -29.9999,        -29.9992,        -30.0001,        -30.0005,        -30.0002,        -29.9999,        -29.9996
         206,        1.708333,        -30.0000,        -30.0001,        -30.0000,        -29.9999,        -29.9998,        -30.0002,        -30.0002,        -30.0000
         207,        1.716667,        -30.0001,        -30.0001,        -30.0000,        -29.9995,        -30.0000,        -29.9998,        -30.0000,        -29.9996
         208,        1.725000,        -29.9999,        -29.9996,        -30.0002,        -29.9997,        -30.0002,        -30.0004,        -30.0001,        -29.9996
         209,        1.733333,        -30.0002,        -29.9997,        -30.0003,        -29.9999,        -29.9994,        -29.9997,        -30.0003,        -30.0006
