"InphaseC4_014 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_014.tcf]","Time (h)","Q 2 [InphaseC4_014]","Q 3 [InphaseC4_014]","Q 4 [InphaseC4_014]","Q 5 [InphaseC4_014]","Q 6 [InphaseC4_014]","Q 7 [InphaseC4_014]","Q 1 [InphaseC4_014]","Q  8 [InphaseC4_014]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -28.1762,         -0.0005
           3,        0.016667,        -24.4726,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,        -30.0522,         -0.0008
           4,        0.025000,        -21.7506,         -1.2222,          0.0000,          0.0000,          0.0000,          0.0004,        -30.0062,         -0.0013
           5,        0.033333,        -19.9952,        -10.5479,          0.0000,          0.0000,          0.0000,          0.0002,        -30.0015,          0.0021
           6,        0.041667,        -23.1364,        -15.2180,         -9.5509,          0.0000,         -0.0006,          0.0003,        -28.4083,          0.0001
           7,        0.050000,        -26.0705,        -20.2198,        -13.1522,          0.0000,          0.0005,         -0.0001,        -28.9558,         -0.0007
           8,        0.058333,        -27.3483,        -23.9104,        -15.1874,         -2.7485,          0.0003,         -0.0004,        -29.2384,         -0.0008
           9,        0.066667,        -28.1087,        -26.0231,        -18.4498,         -7.8025,          0.0002,          0.0002,        -29.3659,          0.0003
          10,        0.075000,        -28.7793,        -27.3727,        -21.3160,        -13.4137,         -0.0212,          0.0007,        -29.5665,         -0.0008
          11,        0.083333,        -29.2511,        -28.3194,        -23.5755,        -18.0260,         -9.1041,          0.0003,        -29.7361,          0.0003
          12,        0.091667,        -29.5181,        -28.9393,        -25.5187,        -21.6027,        -12.9722,         -4.3167,        -29.8304,          0.0007
          13,        0.100000,        -29.6840,        -29.3218,        -26.9597,        -24.2801,        -16.0377,         -9.2337,        -29.8855,         -7.0441
          14,        0.108333,        -29.7960,        -29.5628,        -27.9337,        -26.1519,        -19.6460,        -13.8423,        -29.9250,        -12.4423
          15,        0.116667,        -29.8732,        -29.7215,        -28.6078,        -27.4168,        -22.6346,        -18.5605,        -29.9527,        -19.8153
          16,        0.125000,        -29.9185,        -29.8233,        -29.0715,        -28.2721,        -24.6439,        -22.9972,        -29.9710,        -23.7672
          17,        0.133333,        -29.9478,        -29.8872,        -29.3868,        -28.8541,        -26.1460,        -24.3070,        -29.9810,        -24.7567
          18,        0.141667,        -29.9664,        -29.9280,        -29.5939,        -29.2408,        -27.3295,        -25.6704,        -29.9875,        -25.4981
          19,        0.150000,        -29.9787,        -29.9542,        -29.7313,        -29.4967,        -28.1590,        -26.8613,        -29.9919,        -26.4029
          20,        0.158333,        -29.9867,        -29.9708,        -29.8227,        -29.6685,        -28.7285,        -27.7050,        -29.9949,        -27.3660
          21,        0.166667,        -29.9914,        -29.9814,        -29.8845,        -29.7811,        -29.1174,        -28.4468,        -29.9968,        -28.2371
          22,        0.175000,        -29.9940,        -29.9874,        -29.9235,        -29.8560,        -29.3929,        -28.9564,        -29.9981,        -28.8527
          23,        0.183333,        -29.9965,        -29.9923,        -29.9493,        -29.9050,        -29.5859,        -29.2891,        -29.9989,        -29.2363
          24,        0.191667,        -29.9978,        -29.9954,        -29.9671,        -29.9378,        -29.7184,        -29.5174,        -29.9991,        -29.4806
          25,        0.200000,        -29.9986,        -29.9967,        -29.9783,        -29.9589,        -29.8078,        -29.6688,        -29.9991,        -29.6395
          26,        0.208333,        -29.9992,        -29.9982,        -29.9855,        -29.9734,        -29.8710,        -29.7715,        -29.9998,        -29.7476
          27,        0.216667,        -29.9996,        -29.9990,        -29.9910,        -29.9825,        -29.9121,        -29.8444,        -29.9993,        -29.8274
          28,        0.225000,        -29.9991,        -29.9991,        -29.9940,        -29.9889,        -29.9407,        -29.8949,        -30.0003,        -29.8821
          29,        0.233333,        -30.0000,        -29.9996,        -29.9957,        -29.9924,        -29.9598,        -29.9283,        -29.9996,        -29.9202
          30,        0.241667,        -29.9998,        -29.9996,        -29.9969,        -29.9953,        -29.9724,        -29.9517,        -29.9998,        -29.9470
          31,        0.250000,        -30.0001,        -29.9996,        -29.9986,        -29.9969,        -29.9823,        -29.9676,        -29.9997,        -29.9647
          32,        0.258333,        -30.0000,        -30.0000,        -29.9984,        -29.9982,        -29.9884,        -29.9785,        -30.0001,        -29.9766
          33,        0.266667,        -30.0002,        -30.0000,        -29.9986,        -29.9985,        -29.9921,        -29.9856,        -29.9998,        -29.9845
          34,        0.275000,        -30.0002,        -29.9999,        -29.9996,        -29.9995,        -29.9942,        -29.9904,        -30.0003,        -29.9890
          35,        0.283333,        -30.0006,        -30.0002,        -29.9995,        -29.9992,        -29.9967,        -29.9931,        -29.9999,        -29.9923
          36,        0.291667,        -29.9999,        -29.9997,        -30.0001,        -29.9996,        -29.9976,        -29.9961,        -30.0001,        -29.9955
          37,        0.300000,        -30.0001,        -30.0004,        -30.0001,        -29.9997,        -29.9990,        -29.9970,        -29.9996,        -29.9971
          38,        0.308333,        -30.0001,        -29.9999,        -30.0000,        -30.0001,        -29.9994,        -29.9982,        -29.9999,        -29.9981
          39,        0.316667,        -30.0003,        -30.0000,        -29.9999,        -29.9999,        -29.9997,        -29.9987,        -29.9997,        -29.9986
          40,        0.325000,        -29.9995,        -29.9998,        -29.9996,        -30.0002,        -29.9997,        -29.9988,        -29.9998,        -29.9994
          41,        0.333333,        -29.9989,        -29.9999,        -30.0004,        -29.9999,        -29.9992,        -29.9993,        -30.0004,        -29.9997
          42,        0.341667,        -30.0004,        -29.9997,        -30.0004,        -29.9997,        -30.0000,        -29.9999,        -30.0005,        -30.0000
          43,        0.350000,        -29.9999,        -30.0000,        -30.0004,        -30.0002,        -30.0000,        -30.0000,        -30.0003,        -30.0000
          44,        0.358333,        -30.0003,        -29.9999,        -29.9998,        -29.9999,        -30.0000,        -29.9999,        -29.9998,        -29.9997
          45,        0.366667,        -30.0003,        -30.0000,        -30.0001,        -29.9999,        -30.0002,        -29.9997,        -30.0000,        -29.9991
          46,        0.375000,        -29.9997,        -29.9997,        -30.0005,        -30.0003,        -29.9997,        -30.0000,        -30.0000,        -29.9996
          47,        0.383333,        -29.9999,        -30.0002,        -30.0000,        -30.0002,        -29.9997,        -29.9999,        -29.9998,        -29.9997
          48,        0.391667,        -30.0004,        -29.9998,        -30.0003,        -29.9999,        -30.0000,        -29.9997,        -29.9999,        -29.9998
          49,        0.400000,        -30.0001,        -30.0002,        -29.9997,        -30.0001,        -30.0004,        -30.0003,        -29.9997,        -29.9993
          50,        0.408333,        -30.0004,        -30.0002,        -30.0001,        -29.9996,        -29.9998,        -29.9999,        -30.0004,        -30.0010
          51,        0.416667,        -30.0005,        -29.9998,        -30.0001,        -30.0000,        -29.9997,        -30.0000,        -29.9998,        -30.0005
          52,        0.425000,        -29.9995,        -30.0000,        -30.0004,        -29.9999,        -30.0005,        -29.9999,        -30.0000,        -29.9997
          53,        0.433333,        -29.9997,        -29.9998,        -29.9993,        -30.0001,        -29.9993,        -30.0000,        -29.9998,        -29.9995
          54,        0.441667,        -30.0004,        -30.0001,        -29.9999,        -30.0005,        -30.0008,        -30.0000,        -29.9994,        -30.0004
          55,        0.450000,        -30.0008,        -29.9998,        -30.0000,        -29.9998,        -30.0004,        -30.0001,        -29.9996,        -30.0005
          56,        0.458333,        -29.9994,        -30.0000,        -29.9999,        -29.9997,        -30.0002,        -30.0001,        -29.9999,        -29.9990
          57,        0.466667,        -30.0000,        -30.0001,        -30.0005,        -29.9999,        -29.9995,        -29.9998,        -30.0005,        -29.9995
          58,        0.475000,        -30.0006,        -30.0002,        -30.0002,        -29.9996,        -29.9996,        -30.0000,        -30.0003,        -29.9997
          59,        0.483333,        -29.9999,        -30.0004,        -29.9998,        -29.9995,        -30.0000,        -30.0000,        -30.0000,        -29.9993
          60,        0.491667,        -30.0004,        -30.0001,        -30.0000,        -29.9998,        -29.9999,        -30.0000,        -29.9999,        -30.0002
          61,        0.500000,        -30.0001,        -30.0003,        -29.9997,        -29.9998,        -30.0003,        -30.0001,        -29.9991,        -29.9992
          62,        0.508333,        -30.0000,        -30.0004,        -30.0004,        -30.0001,        -30.0004,        -30.0002,        -30.0002,        -30.0001
          63,        0.516667,        -30.0007,        -29.9997,        -29.9996,        -29.9999,        -29.9992,        -30.0001,        -30.0000,        -29.9993
          64,        0.525000,        -30.0000,        -29.9998,        -30.0006,        -30.0002,        -30.0001,        -29.9998,        -30.0002,        -30.0000
          65,        0.533333,        -30.0004,        -29.9998,        -30.0006,        -30.0003,        -30.0001,        -29.9998,        -29.9996,        -29.9998
          66,        0.541667,        -30.0001,        -29.9995,        -29.9997,        -30.0000,        -29.9998,        -30.0001,        -30.0003,        -29.9998
          67,        0.550000,        -29.9998,        -30.0001,        -30.0001,        -30.0002,        -30.0001,        -29.9999,        -30.0002,        -30.0000
          68,        0.558333,        -29.9998,        -30.0004,        -30.0007,        -30.0003,        -30.0006,        -30.0000,        -29.9998,        -30.0003
          69,        0.566667,        -29.9998,        -30.0003,        -30.0002,        -30.0001,        -30.0010,        -30.0000,        -29.9999,        -29.9997
          70,        0.575000,        -29.9991,        -30.0001,        -30.0002,        -30.0000,        -29.9997,        -30.0003,        -30.0002,        -29.9997
          71,        0.583333,        -29.9997,        -29.9999,        -29.9998,        -29.9999,        -30.0000,        -29.9999,        -30.0001,        -30.0005
          72,        0.591667,        -30.0003,        -29.9999,        -29.9998,        -30.0001,        -29.9997,        -30.0001,        -30.0005,        -30.0009
          73,        0.600000,        -29.9998,        -30.0004,        -29.9996,        -29.9999,        -30.0000,        -30.0001,        -30.0002,        -29.9998
          74,        0.608333,        -30.0006,        -30.0000,        -30.0007,        -29.9998,        -30.0002,        -30.0000,        -29.9999,        -29.9989
          75,        0.616667,        -30.0007,        -30.0000,        -29.9999,        -30.0002,        -29.9998,        -30.0000,        -30.0005,        -30.0003
          76,        0.625000,        -30.0006,        -29.9999,        -30.0003,        -30.0002,        -30.0001,        -29.9998,        -29.9994,        -30.0005
          77,        0.633333,        -30.0000,        -30.0001,        -30.0001,        -30.0002,        -29.9999,        -30.0000,        -30.0000,        -29.9996
          78,        0.641667,        -30.0003,        -30.0003,        -30.0000,        -29.9998,        -29.9994,        -30.0000,        -30.0000,        -29.9997
          79,        0.650000,        -30.0002,        -29.9999,        -29.9999,        -29.9999,        -30.0000,        -30.0000,        -30.0002,        -30.0000
          80,        0.658333,        -30.0000,        -29.9998,        -30.0001,        -30.0000,        -29.9998,        -29.9999,        -29.9998,        -30.0004
          81,        0.666667,        -30.0002,        -30.0000,        -29.9998,        -30.0000,        -30.0002,        -30.0002,        -30.0006,        -30.0004
          82,        0.675000,        -30.0003,        -29.9999,        -30.0000,        -29.9997,        -30.0005,        -29.9998,        -29.9997,        -30.0009
          83,        0.683333,        -30.0006,        -30.0002,        -30.0006,        -30.0005,        -30.0000,        -29.9999,        -29.9996,        -29.9994
          84,        0.691667,        -30.0001,        -30.0000,        -30.0010,        -29.9998,        -30.0003,        -30.0001,        -29.9998,        -30.0002
          85,        0.700000,        -30.0001,        -29.9998,        -30.0004,        -30.0000,        -30.0000,        -30.0001,        -30.0004,        -30.0006
          86,        0.708333,        -29.9997,        -29.9999,        -29.9996,        -30.0002,        -30.0004,        -30.0002,        -30.0000,        -29.9998
          87,        0.716667,        -29.9997,        -29.9999,        -30.0007,        -30.0001,        -29.9998,        -29.9998,        -30.0000,        -29.9993
          88,        0.725000,        -30.0000,        -30.0002,        -30.0006,        -30.0001,        -29.9992,        -30.0004,        -30.0002,        -29.9994
          89,        0.733333,        -30.0004,        -30.0000,        -30.0004,        -29.9998,        -29.9998,        -29.9996,        -30.0002,        -30.0000
          90,        0.741667,        -29.9995,        -29.9997,        -30.0001,        -29.9996,        -29.9996,        -30.0002,        -29.9996,        -30.0003
          91,        0.750000,        -30.0000,        -29.9997,        -29.9997,        -29.9998,        -29.9996,        -30.0001,        -30.0003,        -30.0000
          92,        0.758333,        -30.0000,        -29.9998,        -29.9999,        -29.9997,        -30.0001,        -30.0003,        -29.9995,        -30.0001
          93,        0.766667,        -29.9998,        -30.0003,        -29.9999,        -29.9998,        -30.0003,        -30.0000,        -29.9995,        -29.9997
          94,        0.775000,        -30.0001,        -30.0002,        -30.0000,        -29.9995,        -29.9997,        -29.9998,        -30.0000,        -30.0001
          95,        0.783333,        -30.0005,        -29.9997,        -29.9999,        -30.0002,        -30.0009,        -30.0000,        -30.0000,        -29.9992
          96,        0.791667,        -30.0006,        -30.0004,        -30.0004,        -30.0002,        -30.0003,        -30.0000,        -30.0001,        -29.9995
          97,        0.800000,        -29.9996,        -30.0000,        -30.0002,        -29.9997,        -29.9996,        -30.0000,        -29.9999,        -30.0006
          98,        0.808333,        -30.0000,        -29.9997,        -30.0005,        -30.0000,        -30.0002,        -29.9999,        -30.0004,        -29.9996
          99,        0.816667,        -30.0007,        -30.0001,        -29.9997,        -30.0001,        -29.9999,        -30.0001,        -30.0000,        -30.0002
         100,        0.825000,        -30.0000,        -30.0001,        -30.0001,        -29.9994,        -30.0003,        -30.0003,        -30.0002,        -30.0001
         101,        0.833333,        -29.9999,        -29.9998,        -30.0004,        -30.0003,        -30.0000,        -30.0000,        -30.0001,        -29.9999
