"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\003\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\003\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.083333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.100000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.116667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.133333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.150000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.166667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.183333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.200000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.216667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.233333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.250000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.266667,          0.7350,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0653,          0.0000,          0.0000,          0.0000
,        0.283333,          0.2761,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0919,          0.0000,          0.0000,          0.0000
,        0.300000,          0.1371,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1159,          0.0000,          0.0000,          0.0000
,        0.316667,          0.0973,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1361,          0.0000,          0.0000,          0.0000
,        0.333333,          0.0974,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1512,          0.0000,          0.0000,          0.0000
,        0.350000,          0.1029,          0.1347,          0.0000,          0.0000,          0.0000,          0.0000,          0.1627,          0.0000,          0.0000,          0.0000
,        0.366667,          0.1051,          0.2159,          0.0000,          0.0000,          0.0000,          0.0000,          0.1705,          0.0577,          0.0000,          0.0000
,        0.383333,          0.1088,          0.2566,          0.0000,          0.0000,          0.0000,          0.0000,          0.1795,          0.0971,          0.0000,          0.0000
,        0.400000,          0.1095,          0.2860,          0.2583,          0.0000,          0.0000,          0.0000,          0.1802,          0.1396,          0.0000,          0.0000
,        0.416667,          0.1104,          0.2974,          0.3531,          0.0000,          0.0000,          0.0000,          0.1825,          0.1640,          0.0000,          0.0000
,        0.433333,          0.1111,          0.3054,          0.0978,          0.0000,          0.0000,          0.0000,          0.1843,          0.1760,          0.0230,          0.0000
,        0.450000,          0.1116,          0.3110,          0.0543,          0.0000,          0.2040,          0.0000,          0.1855,          0.1654,          0.0212,          0.0000
,        0.466667,          0.1121,          0.3124,          0.0301,          0.0000,          0.1667,          0.0000,          0.1863,          0.1458,          0.0256,          0.0000
,        0.483333,          0.1123,          0.3130,          0.0238,          0.0067,          0.1921,          0.0000,          0.1868,          0.1509,          0.0425,          0.0000
,        0.500000,          0.1124,          0.3114,          0.0188,          0.3288,          0.1973,          0.0000,          0.1872,          0.1562,          0.0630,          0.0000
,        0.516667,          0.1123,          0.3098,          0.0163,          0.4107,          0.2154,          0.0000,          0.1874,          0.1618,          0.0778,          0.0000
,        0.533333,          0.1126,          0.3065,          0.0134,          0.4917,          0.1997,          0.0000,          0.1875,          0.1682,          0.0984,          0.0000
,        0.550000,          0.1126,          0.2939,          0.0104,          0.4421,          0.2131,          0.4454,          0.1875,          0.1711,          0.1082,          0.0653
,        0.566667,          0.1126,          0.2881,          0.0090,          0.4442,          0.2235,          0.5231,          0.1877,          0.1751,          0.1173,          0.0921
,        0.583333,          0.1127,          0.2831,          0.0076,          0.4627,          0.2216,          0.5590,          0.1878,          0.1779,          0.1267,          0.1071
,        0.600000,          0.1127,          0.2804,          0.0064,          0.4766,          0.2408,          0.5810,          0.1878,          0.1798,          0.1443,          0.1175
,        0.616667,          0.1126,          0.2788,          0.0055,          0.4847,          0.2730,          0.5998,          0.1877,          0.1818,          0.1598,          0.1272
