"VanillaC4_018","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_018.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\018\VanillaC4_018_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.3023,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.0966,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -62.8997,          0.0006
,        0.016667,          2.6221,          2.2057,          2.7608,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          2.4747,        -52.9016,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,        -66.4061,         -0.0004
,        0.025000,          2.3932,          2.0680,          2.4986,          2.5149,          2.4681,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0001,          0.0001,          2.2985,        -60.8490,        -40.1541,          0.0000,          0.0000,          0.0000,         -0.0011,        -67.5858,          0.0012
,        0.033333,          2.2909,          2.0084,          2.3593,          2.3799,          2.4635,          1.7580,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0001,          2.2105,        -64.4730,        -53.4771,        -25.7240,          0.0000,          0.0001,          0.0008,        -68.4730,          0.0004
,        0.041667,          2.2276,          1.9577,          2.2819,          2.2943,          2.3707,          1.9251,          1.7225,          0.0000,          0.0002,          0.0001,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          2.1549,        -66.3539,        -59.6465,        -45.3877,        -20.4593,          0.0010,         -0.0016,        -68.9686,         -0.0034
,        0.050000,          2.1857,          1.9284,          2.2297,          2.2392,          2.3050,          1.9242,          1.9020,          1.6222,          1.0369,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          2.1189,        -67.4880,        -63.0571,        -54.1256,        -40.4432,          0.0002,         -0.0003,        -69.2849,         -0.0004
,        0.058333,          2.1578,          1.9083,          2.1938,          2.1996,          2.2576,          1.9101,          1.9201,          1.8350,          1.5544,          1.2444,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          2.0938,        -68.2222,        -65.1436,        -59.1391,        -50.4188,        -27.1780,          0.0001,        -69.4900,          0.0004
,        0.066667,          2.1374,          1.8927,          2.1681,          2.1709,          2.2242,          1.8941,          1.9167,          1.8842,          1.7425,          1.5409,          1.1027,          0.9692,          0.8284,          0.0001,          0.0001,          2.0757,        -68.7100,        -66.4996,        -62.2740,        -56.3191,        -40.0863,        -25.8448,        -69.6268,          0.0014
,        0.075000,          2.1227,          1.8811,          2.1496,          2.1500,          2.1986,          1.8794,          1.9050,          1.8955,          1.8147,          1.6819,          1.2595,          1.2480,          1.2016,          0.9091,          0.6393,          2.0627,        -69.0527,        -67.4299,        -64.3727,        -60.1433,        -48.4343,        -39.6487,        -69.7270,        -30.1283
