"OutphaseC4_003 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Outphase\runs\OutphaseC4_003.tcf]","Time (h)","V 2 [OutphaseC4_003]","V 3 [OutphaseC4_003]","V 4 [OutphaseC4_003]","V 5 [OutphaseC4_003]","V 6 [OutphaseC4_003]","V 7 [OutphaseC4_003]","V 8 [OutphaseC4_003]","V 9 [OutphaseC4_003]","V 10 [OutphaseC4_003]","V 11 [OutphaseC4_003]","V 12 [OutphaseC4_003]","V 13 [OutphaseC4_003]","V 14 [OutphaseC4_003]","V 15 [OutphaseC4_003]","V 16 [OutphaseC4_003]","V  1 [OutphaseC4_003]"
          29,        0.233333,          0.6529,          0.0000,          0.5305,          0.0895,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1581
          30,        0.241667,          0.6561,          0.0000,          0.4791,          0.0876,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1583
          31,        0.250000,          0.6590,          0.0000,          0.4408,          0.0875,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1596
          32,        0.258333,          0.6621,          0.0000,          0.4098,          0.0879,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1598
          33,        0.266667,          0.6635,          0.0000,          0.3818,          0.0885,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1602
          34,        0.275000,          0.6658,          0.0000,          0.3615,          0.0880,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1610
          35,        0.283333,          0.6670,          0.0000,          0.3448,          0.0896,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1607
          36,        0.291667,          0.6680,          0.0000,          0.3294,          0.0902,          0.0402,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1616
          37,        0.300000,          0.6694,          0.0000,          0.3167,          0.0924,          0.0629,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1614
          38,        0.308333,          0.6697,          0.0000,          0.3054,          0.0931,          0.0642,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1616
          39,        0.316667,          0.6708,          0.0000,          0.2962,          0.0947,          0.0663,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1621
          40,        0.325000,          0.6711,          0.0000,          0.2888,          0.0958,          0.0674,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1616
          41,        0.333333,          0.6717,          0.0000,          0.2820,          0.0968,          0.0716,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1625
          42,        0.341667,          0.6723,          0.0000,          0.2760,          0.0977,          0.0745,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1620
          43,        0.350000,          0.6722,          0.0000,          0.2713,          0.0996,          0.0792,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          44,        0.358333,          0.6728,          0.0000,          0.2665,          0.1005,          0.0840,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1625
          45,        0.366667,          0.6729,          0.0000,          0.2628,          0.1018,          0.0910,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1620
          46,        0.375000,          0.6729,          0.0000,          0.2591,          0.1034,          0.1004,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          47,        0.383333,          0.6736,          0.0000,          0.2559,          0.1048,          0.1118,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          48,        0.391667,          0.6731,          0.0000,          0.2531,          0.1066,          0.1243,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1626
          49,        0.400000,          0.6736,          0.0000,          0.2509,          0.1079,          0.1372,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1627
          50,        0.408333,          0.6734,          0.0000,          0.2489,          0.1105,          0.1500,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          51,        0.416667,          0.6734,          0.0000,          0.2471,          0.1132,          0.1623,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1630
          52,        0.425000,          0.6741,          0.0000,          0.2457,          0.1164,          0.1749,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          53,        0.433333,          0.6734,          0.0000,          0.2447,          0.1197,          0.1875,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1627
          54,        0.441667,          0.6740,          0.0000,          0.2433,          0.1233,          0.1989,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1627
          55,        0.450000,          0.6737,          0.0000,          0.2435,          0.1268,          0.2097,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          56,        0.458333,          0.6737,          0.0000,          0.2425,          0.1300,          0.2202,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          57,        0.466667,          0.6742,          0.0000,          0.2428,          0.1331,          0.2302,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          58,        0.475000,          0.6735,          0.0000,          0.2421,          0.1361,          0.2393,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1627
          59,        0.483333,          0.6741,          0.0000,          0.2421,          0.1390,          0.2480,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          60,        0.491667,          0.6738,          0.0000,          0.2417,          0.1412,          0.2563,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          61,        0.500000,          0.6738,          0.0000,          0.2408,          0.1436,          0.2636,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1630
          62,        0.508333,          0.6744,          0.0000,          0.2401,          0.1457,          0.2712,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1624
          63,        0.516667,          0.6735,          0.0000,          0.2394,          0.1480,          0.2779,          0.0000,          0.0000,          0.0230,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          64,        0.525000,          0.6741,          0.0000,          0.2376,          0.1501,          0.2842,          0.0000,          0.0000,          0.0179,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          65,        0.533333,          0.6739,          0.0000,          0.2369,          0.1527,          0.2901,          0.0000,          0.0000,          0.0335,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          66,        0.541667,          0.6738,          0.0000,          0.2367,          0.1552,          0.2952,          0.0000,          0.0000,          0.0351,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1632
          67,        0.550000,          0.6744,          0.0000,          0.2348,          0.1574,          0.3002,          0.0000,          0.0671,          0.0368,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          68,        0.558333,          0.6735,          0.0000,          0.2326,          0.1594,          0.3044,          0.0000,          0.0896,          0.0343,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          69,        0.566667,          0.6742,          0.0000,          0.2312,          0.1615,          0.3086,          0.0000,          0.1108,          0.0359,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1627
          70,        0.575000,          0.6738,          0.0000,          0.2302,          0.1627,          0.3123,          0.0000,          0.1204,          0.0343,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          71,        0.583333,          0.6738,          0.0000,          0.2289,          0.1631,          0.3156,          0.0000,          0.1230,          0.0359,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1631
          72,        0.591667,          0.6745,          0.0000,          0.2271,          0.1641,          0.3190,          0.0000,          0.1306,          0.0336,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1624
          73,        0.600000,          0.6735,          0.0000,          0.2259,          0.1652,          0.3217,          0.0000,          0.1328,          0.0323,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          74,        0.608333,          0.6742,          0.0000,          0.2247,          0.1653,          0.3246,          0.0000,          0.1329,          0.0322,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          75,        0.616667,          0.6739,          0.0000,          0.2246,          0.1645,          0.3270,          0.0000,          0.1329,          0.0308,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          76,        0.625000,          0.6738,          0.0000,          0.2249,          0.1634,          0.3290,          0.0000,          0.1353,          0.0308,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1632
          77,        0.633333,          0.6745,          0.0000,          0.2241,          0.1626,          0.3311,          0.0000,          0.1338,          0.0293,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1624
          78,        0.641667,          0.6735,          0.0000,          0.2228,          0.1614,          0.3324,          0.0000,          0.1333,          0.0290,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          79,        0.650000,          0.6742,          0.0000,          0.2209,          0.1597,          0.3340,          0.0000,          0.1328,          0.0275,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          80,        0.658333,          0.6738,          0.0000,          0.2198,          0.1575,          0.3356,          0.0000,          0.1314,          0.0274,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          81,        0.666667,          0.6738,          0.0000,          0.2194,          0.1552,          0.3367,          0.0000,          0.1308,          0.0269,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1632
          82,        0.675000,          0.6744,          0.0000,          0.2194,          0.1542,          0.3378,          0.0000,          0.1293,          0.0271,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1624
          83,        0.683333,          0.6734,          0.0000,          0.2199,          0.1545,          0.3385,          0.0000,          0.1289,          0.0279,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          84,        0.691667,          0.6743,          0.0000,          0.2199,          0.1550,          0.3395,          0.0000,          0.1278,          0.0279,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          85,        0.700000,          0.6739,          0.0000,          0.2197,          0.1550,          0.3403,          0.0000,          0.1267,          0.0283,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          86,        0.708333,          0.6738,          0.0000,          0.2192,          0.1538,          0.3409,          0.0000,          0.1252,          0.0287,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1632
          87,        0.716667,          0.6745,          0.0000,          0.2182,          0.1522,          0.3416,          0.0000,          0.1231,          0.0292,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1624
          88,        0.725000,          0.6734,          0.0000,          0.2175,          0.1506,          0.3420,          0.0000,          0.1212,          0.0303,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          89,        0.733333,          0.6742,          0.0000,          0.2166,          0.1499,          0.3432,          0.0000,          0.1199,          0.0312,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          90,        0.741667,          0.6738,          0.0000,          0.2160,          0.1502,          0.3441,          0.0000,          0.1175,          0.0316,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          91,        0.750000,          0.6738,          0.0000,          0.2157,          0.1508,          0.3449,          0.0000,          0.1150,          0.0325,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1633
          92,        0.758333,          0.6746,          0.0000,          0.2148,          0.1518,          0.3456,          0.0000,          0.1122,          0.0333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          93,        0.766667,          0.6734,          0.0000,          0.2142,          0.1527,          0.3455,          0.0000,          0.1099,          0.0342,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          94,        0.775000,          0.6742,          0.0000,          0.2137,          0.1532,          0.3459,          0.0000,          0.1066,          0.0352,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
          95,        0.783333,          0.6737,          0.0000,          0.2138,          0.1534,          0.3461,          0.0000,          0.1037,          0.0358,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1622
          96,        0.791667,          0.6737,          0.0000,          0.2139,          0.1530,          0.3466,          0.0000,          0.1013,          0.0371,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1633
          97,        0.800000,          0.6746,          0.0000,          0.2140,          0.1529,          0.3474,          0.0000,          0.0985,          0.0382,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
          98,        0.808333,          0.6734,          0.0000,          0.2145,          0.1527,          0.3477,          0.0000,          0.0966,          0.0398,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1629
          99,        0.816667,          0.6744,          0.0000,          0.2147,          0.1521,          0.3484,          0.0000,          0.0947,          0.0413,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1628
         100,        0.825000,          0.6738,          0.0000,          0.2151,          0.1514,          0.3486,          0.0000,          0.0928,          0.0430,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.1623
         101,        0.833333,          0.6738,          0.0000,          0.2155,          0.1503,          0.3488,          0.0000,          0.0913,          0.0450,          0.0000,          0.0000,          0.0260,          0.0000,          0.0000,          0.0000,          0.0000,          0.1634
         102,        0.841667,          0.6747,          0.0000,          0.2159,          0.1496,          0.3491,          0.0000,          0.0896,          0.0465,          0.0000,          0.0000,          0.0295,          0.0149,          0.0000,          0.0000,          0.0000,          0.1623
         103,        0.850000,          0.6733,          0.0000,          0.2165,          0.1492,          0.3488,          0.0000,          0.0881,          0.0482,          0.0000,          0.0000,          0.0476,          0.0474,          0.0000,          0.0000,          0.0000,          0.1629
         104,        0.858333,          0.6744,          0.0000,          0.2167,          0.1490,          0.3491,          0.0000,          0.0863,          0.0494,          0.0000,          0.0000,          0.0539,          0.0420,          0.0000,          0.0000,          0.0000,          0.1628
         105,        0.866667,          0.6737,          0.0000,          0.2171,          0.1492,          0.3491,          0.0000,          0.0842,          0.0503,          0.0000,          0.0000,          0.0640,          0.0418,          0.0000,          0.0000,          0.0000,          0.1623
         106,        0.875000,          0.6738,          0.0000,          0.2174,          0.1494,          0.3491,          0.0000,          0.0825,          0.0513,          0.0000,          0.0000,          0.0699,          0.0422,          0.0000,          0.0000,          0.0000,          0.1635
         107,        0.883333,          0.6746,          0.0000,          0.2176,          0.1501,          0.3493,          0.0000,          0.0815,          0.0524,          0.0000,          0.0000,          0.0783,          0.0431,          0.0000,          0.0000,          0.0000,          0.1623
         108,        0.891667,          0.6733,          0.0000,          0.2180,          0.1507,          0.3491,          0.0000,          0.0803,          0.0539,          0.0000,          0.0000,          0.0859,          0.0442,          0.0141,          0.0000,          0.0000,          0.1630
         109,        0.900000,          0.6744,          0.0000,          0.2181,          0.1515,          0.3494,          0.0000,          0.0787,          0.0562,          0.0000,          0.0000,          0.0910,          0.0444,          0.0695,          0.0000,          0.0000,          0.1628
         110,        0.908333,          0.6736,          0.0000,          0.2182,          0.1527,          0.3494,          0.0000,          0.0777,          0.0588,          0.0000,          0.0000,          0.0960,          0.0411,          0.0586,          0.0000,          0.0000,          0.1622
         111,        0.916667,          0.6738,          0.0000,          0.2183,          0.1535,          0.3496,          0.0000,          0.0775,          0.0618,          0.0000,          0.0000,          0.0991,          0.0423,          0.0643,          0.0000,          0.0000,          0.1637
         112,        0.925000,          0.6746,          0.0000,          0.2183,          0.1546,          0.3500,          0.0000,          0.0768,          0.0649,          0.0000,          0.0000,          0.1056,          0.0395,          0.0586,          0.0000,          0.0000,          0.1622
         113,        0.933333,          0.6732,          0.0000,          0.2185,          0.1556,          0.3500,          0.0000,          0.0752,          0.0673,          0.0000,          0.0000,          0.1084,          0.0389,          0.0574,          0.0000,          0.0000,          0.1630
         114,        0.941667,          0.6745,          0.0000,          0.2182,          0.1566,          0.3504,          0.0000,          0.0738,          0.0695,          0.0000,          0.0000,          0.1111,          0.0385,          0.0600,          0.0000,          0.0000,          0.1627
         115,        0.950000,          0.6736,          0.0000,          0.2181,          0.1576,          0.3505,          0.0000,          0.0734,          0.0715,          0.0000,          0.0000,          0.1133,          0.0391,          0.0566,          0.0000,          0.0000,          0.1622
         116,        0.958333,          0.6738,          0.0000,          0.2181,          0.1582,          0.3505,          0.0000,          0.0735,          0.0732,          0.0000,          0.0000,          0.1157,          0.0363,          0.0579,          0.0000,          0.0000,          0.1637
         117,        0.966667,          0.6746,          0.0000,          0.2177,          0.1593,          0.3509,          0.0000,          0.0733,          0.0744,          0.0000,          0.0000,          0.1164,          0.0359,          0.0567,          0.0000,          0.0000,          0.1622
         118,        0.975000,          0.6731,          0.0000,          0.2175,          0.1599,          0.3508,          0.0000,          0.0725,          0.0756,          0.0000,          0.0000,          0.1167,          0.0363,          0.0567,          0.0000,          0.0000,          0.1631
         119,        0.983333,          0.6746,          0.0000,          0.2169,          0.1605,          0.3511,          0.0000,          0.0715,          0.0769,          0.0000,          0.0000,          0.1173,          0.0369,          0.0552,          0.0000,          0.0000,          0.1628
         120,        0.991667,          0.6736,          0.0000,          0.2166,          0.1613,          0.3510,          0.0000,          0.0708,          0.0779,          0.0000,          0.0000,          0.1174,          0.0352,          0.0545,          0.0000,          0.0000,          0.1622
         121,        1.000000,          0.6738,          0.0000,          0.2163,          0.1616,          0.3509,          0.0000,          0.0700,          0.0781,          0.0000,          0.0000,          0.1171,          0.0355,          0.0548,          0.0000,          0.0000,          0.1638
         122,        1.008333,          0.6746,          0.0000,          0.2155,          0.1623,          0.3513,          0.0000,          0.0695,          0.0772,          0.0000,          0.0000,          0.1163,          0.0349,          0.0543,          0.0000,          0.0000,          0.1621
         123,        1.016667,          0.6731,          0.0000,          0.2152,          0.1626,          0.3508,          0.0000,          0.0693,          0.0767,          0.0000,          0.0000,          0.1147,          0.0349,          0.0545,          0.0000,          0.0000,          0.1632
         124,        1.025000,          0.6746,          0.0000,          0.2144,          0.1629,          0.3512,          0.0000,          0.0696,          0.0767,          0.0000,          0.0000,          0.1134,          0.0361,          0.0544,          0.0000,          0.0000,          0.1627
         125,        1.033333,          0.6735,          0.0000,          0.2138,          0.1632,          0.3510,          0.0000,          0.0700,          0.0767,          0.0000,          0.0000,          0.1122,          0.0356,          0.0545,          0.0000,          0.0000,          0.1622
         126,        1.041667,          0.6739,          0.0000,          0.2132,          0.1632,          0.3510,          0.0000,          0.0701,          0.0762,          0.0000,          0.0000,          0.1101,          0.0362,          0.0554,          0.0000,          0.0000,          0.1640
