"InphaseC4_003 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_003.tcf]","Time (h)","Q 2 [InphaseC4_003]","Q 3 [InphaseC4_003]","Q 4 [InphaseC4_003]","Q 5 [InphaseC4_003]","Q 6 [InphaseC4_003]","Q 7 [InphaseC4_003]","Q 1 [InphaseC4_003]","Q  8 [InphaseC4_003]"
          41,        0.333333,        -21.6370,        -21.6373,        -21.6370,        -21.6367,        -21.6357,        -21.6339,        -21.6374,        -21.6335
          42,        0.341667,        -21.6378,        -21.6372,        -21.6370,        -21.6371,        -21.6363,        -21.6347,        -21.6372,        -21.6353
          43,        0.350000,        -21.6368,        -21.6370,        -21.6373,        -21.6370,        -21.6368,        -21.6359,        -21.6374,        -21.6358
          44,        0.358333,        -21.6369,        -21.6372,        -21.6366,        -21.6367,        -21.6366,        -21.6361,        -21.6375,        -21.6358
          45,        0.366667,        -21.6369,        -21.6371,        -21.6379,        -21.6374,        -21.6373,        -21.6365,        -21.6374,        -21.6363
          46,        0.375000,        -21.6374,        -21.6371,        -21.6368,        -21.6372,        -21.6358,        -21.6366,        -21.6370,        -21.6367
          47,        0.383333,        -21.6370,        -21.6371,        -21.6372,        -21.6372,        -21.6367,        -21.6371,        -21.6373,        -21.6364
          48,        0.391667,        -21.6379,        -21.6372,        -21.6375,        -21.6371,        -21.6374,        -21.6370,        -21.6370,        -21.6367
          49,        0.400000,        -21.6369,        -21.6372,        -21.6365,        -21.6373,        -21.6372,        -21.6372,        -21.6371,        -21.6370
          50,        0.408333,        -21.6374,        -21.6371,        -21.6375,        -21.6374,        -21.6372,        -21.6370,        -21.6373,        -21.6370
          51,        0.416667,        -21.6374,        -21.6375,        -21.6375,        -21.6369,        -21.6368,        -21.6369,        -21.6372,        -21.6367
          52,        0.425000,        -21.6373,        -21.6374,        -21.6366,        -21.6369,        -21.6373,        -21.6372,        -21.6374,        -21.6363
          53,        0.433333,        -21.6369,        -21.6369,        -21.6381,        -21.6372,        -21.6373,        -21.6371,        -21.6370,        -21.6370
          54,        0.441667,        -21.6372,        -21.6371,        -21.6371,        -21.6372,        -21.6370,        -21.6372,        -21.6373,        -21.6366
          55,        0.450000,        -21.6371,        -21.6374,        -21.6369,        -21.6372,        -21.6369,        -21.6373,        -21.6370,        -21.6366
          56,        0.458333,        -21.6369,        -21.6371,        -21.6370,        -21.6372,        -21.6374,        -21.6369,        -21.6373,        -21.6379
          57,        0.466667,        -21.6370,        -21.6374,        -21.6370,        -21.6372,        -21.6368,        -21.6373,        -21.6373,        -21.6371
          58,        0.475000,        -21.6379,        -21.6373,        -21.6366,        -21.6372,        -21.6369,        -21.6373,        -21.6372,        -21.6365
          59,        0.483333,        -21.6370,        -21.6373,        -21.6372,        -21.6372,        -21.6364,        -21.6368,        -21.6373,        -21.6371
          60,        0.491667,        -21.6374,        -21.6372,        -21.6367,        -21.6373,        -21.6373,        -21.6370,        -21.6370,        -21.6369
          61,        0.500000,        -21.6373,        -21.6373,        -21.6374,        -21.6379,        -21.6371,        -21.6370,        -21.6371,        -21.6367
          62,        0.508333,        -21.6371,        -21.6373,        -21.6367,        -21.6376,        -21.6369,        -21.6371,        -21.6371,        -21.6363
          63,        0.516667,        -21.6371,        -21.6370,        -21.6370,        -21.6372,        -21.6376,        -21.6370,        -21.6370,        -21.6379
          64,        0.525000,        -21.6375,        -21.6373,        -21.6375,        -21.6372,        -21.6365,        -21.6369,        -21.6372,        -21.6374
          65,        0.533333,        -21.6369,        -21.6371,        -21.6373,        -21.6373,        -21.6375,        -21.6369,        -21.6372,        -21.6366
          66,        0.541667,        -21.6374,        -21.6372,        -21.6372,        -21.6371,        -21.6367,        -21.6372,        -21.6372,        -21.6376
          67,        0.550000,        -21.6374,        -21.6370,        -21.6365,        -21.6371,        -21.6373,        -21.6371,        -21.6372,        -21.6362
          68,        0.558333,        -21.6370,        -21.6375,        -21.6375,        -21.6367,        -21.6377,        -21.6370,        -21.6374,        -21.6373
          69,        0.566667,        -21.6372,        -21.6371,        -21.6377,        -21.6373,        -21.6373,        -21.6370,        -21.6371,        -21.6376
          70,        0.575000,        -21.6374,        -21.6374,        -21.6368,        -21.6374,        -21.6370,        -21.6370,        -21.6373,        -21.6376
          71,        0.583333,        -21.6367,        -21.6372,        -21.6370,        -21.6373,        -21.6377,        -21.6370,        -21.6374,        -21.6368
          72,        0.591667,        -21.6375,        -21.6370,        -21.6370,        -21.6369,        -21.6369,        -21.6369,        -21.6368,        -21.6375
          73,        0.600000,        -21.6369,        -21.6373,        -21.6368,        -21.6368,        -21.6374,        -21.6368,        -21.6371,        -21.6367
          74,        0.608333,        -21.6369,        -21.6373,        -21.6368,        -21.6369,        -21.6371,        -21.6370,        -21.6369,        -21.6373
          75,        0.616667,        -21.6368,        -21.6371,        -21.6371,        -21.6369,        -21.6373,        -21.6370,        -21.6373,        -21.6371
          76,        0.625000,        -21.6368,        -21.6372,        -21.6372,        -21.6371,        -21.6365,        -21.6376,        -21.6373,        -21.6377
          77,        0.633333,        -21.6370,        -21.6371,        -21.6365,        -21.6379,        -21.6373,        -21.6371,        -21.6375,        -21.6373
          78,        0.641667,        -21.6364,        -21.6373,        -21.6368,        -21.6375,        -21.6374,        -21.6371,        -21.6375,        -21.6364
          79,        0.650000,        -21.6365,        -21.6374,        -21.6375,        -21.6373,        -21.6369,        -21.6373,        -21.6371,        -21.6367
          80,        0.658333,        -21.6369,        -21.6369,        -21.6378,        -21.6373,        -21.6375,        -21.6372,        -21.6372,        -21.6371
          81,        0.666667,        -21.6377,        -21.6371,        -21.6369,        -21.6374,        -21.6374,        -21.6370,        -21.6374,        -21.6372
          82,        0.675000,        -21.6376,        -21.6371,        -21.6372,        -21.6370,        -21.6374,        -21.6371,        -21.6373,        -21.6375
          83,        0.683333,        -21.6370,        -21.6373,        -21.6369,        -21.6373,        -21.6374,        -21.6373,        -21.6371,        -21.6368
          84,        0.691667,        -21.6372,        -21.6374,        -21.6375,        -21.6373,        -21.6365,        -21.6372,        -21.6373,        -21.6370
          85,        0.700000,        -21.6370,        -21.6372,        -21.6365,        -21.6369,        -21.6362,        -21.6369,        -21.6375,        -21.6372
          86,        0.708333,        -21.6373,        -21.6370,        -21.6365,        -21.6372,        -21.6369,        -21.6374,        -21.6372,        -21.6369
          87,        0.716667,        -21.6367,        -21.6371,        -21.6368,        -21.6372,        -21.6375,        -21.6370,        -21.6371,        -21.6372
          88,        0.725000,        -21.6373,        -21.6373,        -21.6368,        -21.6376,        -21.6379,        -21.6369,        -21.6372,        -21.6382
          89,        0.733333,        -21.6370,        -21.6371,        -21.6371,        -21.6375,        -21.6372,        -21.6372,        -21.6370,        -21.6372
          90,        0.741667,        -21.6369,        -21.6372,        -21.6368,        -21.6376,        -21.6368,        -21.6371,        -21.6372,        -21.6373
          91,        0.750000,        -21.6372,        -21.6371,        -21.6372,        -21.6372,        -21.6367,        -21.6370,        -21.6374,        -21.6366
          92,        0.758333,        -21.6374,        -21.6370,        -21.6371,        -21.6371,        -21.6369,        -21.6369,        -21.6372,        -21.6369
          93,        0.766667,        -21.6374,        -21.6369,        -21.6372,        -21.6373,        -21.6361,        -21.6372,        -21.6368,        -21.6374
          94,        0.775000,        -21.6378,        -21.6370,        -21.6366,        -21.6374,        -21.6361,        -21.6372,        -21.6371,        -21.6374
          95,        0.783333,        -21.6373,        -21.6373,        -21.6377,        -21.6376,        -21.6371,        -21.6373,        -21.6371,        -21.6373
          96,        0.791667,        -21.6372,        -21.6369,        -21.6369,        -21.6371,        -21.6364,        -21.6369,        -21.6371,        -21.6376
          97,        0.800000,        -21.6373,        -21.6369,        -21.6379,        -21.6369,        -21.6374,        -21.6373,        -21.6372,        -21.6375
          98,        0.808333,        -21.6373,        -21.6371,        -21.6373,        -21.6371,        -21.6373,        -21.6373,        -21.6373,        -21.6370
          99,        0.816667,        -21.6369,        -21.6371,        -21.6364,        -21.6374,        -21.6370,        -21.6370,        -21.6372,        -21.6367
         100,        0.825000,        -21.6372,        -21.6371,        -21.6375,        -21.6371,        -21.6380,        -21.6372,        -21.6370,        -21.6379
         101,        0.833333,        -21.6374,        -21.6370,        -21.6375,        -21.6372,        -21.6372,        -21.6371,        -21.6373,        -21.6368
         102,        0.841667,        -21.6374,        -21.6369,        -21.6368,        -21.6372,        -21.6372,        -21.6371,        -21.6371,        -21.6370
         103,        0.850000,        -21.6372,        -21.6371,        -21.6370,        -21.6368,        -21.6374,        -21.6371,        -21.6374,        -21.6368
         104,        0.858333,        -21.6374,        -21.6371,        -21.6374,        -21.6371,        -21.6384,        -21.6371,        -21.6375,        -21.6375
         105,        0.866667,        -21.6370,        -21.6374,        -21.6367,        -21.6375,        -21.6375,        -21.6372,        -21.6373,        -21.6371
         106,        0.875000,        -21.6371,        -21.6370,        -21.6375,        -21.6368,        -21.6374,        -21.6372,        -21.6367,        -21.6372
         107,        0.883333,        -21.6376,        -21.6372,        -21.6366,        -21.6370,        -21.6361,        -21.6371,        -21.6374,        -21.6373
         108,        0.891667,        -21.6377,        -21.6369,        -21.6371,        -21.6373,        -21.6370,        -21.6369,        -21.6373,        -21.6370
         109,        0.900000,        -21.6372,        -21.6374,        -21.6374,        -21.6369,        -21.6369,        -21.6372,        -21.6370,        -21.6370
         110,        0.908333,        -21.6365,        -21.6372,        -21.6372,        -21.6372,        -21.6369,        -21.6371,        -21.6372,        -21.6365
         111,        0.916667,        -21.6370,        -21.6373,        -21.6374,        -21.6372,        -21.6369,        -21.6373,        -21.6374,        -21.6369
         112,        0.925000,        -21.6377,        -21.6371,        -21.6371,        -21.6368,        -21.6368,        -21.6371,        -21.6369,        -21.6366
         113,        0.933333,        -21.6377,        -21.6365,        -21.6374,        -21.6373,        -21.6375,        -21.6372,        -21.6372,        -21.6376
         114,        0.941667,        -21.6373,        -21.6373,        -21.6370,        -21.6371,        -21.6371,        -21.6372,        -21.6373,        -21.6379
         115,        0.950000,        -21.6369,        -21.6371,        -21.6369,        -21.6374,        -21.6370,        -21.6373,        -21.6372,        -21.6373
         116,        0.958333,        -21.6372,        -21.6373,        -21.6376,        -21.6367,        -21.6375,        -21.6371,        -21.6373,        -21.6375
         117,        0.966667,        -21.6373,        -21.6371,        -21.6362,        -21.6371,        -21.6375,        -21.6367,        -21.6369,        -21.6372
         118,        0.975000,        -21.6367,        -21.6375,        -21.6377,        -21.6373,        -21.6375,        -21.6371,        -21.6370,        -21.6379
         119,        0.983333,        -21.6380,        -21.6371,        -21.6378,        -21.6370,        -21.6374,        -21.6372,        -21.6368,        -21.6371
         120,        0.991667,        -21.6374,        -21.6372,        -21.6368,        -21.6372,        -21.6377,        -21.6373,        -21.6373,        -21.6367
         121,        1.000000,        -21.6372,        -21.6370,        -21.6377,        -21.6368,        -21.6372,        -21.6371,        -21.6372,        -21.6371
         122,        1.008333,        -21.6367,        -21.6374,        -21.6377,        -21.6372,        -21.6372,        -21.6372,        -21.6372,        -21.6369
         123,        1.016667,        -21.6370,        -21.6372,        -21.6367,        -21.6372,        -21.6375,        -21.6374,        -21.6374,        -21.6376
         124,        1.025000,        -21.6371,        -21.6371,        -21.6377,        -21.6369,        -21.6375,        -21.6372,        -21.6372,        -21.6371
         125,        1.033333,        -21.6371,        -21.6371,        -21.6368,        -21.6373,        -21.6371,        -21.6372,        -21.6368,        -21.6372
         126,        1.041667,        -21.6368,        -21.6371,        -21.6376,        -21.6373,        -21.6373,        -21.6371,        -21.6370,        -21.6372
         127,        1.050000,        -21.6375,        -21.6374,        -21.6375,        -21.6371,        -21.6372,        -21.6370,        -21.6369,        -21.6373
         128,        1.058333,        -21.6373,        -21.6372,        -21.6367,        -21.6374,        -21.6368,        -21.6368,        -21.6371,        -21.6373
         129,        1.066667,        -21.6371,        -21.6374,        -21.6369,        -21.6376,        -21.6371,        -21.6373,        -21.6370,        -21.6374
         130,        1.075000,        -21.6377,        -21.6371,        -21.6369,        -21.6370,        -21.6367,        -21.6373,        -21.6373,        -21.6379
         131,        1.083333,        -21.6372,        -21.6371,        -21.6374,        -21.6375,        -21.6375,        -21.6373,        -21.6374,        -21.6373
         132,        1.091667,        -21.6376,        -21.6372,        -21.6375,        -21.6368,        -21.6370,        -21.6373,        -21.6373,        -21.6372
         133,        1.100000,        -21.6371,        -21.6371,        -21.6369,        -21.6374,        -21.6368,        -21.6371,        -21.6371,        -21.6365
         134,        1.108333,        -21.6370,        -21.6374,        -21.6378,        -21.6370,        -21.6364,        -21.6371,        -21.6371,        -21.6372
         135,        1.116667,        -21.6367,        -21.6373,        -21.6374,        -21.6373,        -21.6376,        -21.6372,        -21.6370,        -21.6367
         136,        1.125000,        -21.6372,        -21.6375,        -21.6374,        -21.6371,        -21.6377,        -21.6370,        -21.6372,        -21.6369
         137,        1.133333,        -21.6370,        -21.6372,        -21.6376,        -21.6369,        -21.6372,        -21.6374,        -21.6373,        -21.6366
         138,        1.141667,        -21.6363,        -21.6372,        -21.6363,        -21.6370,        -21.6372,        -21.6372,        -21.6374,        -21.6366
         139,        1.150000,        -21.6368,        -21.6372,        -21.6376,        -21.6371,        -21.6381,        -21.6371,        -21.6372,        -21.6370
         140,        1.158333,        -21.6369,        -21.6373,        -21.6374,        -21.6372,        -21.6370,        -21.6371,        -21.6371,        -21.6369
         141,        1.166667,        -21.6367,        -21.6371,        -21.6370,        -21.6372,        -21.6373,        -21.6370,        -21.6372,        -21.6365
         142,        1.175000,        -21.6363,        -21.6371,        -21.6373,        -21.6373,        -21.6367,        -21.6371,        -21.6371,        -21.6380
         143,        1.183333,        -21.6372,        -21.6373,        -21.6368,        -21.6372,        -21.6368,        -21.6370,        -21.6369,        -21.6375
         144,        1.191667,        -21.6376,        -21.6372,        -21.6371,        -21.6370,        -21.6371,        -21.6374,        -21.6371,        -21.6371
         145,        1.200000,        -21.6371,        -21.6369,        -21.6369,        -21.6370,        -21.6369,        -21.6372,        -21.6374,        -21.6374
         146,        1.208333,        -21.6370,        -21.6370,        -21.6367,        -21.6369,        -21.6363,        -21.6370,        -21.6374,        -21.6370
         147,        1.216667,        -21.6377,        -21.6374,        -21.6382,        -21.6371,        -21.6375,        -21.6370,        -21.6372,        -21.6368
         148,        1.225000,        -21.6371,        -21.6372,        -21.6368,        -21.6370,        -21.6370,        -21.6370,        -21.6370,        -21.6376
         149,        1.233333,        -21.6364,        -21.6370,        -21.6374,        -21.6373,        -21.6375,        -21.6372,        -21.6371,        -21.6373
         150,        1.241667,        -21.6373,        -21.6373,        -21.6369,        -21.6369,        -21.6376,        -21.6373,        -21.6370,        -21.6367
         151,        1.250000,        -21.6378,        -21.6372,        -21.6372,        -21.6374,        -21.6375,        -21.6369,        -21.6372,        -21.6369
         152,        1.258333,        -21.6372,        -21.6371,        -21.6368,        -21.6373,        -21.6368,        -21.6371,        -21.6370,        -21.6372
         153,        1.266667,        -21.6370,        -21.6374,        -21.6373,        -21.6375,        -21.6369,        -21.6371,        -21.6371,        -21.6366
         154,        1.275000,        -21.6376,        -21.6371,        -21.6371,        -21.6372,        -21.6371,        -21.6374,        -21.6371,        -21.6377
         155,        1.283333,        -21.6365,        -21.6371,        -21.6380,        -21.6374,        -21.6366,        -21.6372,        -21.6372,        -21.6373
         156,        1.291667,        -21.6373,        -21.6373,        -21.6372,        -21.6372,        -21.6362,        -21.6374,        -21.6370,        -21.6371
         157,        1.300000,        -21.6372,        -21.6373,        -21.6369,        -21.6371,        -21.6370,        -21.6369,        -21.6371,        -21.6378
         158,        1.308333,        -21.6373,        -21.6369,        -21.6369,        -21.6369,        -21.6366,        -21.6376,        -21.6375,        -21.6378
         159,        1.316667,        -21.6376,        -21.6372,        -21.6372,        -21.6373,        -21.6374,        -21.6369,        -21.6371,        -21.6370
         160,        1.325000,        -21.6367,        -21.6372,        -21.6368,        -21.6368,        -21.6374,        -21.6370,        -21.6372,        -21.6368
         161,        1.333333,        -21.6370,        -21.6370,        -21.6368,        -21.6370,        -21.6368,        -21.6370,        -21.6370,        -21.6370
         162,        1.341667,        -21.6378,        -21.6373,        -21.6371,        -21.6375,        -21.6374,        -21.6371,        -21.6370,        -21.6375
         163,        1.350000,        -21.6375,        -21.6373,        -21.6371,        -21.6373,        -21.6366,        -21.6373,        -21.6369,        -21.6379
         164,        1.358333,        -21.6373,        -21.6371,        -21.6366,        -21.6372,        -21.6370,        -21.6372,        -21.6372,        -21.6366
         165,        1.366667,        -21.6372,        -21.6372,        -21.6370,        -21.6377,        -21.6371,        -21.6370,        -21.6373,        -21.6369
         166,        1.375000,        -21.6372,        -21.6374,        -21.6370,        -21.6376,        -21.6373,        -21.6372,        -21.6371,        -21.6368
         167,        1.383333,        -21.6373,        -21.6372,        -21.6367,        -21.6369,        -21.6376,        -21.6373,        -21.6368,        -21.6374
         168,        1.391667,        -21.6370,        -21.6369,        -21.6372,        -21.6370,        -21.6367,        -21.6372,        -21.6369,        -21.6366
         169,        1.400000,        -21.6370,        -21.6371,        -21.6374,        -21.6372,        -21.6377,        -21.6371,        -21.6371,        -21.6375
         170,        1.408333,        -21.6372,        -21.6373,        -21.6375,        -21.6373,        -21.6374,        -21.6369,        -21.6372,        -21.6378
         171,        1.416667,        -21.6374,        -21.6370,        -21.6378,        -21.6373,        -21.6373,        -21.6373,        -21.6372,        -21.6368
         172,        1.425000,        -21.6377,        -21.6373,        -21.6371,        -21.6369,        -21.6372,        -21.6374,        -21.6373,        -21.6371
         173,        1.433333,        -21.6368,        -21.6374,        -21.6368,        -21.6371,        -21.6366,        -21.6370,        -21.6370,        -21.6375
         174,        1.441667,        -21.6365,        -21.6372,        -21.6372,        -21.6372,        -21.6364,        -21.6369,        -21.6373,        -21.6373
         175,        1.450000,        -21.6363,        -21.6370,        -21.6366,        -21.6368,        -21.6370,        -21.6368,        -21.6370,        -21.6368
         176,        1.458333,        -21.6369,        -21.6370,        -21.6371,        -21.6371,        -21.6374,        -21.6369,        -21.6372,        -21.6369
         177,        1.466667,        -21.6369,        -21.6371,        -21.6372,        -21.6370,        -21.6365,        -21.6372,        -21.6369,        -21.6376
         178,        1.475000,        -21.6370,        -21.6370,        -21.6374,        -21.6372,        -21.6369,        -21.6372,        -21.6370,        -21.6373
         179,        1.483333,        -21.6368,        -21.6370,        -21.6366,        -21.6369,        -21.6375,        -21.6371,        -21.6372,        -21.6371
         180,        1.491667,        -21.6376,        -21.6371,        -21.6367,        -21.6370,        -21.6367,        -21.6372,        -21.6370,        -21.6372
         181,        1.500000,        -21.6375,        -21.6371,        -21.6377,        -21.6373,        -21.6363,        -21.6372,        -21.6374,        -21.6371
         182,        1.508333,        -21.6365,        -21.6372,        -21.6375,        -21.6371,        -21.6375,        -21.6370,        -21.6374,        -21.6371
         183,        1.516667,        -21.6371,        -21.6371,        -21.6375,        -21.6370,        -21.6370,        -21.6369,        -21.6372,        -21.6376
         184,        1.525000,        -21.6372,        -21.6372,        -21.6374,        -21.6369,        -21.6369,        -21.6372,        -21.6371,        -21.6373
         185,        1.533333,        -21.6369,        -21.6371,        -21.6372,        -21.6368,        -21.6371,        -21.6374,        -21.6370,        -21.6360
         186,        1.541667,        -21.6379,        -21.6369,        -21.6373,        -21.6373,        -21.6369,        -21.6375,        -21.6370,        -21.6375
         187,        1.550000,        -21.6377,        -21.6372,        -21.6371,        -21.6375,        -21.6365,        -21.6372,        -21.6374,        -21.6373
         188,        1.558333,        -21.6372,        -21.6372,        -21.6372,        -21.6371,        -21.6372,        -21.6372,        -21.6376,        -21.6373
         189,        1.566667,        -21.6371,        -21.6370,        -21.6367,        -21.6368,        -21.6374,        -21.6372,        -21.6372,        -21.6370
         190,        1.575000,        -21.6380,        -21.6371,        -21.6373,        -21.6374,        -21.6371,        -21.6369,        -21.6373,        -21.6374
         191,        1.583333,        -21.6379,        -21.6371,        -21.6367,        -21.6373,        -21.6374,        -21.6371,        -21.6372,        -21.6368
         192,        1.591667,        -21.6375,        -21.6370,        -21.6373,        -21.6372,        -21.6370,        -21.6373,        -21.6369,        -21.6360
         193,        1.600000,        -21.6371,        -21.6374,        -21.6367,        -21.6371,        -21.6368,        -21.6371,        -21.6369,        -21.6362
         194,        1.608333,        -21.6377,        -21.6372,        -21.6370,        -21.6369,        -21.6366,        -21.6371,        -21.6373,        -21.6367
         195,        1.616667,        -21.6366,        -21.6374,        -21.6369,        -21.6367,        -21.6374,        -21.6372,        -21.6373,        -21.6372
         196,        1.625000,        -21.6373,        -21.6371,        -21.6369,        -21.6368,        -21.6374,        -21.6372,        -21.6370,        -21.6374
         197,        1.633333,        -21.6367,        -21.6372,        -21.6375,        -21.6370,        -21.6367,        -21.6371,        -21.6371,        -21.6367
         198,        1.641667,        -21.6371,        -21.6372,        -21.6367,        -21.6370,        -21.6367,        -21.6369,        -21.6371,        -21.6370
         199,        1.650000,        -21.6370,        -21.6371,        -21.6383,        -21.6375,        -21.6371,        -21.6371,        -21.6370,        -21.6367
         200,        1.658333,        -21.6370,        -21.6370,        -21.6375,        -21.6374,        -21.6373,        -21.6370,        -21.6367,        -21.6372
         201,        1.666667,        -21.6368,        -21.6370,        -21.6367,        -21.6370,        -21.6376,        -21.6371,        -21.6368,        -21.6377
         202,        1.675000,        -21.6374,        -21.6373,        -21.6370,        -21.6369,        -21.6375,        -21.6373,        -21.6371,        -21.6368
         203,        1.683333,        -21.6374,        -21.6371,        -21.6368,        -21.6370,        -21.6374,        -21.6370,        -21.6367,        -21.6369
         204,        1.691667,        -21.6369,        -21.6372,        -21.6382,        -21.6374,        -21.6364,        -21.6372,        -21.6371,        -21.6373
         205,        1.700000,        -21.6375,        -21.6371,        -21.6372,        -21.6369,        -21.6372,        -21.6374,        -21.6371,        -21.6368
         206,        1.708333,        -21.6370,        -21.6372,        -21.6367,        -21.6367,        -21.6373,        -21.6372,        -21.6369,        -21.6374
         207,        1.716667,        -21.6370,        -21.6372,        -21.6376,        -21.6373,        -21.6369,        -21.6375,        -21.6372,        -21.6369
         208,        1.725000,        -21.6380,        -21.6370,        -21.6375,        -21.6371,        -21.6366,        -21.6372,        -21.6373,        -21.6372
         209,        1.733333,        -21.6372,        -21.6369,        -21.6372,        -21.6369,        -21.6365,        -21.6370,        -21.6376,        -21.6366
