"InphaseC4_003 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_003.tcf]","Time (h)","V 2 [InphaseC4_003]","V 3 [InphaseC4_003]","V 4 [InphaseC4_003]","V 5 [InphaseC4_003]","V 6 [InphaseC4_003]","V 7 [InphaseC4_003]","V 8 [InphaseC4_003]","V 9 [InphaseC4_003]","V 10 [InphaseC4_003]","V 11 [InphaseC4_003]","V 12 [InphaseC4_003]","V 13 [InphaseC4_003]","V 14 [InphaseC4_003]","V 15 [InphaseC4_003]","V 16 [InphaseC4_003]","V  1 [InphaseC4_003]"
          11,        0.083333,          1.2694,          0.3552,          0.9992,          2.0092,          1.6238,          0.0000,          0.5564,          0.0886,          0.0002,          0.0001,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          1.7235
          12,        0.091667,          1.2558,          0.3684,          1.0084,          2.0286,          1.4954,          0.1128,          0.6345,          1.1043,          0.2619,          0.0004,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          1.6963
          13,        0.100000,          1.2469,          0.3783,          1.0139,          2.0406,          1.4165,          0.1711,          0.6952,          1.4337,          0.3927,          0.3745,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          1.6775
          14,        0.108333,          1.2417,          0.3863,          1.0177,          2.0483,          1.3669,          0.2112,          0.7434,          1.6251,          0.2636,          0.4120,          0.4723,          0.1702,          0.0001,          0.0001,          0.0000,          1.6658
          15,        0.116667,          1.2385,          0.3915,          1.0203,          2.0535,          1.3307,          0.2439,          0.7797,          1.7435,          0.1851,          0.4301,          0.6765,          0.4247,          0.2057,          0.1200,          0.0001,          1.6580
          16,        0.125000,          1.2359,          0.3945,          1.0216,          2.0571,          1.3065,          0.2720,          0.8033,          1.8180,          0.2059,          0.4630,          0.8420,          0.5977,          0.3412,          0.2156,          0.1593,          1.6526
          17,        0.133333,          1.2343,          0.3963,          1.0224,          2.0591,          1.2887,          0.2931,          0.8213,          1.8668,          0.2471,          0.4778,          0.9719,          0.8584,          0.6028,          0.3674,          0.3602,          1.6493
          18,        0.141667,          1.2334,          0.3976,          1.0231,          2.0609,          1.2765,          0.3083,          0.8339,          1.9006,          0.2867,          0.5017,          1.0549,          1.1395,          0.9394,          0.5530,          0.4931,          1.6470
          19,        0.150000,          1.2327,          0.3984,          1.0236,          2.0619,          1.2678,          0.3196,          0.8428,          1.9215,          0.3213,          0.5263,          1.1068,          1.4365,          1.0637,          0.6382,          0.5985,          1.6455
          20,        0.158333,          1.2323,          0.3990,          1.0240,          2.0624,          1.2620,          0.3280,          0.8488,          1.9358,          0.3533,          0.5509,          1.1462,          1.6280,          1.1999,          0.7318,          0.6465,          1.6445
          21,        0.166667,          1.2321,          0.3993,          1.0242,          2.0629,          1.2577,          0.3335,          0.8533,          1.9479,          0.3794,          0.5691,          1.1747,          1.7584,          1.2973,          0.8098,          0.6878,          1.6439
          22,        0.175000,          1.2318,          0.3995,          1.0244,          2.0633,          1.2545,          0.3370,          0.8561,          1.9580,          0.3979,          0.5831,          1.1942,          1.8519,          1.3545,          0.8583,          0.7334,          1.6435
          23,        0.183333,          1.2317,          0.3996,          1.0244,          2.0635,          1.2526,          0.3396,          0.8581,          1.9620,          0.4121,          0.5937,          1.2082,          1.9031,          1.3978,          0.9017,          0.7887,          1.6432
          24,        0.191667,          1.2316,          0.3997,          1.0244,          2.0635,          1.2512,          0.3413,          0.8595,          1.9669,          0.4233,          0.6016,          1.2184,          1.9331,          1.4267,          0.9336,          0.8268,          1.6430
          25,        0.200000,          1.2316,          0.3996,          1.0245,          2.0636,          1.2502,          0.3425,          0.8604,          1.9652,          0.4313,          0.6077,          1.2256,          1.9574,          1.4464,          0.9547,          0.8525,          1.6429
          26,        0.208333,          1.2315,          0.3998,          1.0246,          2.0637,          1.2495,          0.3434,          0.8611,          1.9633,          0.4375,          0.6121,          1.2307,          1.9737,          1.4610,          0.9692,          0.8692,          1.6428
          27,        0.216667,          1.2315,          0.3998,          1.0246,          2.0637,          1.2491,          0.3440,          0.8615,          1.9605,          0.4417,          0.6152,          1.2344,          1.9854,          1.4715,          0.9786,          0.8802,          1.6427
          28,        0.225000,          1.2315,          0.3999,          1.0247,          2.0637,          1.2489,          0.3445,          0.8619,          1.9617,          0.4444,          0.6173,          1.2369,          1.9953,          1.4789,          0.9852,          0.8875,          1.6427
          29,        0.233333,          1.2315,          0.3998,          1.0246,          2.0637,          1.2486,          0.3447,          0.8621,          1.9625,          0.4464,          0.6187,          1.2387,          2.0054,          1.4840,          0.9900,          0.8925,          1.6427
          30,        0.241667,          1.2314,          0.3999,          1.0246,          2.0637,          1.2485,          0.3449,          0.8622,          1.9625,          0.4480,          0.6198,          1.2399,          2.0089,          1.4874,          0.9933,          0.8959,          1.6427
          31,        0.250000,          1.2315,          0.3998,          1.0247,          2.0637,          1.2484,          0.3450,          0.8622,          1.9640,          0.4491,          0.6206,          1.2408,          2.0117,          1.4898,          0.9957,          0.8985,          1.6426
          32,        0.258333,          1.2315,          0.3998,          1.0247,          2.0638,          1.2483,          0.3451,          0.8624,          1.9637,          0.4498,          0.6211,          1.2415,          2.0134,          1.4914,          0.9974,          0.9004,          1.6426
          33,        0.266667,          1.2315,          0.3998,          1.0247,          2.0637,          1.2483,          0.3451,          0.8624,          1.9634,          0.4503,          0.6215,          1.2419,          2.0145,          1.4926,          0.9986,          0.9016,          1.6426
          34,        0.275000,          1.2315,          0.3996,          1.0247,          2.0638,          1.2482,          0.3452,          0.8624,          1.9630,          0.4506,          0.6218,          1.2422,          2.0155,          1.4934,          0.9994,          0.9025,          1.6426
          35,        0.283333,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9629,          0.4509,          0.6220,          1.2424,          2.0161,          1.4940,          1.0000,          0.9031,          1.6426
          36,        0.291667,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3452,          0.8624,          1.9628,          0.4511,          0.6221,          1.2425,          2.0164,          1.4944,          1.0004,          0.9035,          1.6426
          37,        0.300000,          1.2315,          0.3998,          1.0246,          2.0638,          1.2482,          0.3452,          0.8626,          1.9628,          0.4512,          0.6222,          1.2426,          2.0170,          1.4947,          1.0006,          0.9038,          1.6426
          38,        0.308333,          1.2314,          0.3999,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9627,          0.4513,          0.6223,          1.2427,          2.0172,          1.4948,          1.0008,          0.9040,          1.6426
          39,        0.316667,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9627,          0.4513,          0.6223,          1.2427,          2.0171,          1.4950,          1.0009,          0.9041,          1.6426
          40,        0.325000,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9627,          0.4514,          0.6224,          1.2427,          2.0174,          1.4951,          1.0011,          0.9043,          1.6426
          41,        0.333333,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9627,          0.4514,          0.6224,          1.2428,          2.0175,          1.4952,          1.0011,          0.9043,          1.6426
          42,        0.341667,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0176,          1.4952,          1.0011,          0.9043,          1.6426
          43,        0.350000,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9627,          0.4514,          0.6223,          1.2428,          2.0175,          1.4952,          1.0012,          0.9044,          1.6426
          44,        0.358333,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3452,          0.8626,          1.9627,          0.4515,          0.6224,          1.2428,          2.0175,          1.4952,          1.0012,          0.9045,          1.6426
          45,        0.366667,          1.2315,          0.3999,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0174,          1.4953,          1.0012,          0.9045,          1.6426
          46,        0.375000,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9044,          1.6426
          47,        0.383333,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9044,          1.6426
          48,        0.391667,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0175,          1.4953,          1.0013,          0.9045,          1.6426
          49,        0.400000,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9627,          0.4515,          0.6224,          1.2428,          2.0175,          1.4952,          1.0013,          0.9045,          1.6426
          50,        0.408333,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3454,          0.8625,          1.9627,          0.4514,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          51,        0.416667,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0174,          1.4953,          1.0012,          0.9045,          1.6426
          52,        0.425000,          1.2316,          0.3998,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0013,          0.9045,          1.6426
          53,        0.433333,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9044,          1.6426
          54,        0.441667,          1.2315,          0.3999,          1.0247,          2.0637,          1.2482,          0.3453,          0.8626,          1.9626,          0.4514,          0.6224,          1.2429,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          55,        0.450000,          1.2315,          0.3997,          1.0246,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0013,          0.9045,          1.6426
          56,        0.458333,          1.2315,          0.3997,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6425
          57,        0.466667,          1.2315,          0.3999,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          58,        0.475000,          1.2314,          0.3999,          1.0246,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          59,        0.483333,          1.2315,          0.3998,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0013,          0.9044,          1.6426
          60,        0.491667,          1.2315,          0.3997,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6223,          1.2429,          2.0175,          1.4953,          1.0012,          0.9046,          1.6426
          61,        0.500000,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0175,          1.4953,          1.0013,          0.9045,          1.6426
          62,        0.508333,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          63,        0.516667,          1.2315,          0.3997,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0013,          0.9045,          1.6426
          64,        0.525000,          1.2315,          0.3998,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          65,        0.533333,          1.2315,          0.3997,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2429,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          66,        0.541667,          1.2315,          0.3997,          1.0246,          2.0637,          1.2482,          0.3453,          0.8624,          1.9626,          0.4515,          0.6225,          1.2428,          2.0175,          1.4953,          1.0012,          0.9045,          1.6426
          67,        0.550000,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0177,          1.4953,          1.0013,          0.9044,          1.6426
          68,        0.558333,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3453,          0.8626,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          69,        0.566667,          1.2315,          0.3997,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9627,          0.4514,          0.6224,          1.2429,          2.0176,          1.4953,          1.0012,          0.9044,          1.6426
          70,        0.575000,          1.2315,          0.3999,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
          71,        0.583333,          1.2315,          0.3997,          1.0246,          2.0637,          1.2482,          0.3454,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          72,        0.591667,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
          73,        0.600000,          1.2315,          0.3996,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          74,        0.608333,          1.2315,          0.3998,          1.0246,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9044,          1.6426
          75,        0.616667,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4952,          1.0012,          0.9044,          1.6426
          76,        0.625000,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9045,          1.6425
          77,        0.633333,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
          78,        0.641667,          1.2315,          0.3997,          1.0247,          2.0638,          1.2482,          0.3452,          0.8626,          1.9626,          0.4514,          0.6224,          1.2429,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
          79,        0.650000,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8624,          1.9626,          0.4515,          0.6224,          1.2428,          2.0178,          1.4953,          1.0012,          0.9045,          1.6426
          80,        0.658333,          1.2315,          0.3998,          1.0248,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          81,        0.666667,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          82,        0.675000,          1.2315,          0.3998,          1.0246,          2.0638,          1.2482,          0.3453,          0.8624,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
          83,        0.683333,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
          84,        0.691667,          1.2315,          0.3997,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
          85,        0.700000,          1.2315,          0.3999,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9044,          1.6426
          86,        0.708333,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          87,        0.716667,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
          88,        0.725000,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
          89,        0.733333,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
          90,        0.741667,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
          91,        0.750000,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9046,          1.6426
          92,        0.758333,          1.2315,          0.3999,          1.0246,          2.0637,          1.2482,          0.3453,          0.8626,          1.9626,          0.4515,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
          93,        0.766667,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
          94,        0.775000,          1.2315,          0.3997,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
          95,        0.783333,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
          96,        0.791667,          1.2314,          0.3999,          1.0247,          2.0638,          1.2482,          0.3452,          0.8626,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
          97,        0.800000,          1.2314,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
          98,        0.808333,          1.2315,          0.3997,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9627,          0.4515,          0.6224,          1.2429,          2.0177,          1.4953,          1.0013,          0.9044,          1.6426
          99,        0.816667,          1.2315,          0.4000,          1.0247,          2.0638,          1.2482,          0.3452,          0.8626,          1.9626,          0.4515,          0.6224,          1.2429,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
         100,        0.825000,          1.2314,          0.3996,          1.0246,          2.0638,          1.2481,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
         101,        0.833333,          1.2315,          0.3997,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9627,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
         102,        0.841667,          1.2314,          0.3998,          1.0247,          2.0638,          1.2482,          0.3452,          0.8624,          1.9626,          0.4514,          0.6224,          1.2429,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
         103,        0.850000,          1.2315,          0.3999,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         104,        0.858333,          1.2315,          0.3997,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
         105,        0.866667,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         106,        0.875000,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
         107,        0.883333,          1.2315,          0.3999,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
         108,        0.891667,          1.2315,          0.3999,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
         109,        0.900000,          1.2315,          0.3996,          1.0247,          2.0637,          1.2482,          0.3452,          0.8626,          1.9626,          0.4515,          0.6224,          1.2428,          2.0176,          1.4953,          1.0013,          0.9045,          1.6426
         110,        0.908333,          1.2315,          0.3998,          1.0247,          2.0638,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
         111,        0.916667,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
         112,        0.925000,          1.2315,          0.3999,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9627,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
         113,        0.933333,          1.2315,          0.3997,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0176,          1.4953,          1.0013,          0.9044,          1.6426
         114,        0.941667,          1.2315,          0.3999,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0177,          1.4952,          1.0012,          0.9045,          1.6426
         115,        0.950000,          1.2315,          0.3999,          1.0246,          2.0638,          1.2482,          0.3453,          0.8624,          1.9626,          0.4514,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         116,        0.958333,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9627,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
         117,        0.966667,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2428,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
         118,        0.975000,          1.2315,          0.3998,          1.0247,          2.0638,          1.2481,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
         119,        0.983333,          1.2315,          0.3997,          1.0246,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2429,          2.0176,          1.4953,          1.0012,          0.9045,          1.6426
         120,        0.991667,          1.2315,          0.3997,          1.0246,          2.0637,          1.2482,          0.3453,          0.8624,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         121,        1.000000,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         122,        1.008333,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6223,          1.2429,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
         123,        1.016667,          1.2315,          0.3999,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4514,          0.6224,          1.2429,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         124,        1.025000,          1.2315,          0.3998,          1.0247,          2.0637,          1.2482,          0.3452,          0.8626,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
         125,        1.033333,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3453,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9044,          1.6426
         126,        1.041667,          1.2315,          0.3998,          1.0246,          2.0637,          1.2482,          0.3453,          0.8624,          1.9626,          0.4514,          0.6224,          1.2428,          2.0177,          1.4953,          1.0012,          0.9045,          1.6426
         127,        1.050000,          1.2315,          0.3997,          1.0247,          2.0638,          1.2482,          0.3452,          0.8625,          1.9626,          0.4515,          0.6224,          1.2428,          2.0177,          1.4953,          1.0013,          0.9045,          1.6426
