"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\012\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\012\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          2.4679,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.6913,          0.0000,          0.0000,          0.0000
,        0.066667,          1.9805,          2.5541,          1.2463,          0.0000,          0.0000,          0.0000,         11.4589,          6.1764,          0.0000,          0.0000
,        0.083333,          2.0851,          2.5722,          0.5361,          2.3053,          0.9102,          0.0754,         15.3790,         12.7608,          4.7581,          0.8675
,        0.100000,          2.2315,          2.6281,          0.2755,          2.6071,          2.0940,          1.8683,         18.1744,         19.5277,         16.6089,         16.8384
,        0.116667,          2.1832,          2.7178,          0.2554,          2.4228,          2.3129,          2.2897,         19.6938,         23.3744,         21.8349,         20.7824
,        0.133333,          2.1509,          2.7870,          0.3490,          2.3125,          2.3991,          2.6532,         20.5461,         25.4176,         24.6263,         24.0660
,        0.150000,          2.1438,          2.8360,          0.3856,          2.2883,          2.4521,          2.8117,         21.1252,         26.5774,         26.1248,         25.7523
,        0.166667,          2.1369,          2.8679,          0.4060,          2.2728,          2.4868,          2.8815,         21.4532,         27.2968,         27.0217,         26.8080
,        0.183333,          2.1307,          2.8952,          0.4180,          2.2643,          2.5060,          2.9189,         21.6629,         27.7420,         27.5718,         27.4270
,        0.200000,          2.1291,          2.9097,          0.4252,          2.2586,          2.5182,          2.9414,         21.8004,         28.0162,         27.9136,         27.8205
,        0.216667,          2.1285,          2.9192,          0.4295,          2.2558,          2.5265,          2.9493,         21.8914,         28.1975,         28.1282,         28.0748
,        0.233333,          2.1280,          2.9254,          0.4322,          2.2542,          2.5328,          2.9519,         21.9501,         28.3134,         28.2705,         28.2363
,        0.250000,          2.1277,          2.9296,          0.4341,          2.2533,          2.5363,          2.9544,         21.9892,         28.3914,         28.3617,         28.3382
,        0.266667,          2.1277,          2.9197,          0.4356,          2.2526,          2.5385,          2.9565,         22.0146,         28.4472,         28.4249,         28.4063
