"InphaseC4_001","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_001.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\001\InphaseC4_001_POMM.csv","Maximum (Extracted from Time Series)",          1.2130,          0.0158,          0.1616,          0.7571,          0.9055,          0.0000,          0.1180,          0.0410,          0.0118,          0.0526,          0.1044,          0.1913,          0.3516,          0.0807,          0.1070,          1.1132,          0.0000,          0.0000,          0.0001,          0.0000,          0.0003,          0.0021,          0.0000,          0.0036
"","Time of Maximum",          0.0250,          0.7417,          1.5583,          1.8417,          0.5250,          0.0000,          3.8083,          1.5667,          1.5750,          3.5000,          5.5417,          5.3083,          4.7083,          4.9000,          5.0917,          0.2583,          0.0000,          0.0000,          0.3667,          0.0000,          0.8250,          0.1667,          0.0000,          0.1417
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -1.0011,         -1.0001,         -1.0011,         -1.0002,         -1.0010,         -1.0003,         -1.0011,         -1.0009
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          5.0500,          5.9750,          2.7000,          3.4750,          4.0500,          2.9083,          0.2167,          4.1250
