"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\009\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000
           5,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000
           6,        0.083333,          1.2065,          0.0000,          0.0000,          0.0000
           7,        0.100000,          1.9806,          0.0000,          0.0000,          0.0000
           8,        0.116667,          2.3410,          1.7802,          0.0000,          0.0000
           9,        0.133333,          2.6807,          1.9222,          0.2657,          0.0000
          10,        0.150000,          3.0706,          3.3613,          1.5160,          0.3371
          11,        0.166667,          3.4025,          4.5299,          3.2905,          2.3902
          12,        0.183333,          3.6421,          5.2858,          4.5505,          3.9416
          13,        0.200000,          3.8043,          5.7944,          5.3875,          5.0070
          14,        0.216667,          3.9091,          6.1074,          5.8789,          5.6659
          15,        0.233333,          3.9754,          6.2906,          6.1268,          6.0485
          16,        0.250000,          4.0171,          6.3958,          6.3256,          6.2535
          17,        0.266667,          4.0415,          6.4628,          6.4202,          6.3874
          18,        0.283333,          4.0561,          6.5040,          6.4764,          6.4531
          19,        0.300000,          4.0746,          6.5293,          6.5127,          6.4971
          20,        0.316667,          4.0835,          6.5449,          6.5345,          6.5271
          21,        0.333333,          4.0901,          6.5581,          6.5496,          6.5429
          22,        0.350000,          4.0949,          6.5672,          6.5614,          6.5561
          23,        0.366667,          4.0986,          6.5738,          6.5694,          6.5660
          24,        0.383333,          4.1028,          6.5798,          6.5758,          6.5730
          25,        0.400000,          4.1063,          6.5841,          6.5809,          6.5785
          26,        0.416667,          4.1102,          6.5894,          6.5861,          6.5837
          27,        0.433333,          4.1126,          6.5929,          6.5902,          6.5885
          28,        0.450000,          4.1144,          6.5960,          6.5940,          6.5924
          29,        0.466667,          4.1154,          6.5987,          6.5964,          6.5954
          30,        0.483333,          4.1172,          6.5994,          6.5984,          6.5976
          31,        0.500000,          4.1172,          6.6004,          6.5996,          6.5992
          32,        0.516667,          4.1176,          6.6009,          6.6006,          6.6001
          33,        0.533333,          4.1177,          6.6023,          6.6013,          6.6010
          34,        0.550000,          4.1178,          6.6017,          6.6020,          6.6010
          35,        0.566667,          4.1182,          6.6023,          6.6020,          6.6019
          36,        0.583333,          4.1183,          6.6027,          6.6025,          6.6022
          37,        0.600000,          4.1187,          6.6028,          6.6025,          6.6025
          38,        0.616667,          4.1186,          6.6028,          6.6027,          6.6026
          39,        0.633333,          4.1186,          6.6029,          6.6026,          6.6028
          40,        0.650000,          4.1185,          6.6029,          6.6027,          6.6027
          41,        0.666667,          4.1189,          6.6034,          6.6027,          6.6026
          42,        0.683333,          4.1191,          6.6029,          6.6027,          6.6026
          43,        0.700000,          4.1183,          6.6019,          6.6029,          6.6028
          44,        0.716667,          4.1187,          6.6032,          6.6028,          6.6030
          45,        0.733333,          4.1188,          6.6032,          6.6027,          6.6028
          46,        0.750000,          4.1188,          6.6029,          6.6028,          6.6029
          47,        0.766667,          4.1188,          6.6025,          6.6029,          6.6030
          48,        0.783333,          4.1187,          6.6029,          6.6027,          6.6029
          49,        0.800000,          4.1184,          6.6030,          6.6029,          6.6029
          50,        0.816667,          4.1187,          6.6031,          6.6029,          6.6028
          51,        0.833333,          4.1191,          6.6039,          6.6029,          6.6029
          52,        0.850000,          4.1189,          6.6030,          6.6027,          6.6028
          53,        0.866667,          4.1185,          6.6025,          6.6028,          6.6029
          54,        0.883333,          4.1191,          6.6023,          6.6027,          6.6029
          55,        0.900000,          4.1190,          6.6025,          6.6030,          6.6030
          56,        0.916667,          4.1190,          6.6033,          6.6027,          6.6029
          57,        0.933333,          4.1190,          6.6033,          6.6029,          6.6030
          58,        0.950000,          4.1188,          6.6032,          6.6027,          6.6029
          59,        0.966667,          4.1189,          6.6025,          6.6029,          6.6028
          60,        0.983333,          4.1191,          6.6025,          6.6028,          6.6029
          61,        1.000000,          4.1191,          6.6034,          6.6029,          6.6028
          62,        1.016667,          4.1183,          6.6024,          6.6028,          6.6029
          63,        1.033333,          4.1186,          6.6027,          6.6029,          6.6028
          64,        1.050000,          4.1185,          6.6031,          6.6029,          6.6026
          65,        1.066667,          4.1187,          6.6031,          6.6029,          6.6027
          66,        1.083333,          4.1186,          6.6031,          6.6028,          6.6028
          67,        1.100000,          4.1187,          6.6027,          6.6028,          6.6029
          68,        1.116667,          4.1190,          6.6030,          6.6028,          6.6028
          69,        1.133333,          4.1188,          6.6025,          6.6030,          6.6028
          70,        1.150000,          4.1183,          6.6028,          6.6028,          6.6030
          71,        1.166667,          4.1186,          6.6037,          6.6029,          6.6030
          72,        1.183333,          4.1191,          6.6025,          6.6029,          6.6028
          73,        1.200000,          4.1189,          6.6036,          6.6027,          6.6028
          74,        1.216667,          4.1187,          6.6024,          6.6029,          6.6030
          75,        1.233333,          4.1184,          6.6029,          6.6028,          6.6028
          76,        1.250000,          4.1189,          6.6027,          6.6027,          6.6029
          77,        1.266667,          4.1188,          6.6033,          6.6029,          6.6028
          78,        1.283333,          4.1185,          6.6030,          6.6026,          6.6029
          79,        1.300000,          4.1188,          6.6030,          6.6028,          6.6031
          80,        1.316667,          4.1187,          6.6028,          6.6028,          6.6027
          81,        1.333333,          4.1190,          6.6025,          6.6029,          6.6028
          82,        1.350000,          4.1191,          6.6027,          6.6030,          6.6028
          83,        1.366667,          4.1191,          6.6028,          6.6029,          6.6029
          84,        1.383333,          4.1191,          6.6027,          6.6029,          6.6029
          85,        1.400000,          4.1188,          6.6033,          6.6029,          6.6026
          86,        1.416667,          4.1183,          6.6033,          6.6027,          6.6029
          87,        1.433333,          4.1185,          6.6026,          6.6028,          6.6029
          88,        1.450000,          4.1185,          6.6029,          6.6027,          6.6028
          89,        1.466667,          4.1190,          6.6025,          6.6028,          6.6028
          90,        1.483333,          4.1189,          6.6030,          6.6030,          6.6029
          91,        1.500000,          4.1188,          6.6023,          6.6029,          6.6030
          92,        1.516667,          4.1185,          6.6031,          6.6027,          6.6029
          93,        1.533333,          4.1192,          6.6026,          6.6028,          6.6030
          94,        1.550000,          4.1188,          6.6025,          6.6028,          6.6030
          95,        1.566667,          4.1182,          6.6022,          6.6028,          6.6029
          96,        1.583333,          4.1190,          6.6025,          6.6028,          6.6030
          97,        1.600000,          4.1191,          6.6024,          6.6028,          6.6027
          98,        1.616667,          4.1189,          6.6029,          6.6027,          6.6029
          99,        1.633333,          4.1191,          6.6028,          6.6028,          6.6028
         100,        1.650000,          4.1190,          6.6027,          6.6027,          6.6027
         101,        1.666667,          4.1187,          6.6036,          6.6027,          6.6029
         102,        1.683333,          4.1190,          6.6035,          6.6031,          6.6028
         103,        1.700000,          4.1188,          6.6030,          6.6029,          6.6028
         104,        1.716667,          4.1182,          6.6024,          6.6029,          6.6028
         105,        1.733333,          4.1188,          6.6030,          6.6028,          6.6029
         106,        1.750000,          4.1190,          6.6028,          6.6029,          6.6030
         107,        1.766667,          4.1187,          6.6033,          6.6029,          6.6029
         108,        1.783333,          4.1188,          6.6025,          6.6029,          6.6029
         109,        1.800000,          4.1187,          6.6030,          6.6030,          6.6029
         110,        1.816667,          4.1189,          6.6031,          6.6028,          6.6028
         111,        1.833333,          4.1189,          6.6031,          6.6029,          6.6028
         112,        1.850000,          4.1192,          6.6029,          6.6027,          6.6028
         113,        1.866667,          4.1190,          6.6028,          6.6028,          6.6029
         114,        1.883333,          4.1192,          6.6026,          6.6029,          6.6028
         115,        1.900000,          4.1190,          6.6032,          6.6028,          6.6027
         116,        1.916667,          4.1188,          6.6030,          6.6028,          6.6028
         117,        1.933333,          4.1189,          6.6032,          6.6027,          6.6029
         118,        1.950000,          4.1190,          6.6031,          6.6029,          6.6029
         119,        1.966667,          4.1188,          6.6028,          6.6028,          6.6029
         120,        1.983333,          4.1189,          6.6023,          6.6027,          6.6030
         121,        2.000000,          4.1189,          6.6027,          6.6028,          6.6029

