"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\009\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          0.9504,          1.2605,          0.0795,          2.1308,          1.5567,          1.8994
          68,        1.116667,          0.9503,          1.2609,          0.0793,          2.1308,          1.5567,          1.8994
          69,        1.133333,          0.9504,          1.2604,          0.0794,          2.1308,          1.5567,          1.8994
          70,        1.150000,          0.9503,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
          71,        1.166667,          0.9503,          1.2604,          0.0794,          2.1308,          1.5567,          1.8994
          72,        1.183333,          0.9503,          1.2609,          0.0795,          2.1308,          1.5567,          1.8994
          73,        1.200000,          0.9503,          1.2608,          0.0794,          2.1308,          1.5567,          1.8994
          74,        1.216667,          0.9503,          1.2604,          0.0794,          2.1308,          1.5567,          1.8994
          75,        1.233333,          0.9504,          1.2608,          0.0794,          2.1308,          1.5567,          1.8994
          76,        1.250000,          0.9503,          1.2603,          0.0793,          2.1308,          1.5567,          1.8994
          77,        1.266667,          0.9503,          1.2608,          0.0794,          2.1308,          1.5567,          1.8993
          78,        1.283333,          0.9504,          1.2605,          0.0793,          2.1308,          1.5567,          1.8994
          79,        1.300000,          0.9503,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
          80,        1.316667,          0.9504,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
          81,        1.333333,          0.9504,          1.2604,          0.0794,          2.1308,          1.5567,          1.8994
          82,        1.350000,          0.9504,          1.2610,          0.0793,          2.1308,          1.5567,          1.8994
          83,        1.366667,          0.9504,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
          84,        1.383333,          0.9503,          1.2606,          0.0794,          2.1308,          1.5567,          1.8995
          85,        1.400000,          0.9503,          1.2606,          0.0794,          2.1308,          1.5568,          1.8994
          86,        1.416667,          0.9503,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
          87,        1.433333,          0.9504,          1.2609,          0.0793,          2.1308,          1.5567,          1.8994
          88,        1.450000,          0.9503,          1.2604,          0.0794,          2.1308,          1.5567,          1.8994
          89,        1.466667,          0.9504,          1.2607,          0.0794,          2.1308,          1.5567,          1.8993
          90,        1.483333,          0.9503,          1.2609,          0.0794,          2.1308,          1.5567,          1.8994
          91,        1.500000,          0.9504,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
          92,        1.516667,          0.9503,          1.2608,          0.0794,          2.1308,          1.5567,          1.8995
          93,        1.533333,          0.9503,          1.2603,          0.0793,          2.1308,          1.5567,          1.8994
          94,        1.550000,          0.9503,          1.2608,          0.0793,          2.1308,          1.5567,          1.8994
          95,        1.566667,          0.9503,          1.2609,          0.0793,          2.1308,          1.5567,          1.8994
          96,        1.583333,          0.9503,          1.2603,          0.0794,          2.1308,          1.5567,          1.8994
          97,        1.600000,          0.9503,          1.2609,          0.0793,          2.1308,          1.5567,          1.8994
          98,        1.616667,          0.9504,          1.2605,          0.0793,          2.1308,          1.5567,          1.8994
          99,        1.633333,          0.9503,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
         100,        1.650000,          0.9503,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
         101,        1.666667,          0.9503,          1.2604,          0.0793,          2.1308,          1.5567,          1.8994
         102,        1.683333,          0.9504,          1.2610,          0.0794,          2.1308,          1.5567,          1.8994
         103,        1.700000,          0.9504,          1.2603,          0.0794,          2.1308,          1.5567,          1.8994
         104,        1.716667,          0.9504,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
         105,        1.733333,          0.9504,          1.2606,          0.0793,          2.1308,          1.5567,          1.8994
         106,        1.750000,          0.9503,          1.2606,          0.0793,          2.1308,          1.5567,          1.8994
         107,        1.766667,          0.9504,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
         108,        1.783333,          0.9503,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
         109,        1.800000,          0.9504,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
         110,        1.816667,          0.9504,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
         111,        1.833333,          0.9504,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
         112,        1.850000,          0.9503,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
         113,        1.866667,          0.9503,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
         114,        1.883333,          0.9503,          1.2606,          0.0793,          2.1308,          1.5567,          1.8994
         115,        1.900000,          0.9503,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
         116,        1.916667,          0.9504,          1.2607,          0.0794,          2.1308,          1.5567,          1.8994
         117,        1.933333,          0.9503,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
         118,        1.950000,          0.9503,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
         119,        1.966667,          0.9504,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994
         120,        1.983333,          0.9504,          1.2605,          0.0794,          2.1308,          1.5567,          1.8994
         121,        2.000000,          0.9503,          1.2606,          0.0794,          2.1308,          1.5567,          1.8995

