iStep,tEnd,dtStar,dt,Nu,Nc,Nd,Eff
1,0.025,0.025,0.025,0.000396729,0.034317,0.000656128,3.4317
2,0.0504996,0.0255102,0.0254996,0.0017395,0.0495453,0.00244141,4.19961
3,0.0765193,0.0260308,0.0260197,0.00396729,0.061676,0.00558472,4.86791
4,0.103081,0.0265621,0.0265618,0.00712585,0.0722198,0.0100098,5.47449
5,0.130184,0.0271041,0.0271027,0.0110474,0.0814362,0.0155334,6.03008
6,0.157837,0.0276573,0.0276535,0.0155029,0.0892334,0.0218353,6.53677
7,0.186051,0.0282217,0.0282141,0.0201721,0.0956726,0.0284119,6.99594
8,0.214836,0.0287977,0.0287844,0.0246887,0.100708,0.0348358,7.61369
9,0.244214,0.0293854,0.0293785,0.0288239,0.104385,0.0407104,8.32986
10,0.274197,0.0299851,0.0299828,0.0324707,0.106781,0.0457916,9.08795
11,0.304779,0.030597,0.0305816,0.0355225,0.108047,0.0500336,9.84868
12,0.336,0.0312215,0.0312214,0.0380249,0.108353,0.0534363,10.5886
13,0.367855,0.0318586,0.0318548,0.0400391,0.10788,0.0561218,11.2915
14,0.400352,0.0325088,0.0324971,0.041275,0.106796,0.0578308,11.9391
15,0.433518,0.0331722,0.0331662,0.0436707,0.105316,0.0585327,12.5181
16,0.467363,0.0338492,0.0338446,0.0474854,0.103592,0.0585022,13.0236
17,0.501894,0.03454,0.0345317,0.0513611,0.101746,0.0578461,13.4539
18,0.537121,0.0352449,0.0352268,0.0552063,0.0998993,0.0567322,13.8111
19,0.573072,0.0359642,0.035951,0.0589142,0.098114,0.0553589,14.1019
20,0.609755,0.0366982,0.0366833,0.0624847,0.0964203,0.053833,14.3326
21,0.647202,0.0374471,0.0374466,0.0658722,0.0948486,0.0522461,14.511
22,0.685396,0.0382114,0.0381936,0.0690155,0.0933838,0.0506287,14.6423
23,0.724367,0.0389912,0.0389715,0.0716705,0.0920563,0.0489807,14.7325
24,0.764149,0.0397869,0.0397823,0.0736389,0.0908966,0.047287,14.786
25,0.804722,0.0405989,0.0405725,0.0749817,0.0909424,0.0456848,14.8078
26,0.846146,0.0414274,0.0414243,0.0775299,0.0910645,0.0444946,14.8089
27,0.888399,0.0422729,0.0422528,0.0814972,0.0914459,0.0442963,14.8065
28,0.931515,0.0431356,0.0431157,0.085495,0.091568,0.0438385,14.7972
29,0.97553,0.0440159,0.0440153,0.0892944,0.0921783,0.0431366,14.7784
30,1.02042,0.0449142,0.0448855,0.0928345,0.0971527,0.0420837,14.745
31,1.06624,0.0458308,0.0458272,0.0963898,0.10199,0.0406799,14.694
32,1.11298,0.0467662,0.0467357,0.0999451,0.106705,0.0413971,14.656
33,1.1607,0.0477206,0.0477204,0.102798,0.111282,0.0452728,14.6739
34,1.20937,0.0486945,0.0486677,0.104858,0.115707,0.0456696,14.6957
35,1.25902,0.0496882,0.0496543,0.106247,0.11998,0.0483856,14.7517
36,1.3097,0.0507023,0.0506825,0.110809,0.124084,0.0434875,14.7416
37,1.36141,0.051737,0.0517095,0.115845,0.128006,0.0457458,14.7606
38,1.41419,0.0527929,0.05278,0.12117,0.131699,0.0485687,14.8138
39,1.46804,0.0538703,0.0538472,0.12764,0.135178,0.050705,14.8901
40,1.523,0.0549697,0.0549596,0.136917,0.138367,0.0553894,15.0189
41,1.57907,0.0560915,0.0560662,0.146301,0.14122,0.0556488,15.144
42,1.63629,0.0572362,0.0572193,0.155182,0.143387,0.0564117,15.2717
43,1.69465,0.0584043,0.0583637,0.162399,0.144852,0.0490875,15.3089
44,1.7542,0.0595962,0.059556,0.167236,0.145584,0.0572052,15.4361
45,1.815,0.0608125,0.0607994,0.178604,0.14566,0.0665741,15.6622
46,1.87704,0.0620536,0.0620309,0.189423,0.145523,0.0609741,15.8161
47,1.94035,0.06332,0.0633148,0.197174,0.146408,0.0618134,15.9723
48,2.00493,0.0646122,0.0645825,0.200516,0.14711,0.0635834,16.1402
49,2.07084,0.0659308,0.0659035,0.212112,0.146255,0.0825653,16.502
50,2.13804,0.0672763,0.0672032,0.221909,0.14502,0.0873871,16.8979
51,2.20668,0.0686493,0.0686382,0.2267,0.145462,0.0813904,17.2161
52,2.27664,0.0700503,0.0699677,0.230927,0.144363,0.0840149,17.5466
53,2.34808,0.0714799,0.0714398,0.24118,0.144974,0.102097,18.0476
54,2.42097,0.0729387,0.0728849,0.246933,0.145248,0.101822,18.5253
55,2.49536,0.0744272,0.0743915,0.248291,0.145187,0.101852,18.9847
56,2.57122,0.0759462,0.0758636,0.254929,0.145645,0.100861,19.4154
57,2.64862,0.0774961,0.0773973,0.261536,0.146866,0.108414,19.9028
58,2.72762,0.0790776,0.0789964,0.264084,0.146652,0.109283,20.3803
59,2.80828,0.0806915,0.0806653,0.264572,0.147095,0.108856,20.8368
60,2.89057,0.0823382,0.0822902,0.271484,0.147415,0.112885,21.3142
61,2.97456,0.0840186,0.0839844,0.275253,0.146988,0.1203,21.8441
62,3.06018,0.0857333,0.0856238,0.277832,0.147049,0.123428,22.3826
63,3.14765,0.0874829,0.0874652,0.27774,0.147507,0.112061,22.7984
64,3.2369,0.0892683,0.0892502,0.282196,0.14743,0.119232,23.2654
65,3.32786,0.0910901,0.0909665,0.286484,0.148331,0.126236,23.7781
66,3.42077,0.0929491,0.0929051,0.286575,0.151566,0.119949,24.2177
67,3.51554,0.094846,0.0947726,0.287354,0.154892,0.122467,24.6645
68,3.61226,0.0967816,0.09672,0.29155,0.15831,0.124771,25.117
69,3.71101,0.0987568,0.0987526,0.29187,0.161804,0.135956,25.6545
70,3.81171,0.100772,0.100696,0.289185,0.165375,0.129242,26.114
71,3.91443,0.102829,0.102721,0.29277,0.169006,0.12175,26.4926
72,4.01926,0.104927,0.104833,0.294785,0.172714,0.132477,26.9523
73,4.1263,0.107069,0.107038,0.293716,0.176498,0.131546,27.3903
74,4.23543,0.109254,0.109128,0.291641,0.180344,0.121658,27.7283
75,4.34674,0.111483,0.111307,0.295471,0.18428,0.120667,28.0466
76,4.46031,0.113759,0.113578,0.301437,0.188309,0.126526,28.4046
77,4.57626,0.11608,0.115949,0.309662,0.192444,0.125366,28.7425
78,4.69469,0.118449,0.118427,0.313721,0.196686,0.117783,29.0077
79,4.81544,0.120867,0.120754,0.319351,0.201035,0.127808,29.3476
80,4.93862,0.123333,0.12318,0.327911,0.205505,0.122009,29.6287
81,5.06434,0.12585,0.125711,0.331696,0.210083,0.122498,29.9057
82,5.19269,0.128419,0.128354,0.337677,0.214767,0.117477,30.134
83,5.32349,0.131039,0.130805,0.345963,0.219528,0.12561,30.4205
84,5.45718,0.133714,0.133683,0.34906,0.22438,0.119415,30.6502
85,5.59353,0.136442,0.136357,0.356674,0.229324,0.116852,30.8519
86,5.73268,0.139227,0.139147,0.364029,0.234344,0.123505,31.1018
87,5.87474,0.142068,0.142061,0.365799,0.239487,0.125824,31.3638
88,6.01946,0.144968,0.14472,0.376587,0.244751,0.126068,31.6184
89,6.16735,0.147926,0.147892,0.382095,0.250168,0.127655,31.8803
90,6.31815,0.150945,0.150792,0.386856,0.255737,0.125763,32.1189
91,6.47196,0.154026,0.153816,0.396576,0.261459,0.122711,32.3264
92,6.62894,0.157169,0.156974,0.400024,0.267319,0.118408,32.507
93,6.78921,0.160377,0.160273,0.407944,0.2733,0.112274,32.702
94,6.95243,0.16365,0.163223,0.416061,0.279388,0.105652,32.9085
95,7.11925,0.166989,0.166816,0.419449,0.285583,0.102036,33.1192
96,7.28928,0.170397,0.170035,0.431168,0.291885,0.09758,33.3503
97,7.46267,0.173875,0.173391,0.437103,0.298325,0.0921173,33.5882
98,7.63957,0.177423,0.176893,0.445587,0.304916,0.0950165,33.8391
99,7.82012,0.181044,0.180553,0.456238,0.31163,0.0955048,34.1083
100,8.0045,0.184739,0.184381,0.462631,0.318497,0.0977631,34.3862
101,8.19289,0.188509,0.188389,0.475571,0.325485,0.0991211,34.6884
102,8.38477,0.192356,0.191878,0.482071,0.332581,0.101212,34.995
103,8.58103,0.196282,0.196256,0.497208,0.339752,0.104462,35.3317
104,8.7811,0.200288,0.200074,0.506683,0.348663,0.107193,35.6799
105,8.98516,0.204375,0.204059,0.519135,0.359192,0.110092,36.0467
106,9.19338,0.208546,0.208224,0.529724,0.370193,0.113831,36.4282
107,9.40596,0.212802,0.21258,0.542099,0.381714,0.116425,36.8288
108,9.6231,0.217145,0.217142,0.553268,0.393799,0.120285,37.2462
109,9.84406,0.221576,0.220951,0.567902,0.406448,0.123993,37.6813
110,10.07,0.226098,0.225928,0.578186,0.419785,0.127609,38.1321
111,10.3001,0.230713,0.230092,0.593643,0.433807,0.133499,38.6028
112,10.5345,0.235421,0.234434,0.601196,0.448471,0.135712,39.0761
113,10.7746,0.240226,0.240124,0.619507,0.463715,0.141129,39.5853
114,11.0195,0.245128,0.244902,0.629425,0.479355,0.143936,40.1031
115,11.2694,0.250131,0.2499,0.642517,0.495117,0.149704,40.6373
116,11.5246,0.255236,0.255134,0.65564,0.51059,0.148621,41.1885
117,11.7838,0.260444,0.259227,0.662796,0.525314,0.160904,41.7337
118,12.0487,0.26576,0.264924,0.679916,0.538956,0.158997,42.3063
119,12.3196,0.271183,0.270911,0.694,0.551437,0.169083,42.9006
