"OutphaseC4_009 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_009.tcf]","Time (h)","Q 2 [OutphaseC4_009]","Q 3 [OutphaseC4_009]","Q 4 [OutphaseC4_009]","Q 5 [OutphaseC4_009]","Q 6 [OutphaseC4_009]","Q 7 [OutphaseC4_009]","Q 1 [OutphaseC4_009]","Q  8 [OutphaseC4_009]"
          28,        0.225000,         -8.9759,         -6.4801,         -4.3022,         -2.9104,          0.0000,          0.0000,         -8.9983,          0.0000
          29,        0.233333,         -8.9840,         -6.7212,         -4.8093,         -3.2210,          0.0000,          0.0000,         -8.9880,          0.0000
          30,        0.241667,         -8.9878,         -6.9851,         -5.2730,         -3.5336,          0.0000,          0.0000,         -9.0161,          0.0000
          31,        0.250000,         -8.9851,         -7.2112,         -5.6997,         -3.8180,          0.0000,          0.0000,         -8.9603,          0.0000
          32,        0.258333,         -8.9976,         -7.4197,         -6.0868,         -4.0441,          0.0000,          0.0000,         -9.0147,          0.0000
          33,        0.266667,         -8.9950,         -7.6196,         -6.4344,         -4.2634,          0.0000,          0.0000,         -8.9972,          0.0000
          34,        0.275000,         -8.9955,         -7.7632,         -6.7499,         -4.4651,          0.0000,          0.0000,         -9.0007,          0.0000
          35,        0.283333,         -8.9986,         -7.9377,         -7.0224,         -4.6420,          0.0000,          0.0000,         -9.0190,          0.0000
          36,        0.291667,         -8.9891,         -8.0553,         -7.2753,         -4.8000,          0.0000,          0.0000,         -8.9718,          0.0000
          37,        0.300000,         -9.0045,         -8.1807,         -7.4881,         -4.9524,          0.0000,          0.0000,         -9.0087,          0.0000
          38,        0.308333,         -8.9994,         -8.2927,         -7.6819,         -5.1041,          0.0000,          0.0000,         -8.9898,          0.0000
          39,        0.316667,         -8.9999,         -8.3610,         -7.8536,         -5.2801,          0.0000,          0.0000,         -9.0084,          0.0000
          40,        0.325000,         -9.0010,         -8.4662,         -7.9967,         -5.4360,         -0.0078,          0.0000,         -9.0129,          0.0000
          41,        0.333333,         -8.9896,         -8.5198,         -8.1331,         -5.6649,         -0.6303,          0.0000,         -8.9629,          0.0000
          42,        0.341667,         -9.0056,         -8.5894,         -8.2397,         -5.8845,         -1.1059,          0.0000,         -9.0030,          0.0000
          43,        0.350000,         -9.0005,         -8.6499,         -8.3425,         -6.0833,         -1.6236,          0.0000,         -9.0050,          0.0000
          44,        0.358333,         -9.0026,         -8.6805,         -8.4297,         -6.3324,         -2.1604,          0.0000,         -9.0162,          0.0000
          45,        0.366667,         -8.9992,         -8.7365,         -8.5014,         -6.5344,         -2.7164,          0.0000,         -8.9987,          0.0000
          46,        0.375000,         -8.9903,         -8.7583,         -8.5733,         -6.7646,         -3.2579,          0.0000,         -8.9480,          0.0000
          47,        0.383333,         -9.0056,         -8.7993,         -8.6235,         -6.9678,         -3.7919,          0.0000,         -9.0068,          0.0000
          48,        0.391667,         -9.0012,         -8.8289,         -8.6774,         -7.1736,         -4.2940,          0.0000,         -9.0252,          0.0000
          49,        0.400000,         -9.0044,         -8.8397,         -8.7190,         -7.3573,         -4.7701,         -0.0417,         -9.0171,          0.0000
          50,        0.408333,         -8.9967,         -8.8732,         -8.7547,         -7.5233,         -5.2141,         -0.1493,         -8.9657,          0.0000
          51,        0.416667,         -8.9912,         -8.8767,         -8.7906,         -7.6909,         -5.6215,         -0.2554,         -8.9231,          0.0000
          52,        0.425000,         -9.0047,         -8.9051,         -8.8147,         -7.8358,         -5.9946,         -0.4004,         -9.0120,          0.0000
          53,        0.433333,         -9.0028,         -8.9177,         -8.8424,         -7.9644,         -6.3305,         -0.5216,         -9.0380,          0.0000
          54,        0.441667,         -9.0036,         -8.9205,         -8.8622,         -8.0859,         -6.6368,         -0.6720,         -9.0019,          0.0000
          55,        0.450000,         -8.9937,         -8.9371,         -8.8802,         -8.1889,         -6.9119,         -0.8382,         -8.9291,          0.0000
          56,        0.458333,         -8.9928,         -8.9367,         -8.8978,         -8.2871,         -7.1588,         -1.0074,         -8.9055,          0.0000
          57,        0.466667,         -9.0035,         -8.9578,         -8.9092,         -8.3689,         -7.3781,         -1.2003,         -9.0050,          0.0000
          58,        0.475000,         -9.0041,         -8.9584,         -8.9237,         -8.4481,         -7.5739,         -1.4279,         -9.0269,          0.0000
          59,        0.483333,         -9.0034,         -8.9609,         -8.9327,         -8.5141,         -7.7464,         -1.7075,         -8.9811,         -0.0001
          60,        0.491667,         -8.9925,         -8.9680,         -8.9421,         -8.5725,         -7.9001,         -2.0870,         -8.9205,         -0.3869
          61,        0.500000,         -8.9951,         -8.9689,         -8.9502,         -8.6273,         -8.0336,         -2.4703,         -8.9081,         -0.8364
          62,        0.508333,         -9.0022,         -8.9804,         -8.9556,         -8.6725,         -8.1171,         -2.8899,         -9.0071,         -1.3206
          63,        0.516667,         -9.0050,         -8.9794,         -8.9626,         -8.7153,         -8.1753,         -3.3382,         -9.0055,         -1.8464
          64,        0.525000,         -9.0031,         -8.9818,         -8.9668,         -8.7494,         -8.2378,         -3.7863,         -8.9694,         -2.3855
          65,        0.533333,         -8.9950,         -8.9796,         -8.9724,         -8.7809,         -8.3029,         -4.2251,         -8.9592,         -2.9262
          66,        0.541667,         -8.9982,         -8.9881,         -8.9751,         -8.8075,         -8.3675,         -4.6577,         -8.9469,         -3.4595
          67,        0.550000,         -8.9992,         -8.9911,         -8.9791,         -8.8324,         -8.4246,         -5.0663,         -9.0291,         -3.9754
          68,        0.558333,         -9.0040,         -8.9880,         -8.9808,         -8.8543,         -8.4841,         -5.4566,         -9.0067,         -4.4597
          69,        0.566667,         -9.0040,         -8.9932,         -8.9836,         -8.8717,         -8.5351,         -5.8205,         -8.9769,         -4.9196
          70,        0.575000,         -9.0014,         -8.9843,         -8.9868,         -8.8893,         -8.5826,         -6.1504,         -9.0074,         -5.3472
          71,        0.583333,         -9.0015,         -8.9982,         -8.9873,         -8.9005,         -8.6256,         -6.4596,         -9.0164,         -5.7379
          72,        0.591667,         -8.9971,         -8.9942,         -8.9911,         -8.9165,         -8.6672,         -6.7349,         -9.0709,         -6.0948
          73,        0.600000,         -9.0023,         -8.9963,         -8.9897,         -8.9264,         -8.7033,         -6.9950,         -9.0424,         -6.4173
          74,        0.608333,         -9.0040,         -8.9965,         -8.9917,         -8.9355,         -8.7386,         -7.2215,         -9.0058,         -6.7125
          75,        0.616667,         -9.0059,         -8.9866,         -8.9929,         -8.9441,         -8.7659,         -7.4275,         -9.0307,         -6.9750
          76,        0.625000,         -9.0036,         -9.0041,         -8.9928,         -8.9477,         -8.7927,         -7.6113,         -9.0996,         -7.2129
          77,        0.633333,         -8.9958,         -8.9961,         -8.9968,         -8.9591,         -8.8176,         -7.7751,         -9.1259,         -7.4227
          78,        0.641667,         -9.0015,         -8.9979,         -8.9943,         -8.9614,         -8.8390,         -7.9221,         -9.0945,         -7.6106
          79,        0.650000,         -9.0042,         -9.0004,         -8.9960,         -8.9667,         -8.8576,         -8.0501,         -9.0389,         -7.7776
          80,        0.658333,         -9.0079,         -8.9918,         -8.9962,         -8.9722,         -8.8749,         -8.1670,         -9.0435,         -7.9243
          81,        0.666667,         -9.0036,         -9.0021,         -8.9960,         -8.9719,         -8.8908,         -8.2674,         -9.1494,         -8.0559
          82,        0.675000,         -8.9955,         -8.9971,         -8.9988,         -8.9792,         -8.9036,         -8.3559,         -9.1587,         -8.1705
          83,        0.683333,         -8.9999,         -9.0002,         -8.9967,         -8.9798,         -8.9156,         -8.4356,         -9.1272,         -8.2720
          84,        0.691667,         -9.0023,         -9.0004,         -8.9976,         -8.9832,         -8.9259,         -8.5057,         -9.0635,         -8.3620
          85,        0.700000,         -9.0075,         -8.9934,         -8.9979,         -8.9859,         -8.9358,         -8.5653,         -9.0534,         -8.4409
          86,        0.708333,         -9.0030,         -9.0001,         -8.9973,         -8.9851,         -8.9428,         -8.6199,         -9.1406,         -8.5096
          87,        0.716667,         -8.9962,         -8.9962,         -8.9993,         -8.9890,         -8.9506,         -8.6665,         -9.1249,         -8.5708
          88,        0.725000,         -8.9990,         -8.9989,         -8.9979,         -8.9889,         -8.9555,         -8.7097,         -9.1217,         -8.6237
          89,        0.733333,         -9.0002,         -9.0018,         -8.9985,         -8.9909,         -8.9614,         -8.7449,         -9.0723,         -8.6706
          90,        0.741667,         -9.0045,         -8.9956,         -8.9986,         -8.9935,         -8.9661,         -8.7775,         -9.0412,         -8.7117
          91,        0.750000,         -9.0017,         -8.9988,         -8.9979,         -8.9914,         -8.9700,         -8.8048,         -9.0685,         -8.7474
          92,        0.758333,         -8.9977,         -8.9985,         -8.9992,         -8.9939,         -8.9750,         -8.8275,         -9.0541,         -8.7792
          93,        0.766667,         -8.9981,         -8.9971,         -8.9986,         -8.9952,         -8.9769,         -8.8491,         -9.0773,         -8.8069
          94,        0.775000,         -8.9974,         -9.0015,         -8.9984,         -8.9946,         -8.9796,         -8.8692,         -9.0711,         -8.8311
          95,        0.783333,         -8.9988,         -8.9980,         -8.9990,         -8.9969,         -8.9822,         -8.8852,         -9.0087,         -8.8520
          96,        0.791667,         -9.0005,         -8.9971,         -8.9984,         -8.9948,         -8.9841,         -8.8999,         -8.9865,         -8.8708
          97,        0.800000,         -8.9996,         -9.0003,         -8.9987,         -8.9958,         -8.9861,         -8.9119,         -8.9813,         -8.8868
          98,        0.808333,         -8.9984,         -8.9968,         -8.9991,         -8.9971,         -8.9877,         -8.9230,         -9.0129,         -8.9013
          99,        0.816667,         -8.9959,         -9.0022,         -8.9979,         -8.9955,         -8.9886,         -8.9320,         -9.0408,         -8.9136
         100,        0.825000,         -8.9930,         -8.9982,         -8.9992,         -8.9986,         -8.9905,         -8.9415,         -8.9682,         -8.9243
         101,        0.833333,         -8.9988,         -8.9963,         -8.9978,         -8.9965,         -8.9913,         -8.9491,         -8.9308,         -8.9336
         102,        0.841667,         -9.0011,         -9.0013,         -8.9981,         -8.9966,         -8.9920,         -8.9550,         -8.9472,         -8.9420
         103,        0.850000,         -9.0000,         -8.9955,         -8.9992,         -8.9991,         -8.9931,         -8.9601,         -8.9437,         -8.9491
         104,        0.858333,         -8.9963,         -9.0022,         -8.9975,         -8.9954,         -8.9933,         -8.9653,         -8.9769,         -8.9554
         105,        0.866667,         -8.9888,         -8.9986,         -8.9992,         -8.9989,         -8.9943,         -8.9688,         -8.9255,         -8.9606
         106,        0.875000,         -8.9971,         -8.9954,         -8.9976,         -8.9984,         -8.9946,         -8.9735,         -8.9141,         -8.9655
         107,        0.883333,         -9.0023,         -9.0028,         -8.9978,         -8.9975,         -8.9950,         -8.9767,         -8.9667,         -8.9695
         108,        0.891667,         -9.0024,         -8.9930,         -8.9989,         -8.9994,         -8.9954,         -8.9788,         -8.9020,         -8.9731
         109,        0.900000,         -8.9996,         -9.0006,         -8.9969,         -8.9956,         -8.9950,         -8.9817,         -8.9012,         -8.9762
         110,        0.908333,         -8.9872,         -8.9979,         -8.9989,         -8.9985,         -8.9957,         -8.9833,         -8.8768,         -8.9791
         111,        0.916667,         -8.9961,         -8.9961,         -8.9972,         -8.9986,         -8.9958,         -8.9855,         -8.9217,         -8.9812
         112,        0.925000,         -9.0014,         -9.0027,         -8.9974,         -8.9966,         -8.9956,         -8.9859,         -9.0297,         -8.9835
         113,        0.933333,         -9.0043,         -8.9917,         -8.9984,         -8.9988,         -8.9964,         -8.9884,         -8.9305,         -8.9850
         114,        0.941667,         -9.0033,         -8.9998,         -8.9965,         -8.9947,         -8.9956,         -8.9896,         -8.8429,         -8.9865
         115,        0.950000,         -8.9893,         -8.9978,         -8.9988,         -8.9973,         -8.9964,         -8.9894,         -8.8144,         -8.9879
         116,        0.958333,         -8.9955,         -8.9953,         -8.9967,         -8.9968,         -8.9959,         -8.9918,         -8.9404,         -8.9888
         117,        0.966667,         -9.0000,         -9.0030,         -8.9967,         -8.9960,         -8.9957,         -8.9922,         -9.0893,         -8.9902
         118,        0.975000,         -9.0045,         -8.9907,         -8.9983,         -8.9990,         -8.9964,         -8.9914,         -9.0223,         -8.9906
         119,        0.983333,         -9.0057,         -8.9991,         -8.9959,         -8.9929,         -8.9951,         -8.9937,         -8.8410,         -8.9917
         120,        0.991667,         -8.9935,         -8.9961,         -8.9987,         -8.9979,         -8.9962,         -8.9928,         -8.7664,         -8.9922
         121,        1.000000,         -8.9974,         -8.9945,         -8.9963,         -8.9961,         -8.9957,         -8.9932,         -8.9570,         -8.9925
         122,        1.008333,         -8.9988,         -9.0032,         -8.9967,         -8.9949,         -8.9954,         -8.9940,         -9.1290,         -8.9933
         123,        1.016667,         -9.0043,         -8.9888,         -8.9979,         -8.9980,         -8.9958,         -8.9930,         -9.1262,         -8.9931
         124,        1.025000,         -9.0063,         -9.0004,         -8.9958,         -8.9935,         -8.9948,         -8.9941,         -8.9224,         -8.9935
         125,        1.033333,         -8.9969,         -8.9962,         -8.9986,         -8.9990,         -8.9955,         -8.9927,         -8.7485,         -8.9938
         126,        1.041667,         -9.0002,         -8.9968,         -8.9960,         -8.9956,         -8.9953,         -8.9944,         -8.9532,         -8.9937
         127,        1.050000,         -8.9978,         -9.0027,         -8.9967,         -8.9956,         -8.9948,         -8.9948,         -9.1285,         -8.9941
         128,        1.058333,         -9.0025,         -8.9892,         -8.9978,         -8.9987,         -8.9953,         -8.9940,         -9.1766,         -8.9940
         129,        1.066667,         -9.0059,         -8.9999,         -8.9957,         -8.9930,         -8.9942,         -8.9953,         -9.0664,         -8.9942
         130,        1.075000,         -8.9991,         -8.9956,         -8.9989,         -8.9973,         -8.9954,         -8.9933,         -8.8103,         -8.9942
         131,        1.083333,         -9.0034,         -8.9958,         -8.9964,         -8.9945,         -8.9947,         -8.9945,         -8.9292,         -8.9938
         132,        1.091667,         -8.9981,         -9.0010,         -8.9972,         -8.9943,         -8.9949,         -8.9946,         -9.0942,         -8.9942
         133,        1.100000,         -9.0015,         -8.9892,         -8.9980,         -8.9983,         -8.9953,         -8.9937,         -9.1607,         -8.9938
         134,        1.108333,         -9.0049,         -9.0016,         -8.9960,         -8.9930,         -8.9939,         -8.9943,         -9.1746,         -8.9940
         135,        1.116667,         -8.9988,         -8.9949,         -8.9995,         -8.9976,         -8.9952,         -8.9930,         -8.9537,         -8.9937
         136,        1.125000,         -9.0043,         -8.9970,         -8.9966,         -8.9955,         -8.9944,         -8.9943,         -8.9079,         -8.9938
         137,        1.133333,         -8.9990,         -9.0007,         -8.9979,         -8.9953,         -8.9945,         -8.9932,         -9.0359,         -8.9939
         138,        1.141667,         -9.0007,         -8.9905,         -8.9983,         -8.9975,         -8.9951,         -8.9936,         -9.1115,         -8.9935
         139,        1.150000,         -9.0045,         -9.0028,         -8.9966,         -8.9920,         -8.9941,         -8.9944,         -9.1828,         -8.9938
         140,        1.158333,         -8.9979,         -8.9949,         -8.9999,         -8.9982,         -8.9952,         -8.9926,         -9.1209,         -8.9935
         141,        1.166667,         -9.0033,         -8.9979,         -8.9967,         -8.9950,         -8.9946,         -8.9933,         -8.9168,         -8.9937
         142,        1.175000,         -8.9985,         -9.0004,         -8.9983,         -8.9950,         -8.9946,         -8.9933,         -8.9722,         -8.9938
         143,        1.183333,         -9.0008,         -8.9892,         -8.9984,         -8.9977,         -8.9950,         -8.9932,         -9.0505,         -8.9930
         144,        1.191667,         -9.0047,         -9.0055,         -8.9966,         -8.9924,         -8.9945,         -8.9938,         -9.1297,         -8.9933
         145,        1.200000,         -8.9973,         -8.9958,         -9.0003,         -8.9978,         -8.9956,         -8.9925,         -9.1931,         -8.9933
         146,        1.208333,         -9.0006,         -8.9990,         -8.9973,         -8.9939,         -8.9947,         -8.9938,         -8.9661,         -8.9931
         147,        1.216667,         -8.9973,         -9.0009,         -8.9989,         -8.9961,         -8.9953,         -8.9930,         -8.9230,         -8.9935
         148,        1.225000,         -9.0009,         -8.9895,         -8.9984,         -8.9973,         -8.9954,         -8.9938,         -8.9933,         -8.9931
         149,        1.233333,         -9.0052,         -9.0057,         -8.9970,         -8.9931,         -8.9949,         -8.9934,         -9.0534,         -8.9934
         150,        1.241667,         -8.9979,         -8.9971,         -9.0005,         -8.9979,         -8.9961,         -8.9930,         -9.1440,         -8.9932
         151,        1.250000,         -8.9982,         -8.9998,         -8.9975,         -8.9942,         -8.9952,         -8.9939,         -9.0336,         -8.9930
         152,        1.258333,         -8.9934,         -8.9994,         -8.9994,         -8.9965,         -8.9961,         -8.9933,         -8.9123,         -8.9932
         153,        1.266667,         -9.0009,         -8.9897,         -8.9983,         -8.9973,         -8.9963,         -8.9932,         -8.9572,         -8.9928
         154,        1.275000,         -9.0062,         -9.0055,         -8.9973,         -8.9951,         -8.9956,         -8.9941,         -8.9975,         -8.9933
         155,        1.283333,         -8.9997,         -8.9964,         -9.0004,         -8.9985,         -8.9969,         -8.9922,         -9.0403,         -8.9931
         156,        1.291667,         -8.9980,         -9.0008,         -8.9975,         -8.9945,         -8.9962,         -8.9939,         -9.0513,         -8.9931
         157,        1.300000,         -8.9887,         -9.0010,         -9.0000,         -8.9981,         -8.9967,         -8.9932,         -8.9305,         -8.9934
         158,        1.308333,         -8.9995,         -8.9924,         -8.9986,         -8.9985,         -8.9969,         -8.9936,         -8.9522,         -8.9933
         159,        1.316667,         -9.0061,         -9.0053,         -8.9975,         -8.9947,         -8.9962,         -8.9939,         -8.9809,         -8.9935
         160,        1.325000,         -9.0017,         -8.9963,         -9.0005,         -8.9995,         -8.9973,         -8.9929,         -8.9481,         -8.9932
         161,        1.333333,         -8.9999,         -9.0014,         -8.9977,         -8.9944,         -8.9963,         -8.9944,         -8.9992,         -8.9936
         162,        1.341667,         -8.9859,         -9.0008,         -9.0005,         -8.9988,         -8.9976,         -8.9925,         -8.9480,         -8.9935
         163,        1.350000,         -8.9977,         -8.9922,         -8.9986,         -8.9985,         -8.9975,         -8.9945,         -8.9602,         -8.9934
         164,        1.358333,         -9.0059,         -9.0066,         -8.9980,         -8.9975,         -8.9971,         -8.9932,         -9.0227,         -8.9938
         165,        1.366667,         -9.0036,         -8.9948,         -9.0006,         -9.0004,         -8.9977,         -8.9932,         -8.9239,         -8.9937
         166,        1.375000,         -9.0034,         -9.0024,         -8.9979,         -8.9944,         -8.9970,         -8.9951,         -8.9160,         -8.9938
         167,        1.383333,         -8.9864,         -8.9999,         -9.0011,         -8.9987,         -8.9980,         -8.9937,         -8.9138,         -8.9940
         168,        1.391667,         -8.9959,         -8.9948,         -8.9986,         -8.9996,         -8.9978,         -8.9949,         -8.9626,         -8.9939
         169,        1.400000,         -9.0035,         -9.0054,         -8.9985,         -8.9960,         -8.9974,         -8.9945,         -9.0861,         -8.9944
         170,        1.408333,         -9.0045,         -8.9932,         -9.0009,         -9.0015,         -8.9985,         -8.9946,         -8.9766,         -8.9941
         171,        1.416667,         -9.0065,         -9.0033,         -8.9982,         -8.9962,         -8.9974,         -8.9950,         -8.8544,         -8.9945
         172,        1.425000,         -8.9891,         -8.9991,         -9.0015,         -8.9990,         -8.9983,         -8.9940,         -8.8469,         -8.9945
         173,        1.433333,         -8.9956,         -8.9966,         -8.9990,         -8.9991,         -8.9984,         -8.9951,         -8.9634,         -8.9946
         174,        1.441667,         -9.0006,         -9.0052,         -8.9987,         -8.9963,         -8.9981,         -8.9956,         -9.1365,         -8.9953
         175,        1.450000,         -9.0040,         -8.9935,         -9.0007,         -9.0021,         -8.9993,         -8.9949,         -9.0902,         -8.9949
         176,        1.458333,         -9.0076,         -9.0043,         -8.9983,         -8.9959,         -8.9980,         -8.9960,         -8.8701,         -8.9954
         177,        1.466667,         -8.9937,         -9.0002,         -9.0018,         -9.0010,         -8.9991,         -8.9952,         -8.7799,         -8.9955
         178,        1.475000,         -8.9973,         -8.9966,         -8.9988,         -8.9998,         -8.9988,         -8.9958,         -8.9625,         -8.9956
         179,        1.483333,         -8.9984,         -9.0044,         -8.9991,         -8.9971,         -8.9990,         -8.9965,         -9.1539,         -8.9960
         180,        1.491667,         -9.0033,         -8.9923,         -9.0006,         -9.0026,         -8.9997,         -8.9958,         -9.1800,         -8.9960
         181,        1.500000,         -9.0076,         -9.0042,         -8.9983,         -8.9974,         -8.9985,         -8.9970,         -8.9612,         -8.9962
         182,        1.508333,         -8.9976,         -8.9998,         -9.0020,         -9.0024,         -8.9998,         -8.9960,         -8.7492,         -8.9960
         183,        1.516667,         -9.0004,         -8.9973,         -8.9988,         -8.9986,         -8.9989,         -8.9973,         -8.9423,         -8.9962
         184,        1.525000,         -8.9965,         -9.0035,         -8.9995,         -8.9985,         -8.9989,         -8.9963,         -9.1335,         -8.9966
         185,        1.533333,         -9.0015,         -8.9935,         -9.0005,         -9.0012,         -9.0000,         -8.9961,         -9.1903,         -8.9964
         186,        1.541667,         -9.0067,         -9.0049,         -8.9983,         -8.9974,         -8.9986,         -8.9974,         -9.0983,         -8.9969
         187,        1.550000,         -8.9990,         -9.0001,         -9.0021,         -9.0014,         -8.9997,         -8.9969,         -8.8025,         -8.9972
         188,        1.558333,         -9.0033,         -8.9984,         -8.9989,         -8.9985,         -8.9994,         -8.9977,         -8.9101,         -8.9971
         189,        1.566667,         -8.9967,         -9.0030,         -8.9997,         -9.0001,         -8.9992,         -8.9976,         -9.0788,         -8.9973
         190,        1.575000,         -9.0003,         -8.9916,         -9.0003,         -9.0021,         -9.0003,         -8.9967,         -9.1492,         -8.9973
         191,        1.583333,         -9.0054,         -9.0052,         -8.9985,         -8.9969,         -8.9991,         -8.9983,         -9.1834,         -8.9975
         192,        1.591667,         -8.9987,         -8.9993,         -9.0022,         -9.0032,         -9.0001,         -8.9976,         -8.9562,         -8.9973
         193,        1.600000,         -9.0037,         -8.9996,         -8.9988,         -8.9983,         -8.9995,         -8.9978,         -8.8841,         -8.9976
         194,        1.608333,         -8.9978,         -9.0027,         -9.0000,         -8.9991,         -8.9997,         -8.9974,         -9.0105,         -8.9979
         195,        1.616667,         -9.0003,         -8.9914,         -9.0002,         -9.0018,         -9.0004,         -8.9983,         -9.0869,         -8.9978
         196,        1.625000,         -9.0046,         -9.0054,         -8.9984,         -8.9971,         -8.9991,         -8.9983,         -9.1740,         -8.9980
         197,        1.633333,         -8.9977,         -8.9997,         -9.0020,         -9.0015,         -9.0005,         -8.9972,         -9.1255,         -8.9981
         198,        1.641667,         -9.0026,         -9.0017,         -8.9988,         -8.9989,         -8.9995,         -8.9985,         -8.8981,         -8.9980
         199,        1.650000,         -8.9981,         -9.0025,         -9.0004,         -8.9994,         -8.9996,         -8.9985,         -8.9436,         -8.9984
         200,        1.658333,         -9.0005,         -8.9913,         -8.9999,         -9.0021,         -9.0003,         -8.9984,         -9.0313,         -8.9982
         201,        1.666667,         -9.0049,         -9.0062,         -8.9983,         -8.9963,         -8.9989,         -8.9994,         -9.1090,         -8.9986
         202,        1.675000,         -8.9974,         -8.9979,         -9.0019,         -9.0023,         -9.0005,         -8.9977,         -9.1863,         -8.9985
         203,        1.683333,         -8.9999,         -9.0011,         -8.9989,         -8.9989,         -8.9995,         -8.9995,         -8.9608,         -8.9986
         204,        1.691667,         -8.9960,         -9.0021,         -9.0006,         -8.9999,         -9.0000,         -8.9983,         -8.9044,         -8.9989
         205,        1.700000,         -9.0009,         -8.9922,         -8.9998,         -9.0019,         -9.0003,         -8.9990,         -8.9811,         -8.9986
         206,        1.708333,         -9.0057,         -9.0069,         -8.9984,         -8.9965,         -8.9994,         -8.9987,         -9.0397,         -8.9990
         207,        1.716667,         -8.9985,         -8.9980,         -9.0018,         -9.0034,         -9.0006,         -8.9984,         -9.1304,         -8.9990
         208,        1.725000,         -8.9980,         -9.0023,         -8.9988,         -8.9981,         -8.9993,         -8.9995,         -9.0331,         -8.9991
         209,        1.733333,         -8.9925,         -9.0018,         -9.0009,         -9.0009,         -9.0001,         -8.9986,         -8.9040,         -8.9993
         210,        1.741667,         -9.0009,         -8.9921,         -8.9997,         -9.0017,         -9.0002,         -9.0000,         -8.9595,         -8.9991
         211,        1.750000,         -9.0066,         -9.0069,         -8.9984,         -8.9975,         -8.9998,         -8.9996,         -8.9926,         -8.9993
