"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\012\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          2.1274,          2.9259,          0.4377,          2.2514,          2.5426,          2.9602
          68,        1.116667,          2.1275,          2.9259,          0.4377,          2.2514,          2.5427,          2.9598
          69,        1.133333,          2.1275,          2.9228,          0.4377,          2.2514,          2.5426,          2.9602
          70,        1.150000,          2.1275,          2.9229,          0.4377,          2.2514,          2.5426,          2.9603
          71,        1.166667,          2.1275,          2.9229,          0.4376,          2.2514,          2.5426,          2.9603
          72,        1.183333,          2.1275,          2.9230,          0.4377,          2.2514,          2.5426,          2.9603
          73,        1.200000,          2.1275,          2.9232,          0.4376,          2.2514,          2.5426,          2.9603
          74,        1.216667,          2.1274,          2.9234,          0.4377,          2.2514,          2.5426,          2.9603
          75,        1.233333,          2.1275,          2.9234,          0.4377,          2.2514,          2.5426,          2.9603
          76,        1.250000,          2.1275,          2.9238,          0.4376,          2.2514,          2.5426,          2.9603
          77,        1.266667,          2.1275,          2.9240,          0.4377,          2.2514,          2.5426,          2.9603
          78,        1.283333,          2.1275,          2.9241,          0.4377,          2.2514,          2.5426,          2.9603
          79,        1.300000,          2.1275,          2.9244,          0.4376,          2.2514,          2.5426,          2.9604
          80,        1.316667,          2.1275,          2.9246,          0.4377,          2.2514,          2.5426,          2.9603
          81,        1.333333,          2.1275,          2.9245,          0.4376,          2.2514,          2.5426,          2.9603
          82,        1.350000,          2.1275,          2.9248,          0.4377,          2.2514,          2.5426,          2.9603
          83,        1.366667,          2.1275,          2.9248,          0.4377,          2.2514,          2.5426,          2.9603
          84,        1.383333,          2.1275,          2.9248,          0.4377,          2.2514,          2.5426,          2.9603
          85,        1.400000,          2.1275,          2.9249,          0.4376,          2.2514,          2.5426,          2.9603
          86,        1.416667,          2.1275,          2.9248,          0.4376,          2.2514,          2.5426,          2.9603
          87,        1.433333,          2.1275,          2.9249,          0.4376,          2.2514,          2.5426,          2.9603
          88,        1.450000,          2.1275,          2.9251,          0.4377,          2.2514,          2.5426,          2.9603
          89,        1.466667,          2.1275,          2.9250,          0.4377,          2.2514,          2.5426,          2.9603
          90,        1.483333,          2.1275,          2.9249,          0.4377,          2.2514,          2.5426,          2.9603
          91,        1.500000,          2.1275,          2.9250,          0.4377,          2.2514,          2.5426,          2.9603
          92,        1.516667,          2.1275,          2.9251,          0.4377,          2.2514,          2.5426,          2.9603
          93,        1.533333,          2.1275,          2.9252,          0.4377,          2.2514,          2.5426,          2.9603
          94,        1.550000,          2.1275,          2.9252,          0.4377,          2.2514,          2.5426,          2.9603
          95,        1.566667,          2.1275,          2.9252,          0.4376,          2.2514,          2.5426,          2.9603
          96,        1.583333,          2.1275,          2.9253,          0.4377,          2.2514,          2.5426,          2.9603
          97,        1.600000,          2.1275,          2.9253,          0.4377,          2.2514,          2.5426,          2.9604
          98,        1.616667,          2.1275,          2.9251,          0.4377,          2.2514,          2.5426,          2.9604
          99,        1.633333,          2.1275,          2.9253,          0.4377,          2.2514,          2.5426,          2.9604
         100,        1.650000,          2.1275,          2.9253,          0.4377,          2.2514,          2.5426,          2.9604
         101,        1.666667,          2.1275,          2.9256,          0.4377,          2.2514,          2.5426,          2.9604
         102,        1.683333,          2.1275,          2.9253,          0.4377,          2.2514,          2.5426,          2.9603
         103,        1.700000,          2.1275,          2.9256,          0.4377,          2.2514,          2.5426,          2.9603
         104,        1.716667,          2.1275,          2.9228,          0.4377,          2.2514,          2.5426,          2.9636
         105,        1.733333,          2.1275,          2.9228,          0.4377,          2.2514,          2.5426,          2.9603
         106,        1.750000,          2.1274,          2.9230,          0.4377,          2.2514,          2.5426,          2.9603
         107,        1.766667,          2.1275,          2.9229,          0.4377,          2.2514,          2.5426,          2.9604
         108,        1.783333,          2.1275,          2.9229,          0.4377,          2.2514,          2.5426,          2.9603
         109,        1.800000,          2.1275,          2.9230,          0.4377,          2.2514,          2.5426,          2.9604
         110,        1.816667,          2.1275,          2.9230,          0.4377,          2.2514,          2.5426,          2.9604
         111,        1.833333,          2.1275,          2.9231,          0.4376,          2.2514,          2.5426,          2.9603
         112,        1.850000,          2.1275,          2.9235,          0.4376,          2.2514,          2.5426,          2.9604
         113,        1.866667,          2.1275,          2.9238,          0.4377,          2.2514,          2.5426,          2.9604
         114,        1.883333,          2.1275,          2.9239,          0.4376,          2.2514,          2.5426,          2.9603
         115,        1.900000,          2.1275,          2.9240,          0.4376,          2.2514,          2.5426,          2.9603
         116,        1.916667,          2.1275,          2.9245,          0.4376,          2.2514,          2.5426,          2.9603
         117,        1.933333,          2.1275,          2.9244,          0.4377,          2.2514,          2.5426,          2.9604
         118,        1.950000,          2.1275,          2.9246,          0.4376,          2.2514,          2.5426,          2.9603
         119,        1.966667,          2.1275,          2.9248,          0.4377,          2.2514,          2.5426,          2.9603
         120,        1.983333,          2.1275,          2.9248,          0.4377,          2.2514,          2.5426,          2.9603
         121,        2.000000,          2.1275,          2.9247,          0.4377,          2.2514,          2.5426,          2.9603

