"VanillaC4_007 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_007.tcf]","Time (h)","Q 2 [VanillaC4_007]","Q 3 [VanillaC4_007]","Q 4 [VanillaC4_007]","Q 5 [VanillaC4_007]","Q 6 [VanillaC4_007]","Q 7 [VanillaC4_007]","Q 1 [VanillaC4_007]","Q  8 [VanillaC4_007]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.2860,          0.0000
           3,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.7143,          0.0003
           4,        0.025000,         -2.3880,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.3733,         -0.0001
           5,        0.033333,         -4.8508,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -6.6415,         -0.0002
           6,        0.041667,         -5.7727,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -6.7837,         -0.0002
           7,        0.050000,         -6.2414,         -2.4465,          0.0000,          0.0000,          0.0000,          0.0000,         -6.8634,         -0.0001
           8,        0.058333,         -6.5105,         -4.4172,          0.0000,          0.0000,          0.0000,          0.0000,         -6.9105,         -0.0005
           9,        0.066667,         -6.6751,         -5.3625,          0.0000,          0.0000,          0.0000,         -0.0001,         -6.9390,         -0.0003
          10,        0.075000,         -6.7795,         -5.9142,         -1.6398,          0.0000,          0.0000,         -0.0002,         -6.9585,          0.0002
          11,        0.083333,         -6.8473,         -6.2551,         -3.8617,          0.0000,          0.0000,          0.0000,         -6.9712,          0.0002
          12,        0.091667,         -6.8917,         -6.4832,         -4.9339,          0.0000,          0.0000,          0.0001,         -6.9801,          0.0002
          13,        0.100000,         -6.9237,         -6.6368,         -5.5791,         -2.3379,          0.0000,          0.0001,         -6.9863,          0.0009
          14,        0.108333,         -6.9457,         -6.7411,         -6.0000,         -4.0361,          0.0000,         -0.0000,         -6.9901,          0.0002
          15,        0.116667,         -6.9612,         -6.8135,         -6.2843,         -4.9771,          0.0000,         -0.0001,         -6.9929,          0.0003
          16,        0.125000,         -6.9722,         -6.8640,         -6.4848,         -5.5701,          0.0000,         -0.0001,         -6.9950,          0.0004
          17,        0.133333,         -6.9799,         -6.9008,         -6.6260,         -5.9700,          0.0000,          0.0000,         -6.9963,         -0.0002
          18,        0.141667,         -6.9854,         -6.9275,         -6.7263,         -6.2477,         -1.9009,         -0.0001,         -6.9976,         -0.0006
          19,        0.150000,         -6.9896,         -6.9469,         -6.7979,         -6.4491,         -3.7211,         -0.0000,         -6.9980,         -0.0003
          20,        0.158333,         -6.9923,         -6.9613,         -6.8493,         -6.5938,         -4.7102,         -0.0000,         -6.9988,         -0.0004
          21,        0.166667,         -6.9944,         -6.9715,         -6.8874,         -6.6985,         -5.3459,         -0.0002,         -6.9991,          0.0004
          22,        0.175000,         -6.9962,         -6.9789,         -6.9166,         -6.7747,         -5.7879,         -2.4764,         -6.9993,         -0.0002
          23,        0.183333,         -6.9970,         -6.9843,         -6.9378,         -6.8304,         -6.0956,         -3.9400,         -6.9996,         -0.0001
          24,        0.191667,         -6.9979,         -6.9886,         -6.9535,         -6.8717,         -6.3256,         -4.8171,         -6.9996,         -2.0668
          25,        0.200000,         -6.9984,         -6.9917,         -6.9656,         -6.9036,         -6.4942,         -5.3983,         -6.9997,         -3.4118
          26,        0.208333,         -6.9989,         -6.9938,         -6.9743,         -6.9275,         -6.6189,         -5.8070,         -6.9998,         -4.6180
          27,        0.216667,         -6.9991,         -6.9955,         -6.9807,         -6.9454,         -6.7112,         -6.0994,         -6.9998,         -5.2633
          28,        0.225000,         -6.9996,         -6.9966,         -6.9859,         -6.9588,         -6.7799,         -6.3208,         -6.9997,         -5.6518
          29,        0.233333,         -6.9995,         -6.9975,         -6.9894,         -6.9692,         -6.8310,         -6.4891,         -6.9999,         -5.9616
          30,        0.241667,         -6.9997,         -6.9981,         -6.9921,         -6.9766,         -6.8701,         -6.6158,         -7.0000,         -6.2071
          31,        0.250000,         -6.9999,         -6.9985,         -6.9941,         -6.9822,         -6.9008,         -6.7079,         -7.0000,         -6.3965
          32,        0.258333,         -6.9998,         -6.9991,         -6.9954,         -6.9868,         -6.9240,         -6.7763,         -6.9999,         -6.5413
          33,        0.266667,         -6.9998,         -6.9992,         -6.9966,         -6.9901,         -6.9421,         -6.8272,         -6.9999,         -6.6498
          34,        0.275000,         -6.9997,         -6.9994,         -6.9977,         -6.9927,         -6.9559,         -6.8675,         -7.0000,         -6.7301
          35,        0.283333,         -6.9998,         -6.9995,         -6.9981,         -6.9944,         -6.9664,         -6.8982,         -7.0001,         -6.7912
          36,        0.291667,         -6.9999,         -6.9998,         -6.9986,         -6.9957,         -6.9743,         -6.9220,         -7.0000,         -6.8390
          37,        0.300000,         -6.9999,         -7.0000,         -6.9991,         -6.9969,         -6.9806,         -6.9401,         -6.9999,         -6.8760
          38,        0.308333,         -7.0000,         -6.9998,         -6.9991,         -6.9975,         -6.9853,         -6.9544,         -7.0002,         -6.9049
          39,        0.316667,         -6.9999,         -6.9998,         -6.9994,         -6.9981,         -6.9885,         -6.9650,         -7.0000,         -6.9271
          40,        0.325000,         -7.0000,         -6.9999,         -6.9995,         -6.9986,         -6.9913,         -6.9733,         -7.0001,         -6.9438
          41,        0.333333,         -7.0000,         -6.9999,         -6.9996,         -6.9990,         -6.9935,         -6.9795,         -6.9998,         -6.9570
          42,        0.341667,         -7.0001,         -7.0000,         -6.9998,         -6.9992,         -6.9950,         -6.9844,         -7.0001,         -6.9671
          43,        0.350000,         -6.9999,         -7.0000,         -6.9997,         -6.9992,         -6.9962,         -6.9881,         -7.0000,         -6.9748
          44,        0.358333,         -7.0002,         -7.0000,         -7.0000,         -6.9995,         -6.9972,         -6.9910,         -7.0001,         -6.9805
          45,        0.366667,         -6.9998,         -6.9999,         -6.9998,         -6.9996,         -6.9978,         -6.9931,         -6.9999,         -6.9852
          46,        0.375000,         -7.0001,         -7.0000,         -7.0000,         -6.9998,         -6.9983,         -6.9948,         -7.0001,         -6.9887
          47,        0.383333,         -7.0000,         -7.0000,         -7.0001,         -6.9997,         -6.9987,         -6.9959,         -7.0001,         -6.9915
