"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\013\sfe_25.tcf]","Time (h)","Q 1 [sfe_25]","Q 2 [sfe_25]","Q 3 [sfe_25]","Q 4 [sfe_25]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000
           3,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000
           4,        0.050000,         12.7894,          0.0000,          0.0000,          0.0000
           5,        0.066667,         21.8762,         12.8572,          2.3783,          0.0008
           6,        0.083333,         27.0696,         27.6183,         22.4359,         25.6785
           7,        0.100000,         29.7267,         34.8961,         32.1930,         30.8587
           8,        0.116667,         31.2717,         38.8280,         37.4086,         36.5284
           9,        0.133333,         32.1646,         41.0864,         40.2792,         39.6800
          10,        0.150000,         32.7004,         42.3818,         41.9369,         41.5671
          11,        0.166667,         33.0268,         43.1365,         42.8761,         42.6708
          12,        0.183333,         33.2267,         43.6344,         43.4579,         43.3063
          13,        0.200000,         33.3416,         43.8878,         43.8015,         43.7231
          14,        0.216667,         33.4123,         44.0447,         43.9922,         43.9472
          15,        0.233333,         33.4568,         44.1412,         44.1087,         44.0808
          16,        0.250000,         33.4812,         44.2001,         44.1802,         44.1636
          17,        0.266667,         33.4989,         44.2378,         44.2264,         44.2158
          18,        0.283333,         33.5090,         44.2626,         44.2539,         44.2470
          19,        0.300000,         33.5144,         44.2758,         44.2705,         44.2663
          20,        0.316667,         33.5173,         44.2827,         44.2806,         44.2785
          21,        0.333333,         33.5211,         44.2893,         44.2863,         44.2853
          22,        0.350000,         33.5215,         44.2914,         44.2912,         44.2896
          23,        0.366667,         33.5230,         44.2927,         44.2933,         44.2919
          24,        0.383333,         33.5232,         44.2952,         44.2943,         44.2937
          25,        0.400000,         33.5246,         44.2943,         44.2949,         44.2946
          26,        0.416667,         33.5249,         44.2975,         44.2955,         44.2955
          27,        0.433333,         33.5248,         44.2962,         44.2957,         44.2957
          28,        0.450000,         33.5245,         44.2950,         44.2955,         44.2953
          29,        0.466667,         33.5248,         44.2968,         44.2960,         44.2957
          30,        0.483333,         33.5244,         44.2957,         44.2968,         44.2957
          31,        0.500000,         33.5240,         44.2969,         44.2960,         44.2960
          32,        0.516667,         33.5243,         44.2969,         44.2962,         44.2963
          33,        0.533333,         33.5248,         44.2969,         44.2964,         44.2960
          34,        0.550000,         33.5246,         44.2981,         44.2962,         44.2960
          35,        0.566667,         33.5254,         44.2970,         44.2964,         44.2965
          36,        0.583333,         33.5251,         44.2960,         44.2963,         44.2965
          37,        0.600000,         33.5241,         44.2958,         44.2960,         44.2962
          38,        0.616667,         33.5245,         44.2959,         44.2962,         44.2964
          39,        0.633333,         33.5243,         44.2979,         44.2965,         44.2960
          40,        0.650000,         33.5236,         44.2950,         44.2961,         44.2958
          41,        0.666667,         33.5239,         44.2957,         44.2960,         44.2964
          42,        0.683333,         33.5242,         44.2973,         44.2965,         44.2958
          43,        0.700000,         33.5246,         44.2960,         44.2964,         44.2960
          44,        0.716667,         33.5273,         44.2965,         44.2966,         44.2965
          45,        0.733333,         33.5246,         44.2953,         44.2960,         44.2962
          46,        0.750000,         33.5242,         44.2965,         44.2962,         44.2962
          47,        0.766667,         33.5240,         44.2966,         44.2963,         44.2960
          48,        0.783333,         33.5235,         44.2960,         44.2959,         44.2960
          49,        0.800000,         33.5248,         44.2959,         44.2967,         44.2963
          50,        0.816667,         33.5266,         44.2984,         44.2967,         44.2962
          51,        0.833333,         33.5252,         44.2953,         44.2964,         44.2962
          52,        0.850000,         33.5252,         44.2958,         44.2962,         44.2967
          53,        0.866667,         33.5251,         44.2971,         44.2959,         44.2957
          54,        0.883333,         33.5247,         44.2956,         44.2964,         44.2962
          55,        0.900000,         33.5238,         44.2952,         44.2970,         44.2959
          56,        0.916667,         33.5246,         44.2962,         44.2965,         44.2960
          57,        0.933333,         33.5239,         44.2978,         44.2965,         44.2963
          58,        0.950000,         33.5249,         44.2938,         44.2964,         44.2962
          59,        0.966667,         33.5245,         44.2971,         44.2960,         44.2960
          60,        0.983333,         33.5240,         44.2958,         44.2959,         44.2958
          61,        1.000000,         33.5256,         44.2939,         44.2965,         44.2964
          62,        1.016667,         33.5249,         44.2959,         44.2967,         44.2966
          63,        1.033333,         33.5252,         44.2970,         44.2963,         44.2960
          64,        1.050000,         33.5246,         44.2941,         44.2960,         44.2963
          65,        1.066667,         33.5238,         44.2974,         44.2960,         44.2967
          66,        1.083333,         33.5247,         44.2962,         44.2964,         44.2965
          67,        1.100000,         33.5240,         44.2958,         44.2963,         44.2965
          68,        1.116667,         33.5243,         44.2958,         44.2959,         44.2959
          69,        1.133333,         33.5245,         44.2961,         44.2955,         44.2962
          70,        1.150000,         33.5244,         44.2961,         44.2961,         44.2971
          71,        1.166667,         33.5250,         44.2981,         44.2964,         44.2965
          72,        1.183333,         33.5254,         44.2958,         44.2962,         44.2965
          73,        1.200000,         33.5253,         44.2956,         44.2959,         44.2957
          74,        1.216667,         33.5245,         44.2969,         44.2962,         44.2959
          75,        1.233333,         33.5245,         44.2959,         44.2965,         44.2956
          76,        1.250000,         33.5237,         44.2962,         44.2964,         44.2960
          77,        1.266667,         33.5246,         44.2961,         44.2961,         44.2970
          78,        1.283333,         33.5241,         44.2967,         44.2961,         44.2965
          79,        1.300000,         33.5243,         44.2974,         44.2966,         44.2966
          80,        1.316667,         33.5246,         44.2956,         44.2966,         44.2963
          81,        1.333333,         33.5242,         44.2970,         44.2966,         44.2959
          82,        1.350000,         33.5251,         44.2966,         44.2964,         44.2965
          83,        1.366667,         33.5254,         44.2963,         44.2965,         44.2963
          84,        1.383333,         33.5255,         44.2970,         44.2963,         44.2966
          85,        1.400000,         33.5242,         44.2965,         44.2960,         44.2971
          86,        1.416667,         33.5241,         44.2967,         44.2959,         44.2968
          87,        1.433333,         33.5234,         44.2963,         44.2960,         44.2961
          88,        1.450000,         33.5244,         44.2976,         44.2966,         44.2966
          89,        1.466667,         33.5244,         44.2960,         44.2960,         44.2966
          90,        1.483333,         33.5242,         44.2960,         44.2953,         44.2959
          91,        1.500000,         33.5239,         44.2955,         44.2966,         44.2962
          92,        1.516667,         33.5236,         44.2961,         44.2963,         44.2963
          93,        1.533333,         33.5246,         44.2954,         44.2963,         44.2965
          94,        1.550000,         33.5248,         44.2966,         44.2964,         44.2958
          95,        1.566667,         33.5242,         44.2966,         44.2957,         44.2962
          96,        1.583333,         33.5243,         44.2958,         44.2966,         44.2963
          97,        1.600000,         33.5239,         44.2970,         44.2971,         44.2963
          98,        1.616667,         33.5245,         44.2946,         44.2963,         44.2960
          99,        1.633333,         33.5237,         44.2963,         44.2964,         44.2967
         100,        1.650000,         33.5243,         44.2975,         44.2962,         44.2966
         101,        1.666667,         33.5249,         44.2971,         44.2967,         44.2961
         102,        1.683333,         33.5255,         44.2952,         44.2963,         44.2959
         103,        1.700000,         33.5244,         44.2981,         44.2965,         44.2960
         104,        1.716667,         33.5252,         44.2951,         44.2958,         44.2960
         105,        1.733333,         33.5246,         44.2951,         44.2968,         44.2960
         106,        1.750000,         33.5246,         44.2974,         44.2962,         44.2968
         107,        1.766667,         33.5248,         44.2963,         44.2962,         44.2959
         108,        1.783333,         33.5235,         44.2963,         44.2961,         44.2968
         109,        1.800000,         33.5241,         44.2963,         44.2959,         44.2963
         110,        1.816667,         33.5241,         44.2964,         44.2961,         44.2955
         111,        1.833333,         33.5241,         44.2973,         44.2967,         44.2963
         112,        1.850000,         33.5240,         44.2973,         44.2967,         44.2959
         113,        1.866667,         33.5243,         44.2968,         44.2965,         44.2964
         114,        1.883333,         33.5242,         44.2974,         44.2963,         44.2958
         115,        1.900000,         33.5254,         44.2967,         44.2967,         44.2962
         116,        1.916667,         33.5254,         44.2968,         44.2957,         44.2956
         117,        1.933333,         33.5254,         44.2964,         44.2961,         44.2956
         118,        1.950000,         33.5250,         44.2973,         44.2956,         44.2965
         119,        1.966667,         33.5241,         44.2966,         44.2966,         44.2960
         120,        1.983333,         33.5246,         44.2960,         44.2957,         44.2967
         121,        2.000000,         33.5241,         44.2969,         44.2964,         44.2960

