"InphaseC4_017 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_017.tcf]","Time (h)","V 2 [InphaseC4_017]","V 3 [InphaseC4_017]","V 4 [InphaseC4_017]","V 5 [InphaseC4_017]","V 6 [InphaseC4_017]","V 7 [InphaseC4_017]","V 8 [InphaseC4_017]","V 9 [InphaseC4_017]","V 10 [InphaseC4_017]","V 11 [InphaseC4_017]","V 12 [InphaseC4_017]","V 13 [InphaseC4_017]","V 14 [InphaseC4_017]","V 15 [InphaseC4_017]","V 16 [InphaseC4_017]","V  1 [InphaseC4_017]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,          3.8848,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.2068
           3,        0.016667,          3.2054,          1.0472,          1.9901,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.2289
           4,        0.025000,          2.8856,          0.6271,          1.7005,          2.3846,          1.5973,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          3.2219
           5,        0.033333,          2.2488,          0.7125,          1.6782,          2.4815,          2.5105,          0.0000,          1.7686,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          3.2241
           6,        0.041667,          2.1300,          0.8565,          1.6939,          2.5366,          2.5812,          0.5139,          1.1857,          0.9193,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          0.0001,          2.4943
           7,        0.050000,          2.0884,          0.9522,          1.7318,          2.5949,          2.3767,          0.5492,          1.1472,          1.9666,          0.6820,          0.2480,          0.0001,          0.0000,          0.0000,          0.0001,          0.0000,          2.3112
           8,        0.058333,          2.0555,          1.0031,          1.7537,          2.6252,          2.1801,          0.7023,          1.2610,          2.2667,          0.8262,          0.8650,          0.8462,          0.0464,          0.0000,          0.0000,          0.0001,          2.2261
           9,        0.066667,          2.0326,          1.0350,          1.7542,          2.6355,          2.0981,          0.8326,          1.3677,          2.4628,          0.8398,          1.0009,          1.1927,          0.8682,          0.5940,          0.5077,          0.0019,          2.1827
          10,        0.075000,          2.0216,          1.0535,          1.7527,          2.6422,          2.0453,          0.9159,          1.4243,          2.5449,          0.9793,          1.0557,          1.3255,          1.0897,          0.9259,          0.8371,          0.6935,          2.1547
          11,        0.083333,          2.0159,          1.0640,          1.7539,          2.6497,          2.0082,          0.9712,          1.4589,          2.4253,          1.1051,          1.1522,          1.4459,          1.3341,          1.2333,          1.3961,          1.1361,          2.1385
          12,        0.091667,          2.0126,          1.0701,          1.7550,          2.6444,          1.9883,          1.0088,          1.4817,          2.3678,          1.1667,          1.2168,          1.5706,          1.7400,          1.6556,          1.6911,          1.3501,          2.1290
          13,        0.100000,          2.0102,          1.0740,          1.7557,          2.6288,          1.9768,          1.0330,          1.4969,          2.2918,          1.2420,          1.2792,          1.7220,          1.9455,          1.7751,          1.7674,          1.4792,          2.1235
          14,        0.108333,          2.0089,          1.0762,          1.7560,          2.6109,          1.9699,          1.0480,          1.5065,          2.2581,          1.2977,          1.3407,          1.7968,          2.0575,          1.8638,          1.8112,          1.5155,          2.1202
          15,        0.116667,          2.0081,          1.0776,          1.7561,          2.5994,          1.9652,          1.0577,          1.5123,          2.2484,          1.3461,          1.3728,          1.8231,          2.1217,          1.9093,          1.8375,          1.5388,          2.1182
          16,        0.125000,          2.0076,          1.0783,          1.7562,          2.5917,          1.9622,          1.0640,          1.5160,          2.2620,          1.3628,          1.3850,          1.8359,          2.1439,          1.9261,          1.8558,          1.5631,          2.1172
          17,        0.133333,          2.0073,          1.0786,          1.7562,          2.5865,          1.9604,          1.0677,          1.5182,          2.2668,          1.3681,          1.3898,          1.8409,          2.1466,          1.9352,          1.8735,          1.5826,          2.1164
          18,        0.141667,          2.0071,          1.0789,          1.7562,          2.5830,          1.9593,          1.0701,          1.5197,          2.2654,          1.3711,          1.3934,          1.8436,          2.1507,          1.9413,          1.8848,          1.5950,          2.1158
          19,        0.150000,          2.0070,          1.0790,          1.7562,          2.5808,          1.9586,          1.0716,          1.5207,          2.2629,          1.3742,          1.3960,          1.8455,          2.1562,          1.9464,          1.8921,          1.6020,          2.1155
          20,        0.158333,          2.0069,          1.0791,          1.7562,          2.5795,          1.9581,          1.0726,          1.5212,          2.2610,          1.3766,          1.3978,          1.8470,          2.1609,          1.9505,          1.8968,          1.6063,          2.1153
