"InphaseC4_017 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_017.tcf]","Time (h)","Q 2 [InphaseC4_017]","Q 3 [InphaseC4_017]","Q 4 [InphaseC4_017]","Q 5 [InphaseC4_017]","Q 6 [InphaseC4_017]","Q 7 [InphaseC4_017]","Q 1 [InphaseC4_017]","Q  8 [InphaseC4_017]"
           1,        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
           2,        0.008333,        -27.0875,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -56.3406,          0.0003
           3,        0.016667,        -51.8876,          0.0000,          0.0000,          0.0000,          0.0000,          0.0013,        -59.8222,         -0.0009
           4,        0.025000,        -49.3273,        -30.7379,          0.0000,          0.0000,          0.0000,         -0.0003,        -59.9768,         -0.0002
           5,        0.033333,        -49.3741,        -41.0677,        -31.3247,          0.0000,         -0.0000,         -0.0002,        -59.8535,         -0.0001
           6,        0.041667,        -52.7819,        -46.7873,        -38.1116,        -19.4479,          0.0001,          0.0001,        -56.9565,         -0.0006
           7,        0.050000,        -56.1421,        -51.9871,        -40.5280,        -29.4604,         -1.0075,         -0.0001,        -58.2254,         -0.0006
           8,        0.058333,        -57.8243,        -55.4439,        -46.3938,        -38.1638,        -26.0525,         -0.0001,        -59.0177,         -0.0005
           9,        0.066667,        -58.6488,        -57.3062,        -51.7565,        -46.0063,        -34.4569,        -22.5070,        -59.3201,         -2.5563
          10,        0.075000,        -59.1358,        -58.3524,        -54.7620,        -51.2882,        -42.0812,        -33.0984,        -59.5647,        -30.0523
          11,        0.083333,        -59.4786,        -58.9916,        -56.5318,        -54.3997,        -47.7545,        -43.0062,        -59.7325,        -48.9684
          12,        0.091667,        -59.6911,        -59.3952,        -57.7482,        -56.3731,        -51.7789,        -55.1611,        -59.8404,        -56.1985
          13,        0.100000,        -59.8160,        -59.6356,        -58.5787,        -57.6923,        -54.6711,        -56.0280,        -59.9048,        -57.6534
          14,        0.108333,        -59.8893,        -59.7787,        -59.1100,        -58.5454,        -57.1890,        -57.1003,        -59.9447,        -57.4603
          15,        0.116667,        -59.9320,        -59.8620,        -59.4384,        -59.0844,        -58.4618,        -57.9694,        -59.9634,        -57.7241
          16,        0.125000,        -59.9577,        -59.9142,        -59.6442,        -59.4186,        -59.0415,        -58.4866,        -59.9792,        -58.2557
          17,        0.133333,        -59.9753,        -59.9460,        -59.7732,        -59.6299,        -59.2985,        -58.9347,        -59.9889,        -58.8402
          18,        0.141667,        -59.9837,        -59.9655,        -59.8552,        -59.7658,        -59.4967,        -59.2642,        -59.9913,        -59.2379
          19,        0.150000,        -59.9893,        -59.9781,        -59.9088,        -59.8518,        -59.6549,        -59.4949,        -59.9936,        -59.4817
          20,        0.158333,        -59.9940,        -59.9862,        -59.9415,        -59.9059,        -59.7665,        -59.6605,        -59.9968,        -59.6441
          21,        0.166667,        -59.9956,        -59.9910,        -59.9636,        -59.9407,        -59.8439,        -59.7684,        -59.9979,        -59.7565
          22,        0.175000,        -59.9967,        -59.9945,        -59.9757,        -59.9614,        -59.8940,        -59.8419,        -59.9986,        -59.8335
          23,        0.183333,        -59.9983,        -59.9966,        -59.9843,        -59.9753,        -59.9295,        -59.8944,        -59.9992,        -59.8887
          24,        0.191667,        -59.9996,        -59.9974,        -59.9911,        -59.9843,        -59.9533,        -59.9295,        -59.9992,        -59.9251
          25,        0.200000,        -59.9989,        -59.9988,        -59.9934,        -59.9901,        -59.9693,        -59.9531,        -59.9997,        -59.9508
          26,        0.208333,        -59.9993,        -59.9996,        -59.9962,        -59.9935,        -59.9802,        -59.9686,        -59.9998,        -59.9671
          27,        0.216667,        -59.9997,        -59.9990,        -59.9972,        -59.9961,        -59.9870,        -59.9802,        -60.0003,        -59.9798
          28,        0.225000,        -59.9997,        -59.9995,        -59.9979,        -59.9969,        -59.9913,        -59.9874,        -60.0004,        -59.9871
          29,        0.233333,        -59.9999,        -60.0003,        -59.9984,        -59.9986,        -59.9946,        -59.9916,        -59.9994,        -59.9906
          30,        0.241667,        -59.9998,        -59.9996,        -59.9994,        -59.9986,        -59.9952,        -59.9948,        -60.0002,        -59.9944
          31,        0.250000,        -60.0007,        -59.9999,        -60.0000,        -59.9994,        -59.9982,        -59.9960,        -60.0003,        -59.9964
          32,        0.258333,        -59.9998,        -60.0002,        -60.0007,        -59.9999,        -59.9995,        -59.9979,        -60.0001,        -59.9973
          33,        0.266667,        -59.9997,        -59.9997,        -59.9993,        -59.9997,        -59.9988,        -59.9976,        -60.0003,        -59.9982
          34,        0.275000,        -59.9996,        -60.0003,        -59.9995,        -59.9998,        -60.0006,        -59.9988,        -60.0001,        -59.9991
          35,        0.283333,        -60.0002,        -60.0005,        -60.0006,        -59.9994,        -59.9998,        -59.9992,        -59.9992,        -59.9995
          36,        0.291667,        -60.0000,        -59.9999,        -60.0007,        -59.9998,        -60.0001,        -59.9998,        -60.0005,        -59.9993
          37,        0.300000,        -60.0003,        -59.9998,        -60.0003,        -60.0000,        -59.9995,        -59.9998,        -59.9997,        -60.0005
          38,        0.308333,        -59.9999,        -59.9996,        -59.9992,        -60.0001,        -59.9999,        -59.9993,        -59.9996,        -60.0001
          39,        0.316667,        -59.9998,        -60.0003,        -60.0002,        -60.0001,        -59.9995,        -60.0004,        -60.0002,        -59.9992
          40,        0.325000,        -59.9998,        -60.0003,        -60.0001,        -60.0000,        -59.9997,        -60.0001,        -60.0002,        -59.9996
          41,        0.333333,        -60.0002,        -60.0000,        -59.9999,        -60.0004,        -60.0002,        -59.9995,        -59.9997,        -60.0002
          42,        0.341667,        -59.9998,        -59.9998,        -60.0002,        -60.0000,        -59.9999,        -60.0002,        -59.9997,        -60.0004
          43,        0.350000,        -60.0001,        -59.9996,        -60.0000,        -60.0002,        -59.9998,        -60.0001,        -60.0004,        -59.9999
          44,        0.358333,        -59.9999,        -60.0000,        -59.9996,        -59.9999,        -60.0008,        -60.0004,        -59.9996,        -59.9997
          45,        0.366667,        -59.9998,        -59.9998,        -59.9998,        -59.9990,        -59.9995,        -60.0000,        -59.9999,        -60.0000
          46,        0.375000,        -60.0003,        -60.0001,        -60.0004,        -60.0000,        -60.0002,        -60.0011,        -60.0001,        -59.9993
          47,        0.383333,        -59.9998,        -60.0001,        -60.0002,        -59.9996,        -60.0006,        -59.9998,        -60.0002,        -59.9999
          48,        0.391667,        -60.0001,        -59.9998,        -59.9995,        -60.0002,        -59.9999,        -60.0006,        -59.9996,        -60.0000
          49,        0.400000,        -60.0002,        -59.9999,        -60.0011,        -60.0000,        -60.0000,        -60.0000,        -59.9998,        -60.0001
          50,        0.408333,        -60.0002,        -59.9996,        -60.0001,        -59.9996,        -59.9998,        -60.0002,        -60.0003,        -59.9998
          51,        0.416667,        -59.9999,        -59.9997,        -60.0000,        -59.9997,        -60.0000,        -60.0001,        -60.0002,        -59.9997
          52,        0.425000,        -59.9993,        -59.9996,        -59.9998,        -60.0010,        -59.9999,        -60.0000,        -60.0004,        -59.9998
          53,        0.433333,        -59.9999,        -59.9995,        -59.9994,        -60.0000,        -59.9992,        -60.0012,        -59.9996,        -60.0001
          54,        0.441667,        -60.0000,        -59.9999,        -60.0001,        -60.0000,        -60.0003,        -60.0004,        -59.9999,        -59.9997
          55,        0.450000,        -60.0001,        -59.9998,        -60.0001,        -60.0002,        -60.0000,        -60.0002,        -59.9990,        -60.0000
          56,        0.458333,        -59.9998,        -60.0008,        -59.9998,        -59.9995,        -59.9999,        -60.0003,        -60.0007,        -59.9999
          57,        0.466667,        -60.0004,        -60.0000,        -60.0005,        -60.0005,        -60.0001,        -59.9999,        -60.0001,        -60.0000
          58,        0.475000,        -60.0001,        -60.0000,        -60.0004,        -60.0002,        -59.9993,        -60.0001,        -60.0002,        -60.0006
          59,        0.483333,        -60.0001,        -60.0004,        -60.0003,        -59.9998,        -60.0000,        -59.9996,        -60.0004,        -59.9998
          60,        0.491667,        -59.9993,        -60.0002,        -59.9999,        -59.9996,        -59.9999,        -60.0001,        -59.9995,        -60.0000
