"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\009\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\009\sfe_25_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.033333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.050000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.066667,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.083333,          1.0537,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.2065,          0.0000,          0.0000,          0.0000
,        0.100000,          0.6562,          1.2753,          0.0000,          0.0000,          0.0000,          0.0000,          1.9806,          0.0000,          0.0000,          0.0000
,        0.116667,          0.7148,          1.5663,          0.8563,          0.0000,          0.0000,          0.0000,          2.3410,          1.7802,          0.0000,          0.0000
,        0.133333,          0.7549,          1.7372,          0.1846,          1.0321,          0.4526,          0.0000,          2.6807,          1.9222,          0.2657,          0.0000
,        0.150000,          0.8208,          1.4755,          0.1399,          1.5071,          0.9982,          0.1465,          3.0706,          3.3613,          1.5160,          0.3371
,        0.166667,          0.8713,          1.2939,          0.1376,          1.8414,          1.2501,          1.1050,          3.4025,          4.5299,          3.2905,          2.3902
,        0.183333,          0.9058,          1.2530,          0.0422,          2.0084,          1.3383,          1.5968,          3.6421,          5.2858,          4.5505,          3.9416
,        0.200000,          0.9271,          1.2419,          0.0276,          2.0709,          1.4081,          1.7464,          3.8043,          5.7944,          5.3875,          5.0070
,        0.216667,          0.9380,          1.2442,          0.0695,          2.0909,          1.4772,          1.8182,          3.9091,          6.1074,          5.8789,          5.6659
,        0.233333,          0.9429,          1.2479,          0.0654,          2.1060,          1.5026,          1.8555,          3.9754,          6.2906,          6.1268,          6.0485
,        0.250000,          0.9435,          1.2529,          0.0683,          2.1153,          1.5072,          1.8752,          4.0171,          6.3958,          6.3256,          6.2535
,        0.266667,          0.9457,          1.2567,          0.0769,          2.1204,          1.5392,          1.8816,          4.0415,          6.4628,          6.4202,          6.3874
,        0.283333,          0.9470,          1.2581,          0.0810,          2.1235,          1.5453,          1.8872,          4.0561,          6.5040,          6.4764,          6.4531
,        0.300000,          0.9478,          1.2588,          0.0817,          2.1255,          1.5480,          1.8913,          4.0746,          6.5293,          6.5127,          6.4971
,        0.316667,          0.9485,          1.2591,          0.0807,          2.1266,          1.5530,          1.8934,          4.0835,          6.5449,          6.5345,          6.5271
,        0.333333,          0.9486,          1.2592,          0.0800,          2.1275,          1.5541,          1.8939,          4.0901,          6.5581,          6.5496,          6.5429
,        0.350000,          0.9488,          1.2590,          0.0797,          2.1282,          1.5550,          1.8950,          4.0949,          6.5672,          6.5614,          6.5561
,        0.366667,          0.9488,          1.2588,          0.0800,          2.1287,          1.5555,          1.8959,          4.0986,          6.5738,          6.5694,          6.5660
,        0.383333,          0.9492,          1.2587,          0.0802,          2.1290,          1.5564,          1.8965,          4.1028,          6.5798,          6.5758,          6.5730
,        0.400000,          0.9496,          1.2591,          0.0797,          2.1294,          1.5549,          1.8970,          4.1063,          6.5841,          6.5809,          6.5785
,        0.416667,          0.9498,          1.2593,          0.0795,          2.1298,          1.5553,          1.8974,          4.1102,          6.5894,          6.5861,          6.5837
,        0.433333,          0.9499,          1.2597,          0.0794,          2.1300,          1.5556,          1.8978,          4.1126,          6.5929,          6.5902,          6.5885
,        0.450000,          0.9501,          1.2597,          0.0793,          2.1301,          1.5559,          1.8982,          4.1144,          6.5960,          6.5940,          6.5924
,        0.466667,          0.9501,          1.2600,          0.0793,          2.1304,          1.5562,          1.8985,          4.1154,          6.5987,          6.5964,          6.5954
,        0.483333,          0.9502,          1.2602,          0.0793,          2.1305,          1.5563,          1.8986,          4.1172,          6.5994,          6.5984,          6.5976
,        0.500000,          0.9503,          1.2604,          0.0792,          2.1306,          1.5564,          1.8988,          4.1172,          6.6004,          6.5996,          6.5992
,        0.516667,          0.9502,          1.2605,          0.0792,          2.1307,          1.5565,          1.8988,          4.1176,          6.6009,          6.6006,          6.6001
,        0.533333,          0.9503,          1.2603,          0.0793,          2.1306,          1.5566,          1.8989,          4.1177,          6.6023,          6.6013,          6.6010
,        0.550000,          0.9504,          1.2604,          0.0792,          2.1307,          1.5566,          1.8993,          4.1178,          6.6017,          6.6020,          6.6010
,        0.566667,          0.9503,          1.2609,          0.0793,          2.1307,          1.5566,          1.8993,          4.1182,          6.6023,          6.6020,          6.6019
,        0.583333,          0.9503,          1.2609,          0.0794,          2.1307,          1.5567,          1.8994,          4.1183,          6.6027,          6.6025,          6.6022
,        0.600000,          0.9503,          1.2604,          0.0793,          2.1308,          1.5567,          1.8994,          4.1187,          6.6028,          6.6025,          6.6025
,        0.616667,          0.9503,          1.2607,          0.0793,          2.1308,          1.5566,          1.8994,          4.1186,          6.6028,          6.6027,          6.6026
,        0.633333,          0.9504,          1.2606,          0.0793,          2.1308,          1.5567,          1.8994,          4.1186,          6.6029,          6.6026,          6.6028
,        0.650000,          0.9504,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994,          4.1185,          6.6029,          6.6027,          6.6027
,        0.666667,          0.9503,          1.2608,          0.0794,          2.1308,          1.5567,          1.8994,          4.1189,          6.6034,          6.6027,          6.6026
,        0.683333,          0.9503,          1.2604,          0.0793,          2.1308,          1.5567,          1.8994,          4.1191,          6.6029,          6.6027,          6.6026
,        0.700000,          0.9503,          1.2606,          0.0794,          2.1308,          1.5567,          1.8994,          4.1183,          6.6019,          6.6029,          6.6028
