"sfe_25","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\009\sfe_25.tcf","Time","1","2","3","4","5","6","1","2","3","4"
"F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\results\009\sfe_25_POMM.csv","Maximum (Extracted from Time Series)",          1.0537,          1.7372,          0.8563,          2.1308,          1.5568,          1.8995,          4.1192,          6.6039,          6.6031,          6.6031
"","Time of Maximum",          0.0833,          0.1333,          0.1167,          1.3833,          1.4000,          2.0000,          1.5333,          0.8333,          1.6833,          1.3000
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
