"VanillaC4_003 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_003.tcf]","Time (h)","V 2 [VanillaC4_003]","V 3 [VanillaC4_003]","V 4 [VanillaC4_003]","V 5 [VanillaC4_003]","V 6 [VanillaC4_003]","V 7 [VanillaC4_003]","V 8 [VanillaC4_003]","V 9 [VanillaC4_003]","V 10 [VanillaC4_003]","V 11 [VanillaC4_003]","V 12 [VanillaC4_003]","V 13 [VanillaC4_003]","V 14 [VanillaC4_003]","V 15 [VanillaC4_003]","V 16 [VanillaC4_003]","V  1 [VanillaC4_003]"
          29,        0.233333,          0.8116,          0.2227,          0.7409,          0.7200,          0.7777,          0.2214,          0.3135,          0.3789,          0.4300,          0.4733,          0.0000,          0.3483,          0.8085,          0.0004,          0.0002,          0.7920
          30,        0.241667,          0.8115,          0.2229,          0.7409,          0.7201,          0.7776,          0.2219,          0.3142,          0.3807,          0.4340,          0.4798,          0.0000,          0.4070,          0.8137,          0.0001,          0.0001,          0.7920
          31,        0.250000,          0.8116,          0.2229,          0.7409,          0.7200,          0.7775,          0.2225,          0.3146,          0.3821,          0.4367,          0.4842,          0.0000,          0.4391,          0.8145,          0.6484,          0.0002,          0.7920
          32,        0.258333,          0.8115,          0.2228,          0.7409,          0.7200,          0.7775,          0.2228,          0.3150,          0.3832,          0.4379,          0.4874,          0.0000,          0.4566,          0.8151,          0.7522,          0.0013,          0.7920
          33,        0.266667,          0.8116,          0.2227,          0.7409,          0.7200,          0.7775,          0.2230,          0.3152,          0.3839,          0.4384,          0.4897,          0.0000,          0.4683,          0.8139,          0.7694,          0.3345,          0.7920
          34,        0.275000,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2233,          0.3155,          0.3846,          0.4394,          0.4913,          0.0000,          0.4761,          0.8143,          0.7750,          0.5101,          0.7920
          35,        0.283333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2233,          0.3155,          0.3850,          0.4402,          0.4925,          0.0000,          0.4814,          0.8139,          0.7769,          0.6433,          0.7919
          36,        0.291667,          0.8115,          0.2229,          0.7409,          0.7200,          0.7774,          0.2234,          0.3157,          0.3853,          0.4408,          0.4935,          0.0000,          0.4852,          0.8135,          0.7798,          0.6880,          0.7920
          37,        0.300000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2236,          0.3158,          0.3854,          0.4411,          0.4942,          0.0020,          0.4879,          0.8129,          0.7837,          0.7152,          0.7920
          38,        0.308333,          0.8115,          0.2229,          0.7409,          0.7199,          0.7774,          0.2236,          0.3159,          0.3856,          0.4413,          0.4947,          0.0423,          0.4898,          0.8124,          0.7860,          0.7342,          0.7919
          39,        0.316667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2236,          0.3160,          0.3858,          0.4416,          0.4951,          0.0513,          0.4912,          0.8121,          0.7874,          0.7475,          0.7920
          40,        0.325000,          0.8116,          0.2229,          0.7409,          0.7199,          0.7774,          0.2237,          0.3160,          0.3859,          0.4418,          0.4955,          0.0577,          0.4923,          0.8119,          0.7882,          0.7567,          0.7920
          41,        0.333333,          0.8115,          0.2229,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3860,          0.4420,          0.4957,          0.0622,          0.4932,          0.8120,          0.7887,          0.7632,          0.7919
          42,        0.341667,          0.8115,          0.2228,          0.7409,          0.7199,          0.7773,          0.2237,          0.3160,          0.3861,          0.4420,          0.4958,          0.0654,          0.4939,          0.8119,          0.7892,          0.7679,          0.7919
          43,        0.350000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3861,          0.4421,          0.4959,          0.0678,          0.4944,          0.8120,          0.7898,          0.7711,          0.7920
          44,        0.358333,          0.8116,          0.2228,          0.7410,          0.7199,          0.7775,          0.2238,          0.3160,          0.3862,          0.4422,          0.4960,          0.0695,          0.4948,          0.8120,          0.7901,          0.7735,          0.7920
          45,        0.366667,          0.8115,          0.2228,          0.7409,          0.7200,          0.7775,          0.2238,          0.3161,          0.3861,          0.4422,          0.4961,          0.0710,          0.4951,          0.8119,          0.7904,          0.7755,          0.7919
          46,        0.375000,          0.8115,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3861,          0.4422,          0.4961,          0.0718,          0.4953,          0.8119,          0.7907,          0.7767,          0.7920
          47,        0.383333,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3861,          0.4422,          0.4962,          0.0726,          0.4954,          0.8120,          0.7908,          0.7779,          0.7920
          48,        0.391667,          0.8116,          0.2229,          0.7409,          0.7200,          0.7773,          0.2237,          0.3161,          0.3862,          0.4422,          0.4963,          0.0732,          0.4956,          0.8119,          0.7909,          0.7786,          0.7920
          49,        0.400000,          0.8116,          0.2228,          0.7410,          0.7200,          0.7774,          0.2237,          0.3162,          0.3862,          0.4423,          0.4962,          0.0736,          0.4957,          0.8119,          0.7910,          0.7793,          0.7920
          50,        0.408333,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4962,          0.0739,          0.4957,          0.8120,          0.7911,          0.7798,          0.7919
          51,        0.416667,          0.8116,          0.2228,          0.7410,          0.7199,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4962,          0.0743,          0.4957,          0.8119,          0.7911,          0.7801,          0.7919
          52,        0.425000,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4962,          0.0743,          0.4958,          0.8119,          0.7912,          0.7804,          0.7919
          53,        0.433333,          0.8116,          0.2228,          0.7408,          0.7199,          0.7774,          0.2238,          0.3161,          0.3863,          0.4423,          0.4963,          0.0745,          0.4959,          0.8120,          0.7912,          0.7806,          0.7920
          54,        0.441667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3862,          0.4424,          0.4962,          0.0747,          0.4959,          0.8119,          0.7912,          0.7807,          0.7919
          55,        0.450000,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3160,          0.3861,          0.4423,          0.4963,          0.0747,          0.4958,          0.8119,          0.7913,          0.7809,          0.7919
          56,        0.458333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0747,          0.4958,          0.8120,          0.7912,          0.7810,          0.7920
          57,        0.466667,          0.8116,          0.2228,          0.7409,          0.7201,          0.7773,          0.2237,          0.3161,          0.3861,          0.4423,          0.4963,          0.0747,          0.4958,          0.8120,          0.7913,          0.7810,          0.7920
          58,        0.475000,          0.8116,          0.2229,          0.7409,          0.7200,          0.7774,          0.2239,          0.3161,          0.3862,          0.4423,          0.4963,          0.0748,          0.4958,          0.8119,          0.7912,          0.7810,          0.7920
          59,        0.483333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0748,          0.4959,          0.8120,          0.7912,          0.7811,          0.7919
          60,        0.491667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0747,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
          61,        0.500000,          0.8116,          0.2228,          0.7408,          0.7199,          0.7774,          0.2239,          0.3161,          0.3861,          0.4423,          0.4963,          0.0748,          0.4959,          0.8119,          0.7913,          0.7811,          0.7919
          62,        0.508333,          0.8115,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4964,          0.0748,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
          63,        0.516667,          0.8116,          0.2229,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8120,          0.7912,          0.7812,          0.7919
          64,        0.525000,          0.8115,          0.2228,          0.7409,          0.7199,          0.7773,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          65,        0.533333,          0.8115,          0.2229,          0.7409,          0.7199,          0.7774,          0.2237,          0.3161,          0.3861,          0.4423,          0.4964,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          66,        0.541667,          0.8115,          0.2229,          0.7408,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          67,        0.550000,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          68,        0.558333,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2237,          0.3160,          0.3861,          0.4423,          0.4963,          0.0748,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          69,        0.566667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8118,          0.7913,          0.7812,          0.7920
          70,        0.575000,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4958,          0.8119,          0.7913,          0.7812,          0.7919
          71,        0.583333,          0.8115,          0.2229,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3861,          0.4422,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7813,          0.7920
          72,        0.591667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7813,          0.7919
          73,        0.600000,          0.8116,          0.2228,          0.7409,          0.7199,          0.7773,          0.2238,          0.3160,          0.3862,          0.4422,          0.4963,          0.0749,          0.4958,          0.8119,          0.7913,          0.7812,          0.7920
          74,        0.608333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7920
          75,        0.616667,          0.8115,          0.2229,          0.7409,          0.7200,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4962,          0.0750,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          76,        0.625000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7813,          0.7920
          77,        0.633333,          0.8116,          0.2228,          0.7408,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          78,        0.641667,          0.8115,          0.2229,          0.7409,          0.7200,          0.7775,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          79,        0.650000,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4964,          0.0749,          0.4959,          0.8120,          0.7912,          0.7812,          0.7919
          80,        0.658333,          0.8115,          0.2229,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7919
          81,        0.666667,          0.8115,          0.2228,          0.7410,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          82,        0.675000,          0.8116,          0.2229,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3862,          0.4424,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
          83,        0.683333,          0.8115,          0.2228,          0.7409,          0.7199,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7813,          0.7920
          84,        0.691667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3160,          0.3861,          0.4423,          0.4962,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          85,        0.700000,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3861,          0.4424,          0.4964,          0.0750,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          86,        0.708333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4964,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          87,        0.716667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4964,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
          88,        0.725000,          0.8116,          0.2229,          0.7409,          0.7199,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4958,          0.8119,          0.7913,          0.7811,          0.7920
          89,        0.733333,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2239,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          90,        0.741667,          0.8115,          0.2228,          0.7408,          0.7199,          0.7774,          0.2237,          0.3160,          0.3861,          0.4422,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
          91,        0.750000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8120,          0.7913,          0.7811,          0.7919
          92,        0.758333,          0.8116,          0.2229,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          93,        0.766667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7920
          94,        0.775000,          0.8116,          0.2229,          0.7410,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7919
          95,        0.783333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          96,        0.791667,          0.8116,          0.2229,          0.7409,          0.7200,          0.7775,          0.2238,          0.3160,          0.3861,          0.4424,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
          97,        0.800000,          0.8115,          0.2228,          0.7409,          0.7199,          0.7774,          0.2237,          0.3161,          0.3862,          0.4422,          0.4963,          0.0749,          0.4960,          0.8119,          0.7913,          0.7812,          0.7919
          98,        0.808333,          0.8116,          0.2228,          0.7408,          0.7199,          0.7774,          0.2237,          0.3161,          0.3861,          0.4424,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
          99,        0.816667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7775,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7811,          0.7919
         100,        0.825000,          0.8116,          0.2228,          0.7408,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8120,          0.7913,          0.7812,          0.7920
         101,        0.833333,          0.8115,          0.2229,          0.7408,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4424,          0.4963,          0.0749,          0.4958,          0.8119,          0.7913,          0.7812,          0.7919
         102,        0.841667,          0.8116,          0.2229,          0.7409,          0.7200,          0.7774,          0.2237,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7813,          0.7920
         103,        0.850000,          0.8115,          0.2229,          0.7409,          0.7200,          0.7774,          0.2238,          0.3160,          0.3861,          0.4422,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
         104,        0.858333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7813,          0.7919
         105,        0.866667,          0.8116,          0.2228,          0.7408,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7920
         106,        0.875000,          0.8115,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
         107,        0.883333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4964,          0.0749,          0.4959,          0.8120,          0.7913,          0.7813,          0.7919
         108,        0.891667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7919
         109,        0.900000,          0.8115,          0.2227,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7919
         110,        0.908333,          0.8116,          0.2228,          0.7408,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7811,          0.7919
         111,        0.916667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3863,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7920
         112,        0.925000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7811,          0.7919
         113,        0.933333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2239,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7919
         114,        0.941667,          0.8116,          0.2229,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4422,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
         115,        0.950000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
         116,        0.958333,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4960,          0.8119,          0.7912,          0.7811,          0.7920
         117,        0.966667,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3861,          0.4423,          0.4963,          0.0749,          0.4958,          0.8119,          0.7912,          0.7812,          0.7919
         118,        0.975000,          0.8115,          0.2228,          0.7409,          0.7200,          0.7775,          0.2238,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8120,          0.7912,          0.7812,          0.7919
         119,        0.983333,          0.8115,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0750,          0.4959,          0.8119,          0.7912,          0.7811,          0.7919
         120,        0.991667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
         121,        1.000000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3161,          0.3862,          0.4422,          0.4963,          0.0749,          0.4959,          0.8118,          0.7912,          0.7812,          0.7919
         122,        1.008333,          0.8116,          0.2228,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7920
         123,        1.016667,          0.8115,          0.2229,          0.7409,          0.7199,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7811,          0.7919
         124,        1.025000,          0.8116,          0.2228,          0.7409,          0.7200,          0.7775,          0.2237,          0.3160,          0.3862,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7811,          0.7920
         125,        1.033333,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2237,          0.3162,          0.3861,          0.4423,          0.4963,          0.0749,          0.4959,          0.8119,          0.7912,          0.7812,          0.7920
         126,        1.041667,          0.8116,          0.2228,          0.7409,          0.7200,          0.7774,          0.2238,          0.3161,          0.3862,          0.4423,          0.4962,          0.0749,          0.4958,          0.8119,          0.7913,          0.7812,          0.7919
         127,        1.050000,          0.8117,          0.2228,          0.7409,          0.7200,          0.7773,          0.2238,          0.3160,          0.3862,          0.4422,          0.4963,          0.0749,          0.4959,          0.8119,          0.7913,          0.7812,          0.7919
