"VanillaC4_004","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"C:\Users\waterlab\Documents\ArcGIS\Projects\Anzy\04_Hydraulic-Modeling\Gregs_Tuflow_training_files\RosgenC4_tuflow\runs\VanillaC4_004.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"C:\Users\waterlab\Documents\ArcGIS\Projects\Anzy\04_Hydraulic-Modeling\Gregs_Tuflow_training_files\RosgenC4_tuflow\results\004\VanillaC4_004_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.016667,          3.0328,          2.8321,          3.1400,          3.1180,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.0181,          2.0917,          2.2870,          2.1138,          1.8366,          2.8923,        -95.0104,        -40.9051,          0.0000,          0.0000,          0.0000,         58.6210,       -113.8932,         81.6324
,        0.033333,          2.6769,          2.5300,          2.7281,          2.8098,          2.8493,          2.6120,          2.4534,          0.0000,          1.3698,          1.3589,          1.1556,          1.1152,          1.1868,          1.0386,          0.8572,          2.5909,       -111.4806,        -98.3473,        -73.1704,        -25.6382,         31.3560,         38.9382,       -118.3854,         40.4008
,        0.050000,          2.5421,          2.4143,          2.5811,          2.6470,          2.6116,          2.4612,          2.3808,          1.7862,          1.3483,          1.0137,          0.5878,          0.5672,          0.6122,          0.5311,          0.4275,          2.4508,       -116.4847,       -110.2964,        -99.9162,        -83.7096,        -48.1416,         19.8563,       -119.7208,         19.7955
,        0.066667,          2.4783,          2.3597,          2.5176,          2.5721,          2.5407,          2.3884,          2.1235,          2.0654,          1.8382,          1.7833,          1.5856,          1.5160,          1.4520,          1.2253,          0.9433,          2.3903,       -118.8770,       -115.3978,       -109.3490,       -100.6195,        -90.5035,        -85.6819,       -120.6105,        -80.1686
,        0.083333,          2.4420,          2.3264,          2.4760,          2.5276,          2.4833,          2.2948,          2.1586,          2.1562,          1.9902,          1.9811,          1.8028,          1.8059,          1.9485,          2.1115,          2.3378,          2.3574,       -120.0013,       -118.0181,       -113.8003,       -110.0424,       -104.5975,       -104.8101,       -120.9794,       -120.1079
,        0.100000,          2.4210,          2.3064,          2.4490,          2.4886,          2.4389,          2.2785,          2.1696,          2.2000,          2.0668,          2.0947,          2.0448,          2.1607,          2.3470,          2.3866,          2.3973,          2.3383,       -120.5975,       -119.2820,       -117.0689,       -114.9916,       -112.5598,       -116.7976,       -121.1770,       -118.3355
,        0.116667,          2.4079,          2.2929,          2.4280,          2.4674,          2.4234,          2.2717,          2.1756,          2.2239,          2.1355,          2.2189,          2.1581,          2.2379,          2.4142,          2.4127,          2.3992,          2.3271,       -120.9102,       -120.1046,       -118.9085,       -117.7735,       -117.5995,       -118.0410,       -121.2912,       -117.9690
,        0.133333,          2.3989,          2.2831,          2.4176,          2.4575,          2.4157,          2.2689,          2.1811,          2.2540,          2.1783,          2.2559,          2.1779,          2.2527,          2.4309,          2.4232,          2.4087,          2.3197,       -121.0963,       -120.6458,       -119.9750,       -119.4661,       -119.1926,       -118.8763,       -121.3451,       -118.5852
