"InphaseC4_020","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_020.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\020\InphaseC4_020_POMM.csv","Maximum (Extracted from Time Series)",          3.7235,          2.0746,          2.4215,          2.8979,          2.6379,          1.6223,          1.9100,          2.2858,          1.9713,          1.9095,          2.1189,          2.2258,          2.1836,          2.4585,          2.1178,          3.4263,          0.0000,          0.0000,          0.0000,          0.0000,          0.0007,          0.0013,          0.0000,          0.0014
"","Time of Maximum",          0.0083,          0.0083,          0.0167,          0.0583,          0.0333,          2.9250,          0.6000,          0.1833,          2.5167,          2.5083,          2.5000,          5.5917,          2.4833,          2.4917,          5.5833,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0333,          0.0417,          0.0000,          0.0250
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -90.0010,        -90.0012,        -90.0012,        -90.0014,        -90.0080,        -90.1211,        -90.0014,        -94.0501
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          4.9417,          1.4417,          1.7333,          2.9500,          2.5083,          2.4833,          1.5667,          2.4750
