"InphaseC4_017","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_017.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\017\InphaseC4_017_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          4.2095,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          3.3975,         -0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -58.1875,          0.0003
,        0.016667,          3.2111,          1.0402,          2.0712,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.2321,        -52.3471,          0.0000,          0.0000,          0.0000,          0.0000,          0.0013,        -60.0602,         -0.0009
,        0.025000,          2.9003,          0.6369,          1.7081,          2.3849,          1.3877,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0001,          3.2244,        -49.6285,        -30.1449,          0.0000,          0.0000,          0.0000,         -0.0003,        -60.0465,         -0.0002
,        0.033333,          2.2588,          0.7013,          1.6780,          2.4776,          2.5026,          0.0000,          1.9008,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          0.0001,          3.2314,        -49.2673,        -40.7138,        -30.8329,          0.0000,         -0.0000,         -0.0002,        -59.9150,         -0.0001
,        0.041667,          2.1259,          0.8491,          1.6902,          2.5329,          2.5824,          0.5125,          1.1831,          0.7953,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          0.0001,          2.5087,        -52.5007,        -46.4953,        -37.9691,        -18.9131,          0.0001,          0.0001,        -56.8705,         -0.0006
,        0.050000,          2.0846,          0.9523,          1.7295,          2.5921,          2.3883,          0.5490,          1.1445,          1.9388,          0.6705,          0.0925,          0.0001,          0.0000,          0.0000,          0.0001,          0.0000,          2.3228,        -56.0341,        -51.7173,        -40.2717,        -29.0650,         -0.2914,         -0.0001,        -58.1699,         -0.0006
,        0.058333,          2.0498,          0.9984,          1.7497,          2.6242,          2.1843,          0.6953,          1.2539,          2.2583,          0.8577,          0.8587,          0.8432,          0.0042,          0.0001,          0.0001,          0.0001,          2.2373,        -57.7668,        -55.3148,        -46.0677,        -37.7258,        -25.6428,          0.0009,        -59.0018,         -0.0019
,        0.066667,          2.0272,          1.0347,          1.7525,          2.6375,          2.0998,          0.8299,          1.3633,          2.4537,          0.8357,          0.9967,          1.1793,          0.8629,          0.5812,          0.5187,          0.0003,          2.1927,        -58.6227,        -57.2383,        -51.6482,        -45.6811,        -34.0075,        -22.2099,        -59.3753,         -1.0964
