"VanillaC4_012 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_012.tcf]","Time (h)","Q 2 [VanillaC4_012]","Q 3 [VanillaC4_012]","Q 4 [VanillaC4_012]","Q 5 [VanillaC4_012]","Q 6 [VanillaC4_012]","Q 7 [VanillaC4_012]","Q 1 [VanillaC4_012]","Q  8 [VanillaC4_012]"
          15,        0.116667,        -14.9333,        -14.7463,        -14.2399,        -13.3070,         -7.9405,          0.0002,        -14.9847,          0.0001
          16,        0.125000,        -14.9510,        -14.8128,        -14.4347,        -13.7462,        -10.0423,         -0.0088,        -14.9881,          0.0002
          17,        0.133333,        -14.9636,        -14.8614,        -14.5783,        -14.0611,        -11.3973,         -5.6954,        -14.9914,         -0.0001
          18,        0.141667,        -14.9731,        -14.8967,        -14.6851,        -14.2905,        -12.3349,         -8.3672,        -14.9939,         -4.2297
          19,        0.150000,        -14.9800,        -14.9230,        -14.7632,        -14.4650,        -12.9964,        -10.1434,        -14.9949,         -7.2137
          20,        0.158333,        -14.9851,        -14.9425,        -14.8221,        -14.5955,        -13.4857,        -11.3861,        -14.9965,        -10.5234
          21,        0.166667,        -14.9890,        -14.9570,        -14.8661,        -14.6938,        -13.8461,        -12.2672,        -14.9975,        -11.5210
          22,        0.175000,        -14.9921,        -14.9677,        -14.8988,        -14.7676,        -14.1127,        -12.9701,        -14.9981,        -12.1994
          23,        0.183333,        -14.9940,        -14.9755,        -14.9233,        -14.8230,        -14.3171,        -13.5125,        -14.9986,        -12.7720
          24,        0.191667,        -14.9955,        -14.9816,        -14.9420,        -14.8657,        -14.4753,        -13.8610,        -14.9991,        -13.2496
          25,        0.200000,        -14.9966,        -14.9863,        -14.9564,        -14.8973,        -14.5974,        -14.1197,        -14.9991,        -13.6281
          26,        0.208333,        -14.9975,        -14.9896,        -14.9668,        -14.9218,        -14.6926,        -14.3213,        -14.9996,        -13.9285
          27,        0.216667,        -14.9978,        -14.9922,        -14.9748,        -14.9403,        -14.7649,        -14.4763,        -14.9998,        -14.1679
          28,        0.225000,        -14.9984,        -14.9939,        -14.9810,        -14.9541,        -14.8199,        -14.5964,        -14.9998,        -14.3536
          29,        0.233333,        -14.9990,        -14.9955,        -14.9851,        -14.9651,        -14.8619,        -14.6890,        -15.0000,        -14.5004
          30,        0.241667,        -14.9991,        -14.9964,        -14.9887,        -14.9732,        -14.8938,        -14.7604,        -14.9999,        -14.6145
          31,        0.250000,        -14.9994,        -14.9974,        -14.9917,        -14.9797,        -14.9186,        -14.8154,        -15.0000,        -14.7017
          32,        0.258333,        -14.9996,        -14.9979,        -14.9935,        -14.9844,        -14.9373,        -14.8581,        -14.9999,        -14.7700
          33,        0.266667,        -14.9995,        -14.9987,        -14.9951,        -14.9884,        -14.9520,        -14.8907,        -15.0000,        -14.8233
          34,        0.275000,        -14.9997,        -14.9990,        -14.9958,        -14.9909,        -14.9630,        -14.9158,        -14.9997,        -14.8639
          35,        0.283333,        -14.9996,        -14.9990,        -14.9970,        -14.9932,        -14.9718,        -14.9354,        -14.9998,        -14.8951
          36,        0.291667,        -14.9997,        -14.9994,        -14.9981,        -14.9945,        -14.9782,        -14.9503,        -15.0000,        -14.9190
          37,        0.300000,        -14.9999,        -14.9996,        -14.9984,        -14.9960,        -14.9831,        -14.9618,        -15.0001,        -14.9381
          38,        0.308333,        -15.0000,        -14.9998,        -14.9986,        -14.9972,        -14.9870,        -14.9706,        -15.0000,        -14.9524
          39,        0.316667,        -14.9998,        -14.9998,        -14.9990,        -14.9980,        -14.9903,        -14.9776,        -15.0001,        -14.9630
          40,        0.325000,        -14.9999,        -14.9999,        -14.9992,        -14.9983,        -14.9925,        -14.9827,        -15.0003,        -14.9708
          41,        0.333333,        -15.0000,        -14.9998,        -14.9994,        -14.9986,        -14.9943,        -14.9866,        -15.0000,        -14.9790
          42,        0.341667,        -15.0000,        -14.9998,        -14.9994,        -14.9992,        -14.9955,        -14.9897,        -14.9999,        -14.9836
          43,        0.350000,        -15.0000,        -14.9998,        -14.9997,        -14.9991,        -14.9967,        -14.9923,        -15.0000,        -14.9890
          44,        0.358333,        -14.9999,        -15.0000,        -14.9997,        -14.9993,        -14.9974,        -14.9941,        -15.0002,        -14.9970
          45,        0.366667,        -14.9999,        -14.9998,        -14.9998,        -14.9995,        -14.9981,        -14.9956,        -14.9999,        -14.9894
          46,        0.375000,        -14.9997,        -15.0001,        -14.9999,        -14.9998,        -14.9982,        -14.9965,        -14.9998,        -14.9905
          47,        0.383333,        -15.0001,        -15.0001,        -15.0000,        -14.9997,        -14.9988,        -14.9981,        -15.0003,        -14.9926
          48,        0.391667,        -14.9998,        -14.9999,        -14.9999,        -14.9998,        -14.9993,        -14.9979,        -15.0003,        -14.9948
          49,        0.400000,        -15.0000,        -15.0000,        -14.9998,        -15.0000,        -14.9996,        -14.9980,        -14.9999,        -14.9952
          50,        0.408333,        -15.0001,        -15.0001,        -15.0001,        -14.9999,        -14.9996,        -14.9986,        -14.9998,        -15.0026
          51,        0.416667,        -15.0000,        -15.0000,        -15.0000,        -15.0000,        -14.9994,        -14.9989,        -14.9999,        -14.9946
          52,        0.425000,        -14.9999,        -15.0000,        -15.0000,        -15.0000,        -14.9996,        -14.9992,        -15.0000,        -14.9979
          53,        0.433333,        -14.9999,        -15.0001,        -15.0001,        -15.0000,        -14.9996,        -14.9996,        -14.9998,        -14.9981
          54,        0.441667,        -14.9999,        -14.9999,        -14.9999,        -14.9999,        -14.9999,        -14.9995,        -14.9999,        -14.9982
          55,        0.450000,        -15.0000,        -15.0002,        -15.0001,        -15.0000,        -14.9996,        -14.9998,        -15.0001,        -14.9991
          56,        0.458333,        -15.0001,        -15.0000,        -15.0000,        -15.0003,        -14.9998,        -14.9997,        -14.9999,        -14.9991
          57,        0.466667,        -14.9999,        -14.9999,        -15.0001,        -14.9998,        -14.9999,        -14.9998,        -15.0000,        -14.9993
          58,        0.475000,        -14.9999,        -14.9999,        -15.0000,        -14.9999,        -14.9997,        -14.9998,        -15.0001,        -14.9995
          59,        0.483333,        -15.0001,        -15.0000,        -15.0001,        -15.0000,        -15.0000,        -14.9999,        -15.0001,        -15.0004
          60,        0.491667,        -15.0002,        -15.0001,        -15.0001,        -15.0001,        -14.9998,        -14.9999,        -14.9999,        -14.9997
          61,        0.500000,        -14.9999,        -15.0001,        -14.9999,        -14.9998,        -15.0000,        -15.0000,        -14.9999,        -14.9999
          62,        0.508333,        -15.0000,        -15.0001,        -14.9998,        -15.0000,        -14.9997,        -14.9999,        -15.0004,        -14.9997
          63,        0.516667,        -15.0000,        -14.9998,        -15.0000,        -15.0000,        -15.0000,        -14.9998,        -15.0003,        -14.9998
          64,        0.525000,        -14.9998,        -15.0000,        -14.9998,        -15.0001,        -14.9999,        -15.0002,        -15.0002,        -15.0000
          65,        0.533333,        -14.9997,        -15.0000,        -14.9998,        -15.0000,        -14.9999,        -15.0001,        -15.0000,        -15.0004
          66,        0.541667,        -14.9998,        -15.0001,        -15.0001,        -14.9998,        -15.0002,        -15.0000,        -15.0001,        -14.9996
          67,        0.550000,        -14.9999,        -14.9999,        -15.0001,        -15.0000,        -14.9999,        -15.0000,        -15.0003,        -14.9999
          68,        0.558333,        -14.9999,        -15.0001,        -14.9998,        -15.0000,        -15.0000,        -14.9999,        -14.9997,        -14.9999
          69,        0.566667,        -15.0001,        -14.9999,        -15.0001,        -15.0001,        -15.0001,        -15.0001,        -14.9999,        -15.0003
          70,        0.575000,        -14.9998,        -15.0000,        -15.0000,        -14.9999,        -15.0000,        -14.9999,        -15.0001,        -14.9999
          71,        0.583333,        -15.0000,        -14.9999,        -14.9999,        -14.9999,        -15.0002,        -15.0003,        -15.0000,        -14.9997
          72,        0.591667,        -15.0000,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -15.0000,        -14.9999,        -14.9998
          73,        0.600000,        -14.9999,        -15.0000,        -15.0001,        -15.0001,        -15.0001,        -15.0000,        -14.9999,        -15.0001
          74,        0.608333,        -15.0000,        -14.9999,        -15.0000,        -15.0001,        -15.0001,        -14.9999,        -15.0001,        -15.0003
          75,        0.616667,        -15.0000,        -14.9999,        -14.9999,        -14.9998,        -14.9999,        -14.9998,        -15.0001,        -14.9997
          76,        0.625000,        -15.0001,        -15.0002,        -15.0000,        -14.9998,        -15.0000,        -14.9999,        -15.0000,        -15.0000
          77,        0.633333,        -15.0001,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -15.0002,        -14.9999,        -15.0001
          78,        0.641667,        -14.9999,        -15.0000,        -14.9999,        -15.0000,        -15.0001,        -15.0000,        -15.0002,        -14.9998
          79,        0.650000,        -15.0004,        -14.9999,        -14.9998,        -14.9998,        -15.0002,        -14.9999,        -15.0000,        -15.0003
          80,        0.658333,        -15.0001,        -14.9999,        -15.0000,        -15.0001,        -15.0000,        -14.9999,        -15.0000,        -14.9999
          81,        0.666667,        -14.9998,        -15.0001,        -14.9999,        -15.0000,        -15.0000,        -14.9998,        -15.0001,        -15.0000
          82,        0.675000,        -14.9999,        -15.0001,        -15.0001,        -15.0001,        -15.0002,        -15.0001,        -14.9997,        -14.9995
          83,        0.683333,        -15.0001,        -14.9998,        -15.0002,        -15.0000,        -15.0000,        -15.0002,        -15.0002,        -14.9996
          84,        0.691667,        -14.9997,        -15.0001,        -14.9999,        -14.9999,        -14.9999,        -15.0000,        -14.9998,        -14.9998
          85,        0.700000,        -14.9998,        -15.0001,        -14.9999,        -15.0000,        -15.0000,        -15.0000,        -15.0001,        -14.9999
          86,        0.708333,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -15.0002,        -15.0000,        -15.0002,        -14.9997
          87,        0.716667,        -15.0001,        -15.0002,        -14.9999,        -15.0000,        -15.0001,        -15.0000,        -15.0000,        -14.9993
          88,        0.725000,        -14.9998,        -14.9999,        -15.0000,        -15.0001,        -14.9999,        -14.9998,        -14.9997,        -14.9989
          89,        0.733333,        -15.0000,        -15.0000,        -15.0001,        -14.9999,        -14.9998,        -15.0000,        -15.0002,        -14.9994
          90,        0.741667,        -15.0000,        -14.9999,        -14.9999,        -15.0001,        -15.0001,        -15.0000,        -14.9999,        -15.0005
          91,        0.750000,        -14.9997,        -15.0001,        -15.0001,        -14.9999,        -14.9999,        -15.0001,        -15.0001,        -14.9996
          92,        0.758333,        -15.0000,        -15.0001,        -15.0000,        -15.0000,        -15.0000,        -15.0000,        -14.9998,        -14.9999
          93,        0.766667,        -14.9998,        -15.0002,        -15.0005,        -14.9999,        -15.0003,        -15.0000,        -15.0001,        -14.9999
          94,        0.775000,        -15.0001,        -15.0001,        -15.0000,        -14.9998,        -15.0000,        -14.9999,        -15.0001,        -14.9995
          95,        0.783333,        -15.0000,        -15.0001,        -15.0001,        -15.0002,        -15.0001,        -15.0001,        -14.9997,        -14.9996
          96,        0.791667,        -15.0000,        -14.9998,        -14.9998,        -14.9997,        -15.0001,        -14.9999,        -15.0000,        -14.9997
          97,        0.800000,        -14.9999,        -15.0001,        -14.9999,        -15.0001,        -14.9997,        -14.9999,        -15.0000,        -15.0000
          98,        0.808333,        -15.0002,        -15.0002,        -14.9999,        -15.0001,        -15.0002,        -15.0000,        -15.0002,        -15.0004
          99,        0.816667,        -15.0003,        -14.9999,        -14.9999,        -14.9999,        -15.0000,        -15.0000,        -15.0002,        -15.0000
         100,        0.825000,        -15.0003,        -15.0000,        -14.9999,        -14.9999,        -15.0001,        -15.0000,        -15.0001,        -14.9998
         101,        0.833333,        -15.0001,        -15.0000,        -15.0000,        -15.0002,        -15.0003,        -15.0001,        -15.0001,        -15.0002
         102,        0.841667,        -14.9999,        -14.9999,        -14.9999,        -15.0001,        -14.9999,        -14.9997,        -15.0000,        -15.0000
         103,        0.850000,        -15.0001,        -15.0000,        -15.0000,        -15.0002,        -14.9999,        -15.0000,        -15.0003,        -15.0003
         104,        0.858333,        -15.0000,        -15.0002,        -15.0002,        -15.0000,        -15.0002,        -15.0001,        -15.0002,        -14.9998
         105,        0.866667,        -15.0001,        -15.0000,        -14.9999,        -15.0000,        -14.9999,        -15.0002,        -14.9999,        -14.9996
         106,        0.875000,        -15.0000,        -14.9999,        -14.9998,        -15.0000,        -15.0001,        -14.9999,        -15.0000,        -15.0006
         107,        0.883333,        -14.9999,        -15.0001,        -15.0001,        -14.9999,        -14.9999,        -14.9999,        -15.0002,        -14.9997
         108,        0.891667,        -14.9999,        -15.0002,        -15.0000,        -15.0001,        -14.9999,        -14.9999,        -14.9999,        -15.0007
         109,        0.900000,        -15.0001,        -14.9998,        -15.0000,        -15.0000,        -14.9999,        -15.0002,        -14.9999,        -15.0001
         110,        0.908333,        -15.0000,        -15.0000,        -14.9998,        -14.9998,        -15.0002,        -14.9998,        -14.9998,        -15.0005
         111,        0.916667,        -15.0001,        -15.0001,        -15.0002,        -15.0002,        -15.0002,        -15.0000,        -15.0003,        -14.9991
         112,        0.925000,        -15.0000,        -14.9999,        -14.9998,        -14.9999,        -14.9999,        -14.9998,        -15.0000,        -15.0001
         113,        0.933333,        -15.0000,        -15.0000,        -14.9999,        -15.0002,        -15.0000,        -14.9999,        -15.0001,        -15.0002
         114,        0.941667,        -15.0002,        -14.9998,        -15.0000,        -15.0001,        -14.9998,        -14.9999,        -15.0002,        -14.9992
         115,        0.950000,        -14.9999,        -15.0003,        -15.0001,        -15.0000,        -15.0002,        -14.9999,        -15.0001,        -14.9991
         116,        0.958333,        -15.0000,        -15.0001,        -14.9998,        -15.0000,        -15.0001,        -15.0001,        -15.0000,        -14.9991
         117,        0.966667,        -14.9999,        -15.0001,        -15.0002,        -15.0000,        -15.0000,        -14.9998,        -15.0001,        -15.0000
         118,        0.975000,        -15.0002,        -14.9999,        -15.0000,        -14.9999,        -14.9998,        -14.9999,        -15.0001,        -15.0005
         119,        0.983333,        -14.9998,        -15.0001,        -15.0000,        -15.0000,        -14.9999,        -14.9999,        -14.9999,        -14.9998
         120,        0.991667,        -14.9999,        -15.0000,        -15.0001,        -14.9999,        -15.0001,        -14.9999,        -15.0000,        -14.9992
         121,        1.000000,        -14.9997,        -15.0000,        -15.0000,        -15.0001,        -14.9999,        -14.9999,        -15.0001,        -14.9996
         122,        1.008333,        -15.0001,        -14.9999,        -14.9999,        -15.0003,        -15.0001,        -14.9999,        -15.0002,        -15.0001
         123,        1.016667,        -15.0001,        -15.0000,        -15.0000,        -14.9999,        -14.9999,        -15.0001,        -14.9999,        -14.9995
         124,        1.025000,        -14.9999,        -15.0002,        -15.0001,        -14.9997,        -14.9999,        -15.0001,        -14.9999,        -14.9995
         125,        1.033333,        -14.9999,        -15.0001,        -15.0001,        -15.0001,        -15.0002,        -15.0000,        -14.9999,        -14.9997
         126,        1.041667,        -15.0002,        -15.0001,        -15.0001,        -14.9998,        -15.0000,        -15.0000,        -15.0002,        -15.0004
         127,        1.050000,        -15.0000,        -15.0001,        -15.0001,        -14.9997,        -15.0001,        -15.0000,        -15.0004,        -15.0004
         128,        1.058333,        -15.0000,        -15.0000,        -14.9997,        -15.0001,        -15.0003,        -15.0000,        -15.0000,        -14.9998
         129,        1.066667,        -14.9997,        -15.0001,        -15.0000,        -14.9998,        -14.9999,        -15.0000,        -15.0002,        -14.9996
         130,        1.075000,        -15.0001,        -15.0001,        -15.0000,        -14.9999,        -15.0001,        -14.9999,        -15.0000,        -14.9996
         131,        1.083333,        -14.9999,        -15.0001,        -14.9998,        -15.0001,        -15.0003,        -14.9998,        -14.9998,        -15.0000
         132,        1.091667,        -15.0000,        -14.9998,        -14.9998,        -15.0002,        -15.0001,        -14.9999,        -14.9996,        -14.9999
         133,        1.100000,        -15.0000,        -14.9999,        -15.0000,        -14.9999,        -14.9999,        -15.0001,        -15.0000,        -14.9999
         134,        1.108333,        -15.0001,        -14.9999,        -15.0000,        -14.9998,        -15.0000,        -15.0001,        -14.9999,        -15.0006
         135,        1.116667,        -15.0000,        -15.0002,        -15.0000,        -15.0000,        -15.0000,        -15.0001,        -15.0001,        -14.9995
         136,        1.125000,        -15.0000,        -14.9999,        -15.0000,        -15.0001,        -15.0000,        -15.0002,        -14.9999,        -14.9996
         137,        1.133333,        -14.9999,        -14.9999,        -15.0003,        -14.9999,        -15.0001,        -15.0000,        -14.9998,        -15.0002
         138,        1.141667,        -15.0001,        -15.0000,        -15.0000,        -15.0001,        -15.0001,        -15.0001,        -14.9998,        -14.9999
         139,        1.150000,        -15.0001,        -15.0000,        -15.0002,        -15.0001,        -15.0000,        -15.0000,        -14.9999,        -15.0007
         140,        1.158333,        -15.0000,        -15.0002,        -14.9999,        -15.0000,        -14.9998,        -15.0001,        -15.0001,        -15.0005
         141,        1.166667,        -14.9999,        -15.0000,        -14.9999,        -14.9998,        -15.0000,        -15.0000,        -15.0005,        -15.0004
         142,        1.175000,        -14.9999,        -14.9999,        -15.0000,        -14.9999,        -15.0001,        -15.0000,        -14.9997,        -14.9993
         143,        1.183333,        -14.9999,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -15.0000,        -14.9999,        -15.0002
         144,        1.191667,        -14.9997,        -15.0003,        -15.0001,        -14.9996,        -15.0000,        -15.0001,        -15.0000,        -14.9998
         145,        1.200000,        -15.0000,        -14.9999,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -14.9999,        -14.9995
         146,        1.208333,        -15.0000,        -15.0002,        -15.0000,        -14.9999,        -15.0001,        -15.0000,        -15.0000,        -14.9999
         147,        1.216667,        -15.0000,        -15.0001,        -15.0001,        -15.0002,        -15.0002,        -15.0002,        -15.0002,        -14.9998
         148,        1.225000,        -14.9999,        -15.0001,        -15.0000,        -15.0000,        -15.0000,        -14.9999,        -15.0003,        -15.0000
         149,        1.233333,        -14.9999,        -14.9998,        -14.9998,        -15.0001,        -15.0001,        -15.0002,        -15.0002,        -14.9998
         150,        1.241667,        -14.9999,        -15.0000,        -15.0002,        -14.9998,        -15.0000,        -15.0001,        -15.0001,        -14.9997
         151,        1.250000,        -15.0000,        -14.9998,        -15.0001,        -15.0000,        -15.0000,        -15.0001,        -15.0002,        -15.0001
         152,        1.258333,        -14.9998,        -14.9999,        -14.9999,        -14.9999,        -15.0001,        -15.0000,        -14.9999,        -14.9997
         153,        1.266667,        -14.9999,        -15.0000,        -14.9999,        -14.9999,        -14.9999,        -15.0000,        -14.9997,        -14.9997
         154,        1.275000,        -15.0000,        -14.9999,        -14.9998,        -15.0001,        -15.0002,        -15.0001,        -14.9999,        -14.9999
         155,        1.283333,        -14.9999,        -15.0000,        -15.0000,        -15.0001,        -14.9999,        -14.9998,        -14.9999,        -14.9998
         156,        1.291667,        -15.0002,        -14.9999,        -15.0000,        -14.9999,        -14.9998,        -15.0000,        -14.9998,        -14.9986
         157,        1.300000,        -14.9999,        -14.9999,        -15.0001,        -15.0001,        -14.9999,        -15.0002,        -14.9999,        -15.0171
         158,        1.308333,        -15.0000,        -15.0001,        -14.9999,        -14.9998,        -14.9997,        -15.0001,        -15.0001,        -15.0062
         159,        1.316667,        -15.0002,        -15.0001,        -14.9998,        -14.9999,        -15.0000,        -15.0001,        -14.9999,        -14.9963
         160,        1.325000,        -14.9999,        -15.0002,        -15.0000,        -15.0000,        -15.0001,        -15.0011,        -15.0002,        -14.9984
         161,        1.333333,        -15.0001,        -15.0001,        -15.0001,        -15.0001,        -15.0001,        -15.0000,        -15.0000,        -14.9984
         162,        1.341667,        -15.0002,        -15.0000,        -15.0001,        -14.9998,        -15.0000,        -14.9998,        -15.0000,        -14.9990
         163,        1.350000,        -14.9999,        -14.9998,        -15.0001,        -14.9999,        -14.9999,        -14.9999,        -14.9999,        -14.9994
         164,        1.358333,        -14.9999,        -15.0000,        -15.0001,        -15.0003,        -15.0002,        -14.9997,        -14.9998,        -15.0020
         165,        1.366667,        -15.0000,        -14.9998,        -15.0001,        -15.0001,        -15.0000,        -14.9997,        -15.0000,        -14.9996
         166,        1.375000,        -15.0000,        -15.0001,        -15.0000,        -15.0002,        -15.0001,        -14.9998,        -14.9998,        -14.9928
         167,        1.383333,        -15.0000,        -15.0003,        -15.0001,        -14.9999,        -15.0000,        -15.0002,        -14.9999,        -14.9975
         168,        1.391667,        -15.0000,        -15.0000,        -14.9998,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -14.9987
         169,        1.400000,        -15.0001,        -15.0000,        -14.9999,        -14.9999,        -15.0000,        -14.9998,        -14.9998,        -14.9990
         170,        1.408333,        -15.0001,        -14.9999,        -15.0001,        -15.0001,        -15.0000,        -14.9996,        -14.9998,        -14.9998
         171,        1.416667,        -15.0002,        -14.9999,        -15.0002,        -14.9997,        -15.0000,        -14.9997,        -15.0000,        -14.9993
         172,        1.425000,        -15.0000,        -15.0000,        -15.0000,        -15.0000,        -14.9999,        -14.9998,        -15.0002,        -14.9998
         173,        1.433333,        -15.0000,        -15.0001,        -14.9998,        -15.0002,        -14.9999,        -15.0001,        -15.0001,        -14.9999
         174,        1.441667,        -15.0000,        -14.9997,        -15.0001,        -15.0001,        -14.9999,        -15.0000,        -15.0002,        -14.9993
         175,        1.450000,        -15.0000,        -15.0002,        -15.0000,        -14.9998,        -15.0000,        -14.9998,        -15.0001,        -14.9999
         176,        1.458333,        -15.0002,        -15.0000,        -14.9999,        -15.0000,        -15.0000,        -14.9998,        -15.0000,        -15.0001
         177,        1.466667,        -14.9998,        -15.0000,        -14.9999,        -15.0002,        -14.9999,        -15.0000,        -15.0000,        -14.9999
         178,        1.475000,        -15.0000,        -14.9998,        -14.9999,        -15.0000,        -15.0000,        -14.9998,        -15.0002,        -14.9996
         179,        1.483333,        -14.9999,        -15.0001,        -15.0001,        -15.0000,        -15.0000,        -15.0000,        -15.0001,        -14.9998
         180,        1.491667,        -14.9998,        -14.9998,        -14.9999,        -15.0001,        -15.0000,        -14.9998,        -15.0001,        -15.0000
         181,        1.500000,        -15.0001,        -14.9999,        -14.9999,        -15.0000,        -15.0000,        -15.0000,        -14.9999,        -15.0001
         182,        1.508333,        -15.0000,        -14.9999,        -14.9999,        -14.9998,        -14.9997,        -15.0002,        -15.0002,        -15.0001
         183,        1.516667,        -15.0003,        -14.9998,        -15.0001,        -14.9998,        -15.0003,        -15.0002,        -15.0002,        -14.9999
         184,        1.525000,        -15.0002,        -14.9999,        -14.9999,        -15.0001,        -14.9999,        -14.9999,        -14.9999,        -14.9997
         185,        1.533333,        -15.0001,        -15.0001,        -14.9998,        -15.0000,        -15.0001,        -15.0000,        -14.9997,        -15.0001
         186,        1.541667,        -15.0000,        -14.9998,        -15.0001,        -15.0000,        -14.9999,        -15.0001,        -15.0000,        -14.9998
         187,        1.550000,        -15.0001,        -15.0002,        -14.9999,        -14.9999,        -15.0001,        -15.0000,        -15.0000,        -14.9999
         188,        1.558333,        -15.0000,        -14.9997,        -15.0001,        -15.0000,        -15.0000,        -15.0001,        -15.0001,        -15.0000
         189,        1.566667,        -14.9999,        -15.0001,        -15.0003,        -14.9999,        -15.0001,        -15.0001,        -14.9999,        -15.0001
         190,        1.575000,        -15.0002,        -15.0001,        -14.9999,        -14.9998,        -15.0000,        -14.9999,        -15.0002,        -14.9997
         191,        1.583333,        -14.9999,        -15.0000,        -15.0000,        -15.0000,        -15.0000,        -15.0000,        -14.9997,        -14.9997
         192,        1.591667,        -14.9998,        -14.9999,        -15.0000,        -15.0000,        -15.0001,        -14.9999,        -14.9999,        -15.0000
         193,        1.600000,        -14.9997,        -15.0000,        -15.0000,        -14.9998,        -14.9998,        -15.0002,        -14.9997,        -15.0007
         194,        1.608333,        -15.0001,        -15.0001,        -15.0001,        -15.0000,        -14.9999,        -14.9998,        -14.9998,        -15.0000
         195,        1.616667,        -15.0003,        -14.9999,        -14.9999,        -14.9999,        -15.0001,        -15.0001,        -14.9999,        -14.9999
         196,        1.625000,        -15.0001,        -14.9999,        -15.0001,        -14.9998,        -15.0001,        -15.0000,        -15.0000,        -14.9997
         197,        1.633333,        -15.0001,        -15.0000,        -14.9998,        -15.0000,        -15.0001,        -14.9999,        -14.9997,        -15.0000
         198,        1.641667,        -15.0000,        -14.9998,        -14.9998,        -15.0001,        -15.0002,        -15.0000,        -14.9999,        -15.0006
         199,        1.650000,        -15.0001,        -15.0003,        -15.0001,        -14.9998,        -15.0000,        -14.9999,        -14.9999,        -14.9998
         200,        1.658333,        -15.0000,        -14.9999,        -14.9997,        -15.0000,        -15.0001,        -14.9999,        -15.0001,        -15.0001
         201,        1.666667,        -15.0000,        -15.0000,        -15.0002,        -15.0002,        -14.9999,        -14.9999,        -14.9998,        -15.0001
         202,        1.675000,        -14.9997,        -14.9999,        -15.0000,        -14.9999,        -15.0001,        -14.9999,        -15.0000,        -14.9996
         203,        1.683333,        -15.0002,        -15.0000,        -14.9998,        -15.0000,        -14.9999,        -14.9999,        -15.0002,        -14.9999
         204,        1.691667,        -14.9999,        -14.9999,        -15.0000,        -15.0002,        -14.9999,        -15.0001,        -14.9999,        -14.9998
         205,        1.700000,        -15.0000,        -15.0001,        -15.0001,        -15.0000,        -14.9998,        -15.0002,        -14.9999,        -14.9996
         206,        1.708333,        -15.0001,        -15.0003,        -15.0001,        -15.0000,        -14.9998,        -14.9999,        -14.9999,        -14.9993
         207,        1.716667,        -15.0002,        -15.0001,        -15.0001,        -14.9999,        -14.9999,        -15.0000,        -15.0002,        -15.0001
         208,        1.725000,        -14.9999,        -14.9999,        -15.0000,        -15.0002,        -15.0001,        -15.0001,        -15.0000,        -15.0000
         209,        1.733333,        -14.9999,        -15.0003,        -15.0003,        -14.9996,        -15.0001,        -14.9999,        -15.0000,        -15.0006
         210,        1.741667,        -15.0000,        -15.0000,        -14.9998,        -15.0000,        -15.0001,        -14.9999,        -15.0001,        -14.9999
