"OutphaseC4_017 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_OutphaseC4\runs\OutphaseC4_017.tcf]","Time (h)","V 2 [OutphaseC4_017]","V 3 [OutphaseC4_017]","V 4 [OutphaseC4_017]","V 5 [OutphaseC4_017]","V 6 [OutphaseC4_017]","V 7 [OutphaseC4_017]","V 8 [OutphaseC4_017]","V 9 [OutphaseC4_017]","V 10 [OutphaseC4_017]","V 11 [OutphaseC4_017]","V 12 [OutphaseC4_017]","V 13 [OutphaseC4_017]","V 14 [OutphaseC4_017]","V 15 [OutphaseC4_017]","V 16 [OutphaseC4_017]","V  1 [OutphaseC4_017]"
          11,        0.083333,          1.9079,          2.5563,          2.2087,          1.7184,          1.4329,          1.6082,          1.1677,          0.3972,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.8870
          12,        0.091667,          1.9088,          2.5721,          2.1192,          1.6820,          1.4832,          1.8012,          0.1529,          0.4194,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.8860
          13,        0.100000,          1.9088,          2.5783,          2.0596,          1.6466,          1.5156,          1.9515,          0.0677,          0.4453,          0.8175,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.8860
          14,        0.108333,          1.9090,          2.5772,          2.0178,          1.6274,          1.5465,          2.0616,          0.0579,          0.4991,          1.1622,          1.2063,          0.4325,          0.4867,          0.0003,          0.0000,          0.0001,          0.8864
          15,        0.116667,          1.9089,          2.5369,          1.9880,          1.6094,          1.5695,          2.1456,          0.0572,          0.5639,          1.3779,          1.8461,          0.1528,          0.3314,          0.3543,          0.0000,          0.0001,          0.8865
          16,        0.125000,          1.9088,          2.3279,          1.9652,          1.5936,          1.5838,          2.2115,          0.0899,          0.6098,          1.5008,          2.2776,          0.1849,          0.3643,          0.4203,          0.0000,          0.0000,          0.8862
          17,        0.133333,          1.9088,          2.0514,          1.9449,          1.5757,          1.5902,          2.2646,          0.1318,          0.6598,          1.5850,          2.5740,          0.1897,          0.4048,          0.5173,          0.9918,          0.0001,          0.8861
          18,        0.141667,          1.9088,          1.8378,          1.9289,          1.5573,          1.5925,          2.2978,          0.1670,          0.7182,          1.6538,          2.8060,          0.1693,          0.4542,          0.5800,          1.5666,          0.0457,          0.8860
          19,        0.150000,          1.9088,          1.6937,          1.9109,          1.5445,          1.5934,          2.3151,          0.1854,          0.7522,          1.7151,          2.9802,          0.1156,          0.5513,          0.7927,          1.8926,          0.7837,          0.8860
          20,        0.158333,          1.9088,          1.5817,          1.9029,          1.5262,          1.5979,          2.3249,          0.2016,          0.7475,          1.7519,          3.1063,          0.0856,          0.6422,          0.9841,          2.1457,          1.6507,          0.8862
          21,        0.166667,          1.9089,          1.5119,          1.8878,          1.5296,          1.5969,          2.3360,          0.2217,          0.7347,          1.7762,          3.2059,          0.0983,          0.7277,          1.1391,          2.3321,          2.2734,          0.8861
          22,        0.175000,          1.9088,          1.4714,          1.8809,          1.5077,          1.6036,          2.3458,          0.2421,          0.7326,          1.8017,          3.2193,          0.1414,          0.7749,          1.2557,          2.4763,          2.5807,          0.8861
          23,        0.183333,          1.9088,          1.4417,          1.8809,          1.5112,          1.5938,          2.3532,          0.2638,          0.7399,          1.8263,          2.6634,          0.1854,          0.7959,          1.3435,          2.5907,          3.1848,          0.8861
          24,        0.191667,          1.9088,          1.4159,          1.8770,          1.5242,          1.6079,          2.3615,          0.2826,          0.7518,          1.8453,          2.2194,          0.2223,          0.8433,          1.4086,          2.6835,          3.8659,          0.8861
          25,        0.200000,          1.9088,          1.3966,          1.8689,          1.5122,          1.6038,          2.3660,          0.2966,          0.7615,          1.8575,          1.9667,          0.2444,          0.9096,          1.4554,          2.7520,          4.0266,          0.8861
          26,        0.208333,          1.9088,          1.3826,          1.8678,          1.4980,          1.5945,          2.3707,          0.3068,          0.7714,          1.8650,          1.8377,          0.2482,          0.9453,          1.4847,          2.8071,          4.1367,          0.8861
          27,        0.216667,          1.9088,          1.3750,          1.8675,          1.5094,          1.5985,          2.3758,          0.3156,          0.7678,          1.8710,          1.7668,          0.2519,          0.9254,          1.5111,          2.8515,          4.2222,          0.8861
          28,        0.225000,          1.9089,          1.3689,          1.8658,          1.5109,          1.6051,          2.3792,          0.3180,          0.7803,          1.8747,          1.7237,          0.2547,          0.9040,          1.5374,          2.8932,          4.2890,          0.8861
          29,        0.233333,          1.9089,          1.3638,          1.8653,          1.5069,          1.5995,          2.3803,          0.3221,          0.7724,          1.8831,          1.6951,          0.2579,          0.8938,          1.5520,          2.9254,          4.3441,          0.8861
          30,        0.241667,          1.9088,          1.3594,          1.8638,          1.5082,          1.5990,          2.3827,          0.3264,          0.7697,          1.8787,          1.6728,          0.2620,          0.8943,          1.5599,          2.9476,          4.3883,          0.8861
          31,        0.250000,          1.9088,          1.3555,          1.8631,          1.5057,          1.5995,          2.3841,          0.3280,          0.7806,          1.8871,          1.6568,          0.2687,          0.8979,          1.5659,          2.9657,          4.4236,          0.8861
          32,        0.258333,          1.9088,          1.3515,          1.8619,          1.5061,          1.5982,          2.3851,          0.3323,          0.7751,          1.8900,          1.6444,          0.2714,          0.9123,          1.5717,          2.9808,          4.4529,          0.8861
          33,        0.266667,          1.9088,          1.3496,          1.8616,          1.5053,          1.5992,          2.3862,          0.3370,          0.7785,          1.8872,          1.6345,          0.2760,          0.9208,          1.5753,          2.9917,          4.4773,          0.8861
          34,        0.275000,          1.9088,          1.3477,          1.8620,          1.5063,          1.5986,          2.3869,          0.3392,          0.7874,          1.8935,          1.6292,          0.2776,          0.9290,          1.5782,          3.0035,          4.4969,          0.8861
          35,        0.283333,          1.9088,          1.3463,          1.8617,          1.5079,          1.5995,          2.3877,          0.3410,          0.7879,          1.8938,          1.6229,          0.2825,          0.9307,          1.5798,          3.0118,          4.5140,          0.8860
          36,        0.291667,          1.9088,          1.3449,          1.8614,          1.5067,          1.5989,          2.3880,          0.3432,          0.7867,          1.8914,          1.6185,          0.2812,          0.9335,          1.5809,          3.0207,          4.5271,          0.8861
          37,        0.300000,          1.9088,          1.3438,          1.8614,          1.5065,          1.5979,          2.3883,          0.3420,          0.7904,          1.8934,          1.6151,          0.2843,          0.9212,          1.5807,          3.0264,          4.5385,          0.8862
          38,        0.308333,          1.9088,          1.3431,          1.8619,          1.5071,          1.5983,          2.3887,          0.3399,          0.7896,          1.8947,          1.6128,          0.2871,          0.9298,          1.5813,          3.0336,          4.5481,          0.8860
          39,        0.316667,          1.9088,          1.3424,          1.8621,          1.5085,          1.5987,          2.3889,          0.3432,          0.7785,          1.8922,          1.6095,          0.2889,          0.9360,          1.5819,          3.0354,          4.5554,          0.8861
          40,        0.325000,          1.9088,          1.3420,          1.8622,          1.5082,          1.5985,          2.3891,          0.3458,          0.7855,          1.8921,          1.6076,          0.2915,          0.9406,          1.5819,          3.0393,          4.5614,          0.8861
          41,        0.333333,          1.9088,          1.3416,          1.8620,          1.5076,          1.5978,          2.3892,          0.3459,          0.7946,          1.8998,          1.6054,          0.2913,          0.9365,          1.5819,          3.0430,          4.5671,          0.8861
          42,        0.341667,          1.9088,          1.3413,          1.8618,          1.5071,          1.5977,          2.3894,          0.3461,          0.7912,          1.8959,          1.6027,          0.2929,          0.9355,          1.5818,          3.0461,          4.5713,          0.8861
          43,        0.350000,          1.9088,          1.3410,          1.8616,          1.5069,          1.5978,          2.3895,          0.3458,          0.7901,          1.8937,          1.6013,          0.2925,          0.9393,          1.5820,          3.0482,          4.5748,          0.8861
          44,        0.358333,          1.9088,          1.3409,          1.8616,          1.5068,          1.5980,          2.3895,          0.3459,          0.7895,          1.8955,          1.6003,          0.2951,          0.9431,          1.5817,          3.0490,          4.5774,          0.8861
          45,        0.366667,          1.9088,          1.3407,          1.8616,          1.5069,          1.5980,          2.3896,          0.3467,          0.7881,          1.8950,          1.5994,          0.2957,          0.9513,          1.5815,          3.0507,          4.5800,          0.8861
          46,        0.375000,          1.9088,          1.3405,          1.8616,          1.5070,          1.5981,          2.3897,          0.3470,          0.7900,          1.8958,          1.5989,          0.2963,          0.9480,          1.5812,          3.0510,          4.5817,          0.8861
          47,        0.383333,          1.9088,          1.3404,          1.8617,          1.5069,          1.5980,          2.3896,          0.3472,          0.7907,          1.8965,          1.5983,          0.2962,          0.9463,          1.5814,          3.0534,          4.5836,          0.8861
          48,        0.391667,          1.9088,          1.3403,          1.8616,          1.5068,          1.5979,          2.3897,          0.3473,          0.7902,          1.8958,          1.5977,          0.2969,          0.9464,          1.5813,          3.0539,          4.5849,          0.8861
          49,        0.400000,          1.9088,          1.3402,          1.8617,          1.5068,          1.5979,          2.3898,          0.3473,          0.7899,          1.8956,          1.5971,          0.2968,          0.9485,          1.5812,          3.0545,          4.5861,          0.8861
          50,        0.408333,          1.9088,          1.3402,          1.8616,          1.5067,          1.5979,          2.3898,          0.3474,          0.7897,          1.8958,          1.5965,          0.2970,          0.9475,          1.5811,          3.0546,          4.5868,          0.8861
          51,        0.416667,          1.9088,          1.3402,          1.8616,          1.5066,          1.5979,          2.3898,          0.3476,          0.7894,          1.8958,          1.5960,          0.2975,          0.9483,          1.5811,          3.0554,          4.5877,          0.8861
          52,        0.425000,          1.9088,          1.3401,          1.8617,          1.5066,          1.5980,          2.3899,          0.3478,          0.7896,          1.8960,          1.5956,          0.2980,          0.9506,          1.5809,          3.0556,          4.5884,          0.8861
          53,        0.433333,          1.9088,          1.3401,          1.8616,          1.5065,          1.5979,          2.3899,          0.3479,          0.7897,          1.8961,          1.5954,          0.2983,          0.9516,          1.5808,          3.0557,          4.5888,          0.8861
          54,        0.441667,          1.9088,          1.3401,          1.8617,          1.5064,          1.5979,          2.3898,          0.3480,          0.7895,          1.8960,          1.5953,          0.2986,          0.9515,          1.5807,          3.0561,          4.5895,          0.8861
          55,        0.450000,          1.9088,          1.3400,          1.8617,          1.5064,          1.5980,          2.3898,          0.3481,          0.7894,          1.8959,          1.5951,          0.2989,          0.9514,          1.5807,          3.0564,          4.5898,          0.8861
          56,        0.458333,          1.9088,          1.3401,          1.8617,          1.5064,          1.5980,          2.3899,          0.3482,          0.7893,          1.8960,          1.5949,          0.2990,          0.9512,          1.5807,          3.0565,          4.5902,          0.8861
          57,        0.466667,          1.9089,          1.3401,          1.8617,          1.5063,          1.5980,          2.3898,          0.3483,          0.7891,          1.8959,          1.5945,          0.2991,          0.9508,          1.5807,          3.0567,          4.5904,          0.8860
          58,        0.475000,          1.9088,          1.3400,          1.8617,          1.5063,          1.5979,          2.3898,          0.3484,          0.7890,          1.8959,          1.5943,          0.2990,          0.9507,          1.5807,          3.0568,          4.5906,          0.8861
          59,        0.483333,          1.9089,          1.3401,          1.8618,          1.5062,          1.5980,          2.3899,          0.3484,          0.7888,          1.8959,          1.5941,          0.2994,          0.9503,          1.5808,          3.0568,          4.5908,          0.8861
          60,        0.491667,          1.9088,          1.3400,          1.8617,          1.5062,          1.5980,          2.3898,          0.3485,          0.7886,          1.8960,          1.5940,          0.2998,          0.9521,          1.5807,          3.0570,          4.5910,          0.8861
          61,        0.500000,          1.9088,          1.3400,          1.8618,          1.5061,          1.5980,          2.3899,          0.3486,          0.7885,          1.8959,          1.5942,          0.3000,          0.9524,          1.5805,          3.0568,          4.5910,          0.8861
          62,        0.508333,          1.9087,          1.3400,          1.8618,          1.5060,          1.5979,          2.3899,          0.3487,          0.7883,          1.8960,          1.5943,          0.3005,          0.9516,          1.5806,          3.0570,          4.5911,          0.8861
          63,        0.516667,          1.9088,          1.3400,          1.8618,          1.5060,          1.5980,          2.3899,          0.3487,          0.7881,          1.8960,          1.5943,          0.3006,          0.9518,          1.5806,          3.0572,          4.5913,          0.8861
          64,        0.525000,          1.9088,          1.3400,          1.8619,          1.5060,          1.5980,          2.3899,          0.3488,          0.7879,          1.8960,          1.5943,          0.3005,          0.9498,          1.5807,          3.0571,          4.5913,          0.8861
          65,        0.533333,          1.9088,          1.3401,          1.8619,          1.5059,          1.5980,          2.3899,          0.3489,          0.7877,          1.8960,          1.5943,          0.3006,          0.9486,          1.5808,          3.0574,          4.5913,          0.8861
          66,        0.541667,          1.9088,          1.3400,          1.8619,          1.5058,          1.5979,          2.3900,          0.3490,          0.7876,          1.8960,          1.5942,          0.3007,          0.9490,          1.5809,          3.0573,          4.5915,          0.8861
          67,        0.550000,          1.9088,          1.3400,          1.8619,          1.5058,          1.5979,          2.3899,          0.3491,          0.7873,          1.8960,          1.5942,          0.3009,          0.9490,          1.5808,          3.0572,          4.5915,          0.8861
          68,        0.558333,          1.9088,          1.3400,          1.8619,          1.5057,          1.5980,          2.3899,          0.3491,          0.7872,          1.8960,          1.5941,          0.3012,          0.9491,          1.5809,          3.0573,          4.5916,          0.8861
          69,        0.566667,          1.9088,          1.3400,          1.8619,          1.5056,          1.5979,          2.3899,          0.3492,          0.7869,          1.8959,          1.5941,          0.3014,          0.9489,          1.5809,          3.0573,          4.5916,          0.8861
          70,        0.575000,          1.9088,          1.3400,          1.8620,          1.5056,          1.5980,          2.3899,          0.3493,          0.7867,          1.8960,          1.5941,          0.3015,          0.9486,          1.5809,          3.0573,          4.5917,          0.8860
          71,        0.583333,          1.9088,          1.3400,          1.8620,          1.5055,          1.5980,          2.3899,          0.3493,          0.7865,          1.8960,          1.5941,          0.3016,          0.9483,          1.5809,          3.0573,          4.5916,          0.8861
          72,        0.591667,          1.9088,          1.3400,          1.8621,          1.5054,          1.5980,          2.3899,          0.3494,          0.7862,          1.8959,          1.5941,          0.3018,          0.9479,          1.5810,          3.0573,          4.5917,          0.8861
          73,        0.600000,          1.9088,          1.3400,          1.8621,          1.5054,          1.5980,          2.3899,          0.3495,          0.7860,          1.8959,          1.5940,          0.3019,          0.9476,          1.5810,          3.0573,          4.5917,          0.8861
          74,        0.608333,          1.9088,          1.3400,          1.8621,          1.5053,          1.5980,          2.3899,          0.3496,          0.7858,          1.8959,          1.5939,          0.3021,          0.9475,          1.5810,          3.0573,          4.5917,          0.8861
          75,        0.616667,          1.9088,          1.3400,          1.8621,          1.5052,          1.5980,          2.3899,          0.3497,          0.7856,          1.8960,          1.5940,          0.3022,          0.9473,          1.5811,          3.0573,          4.5916,          0.8861
          76,        0.625000,          1.9088,          1.3400,          1.8621,          1.5052,          1.5980,          2.3899,          0.3498,          0.7853,          1.8959,          1.5939,          0.3024,          0.9470,          1.5811,          3.0573,          4.5917,          0.8861
          77,        0.633333,          1.9088,          1.3400,          1.8622,          1.5051,          1.5980,          2.3899,          0.3499,          0.7852,          1.8959,          1.5939,          0.3027,          0.9467,          1.5811,          3.0574,          4.5917,          0.8861
          78,        0.641667,          1.9088,          1.3399,          1.8622,          1.5050,          1.5980,          2.3899,          0.3499,          0.7849,          1.8959,          1.5939,          0.3028,          0.9464,          1.5811,          3.0573,          4.5917,          0.8861
          79,        0.650000,          1.9089,          1.3400,          1.8623,          1.5050,          1.5980,          2.3899,          0.3501,          0.7846,          1.8959,          1.5939,          0.3029,          0.9461,          1.5812,          3.0573,          4.5916,          0.8861
          80,        0.658333,          1.9089,          1.3400,          1.8623,          1.5049,          1.5980,          2.3899,          0.3501,          0.7844,          1.8959,          1.5938,          0.3031,          0.9459,          1.5812,          3.0573,          4.5917,          0.8861
          81,        0.666667,          1.9089,          1.3400,          1.8623,          1.5048,          1.5980,          2.3899,          0.3502,          0.7842,          1.8959,          1.5938,          0.3033,          0.9457,          1.5812,          3.0573,          4.5917,          0.8861
          82,        0.675000,          1.9088,          1.3399,          1.8623,          1.5047,          1.5980,          2.3899,          0.3504,          0.7839,          1.8959,          1.5937,          0.3035,          0.9453,          1.5812,          3.0574,          4.5918,          0.8861
          83,        0.683333,          1.9088,          1.3399,          1.8624,          1.5047,          1.5980,          2.3899,          0.3504,          0.7837,          1.8959,          1.5937,          0.3037,          0.9449,          1.5812,          3.0574,          4.5917,          0.8861
          84,        0.691667,          1.9088,          1.3400,          1.8624,          1.5046,          1.5980,          2.3899,          0.3505,          0.7835,          1.8959,          1.5937,          0.3039,          0.9447,          1.5813,          3.0574,          4.5917,          0.8861
          85,        0.700000,          1.9088,          1.3399,          1.8624,          1.5044,          1.5980,          2.3899,          0.3507,          0.7831,          1.8959,          1.5937,          0.3040,          0.9444,          1.5813,          3.0574,          4.5917,          0.8861
          86,        0.708333,          1.9088,          1.3400,          1.8624,          1.5044,          1.5979,          2.3899,          0.3508,          0.7829,          1.8959,          1.5936,          0.3042,          0.9440,          1.5814,          3.0574,          4.5916,          0.8861
          87,        0.716667,          1.9088,          1.3399,          1.8625,          1.5044,          1.5980,          2.3898,          0.3508,          0.7827,          1.8959,          1.5936,          0.3045,          0.9438,          1.5814,          3.0574,          4.5917,          0.8861
          88,        0.725000,          1.9088,          1.3399,          1.8625,          1.5043,          1.5980,          2.3899,          0.3510,          0.7823,          1.8959,          1.5936,          0.3046,          0.9434,          1.5815,          3.0574,          4.5918,          0.8861
          89,        0.733333,          1.9088,          1.3399,          1.8625,          1.5040,          1.5979,          2.3899,          0.3511,          0.7820,          1.8959,          1.5936,          0.3048,          0.9430,          1.5815,          3.0574,          4.5918,          0.8861
          90,        0.741667,          1.9088,          1.3399,          1.8626,          1.5040,          1.5980,          2.3899,          0.3512,          0.7818,          1.8959,          1.5935,          0.3051,          0.9427,          1.5815,          3.0574,          4.5917,          0.8861
          91,        0.750000,          1.9088,          1.3400,          1.8627,          1.5040,          1.5980,          2.3900,          0.3513,          0.7815,          1.8958,          1.5934,          0.3052,          0.9424,          1.5815,          3.0574,          4.5917,          0.8860
          92,        0.758333,          1.9088,          1.3399,          1.8627,          1.5038,          1.5980,          2.3899,          0.3514,          0.7812,          1.8958,          1.5934,          0.3055,          0.9420,          1.5815,          3.0574,          4.5917,          0.8861
          93,        0.766667,          1.9088,          1.3399,          1.8627,          1.5037,          1.5980,          2.3899,          0.3515,          0.7809,          1.8959,          1.5934,          0.3057,          0.9417,          1.5816,          3.0574,          4.5917,          0.8861
          94,        0.775000,          1.9088,          1.3399,          1.8627,          1.5037,          1.5980,          2.3899,          0.3517,          0.7806,          1.8958,          1.5934,          0.3059,          0.9413,          1.5816,          3.0575,          4.5917,          0.8861
          95,        0.783333,          1.9089,          1.3399,          1.8628,          1.5035,          1.5980,          2.3899,          0.3518,          0.7803,          1.8959,          1.5934,          0.3061,          0.9409,          1.5817,          3.0574,          4.5918,          0.8861
          96,        0.791667,          1.9088,          1.3399,          1.8628,          1.5035,          1.5980,          2.3899,          0.3519,          0.7800,          1.8959,          1.5933,          0.3064,          0.9404,          1.5817,          3.0575,          4.5918,          0.8861
          97,        0.800000,          1.9088,          1.3399,          1.8629,          1.5034,          1.5980,          2.3899,          0.3520,          0.7797,          1.8958,          1.5933,          0.3066,          0.9401,          1.5817,          3.0575,          4.5918,          0.8861
          98,        0.808333,          1.9088,          1.3399,          1.8629,          1.5032,          1.5980,          2.3899,          0.3521,          0.7794,          1.8959,          1.5932,          0.3068,          0.9397,          1.5818,          3.0574,          4.5917,          0.8861
          99,        0.816667,          1.9088,          1.3399,          1.8629,          1.5031,          1.5980,          2.3899,          0.3523,          0.7790,          1.8958,          1.5932,          0.3071,          0.9394,          1.5818,          3.0575,          4.5917,          0.8861
         100,        0.825000,          1.9088,          1.3399,          1.8630,          1.5029,          1.5980,          2.3899,          0.3524,          0.7786,          1.8957,          1.5932,          0.3073,          0.9390,          1.5818,          3.0575,          4.5918,          0.8861
         101,        0.833333,          1.9089,          1.3399,          1.8630,          1.5029,          1.5980,          2.3900,          0.3525,          0.7784,          1.8958,          1.5931,          0.3075,          0.9386,          1.5818,          3.0575,          4.5917,          0.8861
         102,        0.841667,          1.9088,          1.3399,          1.8631,          1.5028,          1.5981,          2.3899,          0.3526,          0.7780,          1.8958,          1.5930,          0.3078,          0.9381,          1.5819,          3.0575,          4.5918,          0.8861
         103,        0.850000,          1.9088,          1.3399,          1.8631,          1.5026,          1.5980,          2.3899,          0.3528,          0.7776,          1.8958,          1.5930,          0.3081,          0.9377,          1.5819,          3.0575,          4.5918,          0.8861
         104,        0.858333,          1.9088,          1.3398,          1.8632,          1.5026,          1.5980,          2.3899,          0.3529,          0.7772,          1.8958,          1.5930,          0.3084,          0.9373,          1.5820,          3.0574,          4.5917,          0.8861
         105,        0.866667,          1.9088,          1.3399,          1.8632,          1.5024,          1.5980,          2.3899,          0.3531,          0.7769,          1.8957,          1.5930,          0.3086,          0.9368,          1.5820,          3.0575,          4.5917,          0.8861
         106,        0.875000,          1.9088,          1.3399,          1.8632,          1.5023,          1.5980,          2.3899,          0.3532,          0.7765,          1.8957,          1.5929,          0.3089,          0.9364,          1.5821,          3.0576,          4.5918,          0.8861
         107,        0.883333,          1.9088,          1.3399,          1.8633,          1.5022,          1.5980,          2.3899,          0.3534,          0.7761,          1.8957,          1.5929,          0.3091,          0.9359,          1.5821,          3.0575,          4.5917,          0.8861
         108,        0.891667,          1.9088,          1.3399,          1.8633,          1.5021,          1.5980,          2.3899,          0.3535,          0.7757,          1.8957,          1.5928,          0.3094,          0.9354,          1.5821,          3.0575,          4.5919,          0.8861
         109,        0.900000,          1.9088,          1.3398,          1.8634,          1.5019,          1.5981,          2.3900,          0.3536,          0.7754,          1.8957,          1.5928,          0.3097,          0.9349,          1.5821,          3.0575,          4.5917,          0.8861
         110,        0.908333,          1.9088,          1.3398,          1.8635,          1.5018,          1.5980,          2.3900,          0.3538,          0.7750,          1.8957,          1.5928,          0.3100,          0.9345,          1.5822,          3.0575,          4.5918,          0.8861
         111,        0.916667,          1.9088,          1.3398,          1.8635,          1.5016,          1.5980,          2.3901,          0.3540,          0.7745,          1.8957,          1.5927,          0.3103,          0.9340,          1.5822,          3.0575,          4.5918,          0.8861
         112,        0.925000,          1.9088,          1.3399,          1.8636,          1.5015,          1.5980,          2.3899,          0.3542,          0.7741,          1.8957,          1.5927,          0.3106,          0.9335,          1.5822,          3.0575,          4.5917,          0.8860
         113,        0.933333,          1.9088,          1.3398,          1.8636,          1.5013,          1.5980,          2.3899,          0.3543,          0.7738,          1.8957,          1.5926,          0.3109,          0.9330,          1.5822,          3.0575,          4.5918,          0.8861
         114,        0.941667,          1.9088,          1.3399,          1.8637,          1.5013,          1.5980,          2.3900,          0.3545,          0.7733,          1.8957,          1.5926,          0.3112,          0.9325,          1.5823,          3.0575,          4.5918,          0.8861
         115,        0.950000,          1.9088,          1.3398,          1.8637,          1.5011,          1.5981,          2.3899,          0.3546,          0.7729,          1.8956,          1.5925,          0.3115,          0.9319,          1.5823,          3.0576,          4.5916,          0.8861
         116,        0.958333,          1.9088,          1.3398,          1.8638,          1.5010,          1.5981,          2.3900,          0.3548,          0.7724,          1.8957,          1.5925,          0.3119,          0.9314,          1.5823,          3.0576,          4.5915,          0.8861
         117,        0.966667,          1.9088,          1.3398,          1.8639,          1.5007,          1.5980,          2.3900,          0.3550,          0.7719,          1.8957,          1.5924,          0.3122,          0.9310,          1.5824,          3.0576,          4.5916,          0.8861
         118,        0.975000,          1.9088,          1.3398,          1.8640,          1.5007,          1.5980,          2.3899,          0.3552,          0.7715,          1.8956,          1.5924,          0.3125,          0.9303,          1.5824,          3.0576,          4.5915,          0.8861
         119,        0.983333,          1.9088,          1.3398,          1.8640,          1.5005,          1.5981,          2.3900,          0.3554,          0.7710,          1.8956,          1.5923,          0.3129,          0.9298,          1.5824,          3.0576,          4.5916,          0.8861
         120,        0.991667,          1.9088,          1.3398,          1.8641,          1.5003,          1.5981,          2.3899,          0.3556,          0.7706,          1.8956,          1.5923,          0.3132,          0.9293,          1.5824,          3.0576,          4.5916,          0.8861
         121,        1.000000,          1.9088,          1.3398,          1.8641,          1.5001,          1.5980,          2.3899,          0.3558,          0.7701,          1.8955,          1.5922,          0.3136,          0.9287,          1.5824,          3.0576,          4.5917,          0.8861
         122,        1.008333,          1.9088,          1.3398,          1.8642,          1.5000,          1.5981,          2.3899,          0.3560,          0.7695,          1.8956,          1.5922,          0.3139,          0.9281,          1.5824,          3.0576,          4.5917,          0.8861
         123,        1.016667,          1.9088,          1.3398,          1.8643,          1.4998,          1.5980,          2.3899,          0.3562,          0.7691,          1.8956,          1.5921,          0.3143,          0.9275,          1.5825,          3.0576,          4.5917,          0.8861
         124,        1.025000,          1.9088,          1.3397,          1.8644,          1.4996,          1.5981,          2.3900,          0.3564,          0.7686,          1.8956,          1.5920,          0.3146,          0.9269,          1.5824,          3.0576,          4.5916,          0.8860
         125,        1.033333,          1.9088,          1.3397,          1.8644,          1.4995,          1.5981,          2.3900,          0.3566,          0.7681,          1.8956,          1.5920,          0.3150,          0.9263,          1.5824,          3.0577,          4.5916,          0.8861
         126,        1.041667,          1.9088,          1.3398,          1.8645,          1.4992,          1.5981,          2.3900,          0.3569,          0.7675,          1.8956,          1.5919,          0.3154,          0.9257,          1.5824,          3.0577,          4.5916,          0.8861
