"InphaseC4_004","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\runs\InphaseC4_004.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_inphase\results\004\InphaseC4_004_POMM.csv","Maximum (Extracted from Time Series)",          3.4962,          0.5440,          1.4900,          2.2434,          2.6007,          0.5069,          1.0327,          2.1893,          0.6679,          0.8076,          1.4147,          2.0897,          1.6391,          1.2397,          1.0966,          2.9056,          0.0000,          0.0000,          0.0000,          0.0000,          0.0010,          0.0009,          0.0000,          0.0012
"","Time of Maximum",          0.0083,          2.7833,          0.0167,          2.7667,          0.0500,          4.7333,          3.8750,          0.1500,          3.3333,          5.0500,          2.5750,          2.6167,          2.2250,          3.2917,          5.4750,          0.0083,          0.0000,          0.0000,          0.0000,          0.0000,          0.0667,          0.0167,          0.0000,          0.0333
"","Minimum (Extracted From Time Series)",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -29.9568,        -29.9563,        -29.9567,        -29.9566,        -29.9569,        -29.9563,        -30.0087,        -29.9571
"","Time of Minimum",          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          2.8167,          5.8667,          5.3917,          1.3167,          3.9333,          4.1167,          0.0167,          2.6167
