"sfe_25 [F:\tuflow-wf_python3\output_folder\sfe_25_tuflow\runs\010\sfe_25.tcf]","Time (h)","V 1 [sfe_25]","V 2 [sfe_25]","V 3 [sfe_25]","V 4 [sfe_25]","V 5 [sfe_25]","V 6 [sfe_25]"
          67,        1.100000,          1.3206,          1.7066,          0.1240,          2.3077,          1.8133,          2.2048
          68,        1.116667,          1.3206,          1.7066,          0.1241,          2.3078,          1.8132,          2.2047
          69,        1.133333,          1.3206,          1.7066,          0.1241,          2.3094,          1.8133,          2.2048
          70,        1.150000,          1.3206,          1.7066,          0.1240,          2.3100,          1.8133,          2.2048
          71,        1.166667,          1.3206,          1.7066,          0.1241,          2.3083,          1.8133,          2.2048
          72,        1.183333,          1.3206,          1.7066,          0.1240,          2.3100,          1.8133,          2.2048
          73,        1.200000,          1.3206,          1.7066,          0.1241,          2.3082,          1.8133,          2.2048
          74,        1.216667,          1.3206,          1.7066,          0.1240,          2.3077,          1.8134,          2.2048
          75,        1.233333,          1.3207,          1.7066,          0.1240,          2.3080,          1.8134,          2.2048
          76,        1.250000,          1.3207,          1.7066,          0.1241,          2.3095,          1.8133,          2.2048
          77,        1.266667,          1.3207,          1.7066,          0.1241,          2.3093,          1.8132,          2.2048
          78,        1.283333,          1.3206,          1.7066,          0.1241,          2.3098,          1.8134,          2.2048
          79,        1.300000,          1.3206,          1.7066,          0.1241,          2.3083,          1.8134,          2.2048
          80,        1.316667,          1.3206,          1.7066,          0.1241,          2.3100,          1.8134,          2.2048
          81,        1.333333,          1.3206,          1.7065,          0.1241,          2.3078,          1.8134,          2.2048
          82,        1.350000,          1.3206,          1.7066,          0.1241,          2.3081,          1.8133,          2.2048
          83,        1.366667,          1.3207,          1.7066,          0.1241,          2.3086,          1.8133,          2.2047
          84,        1.383333,          1.3207,          1.7066,          0.1240,          2.3093,          1.8133,          2.2048
          85,        1.400000,          1.3206,          1.7066,          0.1241,          2.3076,          1.8133,          2.2048
          86,        1.416667,          1.3206,          1.7066,          0.1241,          2.3088,          1.8133,          2.2048
          87,        1.433333,          1.3206,          1.7066,          0.1241,          2.3087,          1.8132,          2.2048
          88,        1.450000,          1.3206,          1.7066,          0.1240,          2.3102,          1.8133,          2.2048
          89,        1.466667,          1.3205,          1.7066,          0.1241,          2.3086,          1.8133,          2.2049
          90,        1.483333,          1.3206,          1.7066,          0.1241,          2.3083,          1.8133,          2.2048
          91,        1.500000,          1.3207,          1.7066,          0.1241,          2.3085,          1.8134,          2.2048
          92,        1.516667,          1.3206,          1.7066,          0.1241,          2.3073,          1.8133,          2.2048
          93,        1.533333,          1.3206,          1.7066,          0.1240,          2.3077,          1.8133,          2.2048
          94,        1.550000,          1.3206,          1.7066,          0.1241,          2.3092,          1.8134,          2.2048
          95,        1.566667,          1.3206,          1.7066,          0.1241,          2.3078,          1.8134,          2.2048
          96,        1.583333,          1.3206,          1.7066,          0.1241,          2.3083,          1.8134,          2.2048
          97,        1.600000,          1.3206,          1.7066,          0.1241,          2.3079,          1.8134,          2.2048
          98,        1.616667,          1.3206,          1.7066,          0.1241,          2.3086,          1.8133,          2.2048
          99,        1.633333,          1.3206,          1.7066,          0.1241,          2.3089,          1.8133,          2.2048
         100,        1.650000,          1.3207,          1.7066,          0.1241,          2.3097,          1.8133,          2.2047
         101,        1.666667,          1.3206,          1.7066,          0.1241,          2.3089,          1.8133,          2.2048
         102,        1.683333,          1.3206,          1.7066,          0.1240,          2.3084,          1.8133,          2.2048
         103,        1.700000,          1.3206,          1.7066,          0.1241,          2.3083,          1.8133,          2.2048
         104,        1.716667,          1.3207,          1.7066,          0.1241,          2.3075,          1.8133,          2.2048
         105,        1.733333,          1.3206,          1.7066,          0.1241,          2.3093,          1.8133,          2.2048
         106,        1.750000,          1.3206,          1.7066,          0.1241,          2.3098,          1.8133,          2.2048
         107,        1.766667,          1.3206,          1.7066,          0.1241,          2.3076,          1.8133,          2.2048
         108,        1.783333,          1.3207,          1.7065,          0.1240,          2.3081,          1.8133,          2.2048
         109,        1.800000,          1.3206,          1.7066,          0.1241,          2.3096,          1.8133,          2.2048
         110,        1.816667,          1.3206,          1.7066,          0.1241,          2.3080,          1.8133,          2.2048
         111,        1.833333,          1.3206,          1.7066,          0.1241,          2.3077,          1.8133,          2.2048
         112,        1.850000,          1.3206,          1.7066,          0.1241,          2.3084,          1.8133,          2.2048
         113,        1.866667,          1.3206,          1.7066,          0.1241,          2.3075,          1.8133,          2.2048
         114,        1.883333,          1.3206,          1.7066,          0.1241,          2.3078,          1.8134,          2.2048
         115,        1.900000,          1.3206,          1.7066,          0.1241,          2.3099,          1.8133,          2.2047
         116,        1.916667,          1.3206,          1.7066,          0.1241,          2.3084,          1.8133,          2.2048
         117,        1.933333,          1.3206,          1.7065,          0.1241,          2.3079,          1.8133,          2.2048
         118,        1.950000,          1.3206,          1.7066,          0.1241,          2.3082,          1.8133,          2.2048
         119,        1.966667,          1.3206,          1.7066,          0.1241,          2.3077,          1.8133,          2.2048
         120,        1.983333,          1.3207,          1.7066,          0.1241,          2.3076,          1.8133,          2.2048
         121,        2.000000,          1.3206,          1.7066,          0.1241,          2.3079,          1.8133,          2.2048

