"VanillaC4_006","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\runs\VanillaC4_006.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_VanillaC4\results\006\VanillaC4_006_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.3332,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.6150,          0.0000
,        0.016667,          1.2327,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.1569,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -4.7726,         -0.0000
,        0.025000,          1.1440,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.0833,         -0.8975,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.4238,          0.0005
,        0.033333,          1.0929,          0.2322,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          1.0448,         -3.8628,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -5.6856,          0.0000
,        0.041667,          1.0618,          0.4269,          0.9664,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          1.0245,         -4.8100,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,         -5.8107,         -0.0004
,        0.050000,          1.0437,          0.4661,          0.9881,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0003,          0.0002,          1.0098,         -5.2747,         -0.6761,          0.0000,          0.0000,          0.0000,          0.0000,         -5.8761,          0.0008
,        0.058333,          1.0309,          0.4880,          0.9807,          0.9306,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.0021,         -5.5392,         -3.3011,          0.0000,          0.0000,          0.0000,          0.0001,         -5.9206,         -0.0002
,        0.066667,          1.0228,          0.5004,          0.9710,          0.9452,          0.9650,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0002,          0.0001,          0.0001,          0.9963,         -5.6961,         -4.3352,          0.0000,          0.0000,          0.0000,         -0.0000,         -5.9464,          0.0003
