"InphaseC4_018","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\runs\InphaseC4_018.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Inphase\results\018\InphaseC4_018_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          3.8814,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          3.2742,        -39.8459,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,        -65.4632,          0.0000
,        0.016667,          3.2314,          1.2589,          2.1430,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          3.2811,        -60.9456,         -7.0759,          0.0000,          0.0000,          0.0000,          0.0006,        -69.5694,         -0.0012
,        0.025000,          2.9379,          0.8208,          1.8764,          2.5519,          2.2128,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0000,          0.0000,          0.0000,          3.2640,        -59.0438,        -40.6450,         -0.0009,          0.0000,          0.0000,          0.0007,        -69.9384,         -0.0004
,        0.033333,          2.3720,          0.9221,          1.8546,          2.6237,          2.5682,          0.6659,          1.4988,          0.0000,          0.0000,          0.0001,          0.0001,          0.0000,          0.0001,          0.0001,          0.0000,          3.1569,        -59.5924,        -51.4713,        -41.2638,        -10.8082,          0.0005,         -0.0003,        -69.3178,          0.0008
,        0.041667,          2.2509,          1.0429,          1.8514,          2.6633,          2.5968,          0.7476,          1.2988,          1.4947,          0.0002,          0.0001,          0.0001,          0.0001,          0.0000,          0.0000,          0.0000,          2.5129,        -62.6879,        -57.2639,        -47.8301,        -31.0384,          0.0002,         -0.0005,        -66.5636,          0.0004
,        0.050000,          2.2161,          1.1374,          1.8874,          2.7055,          2.3797,          0.7749,          1.3339,          2.0998,          0.9646,          0.8601,          0.0006,          0.0001,          0.0000,          0.0001,          0.0000,          2.3337,        -65.9865,        -62.1261,        -51.0222,        -41.5302,        -26.8112,         -0.0005,        -67.9439,          0.0016
,        0.058333,          2.1909,          1.1886,          1.8937,          2.7295,          2.2360,          0.9218,          1.4413,          2.2167,          0.9798,          1.1001,          1.1472,          0.8194,          0.6434,          0.0004,          0.0001,          2.2514,        -67.7491,        -65.5496,        -57.0853,        -50.1429,        -38.9292,        -27.8439,        -68.8203,          0.0001
,        0.066667,          2.1734,          1.2170,          1.8966,          2.7371,          2.1779,          1.0526,          1.5303,          2.4078,          1.0927,          1.1403,          1.3495,          1.0382,          0.8380,          0.8284,          0.5582,          2.2110,        -68.6433,        -67.3846,        -62.1772,        -57.4413,        -47.1794,        -34.8593,        -69.2793,        -32.8565
,        0.075000,          2.1633,          1.2324,          1.8966,          2.7455,          2.1403,          1.1334,          1.5813,          2.3686,          1.2477,          1.2570,          1.3926,          1.2895,          1.2010,          1.2788,          1.2249,          2.1868,        -69.1577,        -68.4228,        -65.1231,        -62.2165,        -53.9627,        -47.7347,        -69.5413,        -56.4293
,        0.083333,          2.1579,          1.2412,          1.8969,          2.7131,          2.1162,          1.1832,          1.6103,          2.3200,          1.3266,          1.3228,          1.5643,          1.5847,          1.6370,          1.8184,          1.4343,          2.1724,        -69.4854,        -69.0387,        -66.8446,        -65.0515,        -58.9359,        -62.6070,        -69.7108,        -64.9365
,        0.091667,          2.1550,          1.2473,          1.8976,          2.6767,          2.1022,          1.2133,          1.6288,          2.2569,          1.4048,          1.4135,          1.7436,          1.9609,          1.8474,          1.9650,          1.6109,          2.1637,        -69.6920,        -69.4067,        -67.9539,        -66.8252,        -63.1015,        -66.5300,        -69.8269,        -68.4565
,        0.100000,          2.1531,          1.2509,          1.8979,          2.6467,          2.0943,          1.2326,          1.6407,          2.2154,          1.4806,          1.4928,          1.8819,          2.0692,          1.9413,          2.0155,          1.6725,          2.1585,        -69.8161,        -69.6265,        -68.6938,        -67.9687,        -66.5091,        -67.5212,        -69.8957,        -68.3805
,        0.108333,          2.1520,          1.2526,          1.8978,          2.6263,          2.0898,          1.2436,          1.6480,          2.2175,          1.5495,          1.5477,          1.9238,          2.1386,          1.9967,          2.0456,          1.6947,          2.1556,        -69.8888,        -69.7598,        -69.1698,        -68.6964,        -68.4351,        -68.4835,        -69.9374,        -68.4064
,        0.116667,          2.1512,          1.2529,          1.8976,          2.6136,          2.0868,          1.2504,          1.6520,          2.2443,          1.5794,          1.5654,          1.9419,          2.1689,          2.0154,          2.0584,          1.7162,          2.1538,        -69.9279,        -69.8445,        -69.4711,        -69.1564,        -69.1700,        -68.9116,        -69.9617,        -68.7291
,        0.125000,          2.1507,          1.2534,          1.8974,          2.6055,          2.0846,          1.2544,          1.6547,          2.2647,          1.5846,          1.5702,          1.9491,          2.1727,          2.0218,          2.0709,          1.7316,          2.1524,        -69.9524,        -69.8971,        -69.6521,        -69.4576,        -69.3952,        -69.1915,        -69.9749,        -69.1354
,        0.133333,          2.1501,          1.2537,          1.8973,          2.6003,          2.0833,          1.2522,          1.6566,          2.2709,          1.5858,          1.5723,          1.9509,          2.1736,          2.0258,          2.0790,          1.7407,          2.1515,        -69.9688,        -69.9307,        -69.7678,        -69.6539,        -69.5205,        -69.3966,        -69.9838,        -69.4025
,        0.141667,          2.1499,          1.2540,          1.8972,          2.5968,          2.0823,          1.2528,          1.6581,          2.2725,          1.5875,          1.5741,          1.9519,          2.1769,          2.0289,          2.0834,          1.7452,          2.1511,        -69.9785,        -69.9535,        -69.8497,        -69.7803,        -69.6414,        -69.5414,        -69.9885,        -69.5421
,        0.150000,          2.1498,          1.2542,          1.8972,          2.5942,          2.0821,          1.2538,          1.6592,          2.2726,          1.5892,          1.5755,          1.9531,          2.1799,          2.0316,          2.0863,          1.7477,          2.1507,        -69.9857,        -69.9689,        -69.9063,        -69.8599,        -69.7428,        -69.6589,        -69.9925,        -69.6409
,        0.158333,          2.1497,          1.2542,          1.8971,          2.5929,          2.0819,          1.2546,          1.6596,          2.2724,          1.5907,          1.5768,          1.9542,          2.1819,          2.0335,          2.0887,          1.7497,          2.1504,        -69.9902,        -69.9789,        -69.9416,        -69.9103,        -69.8209,        -69.7490,        -69.9957,        -69.7298
,        0.166667,          2.1497,          1.2543,          1.8971,          2.5921,          2.0818,          1.2549,          1.6600,          2.2720,          1.5918,          1.5777,          1.9550,          2.1831,          2.0349,          2.0907,          1.7515,          2.1502,        -69.9934,        -69.9859,        -69.9615,        -69.9420,        -69.8783,        -69.8207,        -69.9965,        -69.8061
,        0.175000,          2.1496,          1.2543,          1.8971,          2.5916,          2.0817,          1.2551,          1.6602,          2.2715,          1.5926,          1.5784,          1.9555,          2.1840,          2.0359,          2.0923,          1.7529,          2.1501,        -69.9960,        -69.9910,        -69.9726,        -69.9629,        -69.9164,        -69.8740,        -69.9971,        -69.8659
,        0.183333,          2.1496,          1.2544,          1.8971,          2.5912,          2.0817,          1.2632,          1.6603,          2.2712,          1.5931,          1.5788,          1.9558,          2.1845,          2.0367,          2.0936,          1.7540,          2.1500,        -69.9969,        -69.9941,        -69.9848,        -69.9757,        -69.9427,        -69.9149,        -69.9977,        -69.9099
,        0.191667,          2.1496,          1.2544,          1.8971,          2.5910,          2.0816,          1.2641,          1.6605,          2.2709,          1.5935,          1.5791,          1.9560,          2.1851,          2.0373,          2.0944,          1.7547,          2.1500,        -69.9974,        -69.9958,        -69.9922,        -69.9847,        -69.9605,        -69.9429,        -69.9980,        -69.9418
,        0.200000,          2.1496,          1.2543,          1.8971,          2.5908,          2.0816,          1.2639,          1.6604,          2.2707,          1.5937,          1.5793,          1.9562,          2.1855,          2.0376,          2.0950,          1.7552,          2.1499,        -69.9991,        -69.9974,        -69.9917,        -69.9911,        -69.9736,        -69.9617,        -69.9994,        -69.9603
,        0.208333,          2.1495,          1.2544,          1.8971,          2.5907,          2.0816,          1.2647,          1.6605,          2.2706,          1.5939,          1.5795,          1.9563,          2.1857,          2.0379,          2.0953,          1.7555,          2.1499,        -69.9993,        -69.9980,        -69.9978,        -69.9922,        -69.9817,        -69.9745,        -69.9992,        -69.9738
,        0.216667,          2.1495,          1.2544,          1.8971,          2.5908,          2.0816,          1.2643,          1.6604,          2.2704,          1.5940,          1.5795,          1.9564,          2.1860,          2.0381,          2.0956,          1.7558,          2.1499,        -69.9991,        -69.9992,        -69.9964,        -69.9950,        -69.9890,        -69.9831,        -70.0003,        -69.9825
,        0.225000,          2.1496,          1.2544,          1.8971,          2.5906,          2.0815,          1.2643,          1.6605,          2.2703,          1.5941,          1.5796,          1.9565,          2.1861,          2.0383,          2.0957,          1.7559,          2.1499,        -69.9997,        -69.9994,        -69.9979,        -69.9970,        -69.9916,        -69.9874,        -70.0000,        -69.9879
,        0.233333,          2.1496,          1.2544,          1.8972,          2.5907,          2.0815,          1.2643,          1.6605,          2.2702,          1.5941,          1.5797,          1.9565,          2.1862,          2.0383,          2.0958,          1.7561,          2.1498,        -70.0000,        -69.9993,        -69.9986,        -69.9981,        -69.9946,        -69.9911,        -69.9996,        -69.9914
,        0.241667,          2.1496,          1.2544,          1.8971,          2.5906,          2.0815,          1.2644,          1.6605,          2.2702,          1.5942,          1.5797,          1.9565,          2.1863,          2.0384,          2.0959,          1.7561,          2.1499,        -69.9999,        -70.0002,        -69.9994,        -69.9990,        -69.9960,        -69.9942,        -69.9997,        -69.9944
,        0.250000,          2.1495,          1.2544,          1.8971,          2.5907,          2.0815,          1.2644,          1.6604,          2.2702,          1.5942,          1.5797,          1.9565,          2.1863,          2.0384,          2.0960,          1.7561,          2.1499,        -70.0000,        -69.9998,        -69.9992,        -69.9990,        -69.9971,        -69.9965,        -70.0010,        -69.9966
,        0.258333,          2.1495,          1.2544,          1.8972,          2.5906,          2.0815,          1.2643,          1.6604,          2.2702,          1.5943,          1.5797,          1.9566,          2.1863,          2.0384,          2.0960,          1.7561,          2.1499,        -69.9999,        -70.0000,        -69.9996,        -69.9992,        -69.9993,        -69.9975,        -70.0000,        -69.9972
,        0.266667,          2.1496,          1.2544,          1.8972,          2.5906,          2.0815,          1.2644,          1.6604,          2.2702,          1.5942,          1.5798,          1.9566,          2.1863,          2.0385,          2.0960,          1.7562,          2.1499,        -69.9998,        -69.9999,        -70.0001,        -69.9995,        -69.9991,        -69.9981,        -70.0001,        -69.9985
,        0.275000,          2.1496,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6604,          2.2702,          1.5942,          1.5798,          1.9566,          2.1863,          2.0385,          2.0961,          1.7562,          2.1498,        -70.0002,        -70.0003,        -69.9990,        -69.9996,        -69.9996,        -69.9990,        -69.9993,        -69.9992
,        0.283333,          2.1496,          1.2544,          1.8971,          2.5906,          2.0815,          1.2644,          1.6605,          2.2702,          1.5943,          1.5797,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -69.9998,        -69.9996,        -69.9985,        -70.0000,        -70.0002,        -69.9998,        -69.9996,        -69.9992
,        0.291667,          2.1496,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6605,          2.2702,          1.5942,          1.5798,          1.9566,          2.1864,          2.0385,          2.0960,          1.7562,          2.1499,        -70.0003,        -69.9999,        -70.0003,        -69.9995,        -69.9993,        -69.9988,        -69.9993,        -69.9995
,        0.300000,          2.1496,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6605,          2.2702,          1.5942,          1.5797,          1.9565,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0002,        -69.9996,        -70.0000,        -69.9999,        -69.9991,        -69.9997,        -70.0002,        -69.9996
,        0.308333,          2.1495,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6604,          2.2701,          1.5942,          1.5798,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1498,        -70.0007,        -69.9998,        -70.0004,        -70.0001,        -69.9991,        -70.0001,        -70.0000,        -69.9996
,        0.316667,          2.1496,          1.2544,          1.8971,          2.5906,          2.0815,          1.2644,          1.6605,          2.2702,          1.5942,          1.5797,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0001,        -70.0000,        -70.0000,        -70.0002,        -70.0003,        -69.9993,        -69.9992,        -69.9998
,        0.325000,          2.1495,          1.2544,          1.8971,          2.5906,          2.0815,          1.2643,          1.6605,          2.2702,          1.5942,          1.5798,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0004,        -70.0002,        -69.9993,        -70.0001,        -70.0000,        -70.0000,        -70.0007,        -69.9994
,        0.333333,          2.1496,          1.2544,          1.8972,          2.5906,          2.0815,          1.2644,          1.6605,          2.2701,          1.5943,          1.5797,          1.9566,          2.1863,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0001,        -70.0002,        -69.9995,        -70.0002,        -70.0003,        -69.9990,        -70.0000,        -69.9998
,        0.341667,          2.1496,          1.2544,          1.8972,          2.5906,          2.0815,          1.2643,          1.6605,          2.2701,          1.5943,          1.5797,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1500,        -69.9995,        -70.0000,        -70.0004,        -70.0005,        -69.9995,        -69.9994,        -69.9999,        -70.0011
,        0.350000,          2.1496,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6605,          2.2702,          1.5943,          1.5798,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0000,        -70.0001,        -69.9998,        -69.9996,        -69.9996,        -69.9999,        -69.9992,        -69.9995
,        0.358333,          2.1496,          1.2544,          1.8971,          2.5906,          2.0815,          1.2644,          1.6605,          2.2702,          1.5943,          1.5798,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0002,        -69.9997,        -69.9998,        -69.9995,        -70.0000,        -69.9991,        -70.0001,        -70.0000
,        0.366667,          2.1496,          1.2544,          1.8971,          2.5905,          2.0816,          1.2644,          1.6605,          2.2702,          1.5942,          1.5798,          1.9565,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0004,        -69.9996,        -70.0005,        -69.9997,        -69.9997,        -69.9998,        -69.9993,        -70.0001
,        0.375000,          2.1495,          1.2544,          1.8972,          2.5906,          2.0815,          1.2644,          1.6605,          2.2701,          1.5943,          1.5797,          1.9565,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0001,        -70.0003,        -70.0000,        -70.0002,        -69.9997,        -69.9995,        -70.0002,        -69.9993
,        0.383333,          2.1495,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6605,          2.2702,          1.5943,          1.5798,          1.9566,          2.1863,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0003,        -69.9996,        -70.0002,        -70.0003,        -69.9992,        -69.9999,        -70.0001,        -70.0006
,        0.391667,          2.1495,          1.2544,          1.8971,          2.5906,          2.0815,          1.2643,          1.6605,          2.2701,          1.5943,          1.5798,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0001,        -70.0003,        -70.0000,        -70.0002,        -70.0000,        -69.9996,        -69.9999,        -69.9996
,        0.400000,          2.1495,          1.2544,          1.8971,          2.5905,          2.0816,          1.2643,          1.6605,          2.2701,          1.5942,          1.5797,          1.9566,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0005,        -69.9999,        -70.0000,        -69.9997,        -70.0002,        -69.9994,        -70.0003,        -70.0003
,        0.408333,          2.1496,          1.2544,          1.8971,          2.5906,          2.0815,          1.2643,          1.6605,          2.2701,          1.5942,          1.5798,          1.9566,          2.1863,          2.0385,          2.0961,          1.7563,          2.1499,        -70.0003,        -70.0006,        -69.9996,        -70.0008,        -69.9997,        -69.9997,        -69.9998,        -69.9990
,        0.416667,          2.1495,          1.2544,          1.8971,          2.5905,          2.0815,          1.2644,          1.6605,          2.2702,          1.5943,          1.5798,          1.9566,          2.1863,          2.0385,          2.0961,          1.7562,          2.1499,        -70.0001,        -69.9996,        -69.9999,        -70.0005,        -70.0001,        -70.0003,        -70.0000,        -69.9998
,        0.425000,          2.1495,          1.2544,          1.8971,          2.5906,          2.0815,          1.2644,          1.6605,          2.2701,          1.5942,          1.5797,          1.9565,          2.1864,          2.0385,          2.0961,          1.7562,          2.1499,        -69.9997,        -70.0001,        -70.0003,        -69.9996,        -70.0002,        -69.9997,        -70.0005,        -69.9999
