"VanillaC4_020 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_020.tcf]","Time (h)","V 2 [VanillaC4_020]","V 3 [VanillaC4_020]","V 4 [VanillaC4_020]","V 5 [VanillaC4_020]","V 6 [VanillaC4_020]","V 7 [VanillaC4_020]","V 8 [VanillaC4_020]","V 9 [VanillaC4_020]","V 10 [VanillaC4_020]","V 11 [VanillaC4_020]","V 12 [VanillaC4_020]","V 13 [VanillaC4_020]","V 14 [VanillaC4_020]","V 15 [VanillaC4_020]","V 16 [VanillaC4_020]","V  1 [VanillaC4_020]"
          11,        0.083333,          2.2716,          2.0646,          2.3081,          2.3073,          2.3467,          2.0462,          2.0564,          2.0338,          1.9718,          1.8903,          1.5638,          1.6077,          1.7218,          1.8072,          1.8430,          2.1996
          12,        0.091667,          2.2623,          2.0569,          2.2964,          2.2944,          2.3322,          2.0376,          2.0500,          2.0384,          1.9919,          1.9299,          1.6502,          1.8102,          2.0134,          2.0314,          1.9521,          2.1914
          13,        0.100000,          2.2552,          2.0510,          2.2872,          2.2845,          2.3211,          2.0301,          2.0449,          2.0413,          2.0066,          1.9625,          1.7997,          1.9755,          2.1449,          2.0899,          1.9989,          2.1847
          14,        0.108333,          2.2496,          2.0462,          2.2802,          2.2766,          2.3123,          2.0244,          2.0422,          2.0432,          2.0199,          2.0239,          1.8839,          2.0261,          2.1834,          2.1166,          2.0206,          2.1800
          15,        0.116667,          2.2452,          2.0425,          2.2747,          2.2705,          2.3054,          2.0201,          2.0397,          2.0444,          2.0478,          2.0749,          1.9099,          2.0480,          2.2044,          2.1331,          2.0366,          2.1759
          16,        0.125000,          2.2417,          2.0396,          2.2704,          2.2658,          2.3003,          2.0171,          2.0375,          2.0512,          2.0739,          2.0975,          1.9226,          2.0598,          2.2173,          2.1455,          2.0510,          2.1730
          17,        0.133333,          2.2390,          2.0373,          2.2670,          2.2621,          2.2964,          2.0148,          2.0371,          2.0621,          2.0867,          2.1068,          1.9298,          2.0679,          2.2261,          2.1561,          2.0641,          2.1706
          18,        0.141667,          2.2369,          2.0355,          2.2644,          2.2593,          2.2933,          2.0131,          2.0395,          2.0690,          2.0922,          2.1121,          1.9348,          2.0737,          2.2330,          2.1649,          2.0756,          2.1687
          19,        0.150000,          2.2354,          2.0341,          2.2623,          2.2571,          2.2910,          2.0124,          2.0423,          2.0720,          2.0951,          2.1151,          1.9388,          2.0784,          2.2384,          2.1725,          2.0855,          2.1673
          20,        0.158333,          2.2340,          2.0330,          2.2607,          2.2554,          2.2896,          2.0128,          2.0437,          2.0734,          2.0967,          2.1171,          1.9418,          2.0821,          2.2428,          2.1789,          2.0938,          2.1661
          21,        0.166667,          2.2330,          2.0321,          2.2594,          2.2542,          2.2890,          2.0131,          2.0442,          2.0740,          2.0977,          2.1185,          1.9442,          2.0853,          2.2465,          2.1841,          2.1008,          2.1653
          22,        0.175000,          2.2322,          2.0314,          2.2585,          2.2535,          2.2886,          2.0132,          2.0443,          2.0744,          2.0982,          2.1195,          1.9461,          2.0877,          2.2494,          2.1885,          2.1064,          2.1645
          23,        0.183333,          2.2316,          2.0309,          2.2579,          2.2531,          2.2882,          2.0131,          2.0443,          2.0745,          2.0986,          2.1202,          1.9477,          2.0897,          2.2517,          2.1918,          2.1110,          2.1639
          24,        0.191667,          2.2312,          2.0305,          2.2575,          2.2527,          2.2878,          2.0129,          2.0442,          2.0745,          2.0989,          2.1207,          1.9489,          2.0912,          2.2536,          2.1946,          2.1148,          2.1635
          25,        0.200000,          2.2308,          2.0303,          2.2571,          2.2524,          2.2875,          2.0127,          2.0441,          2.0745,          2.0991,          2.1211,          1.9499,          2.0925,          2.2551,          2.1968,          2.1177,          2.1633
          26,        0.208333,          2.2305,          2.0300,          2.2569,          2.2521,          2.2872,          2.0126,          2.0440,          2.0744,          2.0992,          2.1214,          1.9506,          2.0935,          2.2562,          2.1986,          2.1201,          2.1630
          27,        0.216667,          2.2303,          2.0300,          2.2567,          2.2519,          2.2870,          2.0125,          2.0439,          2.0744,          2.0993,          2.1217,          1.9513,          2.0942,          2.2573,          2.2000,          2.1220,          2.1627
          28,        0.225000,          2.2301,          2.0299,          2.2565,          2.2517,          2.2868,          2.0123,          2.0438,          2.0744,          2.0993,          2.1219,          1.9518,          2.0949,          2.2579,          2.2011,          2.1234,          2.1626
          29,        0.233333,          2.2300,          2.0297,          2.2564,          2.2516,          2.2866,          2.0122,          2.0437,          2.0744,          2.0994,          2.1220,          1.9521,          2.0954,          2.2586,          2.2020,          2.1247,          2.1625
          30,        0.241667,          2.2299,          2.0297,          2.2563,          2.2514,          2.2865,          2.0121,          2.0437,          2.0743,          2.0994,          2.1221,          1.9524,          2.0958,          2.2590,          2.2027,          2.1256,          2.1624
          31,        0.250000,          2.2299,          2.0296,          2.2562,          2.2514,          2.2864,          2.0121,          2.0436,          2.0743,          2.0994,          2.1222,          1.9527,          2.0961,          2.2594,          2.2033,          2.1264,          2.1623
          32,        0.258333,          2.2298,          2.0296,          2.2561,          2.2513,          2.2863,          2.0120,          2.0436,          2.0743,          2.0994,          2.1222,          1.9528,          2.0963,          2.2597,          2.2038,          2.1270,          2.1623
          33,        0.266667,          2.2298,          2.0295,          2.2561,          2.2513,          2.2863,          2.0120,          2.0435,          2.0743,          2.0995,          2.1223,          1.9530,          2.0965,          2.2599,          2.2040,          2.1275,          2.1623
          34,        0.275000,          2.2297,          2.0295,          2.2560,          2.2512,          2.2862,          2.0120,          2.0435,          2.0743,          2.0995,          2.1223,          1.9532,          2.0966,          2.2601,          2.2043,          2.1278,          2.1622
          35,        0.283333,          2.2297,          2.0295,          2.2560,          2.2511,          2.2862,          2.0119,          2.0435,          2.0742,          2.0995,          2.1223,          1.9532,          2.0969,          2.2602,          2.2046,          2.1281,          2.1622
          36,        0.291667,          2.2297,          2.0295,          2.2560,          2.2511,          2.2862,          2.0119,          2.0435,          2.0742,          2.0995,          2.1224,          1.9532,          2.0969,          2.2604,          2.2048,          2.1283,          2.1622
          37,        0.300000,          2.2296,          2.0295,          2.2559,          2.2511,          2.2861,          2.0119,          2.0435,          2.0742,          2.0995,          2.1224,          1.9533,          2.0970,          2.2605,          2.2050,          2.1285,          2.1622
          38,        0.308333,          2.2296,          2.0294,          2.2559,          2.2511,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9534,          2.0971,          2.2606,          2.2050,          2.1287,          2.1621
          39,        0.316667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9534,          2.0971,          2.2606,          2.2051,          2.1288,          2.1621
          40,        0.325000,          2.2296,          2.0294,          2.2559,          2.2511,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9534,          2.0971,          2.2607,          2.2051,          2.1289,          2.1621
          41,        0.333333,          2.2296,          2.0294,          2.2559,          2.2511,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2607,          2.2052,          2.1289,          2.1621
          42,        0.341667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2606,          2.2052,          2.1290,          2.1621
          43,        0.350000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2053,          2.1291,          2.1621
          44,        0.358333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2606,          2.2053,          2.1291,          2.1621
          45,        0.366667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2606,          2.2053,          2.1291,          2.1621
          46,        0.375000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2053,          2.1291,          2.1621
          47,        0.383333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2053,          2.1291,          2.1621
          48,        0.391667,          2.2295,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2608,          2.2054,          2.1291,          2.1621
          49,        0.400000,          2.2295,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2053,          2.1292,          2.1621
          50,        0.408333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.1621
          51,        0.416667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2053,          2.1292,          2.1621
          52,        0.425000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.1621
          53,        0.433333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2606,          2.2054,          2.1292,          2.1621
          54,        0.441667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
          55,        0.450000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2053,          2.1292,          2.1621
          56,        0.458333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.1620
          57,        0.466667,          2.2295,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.1621
          58,        0.475000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2055,          2.1292,          2.1620
          59,        0.483333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.1621
          60,        0.491667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0971,          2.2607,          2.2054,          2.1292,          2.1621
          61,        0.500000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0741,          2.0995,          2.1225,          1.9535,          2.0972,          2.2606,          2.2053,          2.1292,          2.1621
          62,        0.508333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1293,          2.1621
          63,        0.516667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9534,          2.0972,          2.2608,          2.2054,          2.1293,          2.1621
          64,        0.525000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2608,          2.2054,          2.1292,          2.1621
          65,        0.533333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.1621
          66,        0.541667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2605,          2.2054,          2.1293,          2.1621
          67,        0.550000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0971,          2.2608,          2.2055,          2.1292,          2.1621
          68,        0.558333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2606,          2.2056,          2.1292,          2.1621
          69,        0.566667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2606,          2.2054,          2.1293,          2.1621
          70,        0.575000,          2.2295,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2055,          2.1292,          2.1621
          71,        0.583333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2055,          2.1292,          2.1621
          72,        0.591667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0975,          2.2690,          2.2397,          2.1314,          2.1621
          73,        0.600000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9541,          2.1036,          2.2613,          2.2063,          2.1386,          2.1621
          74,        0.608333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9559,          2.0975,          2.2612,          2.2056,          2.1275,          2.1621
          75,        0.616667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1232,          1.9537,          2.0971,          2.2614,          2.2056,          2.1285,          2.1621
          76,        0.625000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0998,          2.1229,          1.9536,          2.0978,          2.2610,          2.2050,          2.1287,          2.1621
          77,        0.633333,          2.2295,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0743,          2.0998,          2.1226,          1.9538,          2.0973,          2.2605,          2.2051,          2.1290,          2.1621
          78,        0.641667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0743,          2.0996,          2.1225,          1.9535,          2.0970,          2.2607,          2.2052,          2.1290,          2.1621
          79,        0.650000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0996,          2.1225,          1.9535,          2.0971,          2.2607,          2.2053,          2.1291,          2.1621
          80,        0.658333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0435,          2.0742,          2.0996,          2.1225,          1.9535,          2.0972,          2.2607,          2.2053,          2.1291,          2.1621
          81,        0.666667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0971,          2.2607,          2.2053,          2.1291,          2.1621
          82,        0.675000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2608,          2.2053,          2.1291,          2.1621
          83,        0.683333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2608,          2.2053,          2.1292,          2.1621
          84,        0.691667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2608,          2.2054,          2.1291,          2.1621
          85,        0.700000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.1621
          86,        0.708333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2054,          2.1292,          2.1621
          87,        0.716667,          2.2295,          2.0294,          2.2559,          2.2510,          2.2861,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2607,          2.2054,          2.1292,          2.1620
          88,        0.725000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2609,          2.2054,          2.1292,          2.1621
          89,        0.733333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0741,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2053,          2.1291,          2.1620
          90,        0.741667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2054,          2.1291,          2.1621
          91,        0.750000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
          92,        0.758333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2607,          2.2053,          2.1292,          2.1621
          93,        0.766667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2608,          2.2053,          2.1292,          2.1621
          94,        0.775000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.1621
          95,        0.783333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0971,          2.2608,          2.2054,          2.1292,          2.1621
          96,        0.791667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.1621
          97,        0.800000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
          98,        0.808333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2608,          2.2053,          2.1292,          2.1621
          99,        0.816667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0972,          2.2609,          2.2054,          2.1292,          2.1621
         100,        0.825000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2607,          2.2054,          2.1291,          2.1621
         101,        0.833333,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         102,        0.841667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2609,          2.2053,          2.1292,          2.1621
         103,        0.850000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2609,          2.2054,          2.1292,          2.1621
         104,        0.858333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2609,          2.2054,          2.1292,          2.1621
         105,        0.866667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2609,          2.2054,          2.1292,          2.1621
         106,        0.875000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2608,          2.2053,          2.1292,          2.1620
         107,        0.883333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2053,          2.1292,          2.1621
         108,        0.891667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2053,          2.1292,          2.1621
         109,        0.900000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         110,        0.908333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         111,        0.916667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.1621
         112,        0.925000,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2607,          2.2054,          2.1292,          2.1621
         113,        0.933333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0741,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.1621
         114,        0.941667,          2.2296,          2.0294,          2.2558,          2.2510,          2.2860,          2.0119,          2.0434,          2.0741,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         115,        0.950000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2606,          2.2053,          2.1292,          2.1621
         116,        0.958333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2606,          2.2053,          2.1292,          2.1621
         117,        0.966667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         118,        0.975000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0971,          2.2607,          2.2054,          2.1292,          2.1621
         119,        0.983333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.1621
         120,        0.991667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0973,          2.2607,          2.2054,          2.1292,          2.1621
         121,        1.000000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0119,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2053,          2.1292,          2.1621
         122,        1.008333,          2.2295,          2.0294,          2.2559,          2.2510,          2.2861,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2607,          2.2054,          2.1292,          2.1621
         123,        1.016667,          2.2295,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9536,          2.0972,          2.2608,          2.2054,          2.1292,          2.1621
         124,        1.025000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0435,          2.0742,          2.0995,          2.1225,          1.9536,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         125,        1.033333,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1225,          1.9535,          2.0973,          2.2608,          2.2054,          2.1292,          2.1621
         126,        1.041667,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9535,          2.0972,          2.2606,          2.2053,          2.1292,          2.1621
         127,        1.050000,          2.2296,          2.0294,          2.2559,          2.2510,          2.2860,          2.0118,          2.0434,          2.0742,          2.0995,          2.1224,          1.9536,          2.0972,          2.2609,          2.2053,          2.1292,          2.1621
