"VanillaC4_011 [F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_Vanilla\runs\VanillaC4_011.tcf]","Time (h)","Q 2 [VanillaC4_011]","Q 3 [VanillaC4_011]","Q 4 [VanillaC4_011]","Q 5 [VanillaC4_011]","Q 6 [VanillaC4_011]","Q 7 [VanillaC4_011]","Q 1 [VanillaC4_011]","Q  8 [VanillaC4_011]"
          18,        0.141667,        -11.9774,        -11.9079,        -11.7074,        -11.3085,         -9.0607,         -3.2606,        -11.9952,          0.0008
          19,        0.150000,        -11.9835,        -11.9315,        -11.7803,        -11.4833,         -9.8332,         -5.9668,        -11.9965,         -0.0066
          20,        0.158333,        -11.9878,        -11.9491,        -11.8338,        -11.6117,        -10.3804,         -7.6523,        -11.9975,         -4.4659
          21,        0.166667,        -11.9908,        -11.9620,        -11.8749,        -11.7065,        -10.7778,         -8.8040,        -11.9978,         -6.5763
          22,        0.175000,        -11.9930,        -11.9718,        -11.9057,        -11.7764,        -11.0768,         -9.6150,        -11.9986,         -8.6684
          23,        0.183333,        -11.9952,        -11.9785,        -11.9289,        -11.8290,        -11.2995,        -10.1899,        -11.9989,         -9.3727
          24,        0.191667,        -11.9963,        -11.9837,        -11.9461,        -11.8701,        -11.4658,        -10.6571,        -11.9993,         -9.9075
          25,        0.200000,        -11.9970,        -11.9879,        -11.9594,        -11.9012,        -11.5913,        -11.0032,        -11.9994,        -10.3563
          26,        0.208333,        -11.9980,        -11.9912,        -11.9693,        -11.9248,        -11.6853,        -11.2433,        -11.9996,        -10.7268
          27,        0.216667,        -11.9985,        -11.9933,        -11.9766,        -11.9424,        -11.7568,        -11.4221,        -11.9997,        -11.0199
          28,        0.225000,        -11.9987,        -11.9948,        -11.9824,        -11.9562,        -11.8121,        -11.5565,        -12.0001,        -11.2457
          29,        0.233333,        -11.9993,        -11.9960,        -11.9866,        -11.9666,        -11.8557,        -11.6584,        -11.9998,        -11.4194
          30,        0.241667,        -11.9991,        -11.9972,        -11.9895,        -11.9743,        -11.8891,        -11.7344,        -11.9999,        -11.5513
          31,        0.250000,        -11.9995,        -11.9979,        -11.9923,        -11.9805,        -11.9146,        -11.7945,        -11.9998,        -11.6502
          32,        0.258333,        -11.9998,        -11.9984,        -11.9942,        -11.9850,        -11.9342,        -11.8410,        -11.9999,        -11.7290
          33,        0.266667,        -11.9997,        -11.9991,        -11.9954,        -11.9887,        -11.9493,        -11.8772,        -11.9999,        -11.7891
          34,        0.275000,        -11.9999,        -11.9989,        -11.9967,        -11.9914,        -11.9612,        -11.9050,        -12.0000,        -11.8368
          35,        0.283333,        -11.9997,        -11.9993,        -11.9974,        -11.9933,        -11.9701,        -11.9267,        -12.0000,        -11.8739
          36,        0.291667,        -11.9997,        -11.9995,        -11.9980,        -11.9949,        -11.9770,        -11.9432,        -12.0000,        -11.9019
          37,        0.300000,        -11.9999,        -11.9997,        -11.9986,        -11.9962,        -11.9824,        -11.9564,        -11.9999,        -11.9247
          38,        0.308333,        -11.9999,        -11.9996,        -11.9989,        -11.9971,        -11.9866,        -11.9664,        -11.9999,        -11.9417
          39,        0.316667,        -12.0000,        -11.9999,        -11.9991,        -11.9979,        -11.9896,        -11.9742,        -12.0001,        -11.9548
          40,        0.325000,        -11.9998,        -12.0000,        -11.9993,        -11.9983,        -11.9922,        -11.9800,        -12.0001,        -11.9659
          41,        0.333333,        -12.0000,        -11.9998,        -11.9996,        -11.9986,        -11.9941,        -11.9846,        -12.0001,        -11.9739
          42,        0.341667,        -12.0001,        -12.0001,        -11.9996,        -11.9992,        -11.9952,        -11.9882,        -12.0000,        -11.9790
          43,        0.350000,        -11.9999,        -11.9997,        -11.9996,        -11.9990,        -11.9964,        -11.9908,        -12.0001,        -11.9838
          44,        0.358333,        -11.9999,        -11.9998,        -11.9994,        -11.9993,        -11.9975,        -11.9931,        -12.0000,        -11.9875
          45,        0.366667,        -11.9999,        -11.9998,        -11.9998,        -11.9997,        -11.9979,        -11.9947,        -12.0000,        -11.9901
          46,        0.375000,        -11.9999,        -12.0000,        -11.9998,        -11.9996,        -11.9983,        -11.9959,        -12.0000,        -11.9930
          47,        0.383333,        -11.9999,        -12.0001,        -11.9997,        -11.9998,        -11.9986,        -11.9968,        -12.0000,        -11.9944
          48,        0.391667,        -12.0001,        -11.9999,        -11.9999,        -11.9996,        -11.9991,        -11.9975,        -12.0001,        -11.9950
          49,        0.400000,        -11.9998,        -12.0001,        -12.0000,        -12.0000,        -11.9992,        -11.9981,        -12.0000,        -11.9970
          50,        0.408333,        -12.0000,        -11.9999,        -11.9998,        -11.9999,        -11.9995,        -11.9987,        -12.0001,        -11.9969
          51,        0.416667,        -11.9999,        -12.0000,        -12.0002,        -11.9999,        -11.9995,        -11.9991,        -11.9998,        -11.9979
          52,        0.425000,        -12.0001,        -12.0000,        -12.0001,        -11.9998,        -11.9995,        -11.9993,        -12.0001,        -11.9982
          53,        0.433333,        -12.0000,        -11.9999,        -11.9999,        -12.0001,        -11.9998,        -11.9994,        -12.0000,        -11.9980
          54,        0.441667,        -12.0001,        -12.0001,        -11.9999,        -12.0000,        -11.9998,        -11.9997,        -11.9999,        -11.9993
          55,        0.450000,        -11.9999,        -12.0003,        -12.0002,        -12.0001,        -11.9998,        -11.9998,        -12.0002,        -11.9983
          56,        0.458333,        -11.9999,        -12.0001,        -12.0000,        -12.0000,        -11.9999,        -11.9997,        -12.0000,        -11.9989
          57,        0.466667,        -12.0002,        -12.0001,        -12.0000,        -12.0000,        -11.9999,        -11.9998,        -11.9998,        -11.9996
          58,        0.475000,        -11.9999,        -12.0001,        -12.0000,        -12.0002,        -12.0000,        -11.9997,        -12.0000,        -11.9991
          59,        0.483333,        -11.9999,        -11.9999,        -11.9999,        -11.9999,        -12.0001,        -11.9999,        -12.0002,        -11.9993
          60,        0.491667,        -11.9999,        -12.0001,        -12.0000,        -12.0000,        -12.0000,        -12.0001,        -12.0004,        -12.0183
          61,        0.500000,        -12.0000,        -12.0000,        -12.0001,        -12.0001,        -12.0000,        -11.9998,        -12.0000,        -12.0049
          62,        0.508333,        -11.9998,        -12.0001,        -11.9999,        -11.9998,        -12.0001,        -11.9999,        -12.0000,        -11.9969
          63,        0.516667,        -12.0000,        -12.0001,        -11.9999,        -11.9999,        -12.0000,        -12.0005,        -12.0000,        -11.9967
          64,        0.525000,        -12.0001,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -12.0004,        -11.9998,        -11.9980
          65,        0.533333,        -11.9999,        -12.0000,        -12.0002,        -12.0001,        -12.0000,        -11.9998,        -11.9999,        -11.9989
          66,        0.541667,        -12.0002,        -12.0002,        -11.9999,        -12.0000,        -12.0001,        -11.9999,        -12.0000,        -11.9989
          67,        0.550000,        -12.0000,        -12.0002,        -11.9999,        -12.0002,        -11.9998,        -11.9998,        -12.0000,        -11.9993
          68,        0.558333,        -12.0001,        -12.0002,        -12.0001,        -12.0002,        -12.0001,        -11.9999,        -11.9998,        -11.9997
          69,        0.566667,        -12.0000,        -11.9999,        -12.0002,        -12.0000,        -12.0001,        -11.9997,        -12.0000,        -11.9998
          70,        0.575000,        -12.0001,        -12.0001,        -11.9998,        -12.0003,        -12.0000,        -12.0001,        -11.9998,        -12.0002
          71,        0.583333,        -11.9999,        -12.0001,        -12.0002,        -12.0000,        -12.0001,        -12.0000,        -12.0000,        -11.9998
          72,        0.591667,        -12.0000,        -11.9999,        -12.0002,        -12.0001,        -12.0000,        -11.9999,        -11.9999,        -11.9996
          73,        0.600000,        -12.0000,        -12.0001,        -12.0000,        -12.0002,        -11.9999,        -12.0000,        -12.0000,        -12.0000
          74,        0.608333,        -12.0000,        -12.0000,        -12.0001,        -12.0000,        -12.0002,        -12.0002,        -11.9998,        -12.0004
          75,        0.616667,        -11.9999,        -12.0000,        -12.0001,        -12.0000,        -11.9998,        -12.0000,        -11.9998,        -12.0001
          76,        0.625000,        -12.0000,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -12.0000,        -12.0002,        -11.9998
          77,        0.633333,        -12.0001,        -11.9999,        -12.0000,        -12.0001,        -12.0001,        -11.9999,        -12.0002,        -11.9996
          78,        0.641667,        -12.0001,        -11.9999,        -12.0000,        -12.0000,        -12.0000,        -11.9999,        -12.0001,        -11.9999
          79,        0.650000,        -11.9998,        -12.0000,        -12.0002,        -11.9999,        -12.0000,        -12.0001,        -11.9999,        -12.0003
          80,        0.658333,        -11.9998,        -12.0001,        -12.0001,        -12.0002,        -11.9999,        -12.0000,        -11.9999,        -11.9997
          81,        0.666667,        -12.0001,        -11.9999,        -11.9999,        -11.9998,        -11.9999,        -11.9999,        -12.0001,        -11.9999
          82,        0.675000,        -11.9998,        -12.0002,        -12.0000,        -11.9999,        -12.0001,        -12.0002,        -11.9999,        -11.9999
          83,        0.683333,        -12.0000,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -12.0002,        -12.0000,        -11.9997
          84,        0.691667,        -12.0002,        -12.0000,        -11.9999,        -12.0001,        -12.0001,        -11.9999,        -11.9999,        -12.0001
          85,        0.700000,        -11.9999,        -11.9999,        -12.0000,        -12.0001,        -12.0000,        -12.0000,        -12.0002,        -12.0000
          86,        0.708333,        -11.9999,        -12.0001,        -12.0001,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -12.0003
          87,        0.716667,        -12.0000,        -11.9999,        -11.9997,        -11.9999,        -11.9999,        -12.0000,        -12.0001,        -11.9997
          88,        0.725000,        -12.0000,        -11.9999,        -12.0000,        -12.0001,        -12.0001,        -11.9999,        -12.0000,        -12.0004
          89,        0.733333,        -11.9999,        -11.9999,        -12.0000,        -11.9999,        -12.0001,        -12.0001,        -12.0000,        -11.9999
          90,        0.741667,        -12.0002,        -12.0001,        -12.0000,        -12.0001,        -12.0001,        -11.9999,        -12.0000,        -11.9998
          91,        0.750000,        -12.0000,        -12.0001,        -12.0000,        -11.9999,        -12.0000,        -12.0001,        -12.0000,        -11.9998
          92,        0.758333,        -11.9998,        -12.0000,        -12.0000,        -12.0000,        -11.9999,        -11.9999,        -12.0001,        -11.9998
          93,        0.766667,        -12.0000,        -12.0001,        -12.0000,        -12.0001,        -12.0001,        -12.0000,        -11.9998,        -11.9999
          94,        0.775000,        -12.0000,        -12.0000,        -12.0001,        -12.0000,        -12.0000,        -12.0000,        -12.0002,        -12.0003
          95,        0.783333,        -12.0000,        -12.0002,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -12.0000,        -11.9997
          96,        0.791667,        -12.0000,        -12.0001,        -11.9998,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -12.0000
          97,        0.800000,        -11.9999,        -12.0000,        -12.0000,        -12.0002,        -12.0000,        -12.0001,        -11.9997,        -11.9999
          98,        0.808333,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -11.9999,        -11.9998,        -12.0004,        -11.9997
          99,        0.816667,        -12.0000,        -12.0000,        -12.0002,        -12.0001,        -12.0001,        -12.0002,        -11.9998,        -11.9996
         100,        0.825000,        -12.0000,        -11.9999,        -12.0003,        -12.0001,        -12.0000,        -12.0000,        -11.9998,        -11.9995
         101,        0.833333,        -12.0001,        -11.9999,        -11.9999,        -11.9998,        -12.0001,        -11.9998,        -12.0000,        -12.0001
         102,        0.841667,        -12.0001,        -12.0000,        -12.0001,        -11.9999,        -11.9999,        -11.9999,        -12.0001,        -11.9997
         103,        0.850000,        -11.9999,        -12.0001,        -11.9998,        -11.9998,        -12.0000,        -12.0003,        -12.0000,        -11.9997
         104,        0.858333,        -12.0002,        -12.0000,        -11.9999,        -11.9999,        -12.0000,        -11.9999,        -12.0001,        -12.0001
         105,        0.866667,        -12.0000,        -12.0000,        -12.0001,        -11.9999,        -12.0000,        -11.9997,        -12.0000,        -12.0001
         106,        0.875000,        -12.0000,        -12.0000,        -11.9998,        -12.0000,        -11.9999,        -12.0001,        -11.9999,        -11.9999
         107,        0.883333,        -12.0001,        -11.9998,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -11.9998,        -11.9997
         108,        0.891667,        -12.0000,        -11.9999,        -12.0001,        -12.0001,        -12.0001,        -11.9999,        -12.0001,        -11.9996
         109,        0.900000,        -11.9999,        -12.0001,        -12.0001,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -12.0001
         110,        0.908333,        -12.0000,        -11.9999,        -11.9999,        -12.0002,        -11.9998,        -11.9999,        -12.0000,        -12.0001
         111,        0.916667,        -12.0002,        -12.0000,        -12.0000,        -11.9998,        -11.9998,        -12.0001,        -11.9997,        -12.0002
         112,        0.925000,        -11.9998,        -12.0000,        -11.9997,        -12.0002,        -12.0000,        -12.0000,        -12.0001,        -12.0001
         113,        0.933333,        -11.9999,        -12.0000,        -11.9998,        -12.0000,        -12.0001,        -12.0001,        -11.9999,        -11.9997
         114,        0.941667,        -12.0001,        -12.0000,        -12.0000,        -11.9998,        -12.0003,        -12.0000,        -12.0000,        -12.0003
         115,        0.950000,        -12.0000,        -12.0002,        -11.9998,        -11.9999,        -11.9999,        -11.9999,        -12.0000,        -11.9999
         116,        0.958333,        -12.0000,        -12.0000,        -11.9997,        -12.0000,        -12.0000,        -12.0000,        -12.0001,        -12.0000
         117,        0.966667,        -12.0001,        -12.0002,        -11.9999,        -12.0000,        -11.9999,        -12.0002,        -12.0000,        -12.0004
         118,        0.975000,        -12.0000,        -12.0000,        -11.9999,        -11.9999,        -12.0000,        -12.0001,        -11.9998,        -12.0003
         119,        0.983333,        -11.9999,        -12.0002,        -12.0001,        -11.9999,        -12.0001,        -12.0000,        -12.0000,        -11.9998
         120,        0.991667,        -11.9999,        -11.9999,        -12.0003,        -12.0000,        -12.0000,        -12.0001,        -12.0002,        -12.0002
         121,        1.000000,        -12.0001,        -11.9999,        -12.0001,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -11.9996
         122,        1.008333,        -12.0001,        -11.9999,        -12.0002,        -12.0000,        -11.9998,        -12.0001,        -12.0002,        -12.0000
         123,        1.016667,        -12.0003,        -12.0001,        -12.0001,        -12.0000,        -11.9997,        -12.0000,        -12.0000,        -11.9998
         124,        1.025000,        -11.9999,        -12.0000,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -11.9999,        -11.9998
         125,        1.033333,        -12.0000,        -12.0002,        -12.0000,        -12.0001,        -12.0001,        -12.0000,        -12.0000,        -12.0000
         126,        1.041667,        -12.0001,        -12.0000,        -11.9999,        -12.0001,        -12.0001,        -12.0001,        -12.0001,        -11.9999
         127,        1.050000,        -11.9997,        -12.0001,        -12.0000,        -11.9999,        -12.0000,        -12.0000,        -12.0001,        -12.0004
         128,        1.058333,        -11.9999,        -12.0000,        -11.9998,        -12.0001,        -12.0001,        -12.0001,        -12.0001,        -12.0001
         129,        1.066667,        -12.0000,        -11.9998,        -12.0001,        -11.9999,        -11.9998,        -11.9998,        -11.9998,        -11.9999
         130,        1.075000,        -12.0001,        -11.9998,        -11.9999,        -12.0001,        -11.9999,        -11.9999,        -12.0000,        -11.9999
         131,        1.083333,        -12.0000,        -12.0001,        -12.0000,        -11.9999,        -12.0002,        -12.0000,        -11.9999,        -12.0003
         132,        1.091667,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -11.9998,        -11.9999,        -11.9999,        -11.9998
         133,        1.100000,        -11.9999,        -12.0001,        -12.0000,        -12.0002,        -12.0002,        -12.0001,        -11.9999,        -11.9999
         134,        1.108333,        -12.0000,        -12.0000,        -12.0001,        -12.0000,        -12.0002,        -11.9999,        -11.9997,        -11.9995
         135,        1.116667,        -11.9998,        -12.0000,        -11.9998,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -12.0004
         136,        1.125000,        -11.9998,        -12.0000,        -11.9999,        -12.0002,        -11.9999,        -12.0000,        -12.0000,        -11.9996
         137,        1.133333,        -11.9999,        -12.0000,        -12.0002,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -12.0000
         138,        1.141667,        -11.9999,        -12.0002,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -11.9999,        -11.9997
         139,        1.150000,        -12.0002,        -12.0000,        -12.0000,        -11.9998,        -12.0000,        -12.0000,        -11.9999,        -11.9999
         140,        1.158333,        -12.0001,        -11.9999,        -12.0001,        -12.0001,        -12.0001,        -12.0000,        -12.0000,        -12.0001
         141,        1.166667,        -12.0001,        -12.0000,        -11.9998,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -12.0004
         142,        1.175000,        -11.9999,        -12.0002,        -11.9998,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -12.0000
         143,        1.183333,        -11.9997,        -12.0002,        -11.9998,        -12.0000,        -12.0000,        -11.9999,        -12.0001,        -12.0000
         144,        1.191667,        -12.0000,        -11.9999,        -12.0001,        -12.0000,        -12.0000,        -12.0002,        -12.0001,        -11.9993
         145,        1.200000,        -12.0000,        -11.9998,        -12.0000,        -12.0002,        -12.0002,        -12.0000,        -11.9999,        -11.9997
         146,        1.208333,        -11.9998,        -11.9999,        -12.0004,        -12.0001,        -12.0001,        -12.0001,        -11.9997,        -11.9997
         147,        1.216667,        -11.9999,        -12.0001,        -12.0000,        -12.0000,        -11.9999,        -12.0000,        -12.0002,        -11.9998
         148,        1.225000,        -12.0000,        -11.9999,        -12.0003,        -11.9999,        -11.9999,        -12.0003,        -12.0000,        -11.9997
         149,        1.233333,        -11.9999,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -12.0000,        -11.9999,        -12.0000
         150,        1.241667,        -12.0001,        -12.0001,        -11.9999,        -12.0000,        -12.0003,        -12.0001,        -11.9999,        -11.9998
         151,        1.250000,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -11.9998,        -11.9999,        -12.0000,        -12.0001
         152,        1.258333,        -11.9999,        -11.9999,        -12.0001,        -12.0000,        -12.0004,        -11.9999,        -11.9999,        -11.9997
         153,        1.266667,        -11.9999,        -11.9999,        -11.9999,        -12.0000,        -11.9999,        -12.0001,        -12.0001,        -11.9999
         154,        1.275000,        -12.0001,        -11.9998,        -11.9999,        -11.9999,        -11.9998,        -12.0002,        -12.0003,        -11.9999
         155,        1.283333,        -12.0002,        -12.0002,        -11.9998,        -11.9998,        -12.0001,        -12.0000,        -12.0001,        -12.0001
         156,        1.291667,        -11.9999,        -12.0001,        -12.0003,        -12.0002,        -12.0001,        -12.0003,        -11.9999,        -11.9999
         157,        1.300000,        -11.9997,        -12.0000,        -11.9999,        -11.9999,        -12.0000,        -11.9998,        -12.0000,        -12.0001
         158,        1.308333,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -12.0001,        -12.0002,        -11.9999,        -11.9995
         159,        1.316667,        -12.0000,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -11.9999,        -12.0000,        -11.9998
         160,        1.325000,        -12.0001,        -11.9999,        -12.0000,        -12.0000,        -12.0001,        -12.0000,        -12.0001,        -12.0001
         161,        1.333333,        -12.0002,        -11.9999,        -12.0000,        -12.0002,        -12.0000,        -12.0002,        -11.9999,        -11.9998
         162,        1.341667,        -11.9999,        -12.0000,        -12.0001,        -11.9999,        -12.0000,        -11.9999,        -12.0001,        -11.9996
         163,        1.350000,        -12.0000,        -12.0000,        -11.9999,        -11.9999,        -12.0002,        -12.0000,        -11.9998,        -11.9998
         164,        1.358333,        -12.0001,        -11.9999,        -11.9998,        -12.0001,        -12.0000,        -12.0000,        -11.9999,        -11.9997
         165,        1.366667,        -12.0001,        -12.0000,        -11.9999,        -11.9999,        -12.0001,        -12.0002,        -11.9999,        -11.9996
         166,        1.375000,        -11.9999,        -12.0000,        -11.9997,        -12.0003,        -11.9999,        -12.0000,        -12.0000,        -11.9999
         167,        1.383333,        -12.0000,        -12.0002,        -12.0002,        -11.9999,        -11.9999,        -12.0000,        -12.0000,        -12.0001
         168,        1.391667,        -12.0000,        -12.0001,        -12.0000,        -12.0001,        -11.9998,        -11.9999,        -12.0000,        -11.9992
         169,        1.400000,        -11.9998,        -12.0001,        -11.9999,        -11.9999,        -12.0000,        -12.0000,        -11.9999,        -12.0003
         170,        1.408333,        -12.0003,        -12.0001,        -12.0001,        -11.9998,        -12.0002,        -11.9999,        -12.0000,        -11.9992
         171,        1.416667,        -11.9999,        -12.0000,        -11.9999,        -11.9998,        -12.0000,        -12.0002,        -11.9999,        -11.9997
         172,        1.425000,        -12.0001,        -11.9999,        -12.0000,        -12.0001,        -12.0002,        -12.0000,        -12.0003,        -11.9994
         173,        1.433333,        -12.0001,        -12.0000,        -11.9999,        -11.9999,        -11.9999,        -12.0002,        -11.9999,        -11.9996
         174,        1.441667,        -12.0001,        -12.0000,        -11.9997,        -12.0001,        -12.0001,        -12.0001,        -11.9999,        -11.9999
         175,        1.450000,        -12.0001,        -11.9999,        -11.9998,        -12.0000,        -12.0000,        -12.0001,        -11.9997,        -11.9994
         176,        1.458333,        -12.0000,        -12.0000,        -12.0003,        -12.0000,        -12.0000,        -12.0001,        -12.0003,        -12.0000
         177,        1.466667,        -12.0003,        -12.0000,        -12.0000,        -12.0003,        -12.0001,        -12.0000,        -12.0001,        -12.0001
         178,        1.475000,        -12.0000,        -12.0002,        -12.0001,        -12.0000,        -12.0000,        -12.0001,        -12.0000,        -11.9998
         179,        1.483333,        -11.9999,        -11.9999,        -12.0000,        -12.0000,        -12.0001,        -12.0002,        -11.9999,        -11.9993
         180,        1.491667,        -12.0002,        -12.0001,        -12.0001,        -11.9999,        -12.0001,        -12.0002,        -12.0001,        -11.9997
         181,        1.500000,        -11.9999,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -11.9999,        -11.9998
         182,        1.508333,        -12.0000,        -11.9998,        -12.0000,        -12.0002,        -11.9999,        -11.9999,        -12.0003,        -12.0008
         183,        1.516667,        -11.9998,        -11.9999,        -12.0000,        -12.0001,        -12.0000,        -11.9999,        -12.0001,        -11.9986
         184,        1.525000,        -12.0000,        -12.0001,        -12.0000,        -12.0000,        -12.0000,        -12.0000,        -12.0004,        -11.9958
         185,        1.533333,        -11.9999,        -12.0000,        -12.0001,        -12.0002,        -12.0000,        -12.0003,        -12.0001,        -11.9988
         186,        1.541667,        -11.9999,        -12.0002,        -12.0000,        -11.9999,        -11.9999,        -12.0001,        -12.0001,        -11.9988
         187,        1.550000,        -12.0000,        -12.0000,        -11.9999,        -12.0000,        -12.0001,        -11.9998,        -12.0002,        -11.9991
         188,        1.558333,        -12.0001,        -12.0001,        -12.0002,        -12.0000,        -12.0000,        -11.9999,        -12.0000,        -11.9994
         189,        1.566667,        -11.9998,        -11.9999,        -12.0000,        -12.0000,        -12.0000,        -11.9998,        -12.0001,        -11.9995
         190,        1.575000,        -11.9999,        -12.0003,        -12.0000,        -12.0002,        -12.0000,        -11.9999,        -12.0001,        -11.9998
         191,        1.583333,        -11.9999,        -12.0001,        -12.0001,        -12.0000,        -11.9999,        -12.0000,        -12.0003,        -11.9997
         192,        1.591667,        -12.0001,        -11.9999,        -12.0003,        -12.0002,        -12.0000,        -12.0000,        -12.0002,        -11.9996
         193,        1.600000,        -12.0001,        -11.9999,        -11.9999,        -11.9999,        -12.0000,        -12.0000,        -11.9999,        -11.9997
         194,        1.608333,        -11.9999,        -12.0000,        -12.0001,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -12.0001
         195,        1.616667,        -11.9998,        -12.0001,        -11.9999,        -12.0001,        -12.0000,        -11.9999,        -11.9999,        -11.9997
         196,        1.625000,        -11.9998,        -12.0000,        -11.9999,        -11.9999,        -11.9999,        -11.9998,        -12.0001,        -11.9996
         197,        1.633333,        -11.9997,        -12.0001,        -12.0001,        -12.0001,        -12.0000,        -12.0000,        -12.0000,        -11.9997
         198,        1.641667,        -12.0000,        -12.0000,        -12.0000,        -12.0002,        -11.9999,        -11.9999,        -12.0000,        -11.9999
         199,        1.650000,        -11.9999,        -12.0000,        -11.9999,        -12.0000,        -11.9998,        -11.9999,        -11.9998,        -12.0000
         200,        1.658333,        -11.9998,        -12.0000,        -12.0000,        -11.9999,        -11.9999,        -11.9999,        -12.0000,        -11.9997
         201,        1.666667,        -12.0000,        -11.9998,        -11.9998,        -12.0001,        -12.0000,        -12.0000,        -11.9998,        -12.0001
         202,        1.675000,        -12.0000,        -11.9999,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -12.0001,        -12.0000
         203,        1.683333,        -12.0000,        -12.0002,        -11.9999,        -12.0000,        -11.9999,        -11.9999,        -11.9998,        -11.9999
         204,        1.691667,        -11.9999,        -12.0001,        -11.9999,        -11.9999,        -12.0001,        -11.9999,        -12.0001,        -11.9998
         205,        1.700000,        -12.0000,        -12.0001,        -12.0003,        -12.0000,        -12.0000,        -12.0001,        -12.0001,        -12.0000
         206,        1.708333,        -11.9998,        -12.0000,        -12.0001,        -11.9999,        -12.0002,        -12.0000,        -12.0000,        -11.9994
         207,        1.716667,        -12.0000,        -11.9999,        -11.9999,        -12.0001,        -12.0001,        -12.0000,        -12.0000,        -12.0001
         208,        1.725000,        -11.9999,        -11.9998,        -11.9997,        -12.0000,        -12.0000,        -11.9999,        -12.0003,        -11.9999
         209,        1.733333,        -12.0000,        -11.9999,        -12.0000,        -12.0001,        -12.0001,        -12.0000,        -12.0001,        -12.0000
         210,        1.741667,        -12.0000,        -11.9999,        -12.0000,        -11.9999,        -11.9997,        -12.0000,        -11.9998,        -12.0001
