"InphaseC4_003","Location","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Velocity","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\runs\InphaseC4_003.tcf","Time","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16"," 1","2","3","4","5","6","7","1"," 8"
"F:\RiverArchitect-tutorial\SampleData_RosgenC4\RosgenC4_InphaseC4\results\003\InphaseC4_003_PO.csv",        0.000000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000
,        0.008333,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          1.3828,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0000,          0.0000
,        0.016667,          1.7339,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.5721,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,         -2.9351,          0.0007
,        0.025000,          1.6528,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.5748,         -1.6077,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -2.9980,         -0.0001
,        0.033333,          1.6247,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.5757,         -1.4247,          0.0000,          0.0000,          0.0000,          0.0000,          0.0003,         -3.0012,         -0.0000
,        0.041667,          1.1414,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          1.5757,         -1.1088,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -3.0001,         -0.0003
,        0.050000,          0.8796,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.5757,         -1.4166,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0003,         -2.9999,         -0.0000
,        0.058333,          0.7422,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          1.5757,         -1.4095,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,         -3.0000,         -0.0012
,        0.066667,          0.6430,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0002,          1.5756,         -1.3242,          0.0000,          0.0000,          0.0000,          0.0000,         -0.0001,         -3.0000,         -0.0004
,        0.075000,          0.5905,          0.0000,          0.0258,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.5757,         -1.4900,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,         -3.0001,          0.0003
,        0.083333,          0.5437,          0.0000,          0.1118,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0000,          0.0001,          1.5755,         -1.4914,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,         -2.9999,          0.0002
,        0.091667,          0.4964,          0.0000,          0.1048,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.5760,         -1.4554,          0.0000,          0.0000,          0.0000,          0.0000,          0.0005,         -3.0002,         -0.0007
,        0.100000,          0.4716,          0.0000,          0.1178,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0000,          0.0001,          0.0001,          0.0001,          1.5749,         -1.5463,          0.0000,          0.0000,          0.0000,          0.0000,          0.0006,         -3.0010,          0.0005
